STATION,STATION_NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DP01,DSNW,DT00,DT32,DX70,DX90,EMNT,EMSN,EMXP,EMXT,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1982-06,13,0,0,0,22,0,-15.3333,0.0,728.98,-1.1111,-6.3333,508.0,508.0,-8.2222,-8.6111,-7.7778
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1982-07,11,0,0,0,30,2,-13.4444,0.0,754.38,0.4444,-4.5,635.0,619.76,-6.0556,-6.0,-5.1111
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1982-09,9,0,0,0,21,0,-16.2222,0.0,749.3,-0.7778,-5.4444,381.0,381.0,-9.1111,-9.0556,-8.1111
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1982-10,8,0,0,6,12,0,-20.5556,0.0,238.76,-1.1111,-7.6111,297.18,281.94,-12.2222,-12.3889,-11.3333
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1982-11,14,0,0,14,0,0,-22.7222,0.0,1043.94,-6.3333,-10.0556,127.0,127.0,-14.6667,-15.0,-14.3889
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1982-12,12,0,0,19,1,0,-24.8889,203.2,1031.24,-6.0556,-11.6111,83.82,83.82,-15.3333,-15.3889,-15.1111
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-01,10,3,1,31,0,0,-30.4444,4318.0,147.32,-13.7778,-15.6111,55.88,55.88,-16.2222,-17.3333,-17.1667
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-02,9,1,1,23,0,0,-28.2778,2057.4,246.38,-8.2222,-13.4444,71.12,71.12,-16.2222,-17.1667,-16.6667
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-03,13,3,0,20,3,0,-24.8889,3556.0,431.8,-4.5,-11.0,111.76,111.76,-15.3333,-15.6667,-15.1111
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-04,16,0,0,9,2,0,-20.8889,0.0,934.72,-4.5,-11.2778,170.18,170.18,-14.6667,-14.8333,-14.1667
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-05,16,0,0,2,9,0,-18.3889,0.0,904.24,-3.5556,-8.8333,297.18,297.18,-12.5556,-12.1667,-11.2778
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-06,7,0,0,0,25,5,-14.0556,0.0,883.92,2.2778,-4.2222,424.18,408.94,-9.7778,-7.2222,-6.5
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-07,11,0,0,0,29,11,-14.0556,0.0,3761.74,2.2778,-2.9444,563.88,619.76,-7.0,-5.3889,-4.7778
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-08,5,0,0,0,31,7,-11.6111,0.0,1353.82,1.6667,-3.5556,607.06,662.94,-5.1111,-5.1667,-4.3333
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-09,7,0,0,0,22,5,-17.4444,0.0,812.8,1.3333,-4.8333,309.88,365.76,-9.4444,-9.3889,-8.1111
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-10,12,0,0,4,8,0,-19.0,0.0,330.2,-1.1111,-7.2778,281.94,297.18,-11.2778,-12.7778,-11.5
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-11,13,0,0,12,1,0,-21.7778,330.2,820.42,-5.1111,-10.3889,142.24,154.94,-13.4444,-15.2222,-14.2222
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1983-12,15,5,10,28,0,0,-33.8333,4191.0,406.4,-15.9444,-15.0,-27.94,0.0,-17.1667,-18.3889,-17.3333
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-02,12,4,2,19,0,0,-28.8889,3556.0,200.66,-7.8889,-14.0556,43.18,43.18,-17.1667,-16.7222,-17.1667
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-03,16,4,0,29,0,0,-26.7222,2895.6,490.22,-11.6111,-15.0,43.18,55.88,-16.8333,-16.8889,-16.8333
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-04,15,0,0,3,2,0,-20.2222,330.2,657.86,-2.9444,-10.0556,170.18,154.94,-15.3333,-14.7222,-14.2222
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-05,13,0,0,1,6,0,-18.1111,0.0,929.64,-0.7778,-7.8889,353.06,309.88,-12.2222,-12.3333,-11.4444
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-06,9,0,0,0,28,4,-12.5556,0.0,1102.36,0.1111,-5.1111,551.18,551.18,-9.7778,-7.5,-6.6111
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-07,9,0,0,0,28,2,-12.8333,0.0,1155.7,1.3333,-4.8333,563.88,579.12,-6.3333,-6.8889,-5.9444
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-08,4,0,0,0,31,4,-13.4444,0.0,414.02,0.7222,-4.2222,718.82,607.06,-5.1111,-6.1667,-5.1667
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-09,17,0,0,0,20,0,-17.4444,0.0,594.36,-0.7778,-5.4444,381.0,396.24,-8.8333,-9.7222,-8.5
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-10,15,0,0,4,13,0,-18.3889,0.0,665.48,-4.5,-7.2778,269.24,297.18,-11.2778,-11.8333,-10.8333
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-11,8,0,0,21,0,0,-21.5,0.0,670.56,-7.6111,-10.6667,99.06,111.76,-14.3889,-15.8333,-14.8889
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1984-12,16,3,1,24,0,0,-27.6667,965.2,632.46,-7.6111,-13.4444,27.94,43.18,-15.9444,-17.0,-16.1667
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1985-01,14,7,6,31,0,0,-35.0556,1930.4,960.12,-15.6111,-15.0,-15.24,15.24,-17.1667,-18.2222,-17.1111
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1985-02,14,8,9,24,0,0,-31.0556,5156.2,1239.52,-12.2222,-16.2222,-27.94,0.0,-17.4444,-17.3333,-17.7778
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1985-03,14,0,0,19,1,0,-22.3889,381.0,812.8,-5.7222,-12.2222,71.12,55.88,-17.1667,-16.0,-15.8333
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1985-04,12,1,0,6,14,0,-21.1667,1625.6,515.62,-1.4444,-8.5,154.94,154.94,-15.0,-13.1111,-12.3889
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1985-05,10,0,0,0,22,1,-17.4444,0.0,284.48,0.4444,-7.6111,436.88,452.12,-9.4444,-11.1111,-9.2778
USC00129222,"WANATAH 2 WNW, IN US",41.4439,-86.9294,224.0,1985-06,10,0,0,0,27,2,-14.6667,0.0,515.62,1.6667,-5.7222,480.06,492.76,-8.2222,-9.6111,-7.9444
