"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097570","1996-03","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","0","5,S","0","5,S","","","","","","","20.0","5,S,02,","","","","","","","","","21.93","5,,,S"
"IDM00097570","2006-06","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","0","5,S","0","5,S","","","","","","","22.0","5,S,07,","","","","","","","","","23.53","5,,,S"
"IDM00097570","2006-11","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","0","3,S","0","3,S","","","","","","","22.1","3,S,09,","","","","","","","","","23.37","3,,,S"
"IDM00097570","2007-02","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","3,S","25","3,S","10","3,S","","","33.8","3,S,16,","","","","","31.39","3,,,S","",""
"IDM00097570","2007-04","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","227.0","5,S","0","4,S","0","4,S","0","2,S","28","2,S","6","2,S","22.3","4,S,05,","33.0","2,S,19,+","0.0","2,S","27.44","5,S","31.15","2,,,S","23.73","4,,,S"
"IDM00097570","2007-05","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","2,S","29","2,S","9","2,S","","","34.2","2,S,25,","","","","","31.68","2,,,S","",""
"IDM00097570","2007-06","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","0","5,S","0","5,S","0","5,S","25","5,S","8","5,S","23.0","5,S,10,","34.8","5,S,05,","","","27.61","7,S","31.54","5,,,S","23.68","5,,,S"
"IDM00097570","2007-07","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","5,S","26","5,S","5","5,S","","","33.0","5,S,20,","","","","","30.73","5,,,S","",""
"IDM00097570","2007-08","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","3,S","28","3,S","2","3,S","","","32.7","3,S,26,","","","","","30.60","3,,,S","",""
"IDM00097570","2007-09","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","0","5,S","0","5,S","","","","","","","21.2","5,S,04,","","","","","","","","","23.17","5,,,S"
"IDM00097570","2007-10","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","4,S","27","4,S","16","4,S","","","35.6","4,S,03,","","","","","32.30","4,,,S","",""
"IDM00097570","2007-11","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","2,S","28","2,S","2","2,S","","","32.9","2,S,27,","","","","","30.85","2,,,S","",""
"IDM00097570","2007-12","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","0","4,S","0","4,S","0","2,S","29","2,S","14","2,S","21.2","4,S,25,","33.8","2,S,16,","","","27.73","6,S","31.81","2,,,S","23.64","4,,,S"
"IDM00097570","2008-01","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","0","5,S","0","5,S","0","4,S","27","4,S","10","4,S","21.7","5,S,13,","33.7","4,S,31,","","","27.37","9,S","31.52","4,,,S","23.23","5,,,S"
"IDM00097570","2008-02","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","1,S","28","1,S","11","1,S","","","33.6","1,S,12,","","","","","31.58","1,,,S","",""
"IDM00097570","2008-05","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","1,S","30","1,S","9","1,S","","","33.4","1,S,31,","","","","","31.22","1,,,S","",""
"IDM00097570","2008-06","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","3,S","27","3,S","6","3,S","","","33.6","3,S,01,","","","","","30.89","3,,,S","",""
"IDM00097570","2008-07","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","4,S","27","4,S","1","4,S","","","32.4","4,S,09,","","","","","30.42","4,,,S","",""
"IDM00097570","2008-09","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","2,S","28","2,S","9","2,S","","","33.6","2,S,24,","","","","","31.37","2,,,S","",""
"IDM00097570","2008-11","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","5,S","25","5,S","11","5,S","","","33.2","5,S,16,","","","","","31.47","5,,,S","",""
"IDM00097570","2008-12","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","4,S","27","4,S","12","4,S","","","33.5","4,S,30,","","","","","31.55","4,,,S","",""
"IDM00097570","2009-01","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","3,S","28","3,S","10","3,S","","","34.4","3,S,23,","","","","","31.91","3,,,S","",""
"IDM00097570","2009-02","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","2,S","26","2,S","5","2,S","","","32.8","2,S,12,","","","","","30.78","2,,,S","",""
"IDM00097570","2009-03","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","5,S","26","5,S","7","5,S","","","32.6","5,S,31,","","","","","31.41","5,,,S","",""
"IDM00097570","2009-04","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","4,S","26","4,S","11","4,S","","","33.0","4,S,27,","","","","","31.50","4,,,S","",""
"IDM00097570","2009-05","-1.867","136.233","3.0","SERUI YENDOSA, ID","","","","","","","","","0","3,S","28","3,S","14","3,S","","","34.8","3,S,01,","","","","","32.08","3,,,S","",""
