"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00418169","1988-06","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","","","259.7","1,0","3",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","24","1,0","","","17.8","1,0,03,","0",",,0,30,+","0",",,0,30,+","26.9",",,0,03,","38.9","1,0,10,","","","","","0.0","1,0","","","","","41.7",",,,0","0",",,,0","27.29","1,0","33.33","1,,,0","21.25","1,,,0","2652",",,,0"
"USC00418169","1988-07","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","","","328.2",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","20.6",",0,22,","0",",,0,31,+","0",",,0,31,+","48.5",",,0,21,","37.2",",0,20,+","233.6",",,,0","0.0","0","0.0",",0","","","","","64.2",",,,0","0",",,,0","28.92",",0","34.65",",,,0","23.20",",,,0","2885",",,,0"
"USC00418169","1988-08","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","","","346.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","22.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","3.8",",,0,02,","38.9",",0,10,","235.7",",,,0","0.0","0","0.0",",0","","","","","4.3",",,,0","0",",,,0","29.50",",0","35.69",",,,0","23.30",",,,0","2409",",,,0"
"USC00418169","1988-09","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","","","257.5",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","16.7",",0,30,","0",",,0,30,+","0",",,0,30,+","91.4",",,0,17,","35.0",",0,16,+","200.5","1,,,0","0.0","0","0.0",",0","","","","","127.7",",,,0","0",",,,0","26.92",",0","32.90",",,,0","20.93",",,,0","2770",",,,0"
"USC00418169","1988-10","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","","","126.7",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","12.8",",0,11,+","0",",,0,31,+","0",",,0,31,+","12.2",",,0,31,","32.8",",0,25,+","157.5",",,,0","0.3","0","0.3",",0","","","","","23.9",",,,0","0",",,,0","22.41",",0","28.70",",,,0","16.13",",,,0","2469",",,,0"
"USC00418169","1988-11","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","","","57.7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","1",",0","","","0.0",",0,28,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,19,","32.8",",0,05,","131.9",",,,0","66.9","0","66.6",",0","","","","","2.3",",,,0","0",",,,0","18.04",",0","24.60",",,,0","11.47",",,,0","3242",",,,0"
"USC00418169","1988-12","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","","","5.2",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","0.6",",0,29,+","0",",,0,31,+","0",",,0,31,+","6.1",",,0,10,","26.1",",0,27,","89.8","1,,,0","247.4","0","180.5",",0","","","","","9.7",",,,0","0",",,,0","12.68",",0","18.65",",,,0","6.71",",,,0","3114","1,,,0"
"USC00418169","1989-01","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","5.8","0","5.8",",0","14",",0","7",",0","1",",0","","","0","1,0","0",",0","1",",0","0",",0","10",",0","0",",0","","","-0.6",",0,14,","","","0","1,,0,31,+","30.5",",,0,29,","28.3",",0,04,","83.4","3,,,0","422.8","0","175.4",",0","","","","","106.0",",,,0","0","1,,,0","12.86",",0","18.31",",,,0","7.41",",,,0","3026","1,,,0"
"USC00418169","1989-02","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","14.9","0","9.1",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","8",",0","3",",0","10",",0","0",",0","","","-7.2",",0,06,","0",",,0,28,+","0",",,0,28,+","25.1",",,0,06,+","28.3",",0,27,","","","665.4","0","242.6",",0","","","","","61.8",",,,0","0",",,,0","9.99",",0","15.05",",,,0","4.94",",,,0","3411",",,,0"
"USC00418169","1989-03","29.4508","-98.7027","286.5","SAN ANTONIO SEAWORLD, TX US","44.7","0","29.8","2,0","6",",0","3",",0","0",",0","","","","","0","1,0","4","1,0","0","1,0","19","1,0","0","1,0","","","-3.9","1,0,07,","","","","","12.7",",,0,28,","31.7","1,0,14,","116.4","4,,,0","771.5","0","106.1","1,0","","","","","29.5",",,,0","","","15.52","2,0","22.47","1,,,0","8.58","1,,,0","3650","1,,,0"
