"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00206371","1892-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","45.7",",,6,17,","","","","","70.9",",,,6","","","","","","","",""
"USC00206371","1892-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","17.8",",,6,06,","","","","","61.3",",,,6","","","","","","","",""
"USC00206371","1893-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","14",",6","12",",6","0",",6","10",",6","","","","","","","","","","","","","","","","","76",",,6,24,+","7.6",",,6,24,+","","","","","55.0",",,,6","404",",,,6","","","","","",""
"USC00206371","1893-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","11",",6","0",",6","7",",6","","","","","","","","","","","","","","","","","76",",,6,17,","22.4",",,6,06,","","","","","87.8",",,,6","278",",,,6","","","","","",""
"USC00206371","1893-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","8",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","25",",,6,18,","35.6",",,6,23,","","","","","102.8",",,,6","38",",,,6","","","","","",""
"USC00206371","1893-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","13",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","51",",,6,21,","38.1",",,6,19,","","","","","193.9",",,,6","64",",,,6","","","","","",""
"USC00206371","1893-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","30.5",",,6,11,","","","","","117.5",",,,6","","","","","","","",""
"USC00206371","1893-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","31.5",",,6,10,","","","","","91.6",",,,6","","","","","","","",""
"USC00206371","1893-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","41.9",",,6,13,","","","","","85.3",",,,6","","","","","","","",""
"USC00206371","1893-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.1",",,6,27,+","","","","","13.5",",,,6","","","","","","","",""
"USC00206371","1893-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","29.2",",,6,30,","","","","","87.7",",,,6","","","","","","","",""
"USC00206371","1893-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","27.2",",,6,03,","","","","","77.4",",,,6","","","","","","","",""
"USC00206371","1893-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9","1,6","7","1,6","1","1,6","4",",6","","","","","","","","","","","","","","","","","102",",,6,15,","36.3","1,,6,27,","","","","","89.0","1,,,6","306",",,,6","","","","","",""
"USC00206371","1893-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","9",",6","1",",6","6",",6","","","","","","","","","","","","","","","","","152",",,6,02,","30.5",",,6,15,","","","","","81.6",",,,6","406",",,,6","","","","","",""
"USC00206371","1894-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","127",",,6,23,","20.3",",,6,20,","","","","","46.5",",,,6","166",",,,6","","","","","",""
"USC00206371","1894-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","7",",6","0",",6","5",",6","","","","","","","","","","","","","","","","","127",",,6,12,","13.2",",,6,08,","","","","","53.9",",,,6","305",",,,6","","","","","",""
"USC00206371","1894-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","0",",6","3",",6","","","","","","","","","","","","","","","","","127",",,6,28,","12.7",",,6,28,","","","","","51.4",",,,6","255",",,,6","","","","","",""
"USC00206371","1894-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","10",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,10,","20.3",",,6,30,+","","","","","100.4",",,,6","13",",,,6","","","","","",""
"USC00206371","1894-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","12",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,19,+","68.1",",,6,15,","","","","","185.1",",,,6","0",",T,,6","","","","","",""
"USC00206371","1894-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,28,","","","","","51.4",",,,6","","","","","","","",""
"USC00206371","1894-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18.8",",,6,01,","","","","","35.3",",,,6","","","","","","","",""
"USC00206371","1894-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","6.1",",,6,01,","","","","","7.4",",,,6","","","","","","","",""
"USC00206371","1894-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","41.9",",,6,09,","","","","","104.0",",,,6","","","","","","","",""
"USC00206371","1894-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.9",",,6,04,+","","","","","63.2",",,,6","","","","","","","",""
"USC00206371","1894-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","6",",6","0",",6","3",",6","","","","","","","","","","","","","","","","","102",",,6,09,","10.7",",,6,02,","","","","","48.2",",,,6","255",",,,6","","","","","",""
"USC00206371","1894-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","","","","","38",",,6,30,","17.3",",,6,10,","","","","","35.0",",,,6","76",",,,6","","","","","",""
"USC00206371","1895-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","13",",6","0",",6","11",",6","","","","","","","","","","","","","","","","","127",",,6,10,","12.7",",,6,10,","","","","","70.1",",,,6","531",",,,6","","","","","",""
"USC00206371","1895-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","0",",6","5",",6","","","","","","","","","","","","","","","","","25",",,6,20,+","8.9",",,6,20,","","","","","28.6",",,,6","151",",,,6","","","","","",""
"USC00206371","1895-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","","","","","51",",,6,04,","8.9",",,6,31,","","","","","27.7",",,,6","102",",,,6","","","","","",""
"USC00206371","1895-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","15.5",",,6,08,","","","","","34.6",",,,6","","","","","","","",""
"USC00206371","1895-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,13,","13.7",",,6,18,","","","","","46.4",",,,6","13",",,,6","","","","","",""
"USC00206371","1895-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","15.2",",,6,04,","","","","","35.7",",,,6","","","","","","","",""
"USC00206371","1895-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","38.1",",,6,19,","","","","","52.2",",,,6","","","","","","","",""
"USC00206371","1895-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","55.1",",,6,23,","","","","","120.1",",,,6","","","","","","","",""
"USC00206371","1895-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,17,","","","","","25.4",",,,6","","","","","","","",""
"USC00206371","1895-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","25",",,6,20,","11.7",",,6,11,","","","","","30.6",",,,6","25",",,,6","","","","","",""
"USC00206371","1895-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","11",",6","1",",6","6",",6","","","","","","","","","","","","","","","","","76",",,6,19,+","33.0",",,6,25,","","","","","98.5",",,,6","304",",,,6","","","","","",""
"USC00206371","1895-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","11",",6","3",",6","4",",6","","","","","","","","","","","","","","","","","127",",,6,30,+","61.0",",,6,18,","","","","","208.9",",,,6","356",",,,6","","","","","",""
"USC00206371","1896-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","6",",6","0",",6","2",",6","","","","","","","","","","","","","","","","","114",",,6,24,","11.4",",,6,24,","","","","","40.8",",,,6","152",",,,6","","","","","",""
"USC00206371","1896-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","6",",6","0",",6","5",",6","","","","","","","","","","","","","","","","","102",",,6,12,+","10.2",",,6,12,+","","","","","35.6",",,,6","331",",,,6","","","","","",""
"USC00206371","1896-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","0",",6","7",",6","","","","","","","","","","","","","","","","","76",",,6,09,","13.2",",,6,28,","","","","","47.5",",,,6","252",",,,6","","","","","",""
"USC00206371","1896-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","25",",,6,02,","39.4",",,6,20,","","","","","78.4",",,,6","25",",,,6","","","","","",""
"USC00206371","1896-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","17.8",",,6,18,","","","","","74.4",",,,6","","","","","","","",""
"USC00206371","1896-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","20.3",",,6,15,","","","","","68.6",",,,6","","","","","","","",""
"USC00206371","1896-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","56.1",",,6,26,","","","","","157.1",",,,6","","","","","","","",""
"USC00206371","1896-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","116.3",",,6,11,","","","","","178.4",",,,6","","","","","","","",""
"USC00206371","1896-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","90.2",",,6,29,","","","","","173.8",",,,6","","","","","","","",""
"USC00206371","1896-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,18,+","8.1",",,6,19,","","","","","21.4",",,,6","0",",T,,6","","","","","",""
"USC00206371","1896-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","10",",6","1",",6","3",",6","","","","","","","","","","","","","","","","","51",",,6,28,+","29.2",",,6,04,","","","","","83.2",",,,6","127",",,,6","","","","","",""
"USC00206371","1896-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","51",",,6,22,","5.1",",,6,22,","","","","","20.7",",,,6","126",",,,6","","","","","",""
"USC00206371","1897-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","12",",6","2",",6","8",",6","","","","","","","","","","","","","","","","","102",",,6,20,","43.2",",,6,02,","","","","","133.6",",,,6","381",",,,6","","","","","",""
"USC00206371","1897-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","8",",6","0",",6","6",",6","","","","","","","","","","","","","","","","","76",",,6,11,","8.9",",,6,20,","","","","","38.0",",,,6","227",",,,6","","","","","",""
"USC00206371","1897-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","12",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","76",",,6,23,","20.8",",,6,09,","","","","","97.4",",,,6","203",",,,6","","","","","",""
"USC00206371","1897-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","15",",6","7",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","25",",,6,14,","16.5",",,6,24,","","","","","73.0",",,,6","25",",,,6","","","","","",""
"USC00206371","1897-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","34.3",",,6,22,","","","","","95.1",",,,6","","","","","","","",""
"USC00206371","1897-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","24.9",",,6,16,","","","","","49.7",",,,6","","","","","","","",""
"USC00206371","1897-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","33.0",",,6,16,","","","","","100.2",",,,6","","","","","","","",""
"USC00206371","1897-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,01,","","","","","31.9",",,,6","","","","","","","",""
"USC00206371","1897-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","14.2",",,6,01,","","","","","18.5",",,,6","","","","","","","",""
"USC00206371","1897-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","38.1",",,6,11,","","","","","58.1",",,,6","","","","","","","",""
"USC00206371","1897-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","9",",6","1",",6","2",",6","","","","","","","","","","","","","","","","","25",",,6,29,+","25.4",",,6,25,","","","","","123.2",",,,6","63",",,,6","","","","","",""
"USC00206371","1897-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","10",",6","0",",6","7",",6","","","","","","","","","","","","","","","","","102",",,6,17,","24.4",",,6,10,","","","","","69.3",",,,6","265",",,,6","","","","","",""
"USC00206371","1898-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","10",",6","0",",6","7",",6","","","","","","","","","","","","","","","","","152",",,6,22,","20.3",",,6,22,","","","","","91.4",",,,6","456",",,,6","","","","","",""
"USC00206371","1898-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","15",",6","12",",6","0",",6","7",",6","","","","","","","","","","","","","","","","","102",",,6,20,","12.7",",,6,17,","","","","","73.2",",,,6","356",",,,6","","","","","",""
"USC00206371","1898-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,13,","47.8",",,6,18,","","","","","134.6",",,,6","0",",T,,6","","","","","",""
"USC00206371","1898-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.6",",,6,22,","","","","","35.7",",,,6","","","","","","","",""
"USC00206371","1898-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","","","30.5",",,6,21,","","","","","93.6",",,,6","","","","","","","",""
"USC00206371","1898-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","24.1",",,6,12,","","","","","79.9",",,,6","","","","","","","",""
"USC00206371","1898-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","21.6",",,6,19,","","","","","44.0",",,,6","","","","","","","",""
"USC00206371","1898-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","54.6",",,6,03,","","","","","116.6",",,,6","","","","","","","",""
"USC00206371","1898-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","38.1",",,6,04,","","","","","89.0",",,,6","","","","","","","",""
"USC00206371","1898-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","11",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,25,","20.3",",,6,24,","","","","","96.4",",,,6","0",",T,,6","","","","","",""
"USC00206371","1898-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","9",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","191",",,6,10,","19.1",",,6,10,+","","","","","91.7",",,,6","356",",,,6","","","","","",""
"USC00206371","1898-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","8",",6","0",",6","6",",6","","","","","","","","","","","","","","","","","76",",,6,22,","23.4",",,6,22,","","","","","61.8",",,,6","201",",,,6","","","","","",""
"USC00206371","1899-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","10",",6","0",",6","6",",6","","","","","","","","","","","","","","","","","51",",,6,06,","22.9",",,6,04,","","","","","73.3",",,,6","176",",,,6","","","","","",""
"USC00206371","1899-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","8",",6","1",",6","6",",6","","","","","","","","","","","","","","","","","51",",,6,22,","30.2",",,6,25,","","","","","64.5",",,,6","176",",,,6","","","","","",""
"USC00206371","1899-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","17",",6","15",",6","0",",6","10",",6","","","","","","","","","","","","","","","","","152",",,6,04,","18.3",",,6,22,","","","","","114.8",",,,6","609",",,,6","","","","","",""
