"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00308870","1917-06","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","14.2",",,6,27,","","","","","","","","","19.8",",,,6","","","","","","","","","",""
"USC00308870","1917-07","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","119.2",",6","11",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","7",",6","","","10.0",",6,01,","","","","","10.7",",,6,16,","37.8",",6,31,","1333.4",",,,6","4.5","","4.5",",6","46.6",",,,6","","","22.03",",6","27.95",",,,6","16.11",",,,6","1432",",,,6"
"USC00308870","1917-08","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","134.1",",6","11",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","7.8",",6,27,","","","","","16.8",",,6,30,","38.3",",6,03,","1381.7","1,,,6","10.3","","5.8",",6","61.8",",,,6","","","22.47",",6","28.96",",,,6","15.98",",,,6","1929",",,,6"
"USC00308870","1917-09","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","8.3","1,6","8",",6","4",",6","0",",6","","","","","0",",6","3",",6","0","1,6","19","1,6","0","1,6","","","0.0",",6,24,+","","","","","15.2",",,6,02,","27.8","1,6,20,+","937.0",",,,6","114.2","","103.9","1,6","38.5",",,,6","","","15.17","1,6","22.16","1,,,6","8.17",",,,6","1804",",,,6"
"USC00308870","1917-10","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","0.0",",6","13",",6","9",",6","2",",6","","","","","0",",6","10",",6","0",",6","0",",6","0",",6","","","-2.2",",6,23,+","","","","","30.7",",,6,25,","20.6",",6,04,","581.5",",,,6","426.5","","312.3",",6","150.0",",,,6","","","8.26",",6","13.60",",,,6","2.91",",,,6","2631",",,,6"
"USC00308870","1917-11","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","","","2",",6","2",",6","0",",6","","","","","0",",6","28",",6","","","","","","","","","-12.2",",6,27,","","","","","18.8",",,6,23,","","","","","","","","","22.4",",,,6","","","","","","","-3.84",",,,6","4181",",,,6"
"USC00308870","1918-04","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","","","13",",6","10",",6","0",",6","","","","","0","1,6","15","1,6","","","","","","","","","-4.4","1,6,11,+","","","","","18.3",",,6,22,","","","","","","","","","67.6",",,,6","","","","","","","0.64","1,,,6","3352",",,,6"
"USC00308870","1918-05","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","21.4",",6","14",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","18",",6","0",",6","","","1.1",",6,05,","","","","","22.6",",,6,14,","30.6",",6,08,","1323.4","1,,,6","","","99.4",",6","74.9",",,,6","","","15.82",",6","22.27",",,,6","9.36",",,,6","2875",",,,6"
"USC00308870","1918-06","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","17.7","1,6","9",",6","4",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","25",",6","1",",6","","","4.4","1,6,20,","","","","","22.9",",,6,22,","33.9",",6,02,","1347.7","1,,,6","","","65.2",",6","56.1",",,,6","","","16.69","1,6","23.27",",,,6","10.10","1,,,6","1987",",,,6"
"USC00308870","1918-07","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","110.6",",6","11",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","8",",6","","","6.7",",6,03,","","","","","12.4",",,6,11,","36.7",",6,23,","1552.4",",,,6","14.7","","14.7",",6","44.5",",,,6","","","21.43",",6","27.96",",,,6","14.89",",,,6","1578",",,,6"
"USC00308870","1918-08","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","104.7",",6","11",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","","","6.1",",6,20,","","","","","38.1",",,6,25,","38.3",",6,08,","1604.3",",,,6","25.1","","10.4",",6","88.8",",,,6","","","21.38",",6","29.34",",,,6","13.41",",,,6","1990",",,,6"
"USC00308870","1918-09","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","9.4",",6","","","","","","","","","","","0",",6","0",",6","0",",6","11",",6","0",",6","","","1.1",",6,30,","","","","","","","27.8",",6,05,+","886.5","3,,,6","189.3","","164.2",",6","","","","","13.17",",6","19.00",",,,6","7.35",",,,6","1826",",,,6"
"USC00308870","1918-10","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","3.3",",6","11",",6","7",",6","0",",6","","","","","0",",6","8",",6","0",",6","5",",6","0",",6","","","-2.2",",6,24,","","","","","11.7",",,6,06,","26.1",",6,30,","614.0","1,,,6","430.4","","241.1",",6","43.9",",,,6","","","10.66",",6","16.96",",,,6","4.36",",,,6","1908",",,,6"
"USC00308870","1919-04","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","0.0","1,6","17",",6","6",",6","0",",6","","","","","0","1,6","9","1,6","4","1,6","2","1,6","0","1,6","","","-8.3","1,6,03,+","","","","","21.3",",,6,12,","22.2","1,6,24,","","","","","358.7","1,6","57.5",",,,6","","","5.97","1,6","11.28","1,,,6","0.65","1,,,6","3782","1,,,6"
"USC00308870","1919-05","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","3.6",",6","19",",6","10",",6","0",",6","","","","","0",",6","0",",6","0",",6","14",",6","0",",6","","","1.1",",6,01,","","","","","23.6",",,6,05,","28.9",",6,30,","1072.5","2,,,6","","","147.3",",6","112.1",",,,6","","","13.70",",6","19.61",",,,6","7.78",",,,6","2448",",,,6"
"USC00308870","1919-06","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","91.1",",6","9",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","6",",6","","","5.6",",6,29,","","","","","14.5",",,6,16,","36.1",",6,04,","1343.5",",,,6","","","28.3",",6","42.8",",,,6","","","20.43",",6","27.48",",,,6","13.37",",,,6","1137",",,,6"
"USC00308870","1919-07","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","120.2",",6","10",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","8.9",",6,12,","","","","","18.3",",,6,16,","37.2",",6,06,+","1592.7",",,,6","6.1","","6.1",",6","90.9",",,,6","","","22.01",",6","28.71",",,,6","15.32",",,,6","1924",",,,6"
"USC00308870","1919-08","42.7","-73.95","98.1","VOORHEESVILLE DEPOT, NY US","","","40.9",",6","12",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","6.7",",6,29,","","","","","15.0",",,6,07,","31.7",",6,25,","1133.0",",,,6","30.9","","24.8",",6","65.0",",,,6","","","18.85",",6","25.06",",,,6","12.65",",,,6","1544",",,,6"
