"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058793","2012-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","753.0","7","0.0",",7","0",",7","0",",7","0",",7","","","","","0",",7","19",",7","0",",7","11",",7","0",",7","","","","","-10.0",",7,12,","","","","","0.0",",,7,30,+","26.1",",7,02,","","","565.1","7","299.7",",7","  11.1",",,,7,3,2","   1.7",",,,7,3,2","","","   6.3",",,,7,3,2","","","0.0",",,,7","","","8.34",",7","17.83",",,,7","-1.15",",,,7","5025",",,,7"
"USC00058793","2012-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","753.0","7","0.0",",7","5",",7","4",",7","0",",7","","","","","1",",7","27",",7","5",",7","0",",7","0",",7","","","","","-18.9",",7,26,","","","","","8.9",",,7,31,","20.0",",7,02,","","","1097.9","7","532.8",",7","   6.7",",,,7,3,2","  -4.4",",,,7,3,2","","","   0.8",",,,7,3,2","","","22.9",",,,7","","","1.15",",7","8.76",",,,7","-6.47",",,,7","6215",",,,7"
"USC00058793","2013-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","4",",7","1",",7","0",",7","","","","","0",",7","30",",7","8",",7","1",",7","0",",7","","","","","-16.7",",7,04,","","","","","9.4",",,7,01,","22.8",",7,24,","","","1677.8","7","579.9",",7","   4.4",",,,7,3,2","  -5.6",",,,7,3,2","","","  -0.4",",,,7,3,2","","","10.8",",,,7","","","-0.37",",7","7.03",",,,7","-7.77",",,,7","5795",",,,7"
"USC00058793","2013-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","3",",7","1",",7","0",",7","2",",7","0",",7","0",",7","28",",7","2",",7","0",",7","0",",7","1","","","","-12.2",",7,22,","25",",,7,22,+","18",",,7,21,","4.3",",,7,21,","20.6",",7,18,","","","2148.0","7","470.2",",7","   4.4",",,,7,3,2","  -1.7",",,,7,3,2","","","   1.1",",,,7,3,2","","","5.4",",,,7","18",",,,7","1.54",",7","9.27",",,,7","-6.19",",,,7","6690",",,,7"
"USC00058793","2013-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","5",",7","3",",7","0",",7","2",",7","2",",7","0",",7","22",",7","2",",7","7",",7","0",",7","1","","","","-12.8",",7,24,","51",",,7,24,+","46",",,7,24,+","4.6",",,7,10,","27.8",",7,16,","","","2533.0","7","385.0",",7","  10.0",",,,5,3,2","   0.6",",,,5,3,2","","","   4.9",",,,5,3,2","","","13.5",",,,7","92",",,,7","5.91",",7","14.59",",,,7","-2.76",",,,7","6554","2,,,7"
"USC00058793","2013-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","2.0","7","2.0",",7","6",",7","2",",7","0",",7","","","","","0",",7","18",",7","1",",7","12",",7","0",",7","","","","","-11.1",",7,10,","","","","","3.8",",,7,18,","30.6",",7,29,","","","2848.0","7","315.0",",7","  13.9",",,,7,3,2","   3.9",",,,7,3,2","","","   8.4",",,,7,3,2","","","11.8",",,,7","","","7.90",",7","16.56",",,,7","-0.76",",,,7","7713",",,,7"
"USC00058793","2013-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","67.9","7","65.9",",7","5",",7","2",",7","0",",7","1",",7","0",",7","0",",7","5",",7","0",",7","24",",7","10",",7","","","","","-4.4",",7,03,","25",",,7,02,","18",",,7,02,","6.4",",,7,21,","36.7",",7,27,","324.4","1,,,7","2949.4","7","101.4",",7","  22.2",",,,7,3,2","   7.8",",,,7,3,2","","","  16.3",",,,7,3,2","","","11.7",",,,7","18",",,,7","17.19",",7","26.63",",,,7","7.75",",,,7","7533",",,,7"
"USC00058793","2013-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","270.0","7","202.1",",7","8",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","20",",7","","","","","6.1",",7,02,+","0",",,7,30,+","0",",,7,30,+","20.1",",,7,19,","41.7",",7,12,+","363.1","1,,,7","2960.0","7","10.6",",7","  26.7",",,,7,3,2","  16.1",",,,7,3,2","","","  22.1",",,,7,3,2","","","79.3",",,,7","0",",,,7","24.72",",7","33.86",",,,7","15.57",",,,7","7700",",,,7"
"USC00058793","2013-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","469.1","7","199.1",",7","11",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","19",",7","1","","","","11.1",",7,02,","0",",,7,31,+","0",",,7,31,+","31.5",",,7,08,","39.4",",7,23,","281.3","1,,,7","0.0","7","0.0",",7","  26.7",",,,7,3,2","  20.6",",,,7,3,2","","","  23.1",",,,7,3,2","","","99.7",",,,7","0",",,,7","24.75",",7","32.68",",,,7","16.83",",,,7","6351",",,,7"
"USC00058793","2013-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","669.4","7","200.3",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","20",",7","1","","","","11.7",",7,10,","0",",,7,31,+","0",",,7,31,+","24.1",",,7,08,","38.9",",7,31,","292.2","2,,,7","1.4","7","1.4",",7","  26.7","1,,,7,3,2","  18.9","1,,,7,3,2","","","  24.1","1,,,7,3,2","","","35.1",",,,7","0",",,,7","24.75",",7","32.72",",,,7","16.78",",,,7","5783","1,,,7"
"USC00058793","2013-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","783.2","7","113.8",",7","9",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","9",",7","","","","","3.3",",7,29,","0",",,7,30,+","0",",,7,30,+","85.3",",,7,12,","40.0",",7,01,","248.2","3,,,7","19.3","7","17.9",",7","  26.7",",,,7,3,2","  14.4",",,,7,3,2","","","  21.1",",,,7,3,2","","","147.8",",,,7","0",",,,7","21.53",",7","29.13",",,,7","13.93",",,,7","6508",",,,7"
"USC00058793","2013-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","784.0","7","0.8",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","8",",7","0",",7","14",",7","0",",7","2","","","","-2.8",",7,19,","0",",,7,31,+","0",",T,7,19,","6.9",",,7,14,","30.0",",7,01,","","","228.4","7","209.1",",7","  16.1",",,,7,3,2","   6.1",",,,7,3,2","","","  11.7",",,,7,3,2","","","14.5",",,,7","0",",T,,7","11.62",",7","20.36",",,,7","2.87",",,,7","6155",",,,7"
"USC00058793","2013-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","784.0","7","0.0",",7","4",",7","4",",7","0",",7","6",",7","3",",7","0",",7","26",",7","4",",7","4",",7","0",",7","1","","","","-10.0",",7,25,","152",",,7,24,","102",",,7,22,","10.9",",,7,22,","26.1",",7,09,","","","643.2","7","414.8",",7","   8.9",",,,7,3,2","   1.1",",,,7,3,2","","","   5.3",",,,7,3,2","","","18.4",",,,7","152",",,,7","4.51",",7","12.50",",,,7","-3.48",",,,7","5922",",,,7"
"USC00058793","2013-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","784.0","7","0.0",",7","2",",7","0",",7","0",",7","2",",7","0",",7","1",",7","30",",7","9",",7","1",",7","0",",7","","","","","-17.8",",7,09,","25",",,7,08,+","10",",,7,06,","0.5",",,7,25,","21.1",",7,19,","","","1226.4","7","583.2",",7","   2.8","2,,,7,3,2","  -4.4","2,,,7,3,2","","","  -0.3","2,,,7,3,2","","","0.8",",,,7","23",",,,7","-0.48",",7","7.07",",,,7","-8.03",",,,7","4974","2,,,7"
"USC00058793","2014-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","4",",7","1",",7","0",",7","7",",7","1",",7","3",",7","31",",7","6",",7","0",",7","0",",7","","","","","-23.3",",7,06,","51",",,7,07,+","51",",,7,05,","4.1",",,7,05,","19.4",",7,20,","","","1792.9","7","566.5",",7","   1.1",",,,7,3,2","  -1.1",",,,7,3,2","","","  -0.1",",,,7,3,2","","","6.9",",,,7","104",",,,7","0.06",",7","8.81",",,,7","-8.69",",,,7","5449",",,,7"
"USC00058793","2014-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","4",",7","1",",7","0",",7","7",",7","2",",7","3",",7","27",",7","8",",7","2",",7","0",",7","","","","","-21.7",",7,06,+","76",",,7,07,+","51",",,7,05,","4.1",",,7,05,","23.3",",7,16,","","","2303.1","7","510.2",",7","   4.4","2,,,7,3,2","  -2.2","2,,,7,3,2","","","   0.8","2,,,7,3,2","","","8.7",",,,7","109",",,,7","0.11",",7","7.88",",,,7","-7.66",",,,7","5430","2,,,7"
"USC00058793","2014-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","5",",7","1",",7","0",",7","3",",7","2",",7","1",",7","23",",7","2",",7","8",",7","0",",7","2","","","","-20.0",",7,03,","76",",,7,08,","64",",,7,08,","5.8",",,7,08,","25.6",",7,31,","","","2688.9","7","385.8",",7","  10.0",",,,7,3,2","  -1.1",",,,7,3,2","","","   5.3",",,,7,3,2","","","10.3",",,,7","136",",,,7","5.89",",7","14.97",",,,7","-3.19",",,,7","7877",",,,7"
"USC00058793","2014-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","4.4","7","4.4",",7","10",",7","4",",7","0",",7","2",",7","1",",7","0",",7","7",",7","0",",7","14",",7","0",",7","","","","","-5.6",",7,15,+","102",",,7,14,","89",",,7,14,","9.1",",,7,14,","31.1",",7,13,","","","2900.5","7","211.6",",7","  14.4",",,,7,3,2","   5.6",",,,7,3,2","","","  10.3",",,,7,3,2","","","32.1",",,,7","89",",,,7","11.43",",7","19.78",",,,7","3.07",",,,7","8598",",,,7"
"USC00058793","2014-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","40.3","7","35.9",",7","7",",7","4",",7","1",",7","0",",7","0",",7","0",",7","4",",7","0",",7","25",",7","3",",7","","","","","-1.1",",7,02,","0",",,7,31,+","0",",,7,31,+","28.4",",,7,23,","35.0",",7,20,","284.4","2,,,7","2982.5","7","82.0",",7","  20.0","1,,,7,3,2","   8.9","1,,,7,3,2","","","  15.4","1,,,7,3,2","","","56.6",",,,7","0",",,,7","16.85",",7","25.88",",,,7","7.82",",,,7","6607","1,,,7"
"USC00058793","2014-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","181.0","7","140.7",",7","8",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","16",",7","","","1","","5.0",",7,10,","0",",,7,30,+","0",",,7,30,+","18.5",",,7,09,","37.8",",7,30,","306.2","2,,,7","2993.6","7","11.1",",7","  25.6","2,,,7,3,2","  13.3","2,,,7,3,2","","","  20.5","2,,,7,3,2","","","52.1",",,,7","0",",,,7","22.65",",7","30.94",",,,7","14.36",",,,7","7693","2,,,7"
"USC00058793","2014-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","388.2","7","207.2",",7","11",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","19",",7","1","","","","11.7",",7,10,","0",",,7,31,+","0",",,7,31,+","33.0",",,7,30,","41.7",",7,26,","355.1","1,,,7","3.6","7","3.6",",7","  29.4",",,,7,3,2","  19.4",",,,7,3,2","","","  24.9",",,,7,3,2","","","54.6",",,,7","0",",,,7","24.90",",7","33.65",",,,7","16.15",",,,7","7061",",,,7"
"USC00058793","2014-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","592.2","7","204.0",",7","5",",7","3",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","23",",7","","","","","11.7",",7,29,","0",",,7,31,+","0",",,7,31,+","26.9",",,7,08,","38.3",",7,18,","314.9","2,,,7","3.6","7","0.0",",7","  25.6","1,,,7,3,2","  18.9","1,,,7,3,2","","","  23.5","1,,,7,3,2","","","50.3",",,,7","0",",,,7","24.91",",7","33.38",",,,7","16.45",",,,7","5355","1,,,7"
"USC00058793","2014-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","679.5","7","87.3",",7","5",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","6",",7","","","","","2.8",",7,12,","0",",,7,30,+","0",",,7,30,+","30.5",",,7,06,","38.3",",7,04,","210.0","3,,,7","42.2","7","38.6",",7","  24.4",",,,7,3,2","  12.2",",,,7,3,2","","","  19.3",",,,7,3,2","","","53.4",",,,7","0",",,,7","19.96",",7","27.82",",,,7","12.09",",,,7","6231",",,,7"
"USC00058793","2014-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","685.1","7","5.6",",7","3",",7","2",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","20",",7","0",",7","","","","","-1.7",",7,31,","0",",,7,31,+","0",",,7,31,+","23.6",",,7,10,","31.1",",7,26,","","","176.8","7","134.6",",7","  17.2",",,,7,3,2","   8.3",",,,7,3,2","","","  13.3",",,,7,3,2","","","32.3",",,,7","0",",,,7","14.17",",7","22.66",",,,7","5.68",",,,7","4566",",,,7"
"USC00058793","2014-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","685.1","7","0.0",",7","3",",7","2",",7","0",",7","4",",7","1",",7","1",",7","20",",7","4",",7","7",",7","0",",7","","","","","-17.8",",7,17,","102",",,7,17,+","102",",,7,16,","9.1",",,7,16,","26.7",",7,11,","","","591.7","7","414.9",",7","  11.7","2,,,7,3,2","   0.6","2,,,7,3,2","","","   4.7","2,,,7,3,2","","","13.0",",,,7","110",",,,7","4.50",",7","12.61",",,,7","-3.60",",,,7","5570","3,,,7"
"USC00058793","2014-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","685.1","7","0.0",",7","8",",7","4",",7","0",",7","3",",7","1",",7","1",",7","30",",7","3",",7","0",",7","0",",7","1","","","","-22.2",",7,31,","102",",,7,31,","76",",,7,30,","13.2",",,7,14,","18.3",",7,14,","","","1133.2","7","541.5",",7","   4.4","2,,,7,3,2","  -1.7","2,,,7,3,2","","","   1.4","2,,,7,3,2","","","37.9",",,,7","102",",,,7","0.86",",7","7.76",",,,7","-6.03",",,,7","5095","2,,,7"
"USC00058793","2015-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","3",",7","2",",7","0",",7","8",",7","1",",7","1",",7","28",",7","8",",7","1",",7","0",",7","","","","","-18.9",",7,01,","102",",,7,01,","64",",,7,22,","15.7",",,7,31,","23.9",",7,28,","","","1684.1","7","550.9",",7","   3.9",",,,7,3,2","  -3.3",",,,7,3,2","","","  -0.1",",,,7,3,2","","","21.6",",,,7","77",",,,7","0.56",",7","7.85",",,,7","-6.73",",,,7","5381",",,,7"
"USC00058793","2015-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","7",",7","3",",7","0",",7","8",",7","5",",7","0",",7","23",",7","7",",7","5",",7","0",",7","1","","","","-16.1",",7,24,","178",",,7,23,","152",",,7,22,","13.2",",,7,22,","26.7",",7,08,","","","2151.3","7","467.2",",7","   5.0",",,,7,3,2","   0.0",",,,7,3,2","","","   2.1",",,,7,3,2","","","28.0",",,,7","321",",,,7","1.65",",7","9.33",",,,7","-6.03",",,,7","5322",",,,7"
"USC00058793","2015-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.6","7","0.6",",7","3",",7","1",",7","0",",7","2",",7","0",",7","0",",7","20",",7","3",",7","9",",7","0",",7","1","","","","-12.2",",7,05,","76",",,7,01,","0",",T,7,04,","7.1",",,7,20,","29.4",",7,17,","","","2489.8","7","338.5",",7","  11.1",",,,7,3,2","  -0.6",",,,7,3,2","","","   5.5",",,,7,3,2","","","10.2",",,,7","0",",T,,7","7.43",",7","16.33",",,,7","-1.47",",,,7","5713",",,,7"
"USC00058793","2015-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.6","7","0.0",",7","5",",7","3",",7","0",",7","0",",7","0",",7","0",",7","4",",7","0",",7","17",",7","0",",7","1","","","","-3.9",",7,10,","0",",,7,30,+","0",",,7,30,+","8.4",",,7,27,","28.9",",7,07,+","","","2671.2","7","181.4",",7","  15.6",",,,7,3,2","   7.2",",,,7,3,2","","","  11.5",",,,7,3,2","","","19.6",",,,7","0",",,,7","12.29",",7","21.42",",,,7","3.15",",,,7","6924",",,,7"
"USC00058793","2015-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","5.7","7","5.1",",7","17",",7","11",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","2","","","","0.6",",7,20,+","0",",,7,31,+","0",",T,7,28,","48.8",",,7,19,","30.0",",7,03,","","","2787.2","7","116.0",",7","  16.1",",,,7,3,2","  10.0",",,,7,3,2","","","  13.9",",,,7,3,2","","","143.4",",,,7","0",",T,,7","14.75",",7","21.96",",,,7","7.55",",,,7","6938",",,,7"
"USC00058793","2015-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","165.9","7","160.2",",7","4",",7","2",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","16",",7","","","1","","11.1",",7,08,+","0",",,7,30,+","0",",,7,30,+","28.2",",,7,12,","38.9",",7,22,","305.7","2,,,7","2787.5","7","0.3",",7","  25.6",",,,7,3,2","  17.8",",,,7,3,2","","","  21.8",",,,7,3,2","","","44.4",",,,7","0",",,,7","23.66",",7","31.84",",,,7","15.49",",,,7","6021",",,,7"
"USC00058793","2015-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","377.6","7","211.7",",7","11",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","20",",7","","","1","","11.7",",7,08,","0",",,7,31,+","0",",,7,31,+","51.6",",,7,09,","38.3",",7,14,","","","0.0","7","0.0",",7","  27.8",",,,1,3,2","  20.6",",,,1,3,2","","","  25.1",",,,1,3,2","","","140.7",",,,7","0",",,,7","25.16",",7","32.95",",,,7","17.38",",,,7","5758","1,,,7"
"USC00058793","2015-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","565.5","7","187.9",",7","8",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","19",",7","","","","","10.6",",7,31,+","0",",,7,31,+","0",",,7,31,+","37.1",",,7,04,","37.2",",7,27,+","253.2","1,,,7","2.2","7","2.2",",7","  26.1",",,,7,3,2","  20.0",",,,7,3,2","","","  23.3",",,,7,3,2","","","68.0",",,,7","0",",,,7","24.32",",7","32.28",",,,7","16.37",",,,7","5415",",,,7"
"USC00058793","2015-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","699.6","7","134.1",",7","3",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","17",",7","1","","","","7.2",",7,19,","0",",,7,30,+","0",",,7,30,+","13.2",",,7,23,","38.3",",7,08,","274.5","2,,,7","10.8","7","8.6",",7","  26.7",",,,7,3,2","  18.9",",,,7,3,2","","","  22.1",",,,7,3,2","","","26.7",",,,7","0",",,,7","22.52",",7","31.30",",,,7","13.74",",,,7","5368",",,,7"
"USC00058793","2015-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","712.7","7","13.1",",7","9",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","18",",7","1",",7","1","","","","0.6",",7,29,","0",",,7,31,+","0",",,7,31,+","48.5",",,7,22,","33.3",",7,12,","","","136.9","7","126.1",",7","  18.3",",,,7,3,2","  10.0",",,,7,3,2","","","  14.8",",,,7,3,2","","","74.4",",,,7","0",",,,7","14.69",",7","22.17",",,,7","7.21",",,,7","6440",",,,7"
"USC00058793","2015-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","712.7","7","0.0",",7","9",",7","5",",7","0",",7","11",",7","2",",7","0",",7","22",",7","4",",7","6",",7","0",",7","","","","","-10.0",",7,19,","127",",,7,18,","127",",,7,18,","19.1",",,7,18,","27.2",",7,04,","","","535.0","7","398.1",",7","  11.1",",,,7,3,2","   0.0",",,,7,3,2","","","   5.5",",,,7,3,2","","","39.5",",,,7","178",",,,7","5.06",",7","12.40",",,,7","-2.28",",,,7","5563",",,,7"
"USC00058793","2015-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","712.7","7","0.0",",7","5",",7","2",",7","0",",7","13",",7","2",",7","0",",7","26",",7","11",",7","1",",7","0",",7","","","","","-13.3",",7,30,","127",",,7,14,","89",",,7,14,","17.0",",,7,14,","21.1",",7,10,","","","1084.8","7","549.8",",7","   2.8",",,,7,3,2","  -0.6",",,,7,3,2","","","   0.5",",,,7,3,2","","","23.3",",,,7","151",",,,7","0.60",",7","6.39",",,,7","-5.20",",,,7","5786",",,,7"
"USC00058793","2016-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","2",",7","0",",7","0",",7","1",",7","0",",7","0",",7","31",",7","4",",7","1",",7","0",",7","3","","","","-12.2",",7,01,","25",",,7,09,","10",",,7,09,","0.8",",,7,09,+","21.7",",7,31,","","","1615.6","7","530.8",",7","   1.1",",,,7,3,2","  -1.1",",,,7,3,2","","","  -0.3",",,,7,3,2","","","1.6",",,,7","10",",,,7","1.21",",7","9.01",",,,7","-6.59",",,,7","4960",",,,7"
"USC00058793","2016-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","3",",7","1",",7","0",",7","5",",7","1",",7","0",",7","25",",7","2",",7","6",",7","0",",7","","","","","-12.8",",7,04,","76",",,7,04,+","64",",,7,02,","6.6",",,7,02,","29.4",",7,19,","","","2007.6","7","392.0",",7","   4.4",",,,7,3,2","  -0.6",",,,7,3,2","","","   1.9",",,,7,3,2","","","8.7",",,,7","77",",,,7","4.82",",7","13.50",",,,7","-3.87",",,,7","5699",",,,7"
"USC00058793","2016-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","7","0.0",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","13",",7","0",",7","","","","","-12.8",",7,20,","0",",T,7,27,+","0",",T,7,27,+","0.5",",,7,26,","28.9",",7,23,","","","2323.1","7","315.5",",7","   7.2",",,,7,3,2","   4.4",",,,7,3,2","","","   5.7",",,,7,3,2","","","0.8",",,,7","0",",T,,7","8.16",",7","18.31",",,,7","-2.00",",,,7","6372",",,,7"
"USC00058793","2016-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","1.4","7","1.4",",7","7",",7","6",",7","1",",7","0",",7","0",",7","0",",7","3",",7","0",",7","15",",7","0",",7","","","1","","-6.1",",7,01,","0",",,7,30,+","0",",,7,30,+","43.2",",,7,16,","30.0",",7,06,","","","2527.1","7","204.0",",7","  12.2",",,,7,3,2","   5.6",",,,7,3,2","","","   9.5",",,,7,3,2","","","125.0",",,,7","0",",,,7","11.58",",7","19.81",",,,7","3.36",",,,7","6345","1,,,7"
"USC00058793","2016-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","13.6","7","12.2",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","1",",7","0",",7","20",",7","0",",7","1","","1","","-1.7",",7,02,","0",",,7,31,+","0",",,7,31,+","15.0",",,7,30,","30.6",",7,22,","219.1","2,,,7","2646.9","7","119.8",",7","  15.6",",,,7,3,2","   6.1",",,,7,3,2","","","  12.6",",,,7,3,2","","","36.4",",,,7","0",",,,7","14.86",",7","23.14",",,,7","6.59",",,,7","6766",",,,7"
"USC00058793","2016-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","186.2","7","172.6",",7","6",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","21",",7","","","","","8.9",",7,05,+","0",",,7,30,+","0",",,7,30,+","37.6",",,7,28,","37.2",",7,26,+","280.4","1,,,7","2650.0","7","3.1",",7","  22.2","1,,,7,3,2","  15.6","1,,,7,3,2","","","  19.7","1,,,7,3,2","","","82.2",",,,7","0",",,,7","23.98",",7","32.95",",,,7","15.02",",,,7","5149",",,,7"
"USC00058793","2016-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","426.6","7","240.4",",7","6",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","24",",7","","","","","12.2",",7,16,","0",",,7,31,+","0",",,7,31,+","49.0",",,7,02,","40.0",",7,24,","325.7","2,,,7","0.0","7","0.0",",7","  24.4",",,,7,3,2","  19.4",",,,7,3,2","","","  22.3",",,,7,3,2","","","98.6",",,,7","0",",,,7","26.09",",7","34.74",",,,7","17.44",",,,7","5376",",,,7"
"USC00058793","2016-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","580.9","7","154.3",",7","9",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","14",",7","","","","","11.7",",7,20,","0",",,7,31,+","0",",,7,31,+","26.9",",,7,06,","36.7",",7,02,","210.6","4,,,7","0.8","7","0.8",",7","  22.8",",,,7,3,2","  18.9",",,,7,3,2","","","  21.0",",,,7,3,2","","","89.6",",,,7","0",",,,7","23.28",",7","30.60",",,,7","15.97",",,,7","4803",",,,7"
"USC00058793","2016-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","670.7","7","89.8",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","10",",7","","","","","3.9",",7,26,","0",",,7,30,+","0",",,7,30,+","2.3",",,7,22,","35.0",",7,21,+","258.0",",,,7","19.6","7","18.8",",7","  21.1",",,,7,3,2","  15.6",",,,7,3,2","","","  18.9",",,,7,3,2","","","4.4",",,,7","0",",,,7","20.70",",7","29.46",",,,7","11.93",",,,7","6316",",,,7"
"USC00058793","2016-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","685.7","7","15.0",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","25",",7","2",",7","","","","","-3.3",",7,07,","0",",,7,31,+","0",",,7,31,+","0.3",",,7,01,","36.7",",7,18,","","","116.0","7","96.4",",7","  16.7",",,,7,3,2","  12.8",",,,7,3,2","","","  14.8",",,,7,3,2","","","0.3",",,,7","0",",,,7","15.71",",7","26.17",",,,7","5.25",",,,7","4938",",,,7"
