"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00171350","1903-12","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","7",",6","5",",6","0",",6","6",",6","","","","","","","","","","","","","","","","","152",",,6,10,","22.9",",,6,11,","","","","","","","59.8",",,,6","482",",,,6","","","","","",""
"USC00171350","1904-02","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","20.3",",,6,21,","","","","","","","20.3",",,,6","","","","","","","",""
"USC00171350","1904-03","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","5",",6","5",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","127",",,6,23,","19.8",",,6,11,","","","","","","","53.6",",,,6","407",",,,6","","","","","",""
"USC00171350","1904-04","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","7",",6","4",",6","1",",6","","","","","","","","","","","","","1","","","","","","","","26.7",",,6,30,","","","","","","","64.0",",,,6","","","","","","","",""
"USC00171350","1904-05","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","2","","","","","","30.5",",,6,12,","","","","","","","88.7",",,,6","","","","","","","",""
"USC00171350","1904-06","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","1","","1","","","","","","40.6",",,6,07,","","","","","","","69.8",",,,6","","","","","","","",""
"USC00171350","1904-07","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","6",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","33.8",",,6,13,","","","","","","","107.4",",,,6","","","","","","","",""
"USC00171350","1904-08","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","9",",6","7",",6","2",",6","","","","","","","","","","","","","2","","","","","","","","45.0",",,6,06,","","","","","","","138.2",",,,6","","","","","","","",""
"USC00171350","1904-09","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","10",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","","","","","42.2",",,6,04,","","","","","","","195.9",",,,6","","","","","","","",""
"USC00171350","1904-10","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","12.7",",,6,26,","","","","","","","43.2",",,,6","","","","","","","",""
"USC00171350","1904-11","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","7",",6","5",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","127",",,6,15,","12.7",",,6,15,","","","","","","","40.0",",,,6","336",",,,6","","","","","",""
"USC00171350","1904-12","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","3",",6","2",",6","0",",6","3",",6","","","","","","","","","","","","","","","","","203",",,6,23,","7.6",",,6,23,","","","","","","","15.0",",,,6","406",",,,6","","","","","",""
"USC00171350","1905-01","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","","","","","","","6",",6","","","","","","","","","","","","","","","","","203",",,6,29,","","","","","","","","","","","852",",,,6","","","","","",""
"USC00171350","1905-02","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","2",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","127",",,6,07,","9.4",",,6,20,","","","","","","","17.5",",,,6","127",",,,6","","","","","",""
"USC00171350","1905-04","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","3",",6","2",",6","0",",6","1",",6","0",",","20",",6","","","","","","","","","","","-8.3",",6,01,","76",",,6,21,","12.4",",,6,06,","","","","","","","18.0",",,,6","76",",,,6","","","","","-0.63",",,,6"
"USC00171350","1905-05","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","24.1",",,6,18,","","","","","","","61.5",",,,6","","","","","","","",""
"USC00171350","1905-06","46.05","-69.416667","286.5","CHESUNCOOK, ME US","19.2","2,6","4",",6","4",",6","0",",6","","","0","1,6","1","1,6","0","1,6","10","1,6","0","1,6","","","","","-2.8","1,6,02,","","","10.9",",,6,12,","31.7","1,6,15,","","","114.9","1,6","42.0",",,,6","","","14.85","2,6","19.77","1,,,6","9.93","1,,,6"
"USC00171350","1905-07","46.05","-69.416667","286.5","CHESUNCOOK, ME US","63.7","2,6","3",",6","3",",6","0",",6","","","0","1,6","0","1,6","0","1,6","26","1,6","1","1,6","","","","","7.8","1,6,26,","","","17.5",",,6,02,","32.2","1,6,08,","14.5","6","14.5","1,6","38.6",",,,6","","","19.88","2,6","24.94","1,,,6","14.82","1,,,6"
"USC00171350","1905-08","46.05","-69.416667","286.5","CHESUNCOOK, ME US","30.9","4,6","4",",6","4",",6","0",",6","","","0","2,6","0","2,6","0","2,6","10","2,6","0","2,6","","","2","","5.0","2,6,29,","","","10.4",",,6,06,","29.4","2,6,12,","105.0","6","90.5","2,6","32.5",",,,6","","","16.34","4,6","19.14","2,,,6","13.54","2,,,6"
"USC00171350","1905-09","46.05","-69.416667","286.5","CHESUNCOOK, ME US","0.6","3,6","6",",6","5",",6","0",",6","1",",6","0","1,6","8","1,6","1","2,6","2","2,6","0","2,6","","","","","-5.0","1,6,26,","25",",,6,27,","10.2",",,6,13,","22.2","2,6,10,","342.8","6","237.8","2,6","30.0",",,,6","25",",,,6","9.42","3,6","13.33","2,,,6","5.50","1,,,6"
"USC00171350","1905-10","46.05","-69.416667","286.5","CHESUNCOOK, ME US","0.0","3,6","3",",6","3",",6","0",",6","","","0","2,6","17","2,6","8","1,6","0","1,6","0","1,6","","","","","-9.4","2,6,23,","","","9.4",",,6,19,","15.6","1,6,03,","810.5","6","467.7","1,6","19.6",",,,6","","","1.87","3,6","5.13","1,,,6","-1.40","2,,,6"
"USC00171350","1905-11","46.05","-69.416667","286.5","CHESUNCOOK, ME US","0.0","2,6","8",",6","8",",6","0",",6","6",",6","0","2,6","21","2,6","5",",6","0",",6","0",",6","","","","","-12.8","2,6,28,","254",",,6,09,","21.1",",,6,01,","9.4",",6,05,","1310.9","6","500.4",",6","80.0",",,,6","559",",,,6","0.29","2,6","3.06",",,,6","-2.48","2,,,6"
"USC00171350","1905-12","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","6",",6","5",",6","0",",6","5",",6","","","","","","","","","","","","","","","","","178",",,6,04,","17.0",",,6,04,","","","","","","","56.4",",,,6","673",",,,6","","","","","",""
"USC00171350","1906-01","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","5","1,6","5","1,6","0","1,6","","","","","","","","","","","","","2","","","","","","","","15.7","1,,6,22,","","","","","","","60.7","1,,,6","","","","","","","",""
"USC00171350","1906-02","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","5",",6","4",",6","0",",6","5",",6","14","4,6","24","4,6","19","4,6","0","4,6","0","4,6","","","","","-34.4","4,6,06,","203",",,6,09,","18.0",",,6,09,","10.0","4,6,20,","","","","","40.8",",,,6","534",",,,6","-10.97","8,6","-6.18","4,,,6","-15.77","4,,,6"
"USC00171350","1906-03","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","7",",6","7",",6","1",",6","6",",6","15","5,6","26","5,6","","","","","","","","","","","-30.0","5,6,19,","508",",,6,10,","67.3",",,6,10,","","","","","","","125.6",",,,6","1062",",,,6","","","","","-17.18","5,,,6"
"USC00171350","1906-04","46.05","-69.416667","286.5","CHESUNCOOK, ME US","0.0",",6","6","1,6","5","1,6","0","1,6","2",",6","0",",6","22",",6","11",",6","0",",6","0",",6","","","","","-15.6",",6,01,","279",",,6,25,","24.4","1,,6,25,","15.0",",6,04,","","","560.8",",6","59.2","1,,,6","355",",,,6","-0.36",",6","2.98",",,,6","-3.70",",,,6"
"USC00171350","1906-08","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","3",",6","3",",6","0",",6","","","0","4,6","0","4,6","0","4,6","15","4,6","1","4,6","","","","","8.3","4,6,23,","","","9.4",",,6,23,","32.8","4,6,08,","","","","","23.1",",,,6","","","19.36","8,6","22.29","4,,,6","16.43","4,,,6"
"USC00171350","1906-09","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","7",",6","7",",6","0",",6","","","0","4,6","0","4,6","0","5,6","5","5,6","0","5,6","","","","","5.0","4,6,08,","","","24.9",",,6,03,","26.1","5,6,13,","","","","","78.8",",,,6","","","13.57","9,6","16.89","5,,,6","10.26","4,,,6"
"USC00171350","1906-10","46.05","-69.416667","286.5","CHESUNCOOK, ME US","","","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","57.2",",,6,24,","","","","","","","57.2",",,,6","","","","","","","",""
