"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040398","1955-02","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","5",",0","0",",0","-2.2",",0,05,+","0",",,0,28,+","0",",,0,28,+","7.6",",,0,26,+","25.6",",0,16,","86.4",",,,0","","","236.9",",0","29.4",",,,0","0",",,,0","9.87",",0","17.86",",,,0","1.88",",,,0"
"USC00040398","1955-03","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","1.6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","18",",0","0",",0","-3.9",",0,15,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,09,","28.3",",0,27,+","178.3",",,,0","","","170.8",",0","2.9",",,,0","0",",,,0","12.88",",0","22.17",",,,0","3.58",",,,0"
"USC00040398","1955-04","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","4.2",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","1",",0","-2.2",",0,19,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,30,","33.9",",0,10,","212.6",",,,0","","","128.7",",0","13.0",",,,0","0",",,,0","14.18",",0","23.74",",,,0","4.62",",,,0"
"USC00040398","1955-05","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","100.6",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","3.9",",0,02,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,07,","40.6",",0,30,","312.7",",,,0","","","37.4",",0","34.5",",,,0","0",",,,0","20.37",",0","29.32",",,,0","11.42",",,,0"
"USC00040398","1955-06","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","173.5","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","22",",0","6.7","1,0,01,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","43.3",",0,09,","359.0",",,,0","","","3.6",",0","0.0",",,,0","0",",,,0","24.27","1,0","34.55",",,,0","13.98","1,,,0"
"USC00040398","1955-07","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","260.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","10.6",",0,04,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","43.9",",0,14,","403.5",",,,0","0.0","","0.0",",0","0.0",",,,0","0",",,,0","26.72",",0","38.34",",,,0","15.11",",,,0"
"USC00040398","1955-08","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","320.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","10.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","43.9",",0,11,+","391.4","1,,,0","0.0","","0.0",",0","0.0",",,,0","0",",,,0","28.67",",0","40.95",",,,0","16.40",",,,0"
"USC00040398","1955-09","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","0",",0","30",",0","27",",0","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","47.2",",0,05,","309.1",",,,0","","","","","0.0",",,,0","0",",,,0","","","37.42",",,,0","",""
"USC00040398","1955-10","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","0",",0","31",",0","15",",0","","","0",",,0,31,+","0",",,0,31,+","0.3",",,0,19,","36.1",",0,14,+","195.0",",,,0","","","","","0.3",",,,0","0",",,,0","","","30.87",",,,0","",""
"USC00040398","1955-11","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","3.1",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","14",",0","0",",0","-1.1",",0,26,+","0",",,0,30,+","0",",,0,30,+","8.4",",,0,14,","30.0",",0,11,","96.7","2,,,0","","","177.4",",0","11.5",",,,0","0",",,,0","12.52",",0","21.22",",,,0","3.82",",,,0"
"USC00040398","1955-12","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","0.3","2,0","13",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","4","1,0","0","1,0","-2.2","1,0,03,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,24,","23.9","1,0,22,","37.8","4,,,0","","","216.1","1,0","75.5",",,,0","0",",,,0","10.92","2,0","15.64","1,,,0","6.19","1,,,0"
"USC00040398","1956-01","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","0.0","0","0.0","3,0","8",",0","3",",0","0",",0","0",",0","0",",0","0","3,0","3","3,0","0","1,0","0","1,0","0","1,0","-1.1","3,0,29,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,25,","20.0","1,0,05,","","","","","234.0","1,0","35.3",",,,0","0",",,,0","10.03","3,0","15.64","1,,,0","4.43","3,,,0"
"USC00040398","1956-02","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","1",",0","0",",0","-6.1",",0,17,","0",",,0,29,+","0",",,0,29,+","4.6",",,0,24,","21.1",",0,22,","66.0",",,,0","","","289.3",",0","7.1",",,,0","0",",,,0","8.36",",0","16.65",",,,0","0.07",",,,0"
"USC00040398","1956-03","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","2.5","0","2.5","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","7","2,0","0","2,0","20","2,0","1","2,0","-3.9","2,0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","32.2","2,0,30,","137.5","4,,,0","","","152.4","2,0","0.0",",,,0","0",",,,0","13.16","2,0","23.18","2,,,0","3.14","2,,,0"
"USC00040398","1956-04","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","33.6","0","31.1","3,0","5","1,0","3","1,0","0","1,0","0","1,0","0","1,0","0","3,0","1","3,0","0","1,0","19","1,0","5","1,0","0.0","3,0,02,","0","1,,0,30,+","0","1,,0,30,+","7.4","1,,0,12,","34.4","1,0,21,","170.2","3,,,0","","","79.2","1,0","23.1","1,,,0","0","1,,,0","16.58","3,0","24.90","1,,,0","8.25","3,,,0"
"USC00040398","1956-05","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","131.0","0","97.4","2,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","27","2,0","12","2,0","5.0","2,0,12,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,09,","37.2","2,0,17,","278.3","2,,,0","","","19.4","2,0","20.4",",,,0","0",",,,0","21.02","2,0","29.61","2,,,0","12.44","2,,,0"
"USC00040398","1956-06","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","361.8","0","230.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","8.9",",0,15,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","46.1",",0,29,+","384.4",",,,0","","","0.0",",0","0.0",",,,0","0",",,,0","26.03",",0","36.45",",,,0","15.61",",,,0"
"USC00040398","1956-07","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","671.2","0","309.4","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","30","1,0","28","1,0","11.1","2,0,02,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","44.4","1,0,24,","419.4","3,,,0","0.0","0","0.0","1,0","0.0",",,,0","0",",,,0","29.02","2,0","39.25","1,,,0","18.80","2,,,0"
"USC00040398","1956-08","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","952.1","0","280.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","12.8",",0,02,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","42.2",",0,11,","374.8",",,,0","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","27.40",",0","37.94",",,,0","16.85",",,,0"
"USC00040398","1956-09","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","0",",0","30",",0","27",",0","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","42.8",",0,04,","312.3",",,,0","","","","","0.0",",,,0","0",",,,0","","","36.55",",,,0","",""
"USC00040398","1956-10","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","53.8","2,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","28","1,0","6","1,0","2.8","2,0,30,+","0",",,0,31,+","0",",,0,31,+","5.6",",,0,05,","36.1","1,0,01,","155.9","3,,,0","","","39.7","1,0","7.1",",,,0","0",",,,0","18.85","2,0","27.95","1,,,0","9.74","2,,,0"
"USC00040398","1956-11","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","7.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","26",",0","2",",0","-1.1",",0,28,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","34.4",",0,10,","107.4","1,,,0","","","142.4",",0","0.0",",,,0","0",",,,0","13.85",",0","24.65",",,,0","3.04",",,,0"
"USC00040398","1956-12","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","0.0","1,0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","17","1,0","0","1,0","8","1,0","0","1,0","-6.7","1,0,22,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,05,","25.6","1,0,02,","48.9","3,,,0","","","286.7","1,0","1.3",",,,0","0",",,,0","8.78","1,0","17.96","1,,,0","-0.41","1,,,0"
"USC00040398","1957-01","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","0.0","0","0.0","1,0","8",",0","6",",0","0",",0","0","5,0","0","1,0","0","1,0","18","1,0","0","1,0","0","1,0","0","1,0","-4.4","1,0,30,+","0","5,,0,31,+","0","1,,0,31,+","16.5",",,0,25,","20.0","1,0,03,","32.0","5,,,0","","","342.8","1,0","53.4",",,,0","0","1,,,0","6.91","1,0","14.17","1,,,0","-0.35","1,,,0"
"USC00040398","1957-02","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","0.0","0","0.0","2,0","5",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","5","2,0","0",",0","3",",0","0",",0","-3.9","2,0,04,","0",",,0,28,+","0",",,0,28,+","11.9",",,0,23,","25.6",",0,26,","50.5","3,,,0","","","161.3",",0","22.7",",,,0","0",",,,0","12.23","2,0","17.64",",,,0","6.82","2,,,0"
