"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BRM00083064","1979-06","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","1","4,S","1","4,S","1","4,S","0","5,S","0","5,S","0","5,S","25","5,S","6","5,S","14.0","5,S,28,","26.9","4,,S,23,","33.0","5,S,21,+","","","26.9","4,,,S","24.86","6,S","32.00","5,,,S","17.72","5,,,S"
"BRM00083064","1980-08","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","0","4,S","0","4,S","0","4,S","0","4,S","0","4,S","","","","","","","17.0","4,S,22,+","0.0","4,,S,31,+","","","","","0.0","4,,,S","","","","","17.93","4,,,S"
"BRM00083064","1980-09","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","5","4,S","3","4,S","0","4,S","","","","","","","","","","","","","8.9","4,,S,28,+","","","","","22.9","4,,,S","","","","","",""
"BRM00083064","1980-10","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","9","2,S","5","2,S","1","2,S","0","4,S","0","4,S","0","3,S","28","3,S","24","3,S","21.0","4,S,13,","49.0","2,,S,16,","38.0","3,S,18,+","","","83.5","2,,,S","29.24","6,S","35.11","3,,,S","23.37","4,,,S"
"BRM00083064","1980-12","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","18","3,S","16","3,S","2","3,S","","","","","","","","","","","","","43.9","3,,S,14,","","","","","231.6","3,,,S","","","","","",""
"BRM00083064","1981-01","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","25","2,S","16","2,S","2","2,S","0","2,S","0","2,S","0","5,S","26","5,S","6","5,S","19.0","2,S,27,","70.1","2,,S,27,","34.0","5,S,07,+","","","250.2","2,,,S","26.78","6,S","31.50","5,,,S","22.07","2,,,S"
"BRM00083064","1981-02","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","13","1,S","10","1,S","1","1,S","0","1,S","0","1,S","","","","","","","21.0","1,S,15,+","49.0","1,,S,07,","","","","","184.0","1,,,S","","","","","22.15","1,,,S"
"BRM00083064","1981-03","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","21","3,S","14","3,S","4","3,S","","","","","","","","","","","","","89.9","3,,S,13,","","","","","304.3","3,,,S","","","","","",""
"BRM00083064","1981-04","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","7","1,S","6","1,S","3","1,S","0","3,S","0","3,S","","","","","","","19.0","3,S,27,","70.1","1,,S,20,","","","","","155.2","1,,,S","","","","","22.15","3,,,S"
"BRM00083064","1981-05","-10.717","-48.583","239.0","PORTO NACIONAL, BR","213.3","5,S","2",",S","1",",S","0",",S","0","2,S","0","2,S","0","4,S","27","4,S","20","4,S","17.0","2,S,28,+","3.0",",,S,03,","35.0","4,S,18,","0.0","4,S","5.0",",,,S","26.48","5,S","33.04","4,,,S","19.93","2,,,S"
"BRM00083064","1981-06","-10.717","-48.583","239.0","PORTO NACIONAL, BR","184.7","5,S","2","2,S","1","2,S","0","2,S","0","3,S","0","3,S","0","2,S","28","2,S","20","2,S","16.0","3,S,29,","17.0","2,,S,08,","35.0","2,S,06,","0.0","2,S","18.0","2,,,S","25.78","5,S","32.79","2,,,S","18.78","3,,,S"
"BRM00083064","1981-07","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","1","1,S","1","1,S","0","1,S","0","3,S","0","3,S","0","5,S","26","5,S","22","5,S","15.0","3,S,26,","4.1","1,,S,07,","35.0","5,S,24,+","","","4.1","1,,,S","25.61","8,S","33.50","5,,,S","17.71","3,,,S"
"BRM00083064","1981-08","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","1","3,S","0","3,S","0","3,S","","","","","0","5,S","26","5,S","25","5,S","","","1.0","3,,S,19,","38.0","5,S,29,+","","","1.0","3,,,S","","","35.12","5,,,S","",""
"BRM00083064","1981-09","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","0","3,S","0","3,S","0","3,S","0","3,S","0","3,S","","","","","","","17.0","3,S,02,","0.0","3,,S,30,+","","","","","0.0","3,,,S","","","","","21.07","3,,,S"
"BRM00083064","1981-10","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","12","2,S","7","2,S","2","2,S","0","4,S","0","4,S","","","","","","","21.0","4,S,19,","39.9","2,,S,04,","","","","","147.3","2,,,S","","","","","23.26","4,,,S"
"BRM00083064","1981-11","-10.717","-48.583","239.0","PORTO NACIONAL, BR","","","13","3,S","10","3,S","4","3,S","0","3,S","0","3,S","","","","","","","20.0","3,S,20,","46.0","3,,S,02,","","","","","174.4","3,,,S","","","","","22.26","3,,,S"
