"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023195","1961-06","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","830.7","0","431.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","1","","15.0",",0,01,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,24,+","48.3",",0,14,","346.0","0","0.0",",0","0.0",",T,,0","","","0",",,,0","32.70",",0","41.40",",,,0","24.01",",,,0","","","","","","","","","","","","","",""
"USW00023195","1961-07","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1328.8","0","498.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","18.9",",0,05,+","0",",,0,31,+","0",",,0,31,+","0.5",",,0,24,","46.7",",0,10,","0.0","0","0.0",",0","0.5",",,,0","","","0",",,,0","34.40",",0","41.76",",,,0","27.05",",,,0","","","","","","","","","","","","","",""
"USW00023195","1961-08","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1814.1","0","485.3",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","4","","23.3",",0,31,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,03,","46.1",",0,21,","0.0","0","0.0",",0","10.0",",,,0","","","0",",,,0","33.99",",0","41.12",",,,0","26.86",",,,0","","","","","","","","","","","","","",""
"USW00023195","1961-09","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2141.4","0","327.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","1","","15.0",",0,23,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.1",",0,06,+","0.0","0","0.0",",0","0.0",",,,0","","","0",",,,0","29.24",",0","37.69",",,,0","20.80",",,,0","","","","","","","","","","","","","",""
"USW00023195","1961-10","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2324.5","0","183.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","","","7.8",",0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,28,+","40.6",",0,14,","10.8","0","10.8",",0","0.0",",T,,0","","","0",",,,0","23.89",",0","32.89",",,,0","14.89",",,,0","","","","","","","","","","","","","",""
"USW00023195","1961-11","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2335.3","0","10.8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","","","3.3",",0,19,","0",",,0,30,+","0",",,0,30,+","1.8",",,0,08,","29.4",",0,10,","78.1","0","67.3",",0","2.1",",,,0","","","0",",,,0","16.45",",0","24.03",",,,0","8.87",",,,0","","","","","","","","","","","","","",""
"USW00023195","1961-12","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2335.3","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","1","","","","","","2.2",",0,12,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,14,","26.7",",0,01,","231.2","0","153.1",",0","36.3",",,,0","","","0",",,,0","13.40",",0","20.19",",,,0","6.60",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-01","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","3.0","0","3.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","","","","","","","-2.2",",0,12,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,24,","28.9",",0,08,","376.1","0","144.9",",0","12.2",",,,0","","","0",",,,0","13.75",",0","21.11",",,,0","6.40",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-02","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","9.4","0","6.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","","","","","","","-0.6",",0,28,","0",",,0,28,+","0",",,0,28,+","1.0",",,0,19,","30.6",",0,10,","457.4","0","81.3",",0","1.3",",,,0","","","0",",,,0","15.66",",0","23.04",",,,0","8.28",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-03","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","31.2","0","21.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","","","0.6",",0,01,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,19,","35.0",",0,26,","544.1","0","86.7",",0","4.3",",,,0","","","0",",,,0","16.24",",0","24.38",",,,0","8.10",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-04","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","237.2","0","206.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","","","10.0",",0,01,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.1",",0,13,","544.1","0","0.0",",0","0.0",",,,0","","","0",",,,0","25.20",",0","34.91",",,,0","15.49",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-05","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","428.5","0","191.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","","","11.1",",0,17,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,16,","40.0",",0,06,","544.1","0","0.0",",0","0.0",",T,,0","","","0",",,,0","24.50",",0","33.42",",,,0","15.59",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-06","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","781.7","0","353.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","","","","","","","13.9",",0,15,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,28,","46.1",",0,24,","544.1","0","0.0",",0","0.0",",T,,0","","","0",",,,0","30.11",",0","39.42",",,,0","20.79",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-07","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1268.6","0","486.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","20.0",",0,13,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,21,","45.0",",0,11,+","0.0","0","0.0",",0","0.0",",T,,0","","","0",",,,0","34.04",",0","42.36",",,,0","25.72",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-08","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1800.3","0","531.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","20.0",",0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,18,+","47.2",",0,11,","0.0","0","0.0",",0","0.0",",T,,0","","","0",",,,0","35.48",",0","43.62",",,,0","27.35",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-09","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2202.2","0","401.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","1","","16.7",",0,29,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,27,+","45.6",",0,02,","0.0","0","0.0",",0","0.0",",T,,0","","","0",",,,0","31.73",",0","39.24",",,,0","24.22",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-10","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2408.5","0","206.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","","","12.8",",0,20,+","0",",,0,31,+","0",",,0,31,+","1.3",",,0,19,","41.1",",0,02,","0.0","0","0.0",",0","1.3",",,,0","","","0",",,,0","24.99",",0","34.15",",,,0","15.82",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-11","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2480.0","0","71.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","","","","","","","5.6",",0,20,+","0",",,0,30,+","0",",,0,30,+","1.0",",,0,30,","36.7",",0,03,","22.1","0","22.1",",0","1.0",",,,0","","","0",",,,0","19.98",",0","28.62",",,,0","11.34",",,,0","","","","","","","","","","","","","",""
"USW00023195","1962-12","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2484.8","0","4.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","1","","","","","","1.7",",0,28,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,18,","28.9",",0,09,+","116.7","0","94.6",",0","9.4",",,,0","","","0",",,,0","15.44",",0","23.06",",,,0","7.81",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-01","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","2","","","","","","-2.2",",0,14,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,02,","24.4",",0,27,+","320.3","0","203.6",",0","12.7",",,,0","","","0",",,,0","11.76",",0","19.28",",,,0","4.25",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-02","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","55.4","0","55.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","","","","","6.1",",0,13,","0",",,0,28,+","0",",,0,28,+","3.3",",,0,09,","33.3",",0,26,+","336.8","0","16.5",",0","3.3",",,,0","","","0",",,,0","19.72",",0","28.21",",,,0","11.23",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-03","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","88.0","0","32.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","","","4.4",",0,06,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,17,","32.8",",0,27,","379.5","0","42.7",",0","4.1",",,,0","","","0",",,,0","18.01",",0","26.44",",,,0","9.57",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-04","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","159.6","0","71.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","","","6.7",",0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,26,+","36.7",",0,30,","395.9","0","16.4",",0","0.0",",T,,0","","","0",",,,0","20.17",",0","28.54",",,,0","11.80",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-05","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","438.8","0","279.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","","","12.2",",0,12,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","41.7",",0,06,","395.9","0","0.0",",0","0.0",",,,0","","","0",",,,0","27.34",",0","36.12",",,,0","18.56",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-06","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","760.6","0","321.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","","","","","","","14.4",",0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","43.9",",0,17,","395.9","0","0.0",",0","0.0",",,,0","","","0",",,,0","29.06",",0","37.52",",,,0","20.60",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-07","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1252.7","0","492.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","20.6",",0,07,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,09,","45.6",",0,25,+","0.0","0","0.0",",0","1.3",",,,0","","","0",",,,0","34.21",",0","42.04",",,,0","26.37",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-08","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1712.5","0","459.8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","3","","23.3",",0,06,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,26,+","44.4",",0,10,","0.0","0","0.0",",0","1.6",",,,0","","","0",",,,0","33.16",",0","39.90",",,,0","26.43",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-09","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2127.1","0","414.6",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","","","","","1","","19.4",",0,21,","0",",,0,30,+","0",",,0,30,+","61.5",",,0,17,","45.6",",0,08,","0.0","0","0.0",",0","62.8",",,,0","","","0",",,,0","32.15",",0","40.17",",,,0","24.14",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-10","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2373.2","0","246.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","1","","14.4",",0,14,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,18,","41.1",",0,08,","0.0","0","0.0",",0","23.0",",,,0","","","0",",,,0","26.27",",0","33.94",",,,0","18.61",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-11","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2416.0","0","42.8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","1","","","","1","","5.6",",0,19,","0",",,0,30,+","0",",T,0,01,","2.0",",,0,21,+","33.3",",0,12,","36.4","0","36.4",",0","4.8",",,,0","","","0",",T,,0","18.54",",0","25.86",",,,0","11.22",",,,0","","","","","","","","","","","","","",""
"USW00023195","1963-12","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2416.8","0","0.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","","","1.7",",0,25,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","27.2",",0,28,","164.7","0","128.3",",0","0.0",",,,0","","","0",",,,0","14.22",",0","22.49",",,,0","5.95",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-01","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","","","","","","","-1.1",",0,10,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,+","26.1",",0,01,","362.7","0","198.0",",0","0.0",",T,,0","","","0",",,,0","11.95",",0","20.07",",,,0","3.82",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-02","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","","","","","","","0.0",",0,15,","0",",,0,29,+","0",",,0,29,+","2.8",",,0,16,","27.8",",0,10,","505.5","0","142.8",",0","3.6",",,,0","","","0",",,,0","13.41",",0","21.49",",,,0","5.33",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-03","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","21.3","0","21.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","","","1.7",",0,09,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,23,+","31.7",",0,30,","584.9","0","79.4",",0","0.0",",T,,0","","","0",",,,0","16.46",",0","24.72",",,,0","8.19",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-04","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","95.9","0","74.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","","","1","","6.7",",0,07,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,28,","37.8",",0,15,","607.8","0","22.9",",0","19.8",",,,0","","","0",",,,0","20.06",",0","28.32",",,,0","11.79",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-05","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","293.4","0","197.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","2","","8.3",",0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,25,+","38.3",",0,31,+","618.9","0","11.1",",0","0.0",",T,,0","","","0",",,,0","24.35",",0","32.69",",,,0","16.00",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-06","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","622.9","0","329.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","","","","","","","15.6",",0,10,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","44.4",",0,24,","618.9","0","0.0",",0","0.0",",,,0","","","0",",,,0","29.32",",0","37.33",",,,0","21.30",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-07","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1109.1","0","486.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","22.8",",0,01,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,31,","45.6",",0,12,","0.0","0","0.0",",0","0.5",",,,0","","","0",",,,0","34.02",",0","40.79",",,,0","27.24",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-08","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1562.3","0","453.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","2","","20.6",",0,30,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,01,","43.3",",0,23,+","0.0","0","0.0",",0","12.5",",,,0","","","0",",,,0","32.95",",0","39.04",",,,0","26.86",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-09","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1889.9","0","327.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","2","","17.8",",0,30,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,25,+","41.1",",0,05,","0.0","0","0.0",",0","0.0",",T,,0","","","0",",,,0","29.25",",0","36.82",",,,0","21.69",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-10","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2131.4","0","241.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","2","","12.2",",0,31,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,14,","40.0",",0,06,+","0.0","0","0.0",",0","6.1",",,,0","","","0",",,,0","26.12",",0","33.59",",,,0","18.65",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-11","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2144.2","0","12.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","","","0.6",",0,16,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,18,","29.4",",0,05,","114.6","0","114.6",",0","5.6",",,,0","","","0",",,,0","14.94",",0","22.15",",,,0","7.73",",,,0","","","","","","","","","","","","","",""
"USW00023195","1964-12","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2144.2","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","1","","","","","","-1.1",",0,15,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,18,","26.1",",0,24,","274.3","0","159.7",",0","2.3",",,,0","","","0",",,,0","13.18",",0","20.05",",,,0","6.31",",,,0","","","","","","","","","","","","","",""
"USW00023195","1965-01","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2.2","0","2.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","2","","1","","","","1.1",",0,09,+","0",",,0,31,+","0",",,0,31,+","14.0",",,0,06,","26.7",",0,17,","420.9","0","146.6",",0","14.3",",,,0","79.2","1,X","0",",,,0","13.68",",0","20.29",",,,0","7.06",",,,0","15336",",X","","","","","270",",X","","","","","17.9",",X"
"USW00023195","1965-02","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","7.8","0","5.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","","","","","1","","-0.6",",0,12,","0",",,0,28,+","0",",,0,28,+","9.7",",,0,06,","30.0",",0,22,","530.5","0","109.6",",0","9.7",",,,0","88.9",",X","0",",,,0","14.62",",0","22.17",",,,0","7.07",",,,0","16488",",X","","","","","315",",X","","","","","17.0",",X"
"USW00023195","1965-03","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","14.8","0","7.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","","","2.8",",0,03,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,11,+","28.9",",0,31,","603.8","0","73.3",",0","1.0",",,,0","94.0",",X","0",",,,0","16.20",",0","23.33",",,,0","9.06",",,,0","20982",",X","","","","","360",",X","","","","","13.0",",X"
"USW00023195","1965-04","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","130.6","0","115.8",",0","6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","15",",0","","","","","2","","7.8",",0,04,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,03,","38.9",",0,21,","640.7","0","36.9",",0","30.6",",,,0","90.8",",X","0",",,,0","20.96",",0","28.45",",,,0","13.47",",,,0","21270",",X","","","","","270",",X","","","","","13.0",",X"
"USW00023195","1965-05","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","316.8","0","186.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","1","","10.0",",0,08,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,31,","39.4",",0,29,","641.2","0","0.5",",0","9.4",",,,0","96.4",",X","0",",,,0","24.32",",0","32.35",",,,0","16.29",",,,0","24804",",X","","","","","135",",X","","","","","13.0",",X"
"USW00023195","1965-06","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","583.5","0","266.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","","","","","","","14.4",",0,26,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.7",",0,29,","641.2","0","0.0",",0","0.0",",,,0","95.5",",X","0",",,,0","27.22",",0","35.67",",,,0","18.77",",,,0","24528",",X","","","","","270",",X","","","","","12.5",",X"
"USW00023195","1965-07","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1055.3","0","471.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","22.8",",0,01,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,29,","45.0",",0,04,","0.0","0","0.0",",0","0.8",",,,0","83.3",",X","0",",,,0","33.55",",0","40.96",",,,0","26.15",",,,0","21846",",X","","","","","135",",X","","","","","20.1",",X"
"USW00023195","1965-08","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1527.6","0","472.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","21.1",",0,25,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,11,","43.9",",0,01,","0.0","0","0.0",",0","0.5",",,,0","88.4",",X","0",",,,0","33.57",",0","40.75",",,,0","26.39",",,,0","21912",",X","","","","","135",",X","","","","","11.6",",X"
"USW00023195","1965-09","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","1816.8","0","289.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","","","","","","","11.7",",0,20,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.7",",0,15,","0.0","0","0.0",",0","0.0",",,,0","94.8",",X","0",",,,0","27.97",",0","35.57",",,,0","20.37",",,,0","21102",",X","","","","","360",",X","","","","","11.2",",X"
"USW00023195","1965-10","32.66667","-114.6","62.8","YUMA INTERNATIONAL AIRPORT, AZ US","2032.8","0","216.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","","","11.1",",0,18,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,12,","0.0","0","0.0",",0","0.0",",,,0","95.7",",X","0",",,,0","25.30",",0","34.70",",,,0","15.90",",,,0","20238",",X","","","","","315",",X","","","","","13.0",",X"
