"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00136910","1980-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","354.3","0","219.6",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","12.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,05,","40.0",",0,21,","","","0.0","0","0.0",",0","","","","","73.1",",,,0","0",",,,0","25.41",",0","32.31",",,,0","18.52",",,,0","","","",""
"USC00136910","1980-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","550.1","0","195.8",",0","14",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","13.9",",0,13,+","0",",,0,31,+","0",",,0,31,+","127.8",",,0,31,","39.4",",0,01,","","","0.0","0","0.0",",0","","","","","284.2",",,,0","0",",,,0","24.65",",0","31.34",",,,0","17.95",",,,0","","","",""
"USC00136910","1980-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","610.1","0","60.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","0.6",",0,27,+","0",",,0,30,+","0",",,0,30,+","52.3",",,0,01,","32.8",",0,09,+","","","64.4","0","64.4",",0","","","","","120.6",",,,0","0",",,,0","18.19",",0","25.11",",,,0","11.26",",,,0","","","",""
"USC00136910","1980-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","611.2","0","1.1",",0","7",",0","6",",0","0",",0","1",",0","1",",0","0",",0","16",",0","0",",0","10",",0","0",",0","-7.2",",0,29,","25",",,0,28,","51",",,0,28,","24.4",",,0,24,","27.2",",0,09,","","","352.8","0","288.4",",0","","","","","70.5",",,,0","51",",,,0","9.07",",0","16.63",",,,0","1.50",",,,0","","","",""
"USC00136910","1980-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","611.2","0","0.0",",0","5",",0","2",",0","0",",0","2",",0","0",",0","0",",0","18",",0","0",",0","3",",0","0",",0","-9.4",",0,26,+","25",",,0,28,+","20",",,0,27,","9.9",",,0,23,","25.0",",0,09,","","","770.3","0","417.5",",0","","","","","22.1",",,,0","20",",,,0","4.42",",0","10.70",",,,0","-1.86",",,,0","","","",""
"USC00136910","1980-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","611.2","0","0.0",",0","4",",0","4",",0","2",",0","0","5,0","1","3,0","4",",0","29",",0","12",",0","0",",0","0",",0","-21.7",",0,25,","0","5,T,0,02,","25","3,,0,24,","62.7",",,0,08,","15.0",",0,06,","","","1441.0","0","670.7",",0","","","","","93.9",",,,0","25","3,,,0","-3.30",",0","1.70",",,,0","-8.30",",,,0","","","",""
"USC00136910","1981-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","30",",0","10",",0","0",",0","0",",0","-19.4",",0,10,","0",",T,0,09,+","0",",T,0,07,","0.0",",T,0,07,+","16.7",",0,25,","","","2131.2","0","690.2",",0","","","","","0.0",",T,,0","0",",T,,0","-3.93",",0","2.62",",,,0","-10.48",",,,0","","","",""
"USC00136910","1981-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","12",",0","4",",0","5",",0","23",",0","10",",0","0",",0","0",",0","-26.7",",0,12,+","76",",,0,23,+","76",",,0,23,","22.1",",,0,23,","20.6",",0,28,","","","2703.6","0","572.4",",0","","","","","38.6",",,,0","203",",,,0","-2.11",",0","4.54",",,,0","-8.75",",,,0","","","",""
"USC00136910","1981-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","2",",0","0",",0","-8.3",",0,03,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,04,","23.9",",0,29,","","","3116.7","0","413.1",",0","","","","","18.8",",,,0","0",",,,0","5.01",",0","11.57",",,,0","-1.55",",,,0","","","",""
"USC00136910","1981-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","14.4","0","14.4",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","-2.8",",0,06,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,14,","30.0",",0,03,","","","3272.8","0","156.1",",0","","","","","102.2",",,,0","0",",,,0","13.61",",0","20.63",",,,0","6.59",",,,0","","","",""
"USC00136910","1981-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","25.4","0","11.0",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","1.7",",0,07,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,14,","27.8",",0,30,+","","","3408.1","0","135.3",",0","","","","","88.1",",,,0","0",",,,0","14.32",",0","20.63",",,,0","8.01",",,,0","","","",""
"USC00136910","1981-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","132.7","0","107.3","1,0","11",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","1",",0","10.0","1,0,17,","0",",,0,30,+","0",",,0,30,+","71.9",",,0,08,","33.3",",0,09,","","","3410.6","0","2.5",",0","","","","","267.6",",,,0","0",",,,0","21.97","1,0","27.77",",,,0","16.18","1,,,0","","","",""
"USC00136910","1981-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","303.8","0","171.1",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","10.0",",0,29,","0",",,0,31,+","0",",,0,31,+","104.4",",,0,04,","35.0",",0,14,+","","","7.0","0","7.0",",0","","","","","265.9",",,,0","0",",,,0","23.63",",0","28.20",",,,0","19.05",",,,0","","","",""
"USC00136910","1981-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","419.9","0","116.1",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","11.1",",0,18,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,09,","33.3",",0,05,","","","8.9","0","1.9",",0","","","","","70.6",",,,0","0",",,,0","22.02",",0","27.96",",,,0","16.07",",,,0","","","",""
"USC00136910","1981-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","457.3","0","37.4",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","3.9",",0,18,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,25,","31.7",",0,30,","","","50.8","0","41.9",",0","","","","","76.0",",,,0","0",",,,0","18.18",",0","25.30",",,,0","11.07",",,,0","","","",""
"USC00136910","1981-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","460.4","0","3.1","2,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","2,0","7","2,0","0",",0","5",",0","0",",0","-4.4","2,0,24,+","0",",,0,31,+","0",",T,0,23,","59.7",",,0,14,","31.7",",0,01,","","","265.8","0","215.0",",0","","","","","90.1",",,,0","0",",T,,0","11.12","2,0","17.91",",,,0","4.33","2,,,0","","","",""
"USC00136910","1981-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","460.4","0","0.0",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","12",",0","2",",0","2",",0","0",",0","-7.8",",0,23,+","0",",T,0,22,+","0",",T,0,20,","27.9",",,0,02,","21.7",",0,04,+","","","625.8","0","360.0",",0","","","","","100.9",",,,0","0",",T,,0","6.33",",0","11.68",",,,0","0.98",",,,0","","","",""
"USC00136910","1981-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","460.4","0","0.0",",0","7",",0","4",",0","0",",0","14",",0","3",",0","6",",0","29",",0","11",",0","0",",0","0",",0","-22.2",",0,20,+","152",",,0,21,","102",",,0,17,","15.5",",,0,01,","13.9",",0,08,","","","1326.4","0","700.6",",0","","","","","27.6",",,,0","254",",,,0","-4.27",",0","0.71",",,,0","-9.24",",,,0","","","",""
"USC00136910","1982-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","2,0","8",",0","5",",0","0",",0","27","4,0","","","15","2,0","29","2,0","25",",0","0",",0","0",",0","-28.3","2,0,11,+","229","4,,0,22,+","","","16.8",",,0,04,","4.4",",0,28,","","","2178.4","0","852.0",",0","","","","","36.7",",,,0","","","-11.21","2,0","-5.27",",,,0","-17.15","2,,,0","","","",""
"USC00136910","1982-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","4,0","6",",0","3",",0","0",",0","","","2",",0","9","3,0","23","3,0","12","1,0","0","1,0","0","1,0","-26.7","3,0,07,","","","51",",,0,05,","7.4",",,0,18,","19.4","1,0,23,","","","2727.1","0","548.7","1,0","","","","","18.1",",,,0","76",",,,0","-5.05","4,0","0.11","1,,,0","-10.22","3,,,0","","","",""
"USC00136910","1982-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","10",",0","9",",0","1",",0","7",",0","2",",0","0","1,0","21","1,0","6","1,0","0","1,0","0","1,0","-16.7","1,0,07,","152",",,0,09,","89",",,0,04,","36.1",",,0,19,","18.3","1,0,13,","","","3248.4","0","521.3","1,0","","","","","107.4",",,,0","178",",,,0","0.96","1,0","5.95","1,,,0","-4.03","1,,,0","","","",""
"USC00136910","1982-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","","","9",",0","5",",0","2",",0","","","1",",0","","","","","3","1,0","4","1,0","0","1,0","","","","","25",",,0,08,","27.7",",,0,16,","23.3","1,0,03,","","","","","","","","","","","76.2",",,,0","25",",,,0","","","13.67","1,,,0","","","","","",""
"USC00136910","1982-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","29.6","2,0","","","","","","","0",",0","0",",0","0","2,0","0","2,0","0","1,0","23","1,0","0","1,0","5.6","2,0,01,","0",",,0,31,+","0",",,0,31,+","","","28.9","1,0,05,","","","","","38.8","1,0","","","","","","","0",",,,0","18.07","2,0","23.32","1,,,0","12.83","2,,,0","","","",""
"USC00136910","1982-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","31.8","4,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","26",",0","0",",0","8.3","4,0,02,+","0",",,0,30,+","0",",,0,30,+","35.3",",,0,09,","31.7",",0,30,","","","","","24.8",",0","","","","","110.3",",,,0","0",",,,0","18.60","4,0","24.41",",,,0","12.80","4,,,0","","","",""
"USC00136910","1982-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","161.9","1,0","12","1,0","11","1,0","5","1,0","","","0","1,0","0","1,0","0","1,0","0","1,0","30","1,0","5","1,0","12.8","1,0,01,","","","0","1,,0,31,+","124.5","1,,0,16,","35.0","1,0,19,","","","1.4","0","1.4","1,0","","","","","460.9","1,,,0","0","1,,,0","23.68","1,0","29.33","1,,,0","18.03","1,,,0","","","",""
"USC00136910","1982-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","106.1","4,0","7",",0","7",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","29",",0","4",",0","10.6","4,0,11,","0",",,0,31,+","0",",,0,31,+","46.7",",,0,05,","35.0",",0,04,","","","10.0","0","8.6",",0","","","","","134.4",",,,0","0",",,,0","21.86","4,0","27.09",",,,0","16.63","4,,,0","","","",""
"USC00136910","1982-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","47.0","5,0","9",",0","5",",0","2",",0","0",",0","0",",0","0","5,0","0","5,0","0",",0","16",",0","1",",0","4.4","5,0,22,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,14,","32.8",",0,03,","","","69.5","0","59.5",",0","","","","","116.3",",,,0","0",",,,0","17.83","5,0","23.09",",,,0","12.57","5,,,0","","","",""
"USC00136910","1982-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","12.0","1,0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0","1,0","10","1,0","0","1,0","-3.3",",0,22,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,09,","28.3","1,0,02,","","","262.4","0","192.9","1,0","","","","","48.5",",,,0","0",",,,0","12.26","1,0","18.96","1,,,0","5.57",",,,0","","","",""
"USC00136910","1982-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0","2,0","9",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","18","1,0","6","1,0","1","1,0","0","1,0","-11.7","1,0,13,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,11,","21.1","1,0,01,","","","677.7","0","415.3","1,0","","","","","67.3",",,,0","0",",,,0","3.60","2,0","8.71","1,,,0","-1.51","1,,,0","","","",""
"USC00136910","1982-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0","2,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","24","2,0","8",",0","0",",0","0",",0","-15.0","2,0,09,","0",",T,0,28,+","0",",T,0,28,+","31.0",",,0,05,","17.2",",0,02,","","","1219.9","0","542.2",",0","","","","","86.5",",,,0","0",",T,,0","-0.18","2,0","4.14",",,,0","-4.50","2,,,0","","","",""
"USC00136910","1983-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","5,0","5",",0","2",",0","0",",0","","","2",",0","0","5,0","26","5,0","14",",0","0",",0","0",",0","-15.6","5,0,28,+","","","25",",,0,26,+","2.5",",,0,30,+","8.3",",0,14,","","","1795.8","0","575.9",",0","","","","","7.6",",,,0","50",",,,0","-3.62","5,0","0.40",",,,0","-7.63","5,,,0","","","",""
"USC00136910","1983-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","8",",0","5",",0","0",",0","","","3",",0","1","1,0","25","1,0","9",",0","0",",0","0",",0","-20.6","1,0,07,","","","51",",,0,06,+","10.7",",,0,02,","17.8",",0,20,","","","2306.1","0","510.3",",0","","","","","30.6",",,,0","161",",,,0","-0.72","1,0","3.55",",,,0","-4.98","1,,,0","","","",""
"USC00136910","1983-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.6","0","0.6","4,0","10",",0","5",",0","1",",0","","","1","1,0","0","4,0","19","4,0","5",",0","2",",0","0",",0","-8.3","4,0,22,","","","25","1,,0,27,","26.7",",,0,27,","26.1",",0,04,","","","2695.7","0","389.6",",0","","","","","70.8",",,,0","38","1,,,0","3.56","4,0","8.31",",,,0","-1.20","4,,,0","","","",""
"USC00136910","1983-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.6","0","0.0","3,0","10",",0","8",",0","1",",0","1",",0","1",",0","0","3,0","14","3,0","0",",0","2",",0","0",",0","-6.7","3,0,18,","25",",,0,09,","25",",,0,09,","34.0",",,0,02,","25.6",",0,27,","","","3036.5","0","340.8",",0","","","","","86.6",",,,0","38",",,,0","6.05","3,0","11.19",",,,0","0.91","3,,,0","","","",""
"USC00136910","1983-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","2.3","0","1.7","1,0","17",",0","11",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","10",",0","0",",0","3.3","1,0,09,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,02,","27.2",",0,07,","","","3180.7","0","144.2",",0","","","","","83.8",",,,0","0",",,,0","13.71","1,0","19.16",",,,0","8.27","1,,,0","","","",""
"USC00136910","1983-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","116.9","0","114.6",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","5.6",",0,01,","0",",,0,30,+","0",",,0,30,+","39.1",",,0,03,","32.8",",0,26,+","","","3200.7","0","20.0",",0","","","","","90.2",",,,0","0",",,,0","21.49",",0","27.12",",,,0","15.85",",,,0","","","",""
"USC00136910","1983-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","355.3","0","238.4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","11.7",",0,07,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,04,","40.6",",0,23,","","","0.0","0","0.0",",0","","","","","12.4",",,,0","0",",,,0","26.02",",0","32.81",",,,0","19.24",",,,0","","","",""
"USC00136910","1983-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","64.6",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","5",",0","0.0",",0,23,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,15,","33.9",",0,10,+","","","","","76.9",",0","","","","","78.9",",,,0","0",",,,0","17.92",",0","25.58",",,,0","10.27",",,,0","","","",""
"USC00136910","1983-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","6.1",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","-0.6",",0,15,","0",",,0,31,+","0",",,0,31,+","41.9",",,0,20,","30.0",",0,03,","","","","","231.1",",0","","","","","113.0",",,,0","0",",,,0","11.08",",0","16.91",",,,0","5.24",",,,0","","","",""
"USC00136910","1983-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","16",",0","11",",0","1",",0","3",",0","2",",0","0",",0","21",",0","3",",0","0",",0","0",",0","-10.0",",0,30,","25",",,0,30,+","25",",,0,29,+","52.1",",,0,10,","18.3",",0,23,","","","","","401.6",",0","","","","","174.5",",,,0","50",",,,0","4.95",",0","9.69",",,,0","0.21",",,,0","","","",""
"USC00136910","1983-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","14",",0","5",",0","0",",0","23",",0","5","1,0","15",",0","31",",0","25",",0","0",",0","0",",0","-28.3",",0,25,+","178",",,0,31,+","76","1,,0,21,","13.7",",,0,11,","1.1",",0,13,+","","","","","948.7",",0","","","","","37.1",",,,0","236","1,,,0","-12.27",",0","-7.65",",,,0","-16.89",",,,0","","","",""
"USC00136910","1984-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","3",",0","1",",0","0",",0","14",",0","1","1,0","5",",0","31",",0","15","1,0","0","1,0","0","1,0","-25.0",",0,20,","178",",,0,04,+","25","1,,0,13,","7.9",",,0,01,","7.8","1,0,27,+","","","","","722.7","1,0","","","","","10.2",",,,0","38","1,,,0","-5.98","1,0","-0.66","1,,,0","-11.29",",,,0","","","",""
"USC00136910","1984-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","7",",0","1",",0","0",",0","","","1",",0","3","1,0","22","1,0","5",",0","0",",0","0",",0","-21.1","1,0,06,","","","25",",,0,05,","7.9",",,0,19,","17.8",",0,16,","","","","","482.7",",0","","","","","15.1",",,,0","25",",,,0","1.19","1,0","6.48",",,,0","-4.10","1,,,0","","","",""
"USC00136910","1984-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","12","1,0","5","1,0","0","1,0","13","4,0","","","0",",0","28",",0","11",",0","0",",0","0",",0","-15.0",",0,09,","178","4,,0,21,","","","8.6","1,,0,27,","16.7",",0,16,","","","","","601.2",",0","","","","","41.9","1,,,0","","","-1.06",",0","3.03",",,,0","-5.15",",,,0","","","",""
"USC00136910","1984-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","","","15",",0","10",",0","1",",0","0",",0","0",",0","","","","","0",",0","3",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","35.6",",,0,30,","27.2",",0,27,","","","","","","","","","","","105.5",",,,0","0",",,,0","","","13.43",",,,0","","","","","",""
"USC00136910","1984-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","7.8",",0","15",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0.6",",0,09,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,20,","29.4",",0,19,","","","","","154.3",",0","","","","","97.1",",,,0","0",",,,0","13.60",",0","19.06",",,,0","8.15",",,,0","","","",""
"USC00136910","1984-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","108.9",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","7.2",",0,10,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,10,","32.2",",0,23,","","","","","5.0",",0","","","","","109.8",",,,0","0",",,,0","21.79",",0","27.57",",,,0","16.02",",,,0","","","",""
"USC00136910","1984-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","134.9","1,0","12",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","6",",0","11.7","1,0,10,+","0",",,0,31,+","0",",,0,31,+","66.0",",,0,15,","36.1",",0,10,","","","0.3","0","0.3",",0","","","","","127.8",",,,0","0",",,,0","22.75","1,0","29.01",",,,0","16.50","1,,,0","","","",""
"USC00136910","1984-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","160.6","2,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","12",",0","10.0","2,0,24,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,05,","40.0",",0,30,","","","2.2","0","1.9",",0","","","","","13.5",",,,0","0",",,,0","23.81","2,0","30.88",",,,0","16.74","2,,,0","","","",""
"USC00136910","1984-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","41.9","1,0","14",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","20",",0","5",",0","-1.1","1,0,29,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,11,","36.7",",0,02,","","","92.8","0","90.6",",0","","","","","47.1",",,,0","0",",,,0","16.66","1,0","23.36",",,,0","9.96","1,,,0","","","",""
"USC00136910","1984-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.3",",0","16",",0","11",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","-2.2",",0,24,","0",",,0,31,+","0",",,0,31,+","57.7",",,0,19,","26.7",",0,04,","","","292.5","0","199.7",",0","","","","","195.7",",,,0","0",",,,0","11.90",",0","17.74",",,,0","6.06",",,,0","","","",""
"USC00136910","1984-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0","2,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","19","2,0","0",",0","1",",0","0",",0","-8.3","2,0,20,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,01,","21.7",",0,10,","","","690.2","0","397.7",",0","","","","","45.3",",,,0","0",",,,0","4.23","2,0","9.86",",,,0","-1.39","2,,,0","","","",""
"USC00136910","1984-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","11",",0","8",",0","0",",0","","","0","1,0","1",",0","29",",0","10",",0","0",",0","0",",0","-17.8",",0,06,","","","10","1,,0,19,","20.1",",,0,14,","18.9",",0,29,","","","1296.1","0","605.9",",0","","","","","57.3",",,,0","18","1,,,0","-1.21",",0","4.32",",,,0","-6.74",",,,0","","","",""
"USC00136910","1985-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","4","1,0","1","1,0","0","1,0","30","1,0","2","2,0","11",",0","31",",0","23",",0","0",",0","0",",0","-29.4",",0,20,","152","1,,0,02,","152","2,,0,01,","11.7","1,,0,01,","4.4",",0,07,","","","2169.0","0","872.9",",0","","","","","16.0","1,,,0","257","2,,,0","-9.82",",0","-4.01",",,,0","-15.64",",,,0","","","",""
"USC00136910","1985-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","7",",0","5",",0","0",",0","18",",0","3",",0","9","1,0","25","1,0","16",",0","0",",0","0",",0","-24.4","1,0,01,","102",",,0,14,+","51",",,0,11,","11.9",",,0,23,","8.9",",0,22,","","","2846.4","0","677.4",",0","","","","","32.9",",,,0","101",",,,0","-6.61","1,0","-1.51",",,,0","-11.70","1,,,0","","","",""
"USC00136910","1985-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","3,0","7",",0","3",",0","1",",0","0","1,0","0","1,0","0","3,0","17","3,0","0",",0","2",",0","0",",0","-7.2","3,0,07,","0","1,,0,31,+","0","1,,0,31,+","33.5",",,0,04,","24.4",",0,29,","","","3206.0","0","359.6",",0","","","","","66.5",",,,0","0","1,,,0","5.73","3,0","11.93",",,,0","-0.48","3,,,0","","","",""
"USC00136910","1985-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","25.8","0","25.8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","14",",0","0",",0","-5.0",",0,09,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,27,","31.1",",0,27,","","","3392.1","0","186.1",",0","","","","","14.4",",,,0","0",",,,0","12.99",",0","18.93",",,,0","7.05",",,,0","","","",""
"USC00136910","1985-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","43.9","0","18.1","2,0","12",",0","5",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","24",",0","1",",0","6.7","2,0,18,+","0",",,0,31,+","0",",,0,31,+","25.7",",,0,14,","34.4",",0,27,","","","3437.9","0","45.8",",0","","","","","69.4",",,,0","0",",,,0","17.46","2,0","23.64",",,,0","11.29","2,,,0","","","",""
"USC00136910","1985-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","95.2","0","51.3","1,0","11",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","2",",0","6.7","1,0,13,","0",",,0,30,+","0",",,0,30,+","49.3",",,0,24,","34.4",",0,09,","","","3465.7","0","27.8",",0","","","","","100.3",",,,0","0",",,,0","19.22","1,0","25.11",",,,0","13.33","1,,,0","","","",""
"USC00136910","1985-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","248.5","0","153.3","1,0","11",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","5",",0","12.2","1,0,16,","0",",,0,31,+","0",",,0,31,+","94.5",",,0,31,","33.3",",0,10,","","","0.0","0","0.0",",0","","","","","160.9",",,,0","0",",,,0","23.47","1,0","30.01",",,,0","16.93","1,,,0","","","",""
