"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00361978","1947-10","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","11.4",",,6,29,","","","16.7",",,,6","","","",""
"USC00361978","1947-11","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","13",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","28.4",",,6,25,","","","88.2",",,,6","","","",""
"USC00361978","1947-12","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","15",",6","8",",6","0",",6","26","1,6","5",",6","","","","","","","2","","127","1,,6,30,+","76",",,6,28,","15.0",",,6,16,","","","58.9",",,,6","253",",,,6","",""
"USC00361978","1948-01","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","16",",6","6",",6","1",",6","30","1,6","","","29",",6","0",",6","0",",6","1","","533","1,,6,27,+","","","31.2",",,6,02,","2.2",",6,09,","80.6",",,,6","","","-9.43",",,,6"
"USC00361978","1948-02","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","","","","","","","","","","","22",",6","0",",6","0",",6","1","","","","","","","","7.8",",6,19,","","","","","-7.02",",,,6"
"USC00361978","1948-03","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","15","1,6","11","1,6","2","1,6","","","5",",6","18",",6","0",",6","0",",6","2","","","","178",",,6,11,","62.7","1,,6,22,","15.6",",6,21,","168.7","1,,,6","360",",,,6","-1.22",",,,6"
"USC00361978","1948-04","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","","","","","","","","","","","5",",6","0",",6","0",",6","3","","","","","","","","16.7",",6,20,","","","","","5.80",",,,6"
"USC00361978","1948-05","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","19",",0","14",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",T,0,08,","0",",T,0,08,","16.3",",,0,23,","","","115.3",",,,0","0",",T,,0","",""
"USC00361978","1948-06","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","15",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","0",",,0,30,+","0",",,0,30,+","28.4",",,0,25,","","","130.4",",,,0","0",",,,0","",""
"USC00361978","1948-07","41.91667","-78.68333","647.1","CUSTER CITY 2 W, PA US","10",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,31,+","0",",,0,31,+","22.6",",,0,13,","","","105.4",",,,0","0",",,,0","",""
