"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SGM00061699","1975-08","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","","","","","","","","","","","0","5,S","26","5,S","2","5,S","","","","","33.0","5,S,19,+","","","","","","","30.31","5,,,S","",""
"SGM00061699","1976-05","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","","","","","","","","","","","0","5,S","26","5,S","24","5,S","","","","","41.0","5,S,23,+","","","","","","","38.12","5,,,S","",""
"SGM00061699","1977-04","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","","","","","","","","","","","0","5,S","25","5,S","25","5,S","","","","","43.0","5,S,14,","","","","","","","39.80","5,,,S","",""
"SGM00061699","1977-07","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","15","3,S","12","3,S","3","3,S","","","","","0","2,S","29","2,S","11","2,S","","","47.0","3,,S,27,","35.0","2,S,18,+","","","211.1","3,,,S","","","32.00","2,,,S","",""
"SGM00061699","1977-09","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","19","5,S","13","5,S","3","5,S","","","","","","","","","","","","","53.1","5,,S,18,","","","","","239.9","5,,,S","","","","","",""
"SGM00061699","1977-10","12.572","-12.22","178.0","KEDOUGOU, SG","","","254.0","4,S","6","4,S","4","4,S","1","4,S","0","4,S","0","4,S","0","3,S","28","3,S","19","3,S","20.0","4,S,05,","25.9","4,,S,31,","35.0","3,S,26,+","0.0","3,S","68.0","4,,,S","27.76","4,S","33.14","3,,,S","22.37","4,,,S"
"SGM00061699","1977-11","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","","","","","","","","","","","0","5,S","25","5,S","23","5,S","","","","","37.0","5,S,21,+","","","","","","","35.16","5,,,S","",""
"SGM00061699","1977-12","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","","","","","","","","","","","0","2,S","29","2,S","26","2,S","","","","","37.0","2,S,17,","","","","","","","34.14","2,,,S","",""
"SGM00061699","1978-01","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","0","4,S","0","4,S","0","4,S","0","5,S","0","5,S","0","5,S","26","5,S","25","5,S","15.0","5,S,05,","0.0","4,,S,31,+","38.0","5,S,28,+","","","0.0","4,,,S","28.08","6,S","35.62","5,,,S","20.54","5,,,S"
"SGM00061699","1978-02","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","1","5,S","0","5,S","0","5,S","","","","","","","","","","","","","2.0","5,,S,23,","","","","","2.0","5,,,S","","","","","",""
"SGM00061699","1978-10","12.572","-12.22","178.0","KEDOUGOU, SG","","","","","","","","","","","","","","","0","5,S","26","5,S","14","5,S","","","","","35.0","5,S,16,","","","","","","","32.31","5,,,S","",""
