"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00175070","1885-06","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","203.2",",,6,30,","","","","","","","229.5",",,,6","","","","","","","",""
"USC00175070","1885-07","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","10",",6","7",",6","0",",6","","","","","","","","","","","","","","","2","","","","","","19.1",",,6,09,","","","","","","","74.0",",,,6","","","","","","","",""
"USC00175070","1885-08","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","53.8",",,6,05,","","","","","","","93.9",",,,6","","","","","","","",""
"USC00175070","1885-09","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","35.6",",,6,10,","","","","","","","70.8",",,,6","","","","","","","",""
"USC00175070","1885-10","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","31.8",",,6,15,","","","","","","","89.0",",,,6","","","","","","","",""
"USC00175070","1885-11","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","3",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","","","41.9",",,6,09,","","","","","","","86.3",",,,6","","","","","","","",""
"USC00175070","1885-12","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","8",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","27.4",",,6,19,","","","","","","","78.6",",,,6","","","","","","","",""
"USC00175070","1886-01","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","9",",6","8",",6","4",",6","","","","","","","","","","","","","","","","","","","","","61.7",",,6,06,","","","","","","","204.7",",,,6","","","","","","","",""
"USC00175070","1886-02","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","4",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","","","52.1",",,6,14,","","","","","","","104.6",",,,6","","","","","","","",""
"USC00175070","1886-03","45.133333","-69.683333","304.8","MAYFIELD, ME US","","","","","3",",6","3",",6","1",",6","","","","","","","","","","","","","1","","","","","","","","45.7",",,6,22,","","","","","","","72.4",",,,6","","","","","","","",""
