"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00094811","1951-04","43.13333","-89.33333","262.1","MADISON MUNICIPAL AIRPORT, WI US","","","","","","","","","","","","","","","","","","","","","","","5","","3","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094811","1951-09","43.13333","-89.33333","262.1","MADISON MUNICIPAL AIRPORT, WI US","","","","","","","","","","","","","","","","","","","","","","","6","","4","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094811","1951-10","43.13333","-89.33333","262.1","MADISON MUNICIPAL AIRPORT, WI US","7.3",",X","14",",X","10",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","6",",X","0",",X","14","","5","","-4.4",",X,31,","0",",,X,31,+","0",",T,X,24,","24.6",",,X,21,","26.7",",X,03,+","264.6",",X","130.7",",,,X","0",",T,,X","10.03",",X","15.42",",,,X","4.65",",,,X"
"USW00094811","1951-11","43.13333","-89.33333","262.1","MADISON MUNICIPAL AIRPORT, WI US","0.0",",X","8",",X","4",",X","1",",X","10",",X","3",",X","0",",X","27",",X","13",",X","0",",X","0",",X","8","","1","","-16.7",",X,05,","76",",,X,04,","76",",,X,03,","26.7",",,X,13,","14.4",",X,12,+","621.1",",X","48.1",",,,X","172",",,,X","-2.37",",X","2.29",",,,X","-7.03",",,,X"
"USW00094811","1951-12","43.13333","-89.33333","262.1","MADISON MUNICIPAL AIRPORT, WI US","0.0","3,X","10",",X","10",",X","0",",X","19",",X","9",",X","10","2,X","25","2,X","18","1,X","0","1,X","0","1,X","12","","1","","-29.4","2,X,24,","330",",,X,24,+","79",",,X,17,","7.6",",,X,17,","15.6","1,X,03,","696.7","1,X","45.1",",,,X","465",",,,X","-6.73","3,X","-1.66","1,,,X","-11.79","2,,,X"
"USW00094811","1952-01","43.13333","-89.33333","262.1","MADISON MUNICIPAL AIRPORT, WI US","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
