"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00049056","1932-01","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","8",",6","4",",6","0",",6","","","","","0",",6","31",",6","7",",6","0",",6","0",",6","1","","","","-16.1",",6,24,+","","","","","6.6",",,6,31,+","11.7",",6,11,","","","","","652.5",",6","19.8",",,,6","","","-2.71",",6","2.58",",,,6","-8.01",",,,6"
"USC00049056","1932-02","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","3",",6","1",",6","0",",6","23","5,6","2",",6","7",",6","29",",6","7",",6","0",",6","0",",6","","","","","-23.3",",6,03,+","178","5,,6,05,+","51",",,6,05,","5.8",",,6,05,","12.8",",6,28,+","","","","","633.7",",6","8.4",",,,6","76",",,,6","-3.52",",6","4.20",",,,6","-11.23",",,,6"
"USC00049056","1932-03","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0","1,6","7",",6","5",",6","0",",6","","","","","0",",6","21",",6","0","1,6","1","1,6","0","1,6","","","","","-7.8",",6,26,+","","","","","8.9",",,6,19,","23.3","1,6,07,","","","","","393.6","1,6","32.1",",,,6","","","5.19","1,6","12.13","1,,,6","-1.76",",,,6"
"USC00049056","1932-05","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","0.0",",6","7",",6","4",",6","0",",6","","","","","0",",6","12",",6","0",",6","11",",6","0",",6","","","","","-2.8",",6,02,","","","","","14.5",",,6,28,","27.8",",6,12,","","","","","252.5",",6","32.7",",,,6","","","10.19",",6","18.71",",,,6","1.66",",,,6"
"USC00049056","1932-06","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","17.0",",6","4",",6","1",",6","0",",6","","","","","0",",6","4",",6","0",",6","23",",6","3",",6","","","","","-1.7",",6,06,","","","","","13.0",",,6,02,","35.0",",6,28,","","","","","105.8",",6","16.5",",,,6","","","15.37",",6","25.59",",,,6","5.16",",,,6"
"USC00049056","1932-07","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","5.0",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","","","","","0.6",",6,31,","","","","","5.1",",,6,18,","31.7",",6,01,","","","73.8","6","73.8",",6","5.1",",,,6","","","16.11",",6","27.24",",,,6","4.98",",,,6"
"USC00049056","1932-08","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","13.0",",6","1",",6","0",",6","0",",6","","","","","0",",6","6",",6","0",",6","29",",6","4",",6","","","","","-3.3",",6,30,","","","","","0.5",",,6,26,","34.4",",6,04,","","","179.0","6","105.2",",6","0.5",",,,6","","","15.36",",6","27.27",",,,6","3.45",",,,6"
"USC00049056","1932-09","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","0.0",",6","0",",6","0",",6","0",",6","","","","","0",",6","15",",6","0",",6","30",",6","2",",6","","","","","-2.8",",6,13,","","","","","0.0",",,6,30,+","32.8",",6,16,","","","306.3","6","127.3",",6","0.0",",,,6","","","14.09",",6","27.81",",,,6","0.37",",,,6"
"USC00049056","1932-10","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","0.0","2,6","3",",6","1",",6","0",",6","","","","","0",",6","21",",6","0","2,6","10","2,6","0","2,6","","","","","-11.7",",6,24,","","","","","4.6",",,6,16,","28.9","2,6,10,+","","","598.9","6","292.6","2,6","6.7",",,,6","","","8.11","2,6","20.21","2,,,6","-3.98",",,,6"
"USC00049056","1932-11","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","0.0",",6","9",",6","1",",6","0",",6","","","0",",6","0",",6","25",",6","0",",6","0",",6","0",",6","","","","","-11.1",",6,23,","","","0",",T,6,03,+","5.6",",,6,06,","18.9",",6,12,","","","1020.7","6","421.8",",6","12.7",",,,6","0",",T,,6","4.27",",6","12.68",",,,6","-4.14",",,,6"
"USC00049056","1932-12","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","","","0.0",",6","7",",6","1",",6","0",",6","","","1",",6","8",",6","31",",6","7",",6","0",",6","0",",6","1","","","","-32.8",",6,11,","","","25",",,6,31,","2.5",",,6,31,","12.2",",6,02,","","","1743.9","6","723.2",",6","8.6",",,,6","65",",,,6","-5.00",",6","2.23",",,,6","-12.22",",,,6"
"USC00049056","1933-01","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","10",",6","0",",6","0",",6","","","5",",6","5",",6","31",",6","10",",6","0",",6","0",",6","","","","","-25.6",",6,17,","","","76",",,6,30,","2.3",",,6,26,","9.4",",6,08,","","","2460.0","6","716.1",",6","9.9",",,,6","274",",,,6","-4.77",",6","2.36",",,,6","-11.89",",,,6"
"USC00049056","1933-02","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","4",",6","0",",6","0",",6","","","1",",6","8",",6","28",",6","7",",6","0",",6","0",",6","","","","","-25.6",",6,10,","","","25",",,6,16,","0.8",",,6,12,","8.3",",6,19,","","","3117.3","6","657.3",",6","1.9",",,,6","58",",,,6","-5.14",",6","2.45",",,,6","-12.74",",,,6"
"USC00049056","1933-03","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","8",",6","2",",6","0",",6","","","1",",6","0",",6","26",",6","0",",6","0",",6","0",",6","","","","","-11.7",",6,22,","","","25",",,6,12,","7.6",",,6,12,","16.7",",6,19,","","","3593.9","6","476.6",",6","13.3",",,,6","25",",,,6","2.96",",6","9.76",",,,6","-3.84",",,,6"
"USC00049056","1933-04","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","6","1,6","4","1,6","0","1,6","","","2",",6","0",",6","22",",6","1",",6","8",",6","0",",6","","","","","-11.7",",6,10,","","","127",",,6,17,","19.8","1,,6,17,","23.9",",6,27,","","","3947.7","6","353.8",",6","35.9","1,,,6","178",",,,6","6.54",",6","15.93",",,,6","-2.85",",,,6"
"USC00049056","1933-05","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","12",",6","2",",6","0",",6","","","1",",6","0",",6","20",",6","0",",6","7",",6","0",",6","","","","","-6.1",",6,03,","","","25",",,6,07,","5.1",",,6,17,","29.4",",6,29,","","","4293.8","6","346.1",",6","15.5",",,,6","25",",,,6","7.17",",6","14.93",",,,6","-0.59",",,,6"
"USC00049056","1933-06","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","8.1","6","8.1",",6","4",",6","2",",6","0",",6","","","","","0",",6","4",",6","0",",6","22",",6","3",",6","","","","","-2.2",",6,02,","","","","","6.4",",,6,27,","33.9",",6,14,+","","","4428.0","6","134.2",",6","12.3",",,,6","","","14.13",",6","23.94",",,,6","4.31",",,,6"
"USC00049056","1933-07","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","32.1","6","24.0",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","10",",6","","","","","2.2",",6,01,","","","","","2.5",",,6,08,","35.0",",6,14,","","","28.0","6","28.0",",6","2.5",",,,6","","","18.20",",6","30.24",",,,6","6.17",",,,6"
"USC00049056","1933-08","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","53.3","6","21.2",",6","0",",6","0",",6","0",",6","","","","","0",",6","5",",6","0",",6","31",",6","6",",6","","","","","-3.9",",6,30,","","","","","0.0",",T,6,17,+","36.1",",6,14,+","","","102.5","6","74.5",",6","0.0",",T,,6","","","16.61",",6","29.19",",,,6","4.04",",,,6"
"USC00049056","1933-09","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","53.3","6","0.0",",6","3",",6","1",",6","0",",6","","","","","0",",6","17",",6","0",",6","19",",6","0",",6","","","","","-7.2",",6,21,","","","","","4.3",",,6,24,","29.4",",6,03,+","","","312.4","6","209.9",",6","6.8",",,,6","","","11.34",",6","23.09",",,,6","-0.42",",,,6"
"USC00049056","1933-10","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","53.3","6","0.0",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","27",",6","0",",6","23",",6","1",",6","","","","","-13.9",",6,21,","","","0",",T,6,31,+","23.1",",,6,30,","32.2",",6,03,","","","574.6","6","262.2",",6","28.2",",,,6","0",",T,,6","9.88",",6","23.00",",,,6","-3.25",",,,6"
"USC00049056","1933-11","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","53.3","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","","","-13.9",",6,30,","","","0",",T,6,27,","0.0",",T,6,27,","20.0",",6,12,","","","1032.0","6","457.4",",6","0.0",",T,,6","0",",T,,6","3.09",",6","14.44",",,,6","-8.27",",,,6"
"USC00049056","1933-12","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","53.3","6","0.0","1,6","5",",6","2",",6","0",",6","","","1",",6","1","1,6","29","1,6","1",",6","0",",6","0",",6","","","","","-18.3","1,6,16,","","","51",",,6,15,","7.6",",,6,13,","17.8",",6,21,","","","1537.3","6","505.3",",6","15.8",",,,6","51",",,,6","1.39","1,6","7.85",",,,6","-5.06","1,,,6"
"USC00049056","1934-01","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","9",",6","2",",6","0",",6","","","0",",6","0",",6","28",",6","1",",6","0",",6","0",",6","","","","","-11.7",",6,11,","","","0",",T,6,20,","5.3",",,6,01,","15.6",",6,29,","","","2054.1","6","516.8",",6","13.2",",,,6","0",",T,,6","1.66",",6","8.30",",,,6","-4.97",",,,6"
"USC00049056","1934-02","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","10",",6","2",",6","0",",6","","","","","0",",6","24",",6","0",",6","0",",6","0",",6","","","","","-11.1",",6,10,+","","","","","4.8",",,6,20,","18.3",",6,01,","","","2472.4","6","418.3",",6","16.9",",,,6","","","3.39",",6","11.57",",,,6","-4.78",",,,6"
"USC00049056","1934-03","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","6",",6","3",",6","0",",6","","","","","0",",6","23",",6","0",",6","9",",6","0",",6","","","","","-11.1",",6,07,","","","","","8.4",",,6,25,","23.9",",6,13,+","","","2803.6","6","331.2",",6","24.4",",,,6","","","7.65",",6","18.19",",,,6","-2.89",",,,6"
"USC00049056","1934-04","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","19",",6","0",",6","18",",6","0",",6","","","","","-7.2",",6,04,+","","","0",",T,6,02,","8.6",",,6,24,","28.3",",6,20,+","","","3061.9","6","258.3",",6","17.8",",,,6","0",",T,,6","9.72",",6","20.87",",,,6","-1.42",",,,6"
"USC00049056","1934-05","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","8",",6","3",",6","0",",6","","","0",",6","0",",6","6",",6","0",",6","20",",6","0",",6","","","","","-2.8",",6,09,+","","","0",",T,6,01,","6.9",",,6,01,","28.3",",6,22,+","","","3245.3","6","183.4",",6","18.9",",,,6","0",",T,,6","12.42",",6","21.92",",,,6","2.91",",,,6"
"USC00049056","1934-06","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.5","6","0.5",",6","6",",6","3",",6","0",",6","","","","","0",",6","4",",6","0",",6","20",",6","1",",6","","","","","-2.8",",6,03,","","","","","4.8",",,6,06,","33.3",",6,30,","","","3400.6","6","155.3",",6","14.8",",,,6","","","13.17",",6","23.05",",,,6","3.30",",,,6"
"USC00049056","1934-07","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","9.1","6","8.6",",6","1",",6","0",",6","0",",6","","","","","0",",6","1",",6","0",",6","30",",6","3",",6","","","","","0.0",",6,31,","","","","","0.3",",,6,07,","33.9",",6,27,","","","58.1","6","58.1",",6","0.3",",,,6","","","16.74",",6","28.57",",,,6","4.90",",,,6"
"USC00049056","1934-08","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","20.8","6","11.7",",6","2",",6","1",",6","0",",6","","","","","0",",6","1",",6","0",",6","31",",6","5",",6","","","","","0.0",",6,04,","","","","","3.3",",,6,28,","35.0",",6,26,","","","98.9","6","40.8",",6","3.6",",,,6","","","17.40",",6","29.85",",,,6","4.94",",,,6"
"USC00049056","1934-09","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","23.0","6","2.2",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","15",",6","0",",6","24",",6","2",",6","","","","","-7.8",",6,26,","","","0",",T,6,23,","6.1",",,6,23,","32.8",",6,03,","","","266.3","6","167.4",",6","7.9",",,,6","0",",T,,6","12.83",",6","25.09",",,,6","0.56",",,,6"
"USC00049056","1934-10","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","23.0","6","0.0",",6","7",",6","2",",6","0",",6","","","","","0",",6","23",",6","0",",6","12",",6","0",",6","","","","","-11.1",",6,16,","","","","","6.4",",,6,07,","29.4",",6,10,","","","561.0","6","294.7",",6","20.3",",,,6","","","8.83",",6","19.03",",,,6","-1.38",",,,6"
"USC00049056","1934-11","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","23.0","6","0.0",",6","12",",6","7",",6","0",",6","","","","","0",",6","21",",6","0",",6","3",",6","0",",6","","","","","-9.4",",6,26,","","","","","17.5",",,6,15,","22.8",",6,10,","","","970.0","6","409.0",",6","53.8",",,,6","","","4.70",",6","11.35",",,,6","-1.95",",,,6"
"USC00049056","1934-12","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","23.0","6","0.0",",6","11",",6","3",",6","0",",6","","","1",",6","0",",6","30",",6","0",",6","0",",6","0",",6","","","","","-11.1",",6,02,","","","38",",,6,01,","2.8",",,6,20,","14.4",",6,10,","","","1515.4","6","545.4",",6","15.4",",,,6","38",",,,6","0.74",",6","7.13",",,,6","-5.65",",,,6"
"USC00049056","1935-01","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","8","1,6","2","1,6","0","1,6","","","6",",6","4",",6","31",",6","5",",6","0",",6","0",",6","","","","","-24.4",",6,19,","","","152",",,6,07,","14.7","1,,6,07,","12.8",",6,23,","","","2166.7","6","651.3",",6","22.9","1,,,6","355",",,,6","-2.68",",6","4.07",",,,6","-9.42",",,,6"
"USC00049056","1935-02","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","8",",6","2",",6","0",",6","","","","","0",",6","24",",6","0",",6","1",",6","0",",6","","","","","-13.9",",6,15,+","","","","","4.3",",,6,11,","21.1",",6,18,","","","2628.4","6","461.7",",6","14.4",",,,6","","","1.84",",6","8.45",",,,6","-4.76",",,,6"
"USC00049056","1935-03","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","7",",6","0",",6","0",",6","","","2",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","","","-16.1",",6,08,","","","30",",,6,08,","2.3",",,6,08,","20.6",",6,13,","","","3151.4","6","523.0",",6","6.0",",,,6","86",",,,6","1.46",",6","9.69",",,,6","-6.77",",,,6"
"USC00049056","1935-04","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","10",",6","9",",6","0",",6","","","1",",6","0",",6","22",",6","0",",6","6",",6","0",",6","","","","","-7.2",",6,06,","","","38",",,6,08,","18.3",",,6,07,","24.4",",6,26,","","","3512.5","6","361.1",",6","62.0",",,,6","38",",,,6","6.30",",6","14.20",",,,6","-1.61",",,,6"
"USC00049056","1935-05","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","","","0",",6","18",",6","0",",6","14",",6","0",",6","","","","","-4.4",",6,18,","","","","","20.6",",,6,29,","27.2",",6,21,","","","3753.2","6","240.7",",6","44.5",",,,6","","","10.57",",6","20.58",",,,6","0.55",",,,6"
"USC00049056","1935-06","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","1.7","6","1.7",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","28",",6","2",",6","","","","","-2.8",",6,15,","","","0",",,6,30,+","4.3",",,6,27,","32.8",",6,05,","","","3865.8","6","112.6",",6","5.7",",,,6","0",",,,6","14.64",",6","25.57",",,,6","3.70",",,,6"
"USC00049056","1935-07","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","25.9","6","24.2",",6","6",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","7",",6","","","","","1.1",",6,28,","","","","","2.8",",,6,06,","36.1",",6,14,","","","68.7","6","68.7",",6","10.7",",,,6","","","16.90",",6","27.96",",,,6","5.83",",,,6"
"USC00049056","1935-08","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","39.0","6","13.1",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","31",",6","6",",6","","","","","0.0",",6,16,","","","0",",,6,31,+","1.5",",,6,29,","35.0",",6,12,","","","116.7","6","48.0",",6","1.5",",,,6","0",",,,6","17.21",",6","29.45",",,,6","4.96",",,,6"
"USC00049056","1935-09","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","39.0","6","0.0",",6","1",",6","0",",6","0",",6","","","","","0",",6","12",",6","0",",6","30",",6","3",",6","","","","","-3.9",",6,28,","","","","","1.5",",,6,14,","33.3",",6,06,","","","232.4","6","115.7",",6","1.5",",,,6","","","14.48",",6","28.12",",,,6","0.84",",,,6"
"USC00049056","1935-10","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","39.0","6","0.0",",6","7","1,6","4","1,6","0","1,6","","","0",",6","0",",6","24",",6","0",",6","11",",6","0",",6","","","","","-11.1",",6,23,","","","20",",,6,30,","8.1","1,,6,12,","30.0",",6,01,","","","573.8","6","341.4",",6","29.0","1,,,6","20",",,,6","7.32",",6","17.80",",,,6","-3.15",",,,6"
"USC00049056","1935-11","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","39.0","6","0.0",",6","4",",6","1",",6","0",",6","","","1",",6","0",",6","29",",6","2",",6","0",",6","0",",6","","","","","-17.2",",6,04,","","","51",",,6,01,","3.6",",,6,01,","15.6",",6,20,","","","1089.4","6","515.6",",6","5.4",",,,6","76",",,,6","1.15",",6","9.48",",,,6","-7.18",",,,6"
"USC00049056","1935-12","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","39.0","6","0.0",",6","11",",6","3",",6","0",",6","","","1",",6","0",",6","30",",6","2",",6","0",",6","0",",6","","","","","-15.6",",6,20,","","","25",",,6,29,","10.2",",,6,12,","14.4",",6,04,","","","1662.4","6","573.0",",6","24.2",",,,6","30",",,,6","-0.15",",6","6.83",",,,6","-7.13",",,,6"
"USC00049056","1936-01","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","17",",6","6",",6","0",",6","","","1",",6","0",",6","27",",6","1",",6","0",",6","0",",6","","","","","-11.1",",6,29,","","","38",",,6,07,","11.2",",,6,15,","11.1",",6,10,","","","2207.8","6","545.4",",6","47.2",",,,6","99",",,,6","0.74",",6","5.30",",,,6","-3.82",",,,6"
"USC00049056","1936-02","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","10",",6","6",",6","0",",6","","","","","0",",6","25",",6","0",",6","0",",6","0",",6","","","","","-12.2",",6,08,","","","","","7.9",",,6,15,","15.6",",6,29,","","","2680.8","6","473.0",",6","33.7",",,,6","","","2.02",",6","7.78",",,,6","-3.73",",,,6"
"USC00049056","1936-03","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","4",",6","3",",6","0",",6","","","2",",6","0",",6","30",",6","0",",6","2",",6","0",",6","","","","","-10.0",",6,10,","","","64",",,6,31,+","3.8",",,6,24,","23.3",",6,19,","","","3123.7","6","442.9",",6","10.4",",,,6","146",",,,6","4.05",",6","13.18",",,,6","-5.09",",,,6"
"USC00049056","1936-04","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","7",",6","4",",6","0",",6","","","1",",6","0",",6","20",",6","0",",6","11",",6","0",",6","","","","","-8.9",",6,05,+","","","25",",,6,04,","14.7",",,6,24,","27.2",",6,15,","","","3423.2","6","299.5",",6","26.8",",,,6","25",",,,6","8.35",",6","17.78",",,,6","-1.08",",,,6"
"USC00049056","1936-05","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","0.0","6","0.0",",6","10",",6","5",",6","0",",6","","","0",",6","0",",6","11",",6","0",",6","15",",6","0",",6","","","","","-3.3",",6,21,","","","0",",T,6,05,","13.7",",,6,30,","30.0",",6,24,+","","","3631.4","6","208.2",",6","34.8",",,,6","0",",T,,6","11.62",",6","21.27",",,,6","1.97",",,,6"
"USC00049056","1936-06","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","8.1","6","8.1",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","22",",6","3",",6","","","","","-1.1",",6,18,","","","0",",,6,30,+","6.6",",,6,08,","34.4",",6,22,","","","3742.3","6","110.9",",6","10.7",",,,6","0",",,,6","14.91",",6","24.25",",,,6","5.56",",,,6"
"USC00049056","1936-07","41.91667","-121.56667","1229.0","TULELAKE 5 WSW, CA US","41.8","6","33.7",",6","3",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","7",",6","","","","","3.3",",6,10,","","","","","1.5",",,6,08,","36.1",",6,21,","","","25.8","6","25.8",",6","2.8",",,,6","","","18.59",",6","29.66",",,,6","7.51",",,,6"
