"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GG000037484","1966-01","41.633","41.6","32.0","BATUMI, GG","","","11","3,I","8","3,I","1","3,I","","","","","","","","","","","","","27.1","3,,I,03,","","","","","","","106.8","3,,,I","","","","","",""
"GG000037484","1966-02","41.633","41.6","32.0","BATUMI, GG","","","8","2,I","7","2,I","1","2,I","","","","","","","","","","","","","59.6","2,,I,03,","","","","","","","123.6","2,,,I","","","","","",""
"GG000037484","1966-03","41.633","41.6","32.0","BATUMI, GG","","","13",",I","11",",I","3",",I","","","","","","","","","","","","","29.6",",,I,21,","","","","","","","173.8",",,,I","","","","","",""
"GG000037484","1966-04","41.633","41.6","32.0","BATUMI, GG","","","11","5,I","8","5,I","0","5,I","","","","","","","","","","","","","21.7","5,,I,21,","","","","","","","98.8","5,,,I","","","","","",""
"GG000037484","1966-05","41.633","41.6","32.0","BATUMI, GG","","","17",",I","10",",I","0",",I","","","","","","","","","","","","","25.2",",,I,25,","","","","","","","115.8",",,,I","","","","","",""
"GG000037484","1966-06","41.633","41.6","32.0","BATUMI, GG","","","11","1,I","8","1,I","1","1,I","","","","","","","","","","","","","53.0","1,,I,13,","","","","","","","155.7","1,,,I","","","","","",""
"GG000037484","1966-07","41.633","41.6","32.0","BATUMI, GG","","","11","2,I","4","2,I","1","2,I","","","","","","","","","","","","","68.1","2,,I,05,","","","","","","","107.0","2,,,I","","","","","",""
"GG000037484","1966-08","41.633","41.6","32.0","BATUMI, GG","","","10","3,I","5","3,I","3","3,I","","","","","","","","","","","","","55.9","3,,I,30,","","","","","","","179.2","3,,,I","","","","","",""
"GG000037484","1966-09","41.633","41.6","32.0","BATUMI, GG","","","12",",I","12",",I","2",",I","","","","","","","","","","","","","93.0",",,I,20,","","","","","","","279.8",",,,I","","","","","",""
"GG000037484","1966-10","41.633","41.6","32.0","BATUMI, GG","","","6",",I","5",",I","0",",I","","","","","0","3,S","27","3,S","0","3,S","","","20.1",",,I,12,","31.1","3,S,04,","","","","","68.1",",,,I","","","23.97","3,,,S","",""
"GG000037484","1966-11","41.633","41.6","32.0","BATUMI, GG","","","3",",I","2",",I","0",",I","","","","","0","4,S","17","4,S","0","4,S","","","24.3",",,I,30,","30.0","4,S,02,","","","","","31.1",",,,I","","","21.67","4,,,S","",""
"GG000037484","1966-12","41.633","41.6","32.0","BATUMI, GG","","","16",",I","12",",I","4",",I","","","","","","","","","","","","","59.4",",,I,02,","","","","","","","238.4",",,,I","","","","","",""
"GG000037484","1967-01","41.633","41.6","32.0","BATUMI, GG","","","12","5,I","12","5,I","2","5,I","","","","","","","","","","","","","40.3","5,,I,20,","","","","","","","200.2","5,,,I","","","","","",""
"GG000037484","1967-02","41.633","41.6","32.0","BATUMI, GG","","","12","1,I","12","1,I","5","1,I","","","","","","","","","","","","","43.5","1,,I,13,","","","","","","","240.9","1,,,I","","","","","",""
"GG000037484","1967-03","41.633","41.6","32.0","BATUMI, GG","","","17",",I","10",",I","1",",I","","","","","","","","","","","","","40.1",",,I,08,","","","","","","","152.9",",,,I","","","","","",""
"GG000037484","1967-04","41.633","41.6","32.0","BATUMI, GG","","","12",",I","9",",I","1",",I","","","","","0","2,S","4","2,S","0","2,S","","","33.6",",,I,21,","22.2","2,S,24,+","","","","","112.9",",,,I","","","15.16","2,,,S","",""
"GG000037484","1967-05","41.633","41.6","32.0","BATUMI, GG","","","7",",I","4",",I","4",",I","","","","","","","","","","","","","35.0",",,I,27,","","","","","","","121.5",",,,I","","","","","",""
"GG000037484","1967-06","41.633","41.6","32.0","BATUMI, GG","","","16","1,I","9","1,I","3","1,I","","","","","","","","","","","","","35.2","1,,I,03,","","","","","","","161.1","1,,,I","","","","","",""
"GG000037484","1967-07","41.633","41.6","32.0","BATUMI, GG","","","12","2,I","8","2,I","2","2,I","","","","","","","","","","","","","67.5","2,,I,20,","","","","","","","158.4","2,,,I","","","","","",""
"GG000037484","1967-08","41.633","41.6","32.0","BATUMI, GG","","","14","2,I","13","2,I","5","2,I","","","","","","","","","","","","","97.9","2,,I,10,","","","","","","","309.6","2,,,I","","","","","",""
"GG000037484","1967-09","41.633","41.6","32.0","BATUMI, GG","","","17","2,I","13","2,I","7","2,I","","","","","","","","","","","","","78.8","2,,I,26,","","","","","","","375.5","2,,,I","","","","","",""
"GG000037484","1967-10","41.633","41.6","32.0","BATUMI, GG","","","8","1,I","6","1,I","3","1,I","","","","","0","5,S","17","5,S","0","5,S","","","41.3","1,,I,21,","27.8","5,S,07,","","","","","138.4","1,,,I","","","21.62","5,,,S","",""
"GG000037484","1967-11","41.633","41.6","32.0","BATUMI, GG","","","14","1,I","13","1,I","7","1,I","","","","","","","","","","","","","89.6","1,,I,27,","","","","","","","523.6","1,,,I","","","","","",""
"GG000037484","1967-12","41.633","41.6","32.0","BATUMI, GG","","","18",",I","12",",I","7",",I","","","","","","","","","","","","","80.1",",,I,03,","","","","","","","391.3",",,,I","","","","","",""
"GG000037484","1968-01","41.633","41.6","32.0","BATUMI, GG","","","18",",I","17",",I","6",",I","","","","","","","","","","","","","57.8",",,I,14,","","","","","","","410.7",",,,I","","","","","",""
"GG000037484","1968-02","41.633","41.6","32.0","BATUMI, GG","","","11","2,I","10","2,I","2","2,I","","","","","","","","","","","","","35.4","2,,I,10,","","","","","","","169.7","2,,,I","","","","","",""
"GG000037484","1968-03","41.633","41.6","32.0","BATUMI, GG","","","14","1,I","10","1,I","0","1,I","","","","","","","","","","","","","18.8","1,,I,13,","","","","","","","100.3","1,,,I","","","","","",""
"GG000037484","1968-04","41.633","41.6","32.0","BATUMI, GG","","","11","1,I","9","1,I","2","1,I","","","","","","","","","","","","","34.9","1,,I,15,","","","","","","","112.9","1,,,I","","","","","",""
"GG000037484","1968-05","41.633","41.6","32.0","BATUMI, GG","","","7","1,I","5","1,I","0","1,I","","","","","","","","","","","","","12.1","1,,I,21,","","","","","","","32.3","1,,,I","","","","","",""
"GG000037484","1968-06","41.633","41.6","32.0","BATUMI, GG","","","10",",I","7",",I","2",",I","","","","","","","","","","","","","53.5",",,I,23,","","","","","","","159.8",",,,I","","","","","",""
"GG000037484","1968-07","41.633","41.6","32.0","BATUMI, GG","","","11","2,I","6","2,I","2","2,I","","","","","","","","","","","","","28.2","2,,I,01,","","","","","","","97.8","2,,,I","","","","","",""
"GG000037484","1968-08","41.633","41.6","32.0","BATUMI, GG","","","13","1,I","8","1,I","3","1,I","","","","","","","","","","","","","97.2","1,,I,02,","","","","","","","255.3","1,,,I","","","","","",""
"GG000037484","1968-09","41.633","41.6","32.0","BATUMI, GG","","","9","2,I","8","2,I","6","2,I","","","","","","","","","","","","","79.2","2,,I,10,","","","","","","","352.4","2,,,I","","","","","",""
"GG000037484","1968-10","41.633","41.6","32.0","BATUMI, GG","","","16","3,I","14","3,I","5","3,I","","","","","","","","","","","","","53.0","3,,I,31,","","","","","","","319.4","3,,,I","","","","","",""
"GG000037484","1968-11","41.633","41.6","32.0","BATUMI, GG","","","6","2,I","5","2,I","2","2,I","","","","","","","","","","","","","61.3","2,,I,01,","","","","","","","151.8","2,,,I","","","","","",""
"GG000037484","1968-12","41.633","41.6","32.0","BATUMI, GG","","","13","1,I","12","1,I","6","1,I","","","","","","","","","","","","","65.7","1,,I,11,","","","","","","","348.7","1,,,I","","","","","",""
"GG000037484","1969-01","41.633","41.6","32.0","BATUMI, GG","","","12","3,I","11","3,I","1","3,I","","","","","","","","","","","","","25.4","3,,I,28,","","","","","","","150.2","3,,,I","","","","","",""
"GG000037484","1969-02","41.633","41.6","32.0","BATUMI, GG","","","8",",I","6",",I","3",",I","","","","","","","","","","","","","70.3",",,I,09,","","","","","","","182.8",",,,I","","","","","",""
"GG000037484","1969-03","41.633","41.6","32.0","BATUMI, GG","","","13","2,I","12","2,I","1","2,I","","","","","","","","","","","","","29.7","2,,I,28,","","","","","","","124.2","2,,,I","","","","","",""
"GG000037484","1969-04","41.633","41.6","32.0","BATUMI, GG","","","11","1,I","6","1,I","2","1,I","","","","","","","","","","","","","46.2","1,,I,13,","","","","","","","127.1","1,,,I","","","","","",""
"GG000037484","1969-05","41.633","41.6","32.0","BATUMI, GG","","","7",",I","3",",I","0",",I","","","","","","","","","","","","","14.7",",,I,15,","","","","","","","38.1",",,,I","","","","","",""
"GG000037484","1969-06","41.633","41.6","32.0","BATUMI, GG","","","5","1,I","4","1,I","2","1,I","","","","","","","","","","","","","54.0","1,,I,23,","","","","","","","122.6","1,,,I","","","","","",""
"GG000037484","1969-07","41.633","41.6","32.0","BATUMI, GG","","","9","1,I","6","1,I","0","1,I","","","","","","","","","","","","","13.4","1,,I,01,","","","","","","","58.9","1,,,I","","","","","",""
"GG000037484","1969-08","41.633","41.6","32.0","BATUMI, GG","","","9","1,I","4","1,I","0","1,I","","","","","","","","","","","","","15.0","1,,I,15,","","","","","","","32.0","1,,,I","","","","","",""
"GG000037484","1969-09","41.633","41.6","32.0","BATUMI, GG","","","7","2,I","6","2,I","3","2,I","","","","","","","","","","","","","79.2","2,,I,09,","","","","","","","210.2","2,,,I","","","","","",""
"GG000037484","1969-10","41.633","41.6","32.0","BATUMI, GG","","","14",",I","13",",I","6",",I","","","","","","","","","","","","","58.8",",,I,07,","","","","","","","321.4",",,,I","","","","","",""
"GG000037484","1969-12","41.633","41.6","32.0","BATUMI, GG","","","11","3,I","10","3,I","4","3,I","","","","","","","","","","","","","72.0","3,,I,24,","","","","","","","238.9","3,,,I","","","","","",""
"GG000037484","1970-01","41.633","41.6","32.0","BATUMI, GG","","","15",",I","14",",I","3",",I","","","","","","","","","","","","","46.8",",,I,30,","","","","","","","271.2",",,,I","","","","","",""
"GG000037484","1970-02","41.633","41.6","32.0","BATUMI, GG","","","10",",I","10",",I","2",",I","","","","","","","","","","","","","74.8",",,I,19,","","","","","","","170.5",",,,I","","","","","",""
"GG000037484","1970-03","41.633","41.6","32.0","BATUMI, GG","","","12",",I","8",",I","1",",I","","","","","","","","","","","","","30.5",",,I,10,","","","","","","","113.5",",,,I","","","","","",""
"GG000037484","1970-04","41.633","41.6","32.0","BATUMI, GG","","","7",",I","5",",I","1",",I","","","","","","","","","","","","","33.2",",,I,20,","","","","","","","92.9",",,,I","","","","","",""
"GG000037484","1970-05","41.633","41.6","32.0","BATUMI, GG","","","14","1,I","8","1,I","0","1,I","","","","","","","","","","","","","17.4","1,,I,31,","","","","","","","78.8","1,,,I","","","","","",""
"GG000037484","1970-06","41.633","41.6","32.0","BATUMI, GG","","","9",",I","5",",I","1",",I","","","","","","","","","","","","","33.3",",,I,23,","","","","","","","53.0",",,,I","","","","","",""
"GG000037484","1970-07","41.633","41.6","32.0","BATUMI, GG","","","16",",I","9",",I","1",",I","","","","","","","","","","","","","48.7",",,I,29,","","","","","","","151.9",",,,I","","","","","",""
"GG000037484","1970-08","41.633","41.6","32.0","BATUMI, GG","","","14",",I","11",",I","5",",I","","","","","","","","","","","","","73.1",",,I,28,","","","","","","","286.0",",,,I","","","","","",""
"GG000037484","1970-09","41.633","41.6","32.0","BATUMI, GG","","","9","1,I","8","1,I","4","1,I","","","","","","","","","","","","","71.8","1,,I,30,","","","","","","","263.7","1,,,I","","","","","",""
"GG000037484","1970-10","41.633","41.6","32.0","BATUMI, GG","","","16",",I","15",",I","6",",I","","","","","","","","","","","","","77.3",",,I,06,","","","","","","","423.9",",,,I","","","","","",""
"GG000037484","1970-11","41.633","41.6","32.0","BATUMI, GG","","","11",",I","10",",I","3",",I","","","","","","","","","","","","","35.9",",,I,12,","","","","","","","148.6",",,,I","","","","","",""
"GG000037484","1970-12","41.633","41.6","32.0","BATUMI, GG","","","20",",I","15",",I","4",",I","","","","","","","","","","","","","61.6",",,I,11,","","","","","","","333.3",",,,I","","","","","",""
"GG000037484","1971-01","41.633","41.6","32.0","BATUMI, GG","","","6","1,I","5","1,I","2","1,I","","","","","","","","","","","","","36.4","1,,I,30,","","","","","","","111.2","1,,,I","","","","","",""
"GG000037484","1971-02","41.633","41.6","32.0","BATUMI, GG","","","13",",I","11",",I","5",",I","","","","","","","","","","","","","48.1",",,I,06,","","","","","","","287.6",",,,I","","","","","",""
"GG000037484","1971-03","41.633","41.6","32.0","BATUMI, GG","","","12","1,I","8","1,I","0","1,I","","","","","","","","","","","","","25.3","1,,I,20,","","","","","","","134.5","1,,,I","","","","","",""
"GG000037484","1971-04","41.633","41.6","32.0","BATUMI, GG","","","14",",I","11",",I","0",",I","","","","","","","","","","","","","21.7",",,I,14,","","","","","","","101.9",",,,I","","","","","",""
"GG000037484","1971-05","41.633","41.6","32.0","BATUMI, GG","","","8",",I","5",",I","0",",I","0","4,S","0","4,S","0","3,S","13","3,S","0","3,S","10.0","4,S,14,+","13.0",",,I,12,","30.0","3,S,31,","","","","","39.5",",,,I","17.10","6,S","20.65","3,,,S","13.54","4,,,S"
"GG000037484","1971-06","41.633","41.6","32.0","BATUMI, GG","45.9","5,S","12","1,I","6","1,I","2","1,I","0","5,S","0","5,S","0","1,S","28","1,S","0","1,S","12.8","5,S,22,","87.8","1,,I,21,","30.0","1,S,13,","","","3.3","1,S","156.5","1,,,I","20.01","5,S","23.95","1,,,S","16.06","5,,,S"
"GG000037484","1971-07","41.633","41.6","32.0","BATUMI, GG","","","9","2,I","7","2,I","1","2,I","","","","","","","","","","","","","26.7","2,,I,23,","","","","","","","74.5","2,,,I","","","","","",""
"GG000037484","1971-08","41.633","41.6","32.0","BATUMI, GG","","","13","2,I","9","2,I","3","2,I","","","","","","","","","","","","","69.9","2,,I,27,","","","","","","","191.9","2,,,I","","","","","",""
"GG000037484","1971-09","41.633","41.6","32.0","BATUMI, GG","","","11","2,I","6","2,I","2","2,I","","","","","","","","","","","","","56.1","2,,I,09,","","","","","","","141.8","2,,,I","","","","","",""
"GG000037484","1971-10","41.633","41.6","32.0","BATUMI, GG","","","12","3,I","11","3,I","4","3,I","","","","","","","","","","","","","72.3","3,,I,08,","","","","","","","315.2","3,,,I","","","","","",""
"GG000037484","1971-11","41.633","41.6","32.0","BATUMI, GG","","","13","2,I","9","2,I","2","2,I","","","","","","","","","","","","","73.5","2,,I,04,","","","","","","","188.8","2,,,I","","","","","",""
"GG000037484","1971-12","41.633","41.6","32.0","BATUMI, GG","","","20","2,I","17","2,I","11","2,I","","","","","","","","","","","","","88.0","2,,I,12,","","","","","","","613.2","2,,,I","","","","","",""
