"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023055","1948-01","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","0.0","0","0.0",",X","2",",X","0",",X","0",",X","5",",X","1",",X","2",",X","24",",X","5",",X","0",",X","0",",X","11","","","","","","-18.9",",X,28,","102",",,X,01,","25",",,X,28,","1.3",",,X,28,+","17.8",",X,08,","","","537.6",",X","2.6",",,,X","25",",,,X","0.99",",X","6.49",",,,X","-4.50",",,,X","","","","","","","","","",""
"USW00023055","1948-02","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","0.0","0","0.0",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","13",",X","1",",X","1",",X","0",",X","10","","","","","","-14.4",",X,12,","0",",,X,29,+","0",",T,X,12,+","11.2",",,X,04,","21.1",",X,18,","","","350.1",",X","18.9",",,,X","0",",T,,X","6.26",",X","12.12",",,,X","0.40",",,,X","","","","","","","","","",""
"USW00023055","1948-03","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","0.0","0","0.0",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","2",",X","2",",X","0",",X","3","","","","","","-15.6",",X,11,","0",",T,X,31,+","15",",,X,11,","0.3",",,X,11,","23.3",",X,14,","","","347.3",",X","0.3",",,,X","23",",,,X","7.13",",X","13.65",",,,X","0.61",",,,X","","","","","","","","","",""
"USW00023055","1948-04","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","41.9","0","41.9",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","21",",X","0",",X","","","","","","","-2.8",",X,01,","0",",,X,30,+","0",",,X,30,+","6.4",",,X,21,","30.6",",X,18,","","","71.0",",X","6.4",",,,X","0",",,,X","17.37",",X","23.89",",,,X","10.84",",,,X","","","","","","","","","",""
"USW00023055","1948-05","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","112.7","0","70.8",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","2",",X","6","","","","7","","6.7",",X,06,","0",",,X,31,+","0",",,X,31,+","17.8",",,X,31,+","32.2",",X,30,+","","","27.8",",X","49.6",",,,X","0",",,,X","19.72",",X","26.70",",,,X","12.74",",,,X","","","","","","","","","",""
"USW00023055","1948-06","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","305.4","0","192.7",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","2","","","","4","","12.8",",0,01,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,01,","36.1",",0,16,","","","0.3",",0","33.8",",,,0","0",",,,0","24.75",",0","31.25",",,,0","18.24",",,,0","","","","","","","","","",""
"USW00023055","1948-07","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","485.6","0","180.2",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","1","","","","20","","13.3",",0,06,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,18,","34.4",",0,12,+","0.0","0","0.0",",0","24.4",",,,0","0",",,,0","24.15",",0","30.64",",,,0","17.66",",,,0","","","","","","","","","",""
"USW00023055","1948-08","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","683.3","0","197.7",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","11","","13.9",",0,30,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,16,","35.6",",0,11,","0.0","0","0.0",",0","9.6",",,,0","0",",,,0","24.71",",0","30.73",",,,0","18.69",",,,0","","","","","","","","","",""
"USW00023055","1948-09","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","788.4","0","105.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","7","","","","4","","7.8",",0,27,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,20,","36.7",",0,05,","20.6","0","20.6",",0","2.5",",,,0","0",",,,0","21.15",",0","27.33",",,,0","14.97",",,,0","","","","","","","","","",""
"USW00023055","1948-10","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","802.6","0","14.2",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","7","","","","","","1.7",",0,18,+","0",",,0,31,+","0",",,0,31,+","10.7",",,0,09,","28.3",",0,15,","146.5","0","125.9",",0","15.6",",,,0","0",",,,0","14.73",",0","20.18",",,,0","9.29",",,,0","","","","","","","","","",""
"USW00023055","1948-11","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","802.6","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","2","","","","","","-6.1",",0,28,","0",",,0,30,+","0",",T,0,27,","0.0",",T,0,27,+","20.6",",0,03,","485.3","0","338.8",",0","0.0",",T,,0","0",",T,,0","7.04",",0","12.82",",,,0","1.26",",,,0","","","","","","","","","",""
"USW00023055","1948-12","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","802.6","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","15",",0","1",",0","0",",0","0",",0","5","","","","","","-6.1",",0,26,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,14,+","17.8",",0,22,","852.0","0","366.7",",0","7.9",",,,0","0",",,,0","6.50",",0","11.29",",,,0","1.72",",,,0","","","","","","","","","",""
"USW00023055","1949-01","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","0.0","0","0.0",",0","14",",0","11",",0","0",",0","12","2,0","3","1,0","2",",0","26",",0","15",",0","0",",0","0",",0","21","","","","","","-18.9",",0,29,","127","2,,0,18,+","76","1,,0,17,","14.5",",,0,12,","15.0",",0,24,","1475.9","0","623.9",",0","72.0",",,,0","227","1,,,0","-1.79",",0","2.32",",,,0","-5.90",",,,0","","","","","","","","","",""
"USW00023055","1949-02","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","0",",0","0",",0","6","","","","1","","-5.6",",0,01,","0",",T,0,28,+","0",",T,0,28,","3.0",",,0,24,","18.9",",0,23,","1804.2","0","328.3",",0","6.3",",,,0","0",",T,,0","6.61",",0","11.73",",,,0","1.49",",,,0","","","","","","","","","",""
"USW00023055","1949-03","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","7",",0","0",",0","2","","","","1","","-3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,20,","23.3",",0,19,","2026.5","0","222.3",",0","2.5",",,,0","0",",,,0","11.16",",0","18.03",",,,0","4.29",",,,0","","","","","","","","","",""
"USW00023055","1949-04","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","4.5","0","4.5",",0","5",",0","2",",0","0",",0","1",",0","1",",0","0",",0","7",",0","1",",0","14",",0","0",",0","10","","","","4","","-2.8",",0,05,+","25",",,0,04,","28",",,0,04,","18.5",",,0,24,","29.4",",0,26,","2202.3","0","175.8",",0","26.4",",,,0","53",",,,0","12.62",",0","18.69",",,,0","6.56",",,,0","","","","","","","","","",""
"USW00023055","1949-05","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","73.5","0","69.0",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","4","","","","5","","8.9",",0,12,+","0",",,0,31,+","0",",,0,31,+","11.4",",,0,25,","31.1",",0,23,","2219.0","0","16.7",",0","36.9",",,,0","0",",,,0","20.02",",0","26.15",",,,0","13.89",",,,0","","","","","","","","","",""
