"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"USC00124816","1950-03","38.21667","-86.01667","235.0","LANESVILLE 2 SW, IN US","1",""
"USC00124816","1950-06","38.21667","-86.01667","235.0","LANESVILLE 2 SW, IN US","2",""
"USC00124816","1950-07","38.21667","-86.01667","235.0","LANESVILLE 2 SW, IN US","1",""
"USC00124816","1950-10","38.21667","-86.01667","235.0","LANESVILLE 2 SW, IN US","5",""
