"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0015h07S","2014-11","41.58","-115.93","2042.2","FRY CANYON, NV US","","","0.0",",T","11",",T","11",",T","0",",T","17",",","0",",T","25",",T","1",",T","0",",T","0",",T","-17.1",",T,15,","127",",,T,16,+","22.9",",,T,22,","16.4",",T,09,","506.0",",T","88.8",",,,T","1.47",",T","7.10",",,,T","-4.17",",,,T"
"USS0015h07S","2014-12","41.58","-115.93","2042.2","FRY CANYON, NV US","","","0.0","2,T","16",",T","16",",T","2",",T","23",",","2","2,T","25","2,T","7",",T","0",",T","0",",T","-24.9","2,T,31,","279",",,T,20,","53.3",",,T,21,","9.7",",T,10,","555.4",",T","167.4",",,,T","-1.10","2,T","3.27",",,,T","-5.47","2,,,T"
"USS0015h07S","2015-01","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","6",",T","6",",T","0",",T","25",",","","","","","0",",T","0",",T","0",",T","","","178",",,T,13,+","10.2",",,T,12,","14.0",",T,26,","","","27.9",",,,T","","","6.24",",,,T","",""
"USS0015h07S","2015-02","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","6",",T","6",",T","0",",T","5",",","","","","","1",",T","0",",T","0",",T","","","152",",,T,28,","10.2",",,T,09,+","14.8",",T,13,","","","38.2",",,,T","","","8.01",",,,T","",""
"USS0015h07S","2015-03","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","6",",T","6",",T","0",",T","11",",","","","","","1",",T","0",",T","0",",T","","","152",",,T,03,+","12.7",",,T,24,+","15.8",",T,30,","","","38.0",",,,T","","","10.80",",,,T","",""
"USS0015h07S","2015-04","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","9",",T","9",",T","0",",T","0",",","","","","","0",",T","0",",T","0",",T","","","0",",,T,30,+","10.2",",,T,25,+","18.0",",T,29,","","","50.8",",,,T","","","10.11",",,,T","",""
"USS0015h07S","2015-05","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","13",",T","13",",T","0",",T","0",",","","","","","0",",T","1",",T","0",",T","","","0",",,T,31,+","12.7",",,T,19,","23.4",",T,31,","","","86.3",",,,T","","","13.84",",,,T","",""
"USS0015h07S","2015-06","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","4",",T","4",",T","0",",T","0",",","","","","","0","3,T","9","3,T","0","3,T","","","0",",,T,30,+","15.2",",,T,04,","30.6","3,T,27,","","","27.9",",,,T","","","20.42","3,,,T","",""
"USS0015h07S","2015-07","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","6",",T","6",",T","0",",T","0",",","","","","","0","3,T","10","3,T","0","3,T","","","0",",,T,31,+","20.3",",,T,07,","25.4","3,T,02,","","","40.5",",,,T","","","20.56","3,,,T","",""
"USS0015h07S","2015-08","41.58","-115.93","2042.2","FRY CANYON, NV US","","","","","3",",T","3",",T","0",",T","0",",","","","","","","","","","","","","","0",",,T,31,+","15.2",",,T,07,","","","","","20.2",",,,T","","","","","",""
