"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1IDBR0013","2009-03","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","16","5,N","10","5,N","1","5,N","","","","","25.7","5,,N,16,","121.3","5,,,N"
"US1IDBR0013","2009-04","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","11","4,N","8","4,N","1","4,N","","","","","31.8","4,,N,13,","74.9","4,,,N"
"US1IDBR0013","2009-05","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","11","2,N","8","2,N","0","2,N","","","","","17.5","2,,N,14,","63.9","2,,,N"
"US1IDBR0013","2009-06","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","11","5,N","2","5,N","0","5,N","","","","","6.4","5,,N,16,","18.4","5,,,N"
"US1IDBR0013","2009-08","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","8","4,N","3","4,N","1","4,N","","","","","26.2","4,,N,14,","58.4","4,,,N"
"US1IDBR0013","2009-09","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","5","1,N","2","1,N","0","1,N","","","","","5.6","1,,N,18,","11.4","1,,,N"
"US1IDBR0013","2009-10","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","12",",N","11",",N","2",",N","","","","","42.7",",,N,27,","156.2",",,,N"
"US1IDBR0013","2009-11","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","20",",N","12",",N","0",",N","","","","","23.1",",,N,06,","121.7",",,,N"
"US1IDBR0013","2009-12","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","11",",N","10",",N","3",",N","","","","","32.5",",,N,22,","182.4",",,,N"
"US1IDBR0013","2010-01","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","14",",N","12",",N","1",",N","17","4,N","152","4,,N,01,","28.7",",,N,02,","120.7",",,,N"
"US1IDBR0013","2010-03","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","16","1,N","9","1,N","1","1,N","","","","","50.0","1,,N,29,","129.5","1,,,N"
"US1IDBR0013","2010-04","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","19",",N","9",",N","0",",N","","","","","14.0",",,N,28,","72.2",",,,N"
"US1IDBR0013","2010-05","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","17",",N","8",",N","0",",N","","","","","22.4",",,N,03,","75.5",",,,N"
"US1IDBR0013","2010-06","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","19",",N","12",",N","0",",N","","","","","24.1",",,N,03,","146.2",",,,N"
"US1IDBR0013","2010-07","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","6","3,N","5","3,N","0","3,N","","","","","11.2","3,,N,23,","27.7","3,,,N"
"US1IDBR0013","2010-08","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","5","4,N","2","4,N","0","4,N","","","","","7.6","4,,N,23,","14.5","4,,,N"
"US1IDBR0013","2010-09","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","14","2,N","9","2,N","0","2,N","","","","","23.4","2,,N,20,","97.1","2,,,N"
"US1IDBR0013","2010-10","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","13","2,N","10","2,N","0","2,N","","","","","24.6","2,,N,26,","111.4","2,,,N"
"US1IDBR0013","2010-11","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","21",",N","13",",N","1",",N","","","","","30.0",",,N,18,","147.3",",,,N"
"US1IDBR0013","2010-12","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","15","1,N","15","1,N","1","1,N","","","","","30.0","1,,N,14,","165.5","1,,,N"
"US1IDBR0013","2011-01","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","12","2,N","11","2,N","1","2,N","","","","","28.2","2,,N,13,","157.2","2,,,N"
"US1IDBR0013","2011-02","48.377346","-116.525918","666.9","SANDPOINT 6.9 NNE, ID US","8","5,N","8","5,N","0","5,N","","","","","16.3","5,,N,15,","83.8","5,,,N"
