"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00193640","1894-12","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","50.8",",,6,26,","","","","","","","113.6",",,,6","","","","","","","",""
"USC00193640","1895-01","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","9",",6","8",",6","1",",6","4",",6","","","","","","","","","","","","","","","","","102",",,6,16,","31.2",",,6,10,","","","","","","","89.2",",,,6","288",",,,6","","","","","",""
"USC00193640","1895-02","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.7",",,6,02,","","","","","","","22.2",",,,6","","","","","","","",""
"USC00193640","1895-03","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","11",",6","6",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","38",",,6,28,+","19.8",",,6,14,","","","","","","","67.4",",,,6","155",",,,6","","","","","",""
"USC00193640","1895-04","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","11",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","66.8",",,6,14,","","","","","","","111.9",",,,6","","","","","","","",""
"USC00193640","1895-05","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","20.6",",,6,12,","","","","","","","46.3",",,,6","","","","","","","",""
"USC00193640","1895-06","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","55.6",",,6,13,","","","","","","","117.2",",,,6","","","","","","","",""
"USC00193640","1895-07","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","11",",6","7",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","62.7",",,6,30,","","","","","","","119.0",",,,6","","","","","","","",""
"USC00193640","1895-08","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","35.6",",,6,18,","","","","","","","77.0",",,,6","","","","","","","",""
"USC00193640","1895-09","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","25.4",",,6,11,","","","","","","","55.5",",,,6","","","","","","","",""
"USC00193640","1895-10","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","7",",6","4",",6","3",",6","","","","","","","","","","","","","","","","","","","","","98.3",",,6,13,","","","","","","","250.7",",,,6","","","","","","","",""
"USC00193640","1895-11","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","11",",6","10",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,20,+","49.8",",,6,14,","","","","","","","156.7",",,,6","0",",T,,6","","","","","",""
"USC00193640","1895-12","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","6",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","178",",,6,05,","15.2",",,6,21,","","","","","","","46.7",",,,6","186",",,,6","","","","","",""
"USC00193640","1896-01","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","6","2,6","4","2,6","1","2,6","3",",6","","","","","","","","","","","","","","","","","152",",,6,09,","38.1","2,,6,24,","","","","","","","59.2","2,,,6","267",",,,6","","","","","",""
"USC00193640","1896-02","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","9",",6","7",",6","2",",6","4",",6","","","","","","","","","","","","","","","","","102",",,6,01,","51.6",",,6,06,","","","","","","","145.8",",,,6","305",",,,6","","","","","",""
"USC00193640","1896-03","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","11",",6","8",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","102",",,6,15,+","19.8",",,6,19,","","","","","","","91.1",",,,6","356",",,,6","","","","","",""
"USC00193640","1896-04","42.366667","-71.333333","67.1","HOBBS BROOK, MA US","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.4",",,6,19,","","","","","","","37.6",",,,6","","","","","","","",""
