"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CIM00085574","1973-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","5,S","1","5,S","0","5,S","","","","","","","20.1","5,,S,12,","20.1","5,,,S","",""
"CIM00085574","1975-12","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","","","","","","","0","4,S","0","4,S","6.0","4,S,08,","","","","","9.15","4,,,S"
"CIM00085574","1976-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","","","","","","","0","3,S","0","3,S","8.0","3,S,14,+","","","","","10.50","3,,,S"
"CIM00085574","1976-05","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","","","","","","","0","5,S","11","5,S","-5.0","5,S,19,","","","","","1.19","5,,,S"
"CIM00085574","1976-09","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","","","","","","","0","3,S","5","3,S","-3.0","3,S,08,","","","","","3.74","3,,,S"
"CIM00085574","1976-10","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","5","5,S","2","5,S","0","5,S","","","","","","","13.0","5,,S,16,","19.3","5,,,S","",""
"CIM00085574","1976-11","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","3,S","2","3,S","0","3,S","0","4,S","0","4,S","5.0","4,S,18,+","8.9","3,,S,03,","11.9","3,,,S","8.81","4,,,S"
"CIM00085574","1977-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","1,S","0","1,S","0","1,S","0","1,S","0","1,S","7.0","1,S,31,","0.0","1,,S,31,+","0.0","1,,,S","10.97","1,,,S"
"CIM00085574","1977-02","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","5,S","0","5,S","0","5,S","0","5,S","0","5,S","6.0","5,S,16,+","0.0","5,,S,28,+","0.0","5,,,S","9.39","5,,,S"
"CIM00085574","1977-03","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","2,S","0","2,S","0","2,S","0","3,S","0","3,S","4.0","3,S,31,+","0.0","2,,S,31,+","0.0","2,,,S","8.32","3,,,S"
"CIM00085574","1977-04","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","4,S","0","4,S","0","4,S","0","2,S","0","2,S","2.0","2,S,09,","0.0","4,,S,30,+","0.0","4,,,S","6.75","2,,,S"
"CIM00085574","1977-06","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","6","4,S","4","4,S","1","4,S","","","","","","","31.0","4,,S,30,","66.5","4,,,S","",""
"CIM00085574","1977-07","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","8","2,S","5","2,S","0","2,S","","","","","","","15.0","2,,S,21,","53.0","2,,,S","",""
"CIM00085574","1977-08","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3","5,S","2","5,S","1","5,S","","","","","","","25.9","5,,S,12,","33.0","5,,,S","",""
"CIM00085574","1977-09","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1",",S","0",",S","0",",S","0","1,S","0","1,S","1.0","1,S,17,+","1.0",",,S,13,","1.0",",,,S","4.72","1,,,S"
"CIM00085574","1977-10","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","2,S","2","2,S","0","2,S","0","2,S","2","2,S","0.0","2,S,15,+","9.9","2,,S,07,","16.0","2,,,S","6.62","2,,,S"
"CIM00085574","1977-11","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3",",S","2",",S","0",",S","0","1,S","0","1,S","4.0","1,S,11,","18.0",",,S,26,","23.0",",,,S","8.48","1,,,S"
"CIM00085574","1977-12","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","5,S","0","5,S","0","5,S","","","","","","","2.0","5,,S,23,","2.0","5,,,S","",""
"CIM00085574","1978-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","1,S","0","1,S","0","1,S","0","1,S","0","1,S","6.0","1,S,13,+","0.0","1,,S,31,+","0.0","1,,,S","9.43","1,,,S"
"CIM00085574","1978-02","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","1,S","1","1,S","0","1,S","0","5,S","0","5,S","7.0","5,S,21,+","18.0","1,,S,17,","18.0","1,,,S","9.48","5,,,S"
"CIM00085574","1978-03","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","4,S","0","4,S","0","4,S","0","5,S","0","5,S","4.0","5,S,27,+","0.0","4,,S,31,+","0.0","4,,,S","7.08","5,,,S"
"CIM00085574","1978-04","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","3,S","0","3,S","0","3,S","0","2,S","0","2,S","1.0","2,S,20,+","0.0","3,,S,30,+","0.0","3,,,S","5.00","2,,,S"
"CIM00085574","1978-05","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","4,S","1","4,S","0","4,S","","","","","","","8.9","4,,S,13,","8.9","4,,,S","",""
"CIM00085574","1978-06","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","6","4,S","4","4,S","1","4,S","","","","","","","32.0","4,,S,19,","44.0","4,,,S","",""
"CIM00085574","1978-08","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","5","2,S","2","2,S","0","2,S","0","2,S","11","2,S","-4.0","2,S,13,","7.1","2,,S,29,","11.0","2,,,S","2.10","2,,,S"
"CIM00085574","1978-09","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","4,S","0","4,S","0","4,S","0","5,S","0","5,S","1.0","5,S,26,+","2.0","4,,S,09,","2.5","4,,,S","5.36","5,,,S"
"CIM00085574","1978-10","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","2,S","0","2,S","0","2,S","0","2,S","0","2,S","2.0","2,S,13,","1.0","2,,S,12,","1.5","2,,,S","7.17","2,,,S"
"CIM00085574","1978-11","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3","2,S","3","2,S","1","2,S","0","5,S","0","5,S","6.0","5,S,26,+","43.9","2,,S,17,","66.0","2,,,S","9.00","5,,,S"
"CIM00085574","1978-12","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","3,S","0","3,S","0","3,S","","","","","","","0.0","3,,S,31,+","0.0","3,,,S","",""
"CIM00085574","1979-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0",",S","0",",S","0",",S","0","1,S","0","1,S","8.0","1,S,02,+","0.0",",,S,31,+","0.0",",,,S","10.87","1,,,S"
"CIM00085574","1979-02","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","4,S","0","4,S","0","4,S","0","5,S","0","5,S","7.0","5,S,10,","0.0","4,,S,28,+","0.0","4,,,S","9.35","5,,,S"
"CIM00085574","1979-03","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","1,S","1","1,S","0","1,S","0","2,S","0","2,S","2.0","2,S,04,","7.9","1,,S,08,","7.9","1,,,S","7.93","2,,,S"
"CIM00085574","1979-04","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","3,S","2","3,S","0","3,S","0","5,S","1","5,S","0.0","5,S,05,","5.1","3,,S,28,","8.1","3,,,S","5.36","5,,,S"
"CIM00085574","1979-05","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","4","5,S","1","5,S","0","5,S","","","","","","","5.1","5,,S,03,","7.1","5,,,S","",""
"CIM00085574","1979-06","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","1,S","0","1,S","0","1,S","0","3,S","21","3,S","-6.0","3,S,06,","0.5","1,,S,23,","0.5","1,,,S","-1.37","3,,,S"
"CIM00085574","1979-07","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","5,S","1","5,S","0","5,S","0","4,S","13","4,S","-4.0","4,S,19,+","5.1","5,,S,31,","5.1","5,,,S","1.78","4,,,S"
"CIM00085574","1979-08","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","5","2,S","4","2,S","0","2,S","0","3,S","1","3,S","0.0","3,S,02,","9.9","2,,S,25,","29.2","2,,,S","5.93","3,,,S"
"CIM00085574","1979-09","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","8","2,S","4","2,S","0","2,S","0","3,S","7","3,S","-1.0","3,S,17,+","6.1","2,,S,27,+","26.3","2,,,S","4.81","3,,,S"
"CIM00085574","1979-10","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","3,S","0","3,S","0","3,S","0","5,S","1","5,S","-1.0","5,S,01,","0.0","3,,S,31,+","0.0","3,,,S","5.50","5,,,S"
"CIM00085574","1979-11","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3",",S","3",",S","0",",S","0","2,S","0","2,S","6.0","2,S,14,","6.1",",,S,17,","14.2",",,,S","9.39","2,,,S"
"CIM00085574","1979-12","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3","4,S","1","4,S","0","4,S","","","","","","","6.1","4,,S,13,","9.1","4,,,S","",""
"CIM00085574","1980-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","2,S","0","2,S","0","2,S","0","3,S","0","3,S","9.0","3,S,05,","0.0","2,,S,31,+","0.0","2,,,S","11.64","3,,,S"
"CIM00085574","1980-02","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1",",S","1",",S","0",",S","0","1,S","0","1,S","9.0","1,S,10,+","24.9",",,S,10,","24.9",",,,S","12.43","1,,,S"
"CIM00085574","1980-03","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","1,S","0","1,S","0","1,S","0","2,S","0","2,S","7.0","2,S,25,","0.0","1,,S,31,+","0.0","1,,,S","10.76","2,,,S"
"CIM00085574","1980-04","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","5","2,S","4","2,S","0","2,S","","","","","","","11.9","2,,S,10,","33.5","2,,,S","",""
"CIM00085574","1980-05","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","6","1,S","2","1,S","0","1,S","","","","","","","24.9","1,,S,10,","34.0","1,,,S","",""
"CIM00085574","1980-06","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","6","1,S","4","1,S","0","1,S","","","","","","","24.9","1,,S,24,","58.4","1,,,S","",""
"CIM00085574","1980-07","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","5","1,S","4","1,S","1","1,S","0","4,S","9","4,S","-4.0","4,S,09,+","31.0","1,,S,19,","50.1","1,,,S","1.96","4,,,S"
"CIM00085574","1980-08","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","3,S","2","3,S","0","3,S","0","5,S","7","5,S","-3.0","5,S,22,","7.9","3,,S,04,","14.0","3,,,S","2.27","5,,,S"
"CIM00085574","1980-09","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3","1,S","3","1,S","0","1,S","0","2,S","6","2,S","-3.0","2,S,09,","19.1","1,,S,30,","26.2","1,,,S","3.32","2,,,S"
"CIM00085574","1980-10","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","3,S","0","3,S","0","3,S","0","4,S","0","4,S","1.0","4,S,23,","0.0","3,,S,31,+","0.0","3,,,S","5.89","4,,,S"
"CIM00085574","1980-11","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","1,S","0","1,S","0","1,S","0","2,S","0","2,S","2.0","2,S,10,+","1.0","1,,S,08,+","2.0","1,,,S","7.50","2,,,S"
"CIM00085574","1981-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","1,S","0","1,S","0","1,S","0","4,S","0","4,S","7.0","4,S,02,","0.0","1,,S,31,+","0.0","1,,,S","10.67","4,,,S"
"CIM00085574","1981-02","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","3,S","0","3,S","0","3,S","0","4,S","0","4,S","6.0","4,S,07,","0.0","3,,S,28,+","0.0","3,,,S","10.42","4,,,S"
"CIM00085574","1981-03","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","4,S","1","4,S","0","4,S","","","","","","","6.1","4,,S,30,","6.1","4,,,S","",""
"CIM00085574","1981-05","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","8","3,S","4","3,S","1","3,S","","","","","","","36.1","3,,S,12,","80.8","3,,,S","",""
"CIM00085574","1981-06","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3","3,S","2","3,S","0","3,S","0","5,S","10","5,S","-2.0","5,S,23,+","13.0","3,,S,21,","21.1","3,,,S","2.24","5,,,S"
"CIM00085574","1981-07","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","3,S","1","3,S","0","3,S","0","5,S","11","5,S","-4.0","5,S,18,","8.9","3,,S,09,","9.2","3,,,S","1.35","5,,,S"
"CIM00085574","1981-08","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","3,S","1","3,S","0","3,S","0","5,S","5","5,S","-1.0","5,S,10,","9.9","3,,S,31,","10.9","3,,,S","3.19","5,,,S"
"CIM00085574","1981-09","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","3","2,S","2","2,S","0","2,S","0","3,S","6","3,S","-1.0","3,S,21,+","7.1","2,,S,09,","11.1","2,,,S","3.00","3,,,S"
"CIM00085574","1981-10","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2","2,S","1","2,S","0","2,S","0","4,S","2","4,S","-1.0","4,S,06,","4.1","2,,S,03,","5.1","2,,,S","5.30","4,,,S"
"CIM00085574","1981-11","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","2,S","0","2,S","0","2,S","0","3,S","0","3,S","3.0","3,S,06,","0.0","2,,S,30,+","0.0","2,,,S","7.44","3,,,S"
"CIM00085574","1981-12","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","1,S","1","1,S","0","1,S","0","3,S","0","3,S","4.0","3,S,05,","9.9","1,,S,19,","9.9","1,,,S","8.43","3,,,S"
"CIM00085574","1983-02","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","3,S","0","3,S","0","3,S","","","","","","","0.0","3,,S,28,+","0.0","3,,,S","",""
"CIM00085574","1984-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","4,S","0","4,S","0","4,S","","","","","","","0.0","4,,S,31,+","0.0","4,,,S","",""
"CIM00085574","1984-04","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","1,S","0","1,S","0","1,S","","","","","","","0.3","1,,S,16,","0.3","1,,,S","",""
"CIM00085574","1984-05","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","5","5,S","5","5,S","0","5,S","","","","","","","23.1","5,,S,04,","55.1","5,,,S","",""
"CIM00085574","1984-07","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","10","3,S","9","3,S","2","3,S","","","","","","","87.9","3,,S,05,","199.4","3,,,S","",""
"CIM00085574","1984-08","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","6","4,S","2","4,S","0","4,S","","","","","","","22.1","4,,S,11,","32.2","4,,,S","",""
"CIM00085574","1985-02","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","0","4,S","0","4,S","0","4,S","","","","","","","0.0","4,,S,28,+","0.0","4,,,S","",""
"CIM00085574","1986-01","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","3,S","1","3,S","1","3,S","","","","","","","25.9","3,,S,21,","25.9","3,,,S","",""
"CIM00085574","1986-04","-33.393","-70.786","474.0","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1","4,S","0","4,S","0","4,S","","","","","","","0.3","4,,S,28,","0.3","4,,,S","",""
