"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"SPW00014010","1957-07","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","118.6","4,X","0","5,X","0","5,X","0","5,X","0",",X","0",",X","0","4,X","0","4,X","0","4,X","27","4,X","4","4,X","5","","3","","14.4","4,X,29,+","0",",,X,31,+","0",",,X,31,+","0.0","5,,X,31,+","34.4","4,X,31,+","0.0","X","0.0","4,X","0.0","5,,,X","0",",,,X","22.73","4,X","28.56","4,,,X","16.90","4,,,X","","","",""
"SPW00014010","1957-08","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","156.2",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","8",",X","2","","4","","13.9",",X,27,+","0",",,X,31,+","0",",,X,31,+","2.3",",,X,11,+","38.9",",X,02,","0.0","X","0.0",",X","5.4",",,,X","0",",,,X","23.37",",X","29.51",",,,X","17.23",",,,X","","","",""
"SPW00014010","1957-09","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","70.3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","2",",X","6","","1","","8.3",",X,16,","0",",,X,30,+","0",",,X,30,+","0.0",",T,X,21,+","33.3",",X,07,","9.4","X","9.4",",X","0.0",",T,,X","0",",,,X","20.36",",X","26.22",",,,X","14.50",",,,X","","","",""
"SPW00014010","1957-10","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","0.9",",X","5",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","18","","","","5.0",",X,30,","0",",,X,31,+","0",",,X,31,+","36.8",",,X,14,","23.9",",X,17,+","120.9","X","111.5",",X","51.0",",,,X","0",",,,X","14.76",",X","19.41",",,,X","10.12",",,,X","","","",""
"SPW00014010","1957-11","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","0.0",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","0",",X","0",",X","14","","","","-3.3",",X,27,","0",",,X,30,+","0",",,X,30,+","2.5",",,X,06,","19.4",",X,04,","414.7","X","293.8",",X","6.4",",,,X","0",",,,X","8.54",",X","12.53",",,,X","4.55",",,,X","","","",""
"SPW00014010","1957-12","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","0.0",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","0",",X","0",",X","11","","","","-2.8",",X,07,","0",",,X,31,+","0",",,X,31,+","0.3",",,X,24,","13.3",",X,11,","789.5","X","374.8",",X","0.3",",,,X","0",",,,X","6.24",",X","9.85",",,,X","2.64",",,,X","","","",""
"SPW00014010","1958-01","41.666242","-1.041553","263.0","ZARAGOZA, SP","0.0","X","0.0",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","0",",X","0",",X","14","","","","-3.3",",X,24,+","0",",,X,31,+","0",",T,X,25,","25.1",",,X,29,","17.8",",X,06,","1168.5","X","379.0",",X","38.3",",,,X","0",",T,,X","6.11",",X","9.97",",,,X","2.24",",,,X","","","",""
"SPW00014010","1958-02","41.666242","-1.041553","263.0","ZARAGOZA, SP","0.0","X","0.0",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","2",",X","0",",X","8","","","","-1.1",",X,27,","0",",,X,28,+","13",",,X,26,","1.3",",,X,26,","21.7",",X,17,+","1431.4","X","262.9",",X","1.9",",,,X","13",",,,X","8.94",",X","13.10",",,,X","4.79",",,,X","","","",""
"SPW00014010","1958-03","41.666242","-1.041553","263.0","ZARAGOZA, SP","0.0","X","0.0",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","2",",X","0",",X","1","","","","-1.1",",X,12,","0",",,X,31,+","0",",T,X,10,+","4.8",",,X,24,","22.2",",X,14,","1666.5","X","235.1",",X","14.0",",,,X","0",",T,,X","10.75",",X","15.03",",,,X","6.47",",,,X","","","",""
"SPW00014010","1958-04","41.666242","-1.041553","263.0","ZARAGOZA, SP","2.2","X","2.2",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","1","","","","1.1",",X,13,","0",",,X,30,+","0",",,X,30,+","3.0",",,X,04,","28.3",",X,30,","1872.6","X","206.1",",X","8.1",",,,X","0",",,,X","11.54",",X","16.06",",,,X","7.02",",,,X","","","",""
