"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00366910","1965-06","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","144.5",",0","","","0",",0","0",",0","0",",0","28",",0","9",",0","11.1",",0,03,","","","35.0",",0,23,","","","9.5",",0","22.83",",0","28.05",",,,0","17.62",",,,0"
"USC00366910","1965-07","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","215.4",",0","","","0",",0","0",",0","0",",0","31",",0","10",",0","15.0",",0,20,","","","34.4",",0,25,","0.0","0","0.0",",0","25.28",",0","30.23",",,,0","20.33",",,,0"
"USC00366910","1965-08","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","192.4",",0","","","0",",0","0",",0","0",",0","30",",0","9",",0","11.1",",0,29,","","","34.4",",0,09,","2.0","0","2.0",",0","24.48",",0","29.48",",,,0","19.48",",,,0"
"USC00366910","1965-09","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","120.3",",0","","","0",",0","0",",0","0",",0","25",",0","6",",0","7.8",",0,28,","","","35.0",",0,10,","16.7","0","14.7",",0","21.85",",0","26.92",",,,0","16.78",",,,0"
"USC00366910","1965-10","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","4.8",",0","0",",","0",",0","1",",0","0",",0","11",",0","0",",0","0.0",",0,29,","0",",,0,31,+","25.6",",0,19,+","146.6","0","129.9",",0","14.30",",0","19.20",",,,0","9.39",",,,0"
"USC00366910","1965-11","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","0.0",",0","0",",","0",",0","2",",0","0",",0","1",",0","0",",0","-1.1",",0,30,","0",",,0,30,+","22.2",",0,04,","431.0","0","284.4",",0","8.85",",0","12.80",",,,0","4.91",",,,0"
"USC00366910","1965-12","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","0.0",",0","0",",","0",",0","10",",0","0",",0","0",",0","0",",0","-7.8",",0,27,","0",",,0,31,+","17.8",",0,31,","837.3","0","406.3",",0","5.23",",0","8.82",",,,0","1.63",",,,0"
"USC00366910","1966-01","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","0.0","0","0.0",",0","","","0",",0","23",",0","8",",0","0",",0","0",",0","-13.9",",0,29,","","","15.6",",0,01,","1413.9","0","576.6",",0","-0.27",",0","3.13",",,,0","-3.66",",,,0"
"USC00366910","1966-04","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","0.3",",0","","","0",",0","0",",0","0",",0","3",",0","0",",0","2.2",",0,05,","","","25.6",",0,21,","","","244.9",",0","10.18",",0","14.38",",,,0","5.98",",,,0"
"USC00366910","1966-07","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","283.0",",0","","","0",",0","0",",0","0",",0","31",",0","19",",0","13.9",",0,22,","","","41.7",",0,03,","0.0","0","0.0",",0","27.46",",0","33.01",",,,0","21.92",",,,0"
"USC00366910","1966-08","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","233.7","1,0","","","0","1,0","0","1,0","0","1,0","30","1,0","13","1,0","17.8","1,0,03,","","","35.6","1,0,29,+","0.0","0","0.0","1,0","26.12","1,0","31.12","1,,,0","21.13","1,,,0"
"USC00366910","1966-09","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","88.4",",0","","","0",",0","0",",0","0",",0","23",",0","2",",0","9.4",",0,16,","","","35.6",",0,02,","24.3","0","24.3",",0","20.47",",0","24.59",",,,0","16.35",",,,0"
"USC00366910","1966-10","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","6.1",",0","","","0",",0","0",",0","0",",0","14",",0","0",",0","3.9",",0,31,+","","","27.2",",0,09,","132.3","0","108.0",",0","15.05",",0","19.98",",,,0","10.11",",,,0"
"USC00366910","1966-11","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","0.0",",0","","","0",",0","1",",0","0",",0","2",",0","0",",0","-1.1",",0,20,","","","21.7",",0,01,","366.1","0","233.8",",0","10.54",",0","14.71",",,,0","6.37",",,,0"
"USC00366910","1966-12","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","","","0.0",",0","","","0",",0","17",",0","3",",0","2",",0","0",",0","-9.4",",0,04,","","","22.8",",0,09,","806.7","0","440.6",",0","4.12",",0","7.52",",,,0","0.72",",,,0"
"USC00366910","1967-01","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","0.0","0","0.0",",0","","","0",",0","15",",0","1",",0","3",",0","0",",0","-8.9",",0,19,","","","22.8",",0,24,","1221.9","0","415.2",",0","4.94",",0","8.51",",,,0","1.37",",,,0"
"USC00366910","1967-02","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","0.0","0","0.0",",0","","","0",",0","24",",0","8",",0","0",",0","0",",0","-12.8",",0,13,","","","17.2",",0,15,+","1719.8","0","497.9",",0","0.55",",0","4.77",",,,0","-3.67",",,,0"
"USC00366910","1967-03","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","0.0","0","0.0",",0","","","0",",0","7",",0","1",",0","2",",0","0",",0","-10.6",",0,19,","","","23.9",",0,11,","2113.3","0","393.5",",0","5.64",",0","9.68",",,,0","1.60",",,,0"
"USC00366910","1967-04","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","6.2","0","6.2",",0","","","0",",0","0",",0","0",",0","10",",0","0",",0","0.6",",0,12,","","","30.6",",0,02,","2293.1","0","179.8",",0","12.55",",0","18.36",",,,0","6.73",",,,0"
"USC00366910","1967-05","39.95","-75.18333","6.1","PHILADELPHIA 23D AND M, PA US","16.7","0","10.5",",0","","","0",",0","0",",0","0",",0","10",",0","0",",0","6.1",",0,07,+","","","27.8",",0,28,+","2406.2","0","113.1",",0","15.03",",0","19.77",",,,0","10.28",",,,0"
