"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00251260","1906-03","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","6",",6","0",",6","7",",6","","","","","","","","","152",",,6,10,","21.6",",,6,25,","","","57.4",",,,6","494",",,,6","",""
"USC00251260","1906-04","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","0",",6","","","","","","","","","0",",,6,30,+","30.5",",,6,07,","","","73.4",",,,6","0",",,,6","",""
"USC00251260","1906-05","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","8",",6","1",",6","0",",6","","","","","","","","","0",",,6,31,+","27.9",",,6,29,","","","82.5",",,,6","0",",,,6","",""
"USC00251260","1906-06","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","","","27.2",",,6,18,","","","114.9",",,,6","","","",""
"USC00251260","1906-07","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","","","26.2",",,6,27,","","","101.2",",,,6","","","",""
"USC00251260","1906-08","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","","","33.0",",,6,23,","","","85.0",",,,6","","","",""
"USC00251260","1906-09","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","2",",6","","","","","","","","","","","","","66.0",",,6,18,","","","139.4",",,,6","","","",""
"USC00251260","1906-10","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","1",",6","","","","","","","","","","","","","31.0",",,6,21,","","","49.3",",,,6","","","",""
"USC00251260","1906-11","40.15","-96.333333","419.7","BURCHARD, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","0",",T,6,20,+","0.0",",T,6,24,+","","","0.0",",T,,6","0",",T,,6","",""
"USC00251260","1906-12","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","1",",6","0",",6","","","","","","","","","0",",,6,31,+","27.9",",,6,29,","","","27.9",",,,6","0",",,,6","",""
"USC00251260","1907-01","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","1",",6","","","","","","","","","25",",,6,15,","6.4",",,6,01,","","","8.9",",,,6","25",",,,6","",""
"USC00251260","1907-02","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","0",",6","4",",6","","","","","","","","","51",",,6,20,+","20.3",",,6,27,","","","38.1",",,,6","178",",,,6","",""
"USC00251260","1907-03","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","","","152",",,6,09,","15.2",",,6,09,","","","15.2",",,,6","152",",,,6","",""
"USC00251260","1907-04","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","1",",6","2",",6","","","","","","","","","76",",,6,29,","26.7",",,6,06,","","","45.7",",,,6","114",",,,6","",""
"USC00251260","1907-05","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","5",",6","0",",6","1",",6","","","","","","","","","51",",,6,02,","13.7",",,6,30,","","","36.3",",,,6","51",",,,6","",""
"USC00251260","1907-06","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","2",",6","0",",6","","","","","","","","","0",",,6,30,+","55.9",",,6,06,","","","118.4",",,,6","0",",,,6","",""
"USC00251260","1907-07","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","8",",6","3",",6","","","","","","","","","","","","","132.1",",,6,14,","","","244.5",",,,6","","","",""
"USC00251260","1907-08","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","1",",6","","","","","","","","","","","","","40.1",",,6,27,","","","96.0",",,,6","","","",""
"USC00251260","1907-09","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","3",",6","","","","","","","","","","","","","52.3",",,6,01,","","","175.9",",,,6","","","",""
"USC00251260","1907-10","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","2",",6","","","","","","","","","","","","","41.9",",,6,31,","","","85.5",",,,6","","","",""
"USC00251260","1907-11","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","","","0",",T,6,11,+","11.7",",,6,20,","","","20.6",",,,6","0",",T,,6","",""
"USC00251260","1907-12","40.15","-96.333333","419.7","BURCHARD, NE US","4","1,6","2","1,6","1","1,6","1",",6","","","","","","","","","25",",,6,29,","25.4","1,,6,09,","","","29.7","1,,,6","46",",,,6","",""
"USC00251260","1908-01","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","","","25",",,6,31,","2.5",",,6,31,","","","2.5",",,,6","25",",,,6","",""
"USC00251260","1908-02","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","1",",6","3",",6","","","","","","","","","127",",,6,18,","37.3",",,6,12,","","","58.9",",,,6","203",",,,6","",""
"USC00251260","1908-03","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","","","0",",,6,31,+","7.6",",,6,05,","","","14.0",",,,6","0",",,,6","",""
"USC00251260","1908-04","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","5",",6","0",",6","0",",6","","","","","","","","","0",",,6,30,+","15.5",",,6,18,","","","48.6",",,,6","0",",,,6","",""
"USC00251260","1908-05","40.15","-96.333333","419.7","BURCHARD, NE US","12",",6","12",",6","3",",6","","","","","","","","","","","","","152.4",",,6,21,","","","354.2",",,,6","","","",""
"USC00251260","1908-07","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","1",",6","","","","","","","","","","","","","43.9",",,6,02,","","","114.8",",,,6","","","",""
"USC00251260","1908-08","40.15","-96.333333","419.7","BURCHARD, NE US","9",",6","9",",6","0",",6","","","","","","","","","","","","","22.9",",,6,19,","","","94.7",",,,6","","","",""
"USC00251260","1908-09","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","","","24.4",",,6,23,","","","33.8",",,,6","","","",""
"USC00251260","1908-10","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","2",",6","1",",6","","","","","","","","","76",",,6,23,","35.6",",,6,22,","","","109.3",",,,6","76",",,,6","",""
"USC00251260","1908-11","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","1",",6","0",",6","0",",6","","","","","","","","","13",",,6,13,","8.4",",,6,29,","","","9.7",",,,6","13",",,,6","",""
"USC00251260","1908-12","40.15","-96.333333","419.7","BURCHARD, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","0",",T,6,07,","0.0",",T,6,07,+","","","0.0",",T,,6","0",",T,,6","",""
"USC00251260","1909-01","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","5","","38",",,6,29,","6.4",",,6,29,","","","7.7",",,,6","51",",,,6","",""
"USC00251260","1909-02","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","1",",6","","","","","","","","","38",",,6,15,","12.7",",,6,23,","","","16.5",",,,6","38",",,,6","",""
"USC00251260","1909-03","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","1",",6","3",",6","","","","","","","","","102",",,6,09,","25.4",",,6,24,","","","48.3",",,,6","229",",,,6","",""
"USC00251260","1909-04","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","0",",6","0",",6","","","","","","","","","0",",,6,30,+","10.2",",,6,02,","","","24.7",",,,6","0",",,,6","",""
"USC00251260","1909-05","40.15","-96.333333","419.7","BURCHARD, NE US","10",",6","10",",6","1",",6","","","","","","","","","","","","","27.9",",,6,14,","","","103.6",",,,6","","","",""
"USC00251260","1909-06","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","5",",6","1",",6","","","","","","","","","","","","","31.8",",,6,21,","","","94.1",",,,6","","","",""
"USC00251260","1909-07","40.15","-96.333333","419.7","BURCHARD, NE US","10",",6","9",",6","3",",6","","","","","","","","","","","","","71.1",",,6,05,","","","229.4",",,,6","","","",""
