"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00195050","1886-02","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","5","1,6","4","1,6","2","1,6","1",",6","","","76",",,6,26,","37.3","1,,6,26,","102.8","1,,,6","76",",,,6"
"USC00195050","1886-03","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","9",",6","7",",6","0",",6","","","","","","","21.1",",,6,30,+","93.8",",,,6","",""
"USC00195050","1886-04","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","9",",6","5",",6","1",",6","","","","","","","62.2",",,6,06,","86.5",",,,6","",""
"USC00195050","1886-05","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","","","","","","","","","1","","","","","","","","",""
"USC00195050","1886-09","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","10","1,6","7","1,6","1","1,6","","","","","","","26.2","1,,6,23,","113.4","1,,,6","",""
"USC00195050","1886-10","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","7","3,6","6","3,6","1","3,6","","","","","","","30.2","3,,6,27,","77.0","3,,,6","",""
"USC00195050","1886-11","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","6",",6","6",",6","2",",6","1",",6","","","51",",,6,13,","31.0",",,6,13,","133.9",",,,6","51",",,,6"
"USC00195050","1887-01","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","9","1,6","8","1,6","3","1,6","5",",6","","","330",",,6,06,","44.5","1,,6,15,","161.6","1,,,6","939",",,,6"
"USC00195050","1887-02","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","9",",6","7",",6","2",",6","7",",6","1","","203",",,6,26,","43.2",",,6,19,","135.5",",,,6","611",",,,6"
"USC00195050","1887-03","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","7",",6","4",",6","2",",6","","","","","","","38.6",",,6,06,","109.8",",,,6","",""
"USC00195050","1887-04","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","8",",6","7",",6","0",",6","2",",6","1","","229",",,6,19,","25.1",",,6,19,","107.3",",,,6","254",",,,6"
"USC00195050","1887-05","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","8",",6","5",",6","0",",6","","","","","","","8.1",",,6,28,+","28.6",",,,6","",""
"USC00195050","1887-08","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","12",",6","9",",6","2",",6","","","","","","","103.6",",,6,18,","200.5",",,,6","",""
"USC00195050","1887-09","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","8",",6","7",",6","0",",6","","","","","","","11.7",",,6,12,","43.4",",,,6","",""
"USC00195050","1887-10","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","4",",6","4",",6","1",",6","","","","","","","30.0",",,6,21,","55.9",",,,6","",""
"USC00195050","1887-11","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","8",",6","6",",6","0",",6","0",",6","","","13",",,6,11,","20.6",",,6,20,","91.7",",,,6","13",",,,6"
"USC00195050","1887-12","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","","","","","","","3",",6","","","152",",,6,18,","","","","","326",",,,6"
"USC00195050","1888-02","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","8",",6","5",",6","1",",6","4",",6","","","229",",,6,11,","42.7",",,6,20,","123.7",",,,6","414",",,,6"
"USC00195050","1888-03","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","","","","","","","4",",6","","","737",",,6,13,","","","","","910",",,,6"
"USC00195050","1888-04","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","7",",6","5",",6","1",",6","3",",6","","","152",",,6,11,","26.7",",,6,11,","76.8",",,,6","215",",,,6"
"USC00195050","1888-05","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","12",",6","7",",6","2",",6","","","","","","","30.5",",,6,12,","120.9",",,,6","",""
"USC00195050","1888-06","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","6","1,6","6","1,6","1","1,6","","","","","","","78.5","1,,6,24,","117.1","1,,,6","",""
"USC00195050","1888-08","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","7",",6","6",",6","2",",6","","","","","","","40.6",",,6,13,","122.3",",,,6","",""
"USC00195050","1888-09","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","7",",6","7",",6","3",",6","","","","","","","82.0",",,6,21,","258.5",",,,6","",""
"USC00195050","1888-10","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","9",",6","7",",6","2",",6","","","","","","","32.0",",,6,07,","130.3",",,,6","",""
"USC00195050","1888-11","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","","","","","","","1",",6","","","102",",,6,26,","","","","","115",",,,6"
"USC00195050","1888-12","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","6",",6","4",",6","1",",6","1",",6","","","216",",,6,09,","88.9",",,6,18,","119.4",",,,6","216",",,,6"
"USC00195050","1889-04","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","10",",6","5",",6","0",",6","","","","","","","12.2",",,6,27,","52.9",",,,6","",""
"USC00195050","1889-05","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","10",",6","8",",6","1",",6","","","","","","","37.1",",,6,21,","97.6",",,,6","",""
"USC00195050","1889-07","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","11","1,6","10","1,6","5","1,6","","","","","","","44.7","1,,6,29,","239.5","1,,,6","",""
"USC00195050","1889-09","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","9","1,6","8","1,6","1","1,6","","","","","","","53.3","1,,6,17,","122.9","1,,,6","",""
"USC00195050","1889-10","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","7",",6","4",",6","2",",6","","","","","","","31.2",",,6,28,+","77.4",",,,6","",""
"USC00195050","1890-04","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","6",",6","5",",6","0",",6","","","","","","","12.7",",,6,27,","44.5",",,,6","",""
"USC00195050","1890-06","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","7",",6","6",",6","1",",6","","","","","","","25.4",",,6,05,","66.7",",,,6","",""
"USC00195050","1890-07","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","8",",6","4",",6","2",",6","","","","","","","55.9",",,6,25,","138.9",",,,6","",""
"USC00195050","1890-08","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","11",",6","8",",6","2",",6","","","","","","","39.1",",,6,27,","145.8",",,,6","",""
"USC00195050","1890-10","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","8",",6","7",",6","3",",6","","","","","","","52.1",",,6,24,","175.6",",,,6","",""
"USC00195050","1890-11","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","4",",6","3",",6","0",",6","","","","","","","23.6",",,6,18,","31.7",",,,6","",""
"USC00195050","1890-12","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","5",",6","4",",6","0",",6","","","","","","","22.1",",,6,26,","65.3",",,,6","",""
"USC00195050","1891-01","42.266667","-72.616667","268.2","MOUNT NONOTUCK, MA US","10",",6","7",",6","4",",6","","","","","","","42.7",",,6,12,","201.6",",,,6","",""
