"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GMM00010028","2001-10","54.333","8.6","11.0","ST PETER ORDING, GM","19",",S","10",",S","0",",S","0","1,S","0","1,S","0","1,S","13.5",",,S,10,","19.9","1,S,14,","63.1",",,,S","15.22","1,,,S"
"GMM00010028","2001-11","54.333","8.6","11.0","ST PETER ORDING, GM","23",",S","12",",S","0",",S","0","2,S","0","2,S","0","2,S","12.2",",,S,06,","12.9","2,S,02,","75.8",",,,S","9.10","2,,,S"
"GMM00010028","2001-12","54.333","8.6","11.0","ST PETER ORDING, GM","18","1,S","13","1,S","0","1,S","","","","","","","12.4","1,,S,25,","","","93.0","1,,,S","",""
"GMM00010028","2002-01","54.333","8.6","11.0","ST PETER ORDING, GM","21","1,S","9","1,S","0","1,S","2","4,S","0","4,S","0","4,S","12.4","1,,S,21,","8.9","4,S,29,","82.6","1,,,S","4.76","4,,,S"
"GMM00010028","2002-02","54.333","8.6","11.0","ST PETER ORDING, GM","23",",S","16",",S","0",",S","0","3,S","0","3,S","0","3,S","14.5",",,S,27,","11.8","3,S,03,","120.1",",,,S","7.72","3,,,S"
"GMM00010028","2002-03","54.333","8.6","11.0","ST PETER ORDING, GM","15","2,S","6","2,S","0","2,S","","","","","","","8.9","2,,S,19,","","","42.1","2,,,S","",""
"GMM00010028","2002-11","54.333","8.6","11.0","ST PETER ORDING, GM","13","2,S","7","2,S","0","2,S","0","4,S","0","4,S","0","4,S","22.6","2,,S,09,","10.0","4,S,14,","70.5","2,,,S","6.85","4,,,S"
"GMM00010028","2002-12","54.333","8.6","11.0","ST PETER ORDING, GM","13","1,S","5","1,S","0","1,S","","","","","","","17.3","1,,S,28,","","","40.1","1,,,S","",""
"GMM00010028","2003-01","54.333","8.6","11.0","ST PETER ORDING, GM","19",",S","9",",S","0",",S","5","5,S","0","5,S","0","5,S","6.6",",,S,26,","7.1","5,S,22,","46.1",",,,S","3.09","5,,,S"
"GMM00010028","2003-02","54.333","8.6","11.0","ST PETER ORDING, GM","5",",S","2",",S","0",",S","6",",S","0",",S","0",",S","7.6",",,S,04,","9.2",",S,25,","16.5",",,,S","2.28",",,,S"
"GMM00010028","2003-03","54.333","8.6","11.0","ST PETER ORDING, GM","9",",S","3",",S","0",",S","0","1,S","0","1,S","0","1,S","11.4",",,S,09,","16.8","1,S,29,","24.7",",,,S","8.11","1,,,S"
"GMM00010028","2003-04","54.333","8.6","11.0","ST PETER ORDING, GM","10","1,S","4","1,S","0","1,S","0","2,S","1","2,S","0","2,S","24.9","1,,S,27,","21.5","2,S,22,","46.7","1,,,S","13.06","2,,,S"
"GMM00010028","2003-05","54.333","8.6","11.0","ST PETER ORDING, GM","19",",S","12",",S","0",",S","0",",S","1",",S","0",",S","22.9",",,S,20,","22.4",",S,30,","99.7",",,,S","16.16",",,,S"
"GMM00010028","2003-06","54.333","8.6","11.0","ST PETER ORDING, GM","9","2,S","6","2,S","1","2,S","0","1,S","14","1,S","0","1,S","29.7","2,,S,09,","27.4","1,S,04,","60.9","2,,,S","21.26","1,,,S"
"GMM00010028","2003-07","54.333","8.6","11.0","ST PETER ORDING, GM","10",",S","6",",S","0",",S","0","1,S","18","1,S","0","1,S","11.7",",,S,03,","31.9","1,S,20,","43.5",",,,S","22.40","1,,,S"
