"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00312574","2011-01","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","0.0","7","0.0",",7","9",",7","6",",7","0",",7","0",",7","30",",7","3",",7","0",",7","0",",7","","","","","-13.3",",7,15,","14.0",",,7,10,","20.6",",7,31,","","","529.8",",7","55.3",",,,7","1.24",",7","7.34",",,,7","-4.86",",,,7"
"USC00312574","2011-02","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","0.0","7","0.0","2,7","6","2,7","4","2,7","1","2,7","0","2,7","21","2,7","0","2,7","4","2,7","0","2,7","","","","","-6.7","2,7,12,+","44.7","2,,7,02,","23.9","2,7,28,","","","322.0","2,7","83.1","2,,,7","5.95","2,7","14.04","2,,,7","-2.14","2,,,7"
"USC00312574","2011-03","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","0.0","7","0.0","1,7","14","1,7","12","1,7","6","1,7","0","1,7","14","1,7","0","1,7","10","1,7","0","1,7","","","","","-3.3","1,7,03,","89.2","1,,7,10,","28.9","1,7,23,+","","","278.7","1,7","382.1","1,,,7","9.04","1,7","16.39","1,,,7","1.70","1,,,7"
"USC00312574","2011-04","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","","","","","11",",K","9",",K","3",",K","","","","","","","","","","","2","","","","","","99.6",",,K,16,","","","","","","","205.8",",,,K","","","","","",""
"USC00312574","2011-05","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","","","46.4",",7","6",",7","6",",7","1",",7","0",",7","0",",7","0",",7","24",",7","1",",7","1","","","","0.6",",7,06,","35.1",",,7,18,","32.2",",7,31,","","","60.4",",7","69.2",",,,7","17.88",",7","25.34",",,,7","10.43",",,,7"
"USC00312574","2011-06","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","","","126.6","1,7","11","1,7","6","1,7","1","1,7","0","1,7","0","1,7","0","1,7","29","1,7","6","1,7","","","","","10.6","1,7,16,+","27.7","1,,7,16,","33.9","1,7,01,","","","0.8","1,7","80.2","1,,,7","22.67","1,7","30.17","1,,,7","15.17","1,,,7"
"USC00312574","2011-07","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","","","179.0","2,7","10","2,7","8","2,7","0","2,7","0","2,7","0","2,7","0","2,7","28","2,7","10","2,7","1","","","","14.4","2,7,01,","14.0","2,,7,16,","34.4","2,7,31,+","0.8","7","0.8","2,7","52.9","2,,,7","24.48","2,7","30.65","2,,,7","18.30","2,,,7"
"USC00312574","2011-08","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","","","157.6","1,7","10","1,7","8","1,7","2","1,7","0","1,7","0","1,7","0","1,7","30","1,7","8","1,7","3","","","","12.2","1,7,24,+","27.9","1,,7,15,","34.4","1,7,09,+","0.8","7","0.0","1,7","110.8","1,,,7","23.59","1,7","30.57","1,,,7","16.61","1,,,7"
"USC00312574","2011-09","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","","","57.3",",7","12",",7","6",",7","2",",7","0",",7","0",",7","0",",7","24",",7","1",",7","9","","","","10.0",",7,30,+","28.7",",,7,06,","32.2",",7,03,","19.7","7","18.9",",7","127.8",",,,7","19.61",",7","25.50",",,,7","13.73",",,,7"
"USC00312574","2011-10","35.24573","-82.38916","527.3","EAST FLAT ROCK 3 SE, NC US","","","0.0","2,7","5","1,7","3","1,7","1","1,7","0","1,7","4","1,7","0","2,7","15","2,7","0","2,7","3","","","","-2.8","1,7,30,","26.7","1,,7,12,","26.7","2,7,18,+","189.5","7","169.8","2,7","53.6","1,,,7","12.44","2,7","20.16","2,,,7","4.71","1,,,7"
