"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCNC","2001-04","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0","3,U","0","3,U","11","3,U","0","3,U","3","3,U","0","3,U","-3.9","3,U,12,","21.7","3,U,18,","","","283.2","3,U","7.84","3,U","13.86","3,,,U","1.83","3,,,U"
"USR0000CCNC","2001-05","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0",",U","0",",U","6",",U","1",",U","18",",U","0",",U","-3.9",",U,21,","24.4",",U,27,+","","","202.8",",U","11.79",",U","18.79",",,,U","4.79",",,,U"
"USR0000CCNC","2001-06","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","24.2",",U","0",",U","0",",U","0",",U","28",",U","0",",U","0.6",",U,14,+","30.0",",U,30,","","","45.0",",U","17.64",",U","25.77",",,,U","9.51",",,,U"
"USR0000CCNC","2001-07","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","45.4",",U","0",",U","0",",U","0",",U","31",",U","0",",U","10.6",",U,28,+","30.6",",U,29,+","4.0","U","4.0",",U","19.67",",U","26.73",",,,U","12.61",",,,U"
"USR0000CCNC","2001-09","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.4",",U","0",",U","1",",U","0",",U","25",",U","0",",U","-1.7",",U,09,","27.2",",U,14,+","","","78.6",",U","15.73",",U","23.86",",,,U","7.59",",,,U"
"USR0000CCNC","2001-10","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0",",U","0",",U","9",",U","0",",U","6",",U","0",",U","-3.3",",U,06,","23.3",",U,03,","","","263.3",",U","9.84",",U","16.71",",,,U","2.97",",,,U"
"USR0000CCNC","2001-11","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0",",U","0",",U","17",",U","2",",U","0",",U","0",",U","-17.2",",U,28,","17.2",",U,04,","","","429.4",",U","4.02",",U","9.85",",,,U","-1.81",",,,U"
"USR0000CCNC","2001-12","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0",",U","0",",U","29",",U","4",",U","0",",U","0",",U","-12.2",",U,13,+","10.0",",U,09,+","","","598.7",",U","-0.98",",U","4.33",",,,U","-6.29",",,,U"
"USR0000CCNC","2002-01","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","0.0","U","0.0","2,U","0","1,U","27","1,U","8","1,U","0","1,U","0","1,U","-15.6","1,U,31,","13.3","1,U,08,","","","591.9","1,U","-2.07","2,U","3.34","1,,,U","-7.48","1,,,U"
"USR0000CCNC","2002-02","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","0.0","U","0.0",",U","2",",U","27",",U","4",",U","0",",U","0",",U","-21.7",",U,26,","14.4",",U,23,","","","557.9",",U","-1.59",",U","5.33",",,,U","-8.51",",,,U"
"USR0000CCNC","2002-03","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","0.0","U","0.0",",U","3",",U","27",",U","5",",U","0",",U","0",",U","-22.2",",U,02,","18.3",",U,31,","","","541.8",",U","0.86",",U","7.58",",,,U","-5.87",",,,U"
"USR0000CCNC","2002-04","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","0.0","U","0.0",",U","0",",U","10",",U","0",",U","2",",U","0",",U","-10.0",",U,03,","22.2",",U,14,","","","278.0",",U","9.07",",U","16.10",",,,U","2.04",",,,U"
"USR0000CCNC","2002-05","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","6.1","U","6.1",",U","0",",U","6",",U","0",",U","14",",U","0",",U","-2.2",",U,02,","31.1",",U,31,","","","206.0",",U","11.89",",U","19.67",",,,U","4.10",",,,U"
"USR0000CCNC","2002-06","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","81.2","U","75.1",",U","0",",U","0",",U","0",",U","29",",U","11",",U","2.8",",U,05,","35.0",",U,30,+","","","19.4",",U","20.19",",U","29.64",",,,U","10.74",",,,U"
"USR0000CCNC","2002-07","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","197.2","U","116.0",",U","0",",U","0",",U","0",",U","31",",U","17",",U","8.3",",U,05,","37.2",",U,01,","1.2","U","1.2",",U","22.04",",U","31.73",",,,U","12.35",",,,U"
"USR0000CCNC","2002-08","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","257.5","U","60.3",",U","0",",U","0",",U","0",",U","31",",U","9",",U","6.7",",U,13,","36.7",",U,16,","5.0","U","3.8",",U","20.15",",U","29.62",",,,U","10.69",",,,U"
"USR0000CCNC","2002-09","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","274.3","U","16.8",",U","0",",U","0",",U","0",",U","21",",U","1",",U","0.6",",U,19,","32.8",",U,05,","104.1","U","99.1",",U","15.59",",U","23.98",",,,U","7.19",",,,U"
"USR0000CCNC","2002-10","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","274.3","U","0.0",",U","0",",U","17",",U","1",",U","1",",U","0",",U","-11.1",",U,30,","22.2",",U,11,","474.4","U","370.3",",U","6.39",",U","13.12",",,,U","-0.35",",,,U"
"USR0000CCNC","2002-11","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","274.3","U","0.0",",U","0",",U","25",",U","1",",U","0",",U","0",",U","-10.6",",U,26,","17.8",",U,22,","952.0","U","477.6",",U","2.41",",U","8.62",",,,U","-3.79",",,,U"
"USR0000CCNC","2002-12","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","274.3","U","0.0","2,U","0","1,U","28","1,U","6","1,U","0","1,U","0","1,U","-12.8","1,U,26,","13.3","1,U,28,","1484.8","U","532.8","1,U","-0.21","2,U","4.88","1,,,U","-5.31","1,,,U"
"USR0000CCNC","2003-01","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","0.0","U","0.0",",U","0",",U","26",",U","1",",U","0",",U","0",",U","-10.0",",U,17,+","15.0",",U,08,","1966.2","U","481.4",",U","2.80",",U","8.60",",,,U","-2.99",",,,U"
"USR0000CCNC","2003-02","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","0.0","U","0.0","4,U","0","3,U","23","3,U","6","3,U","0","3,U","0","3,U","-17.2","3,U,24,","13.9","3,U,01,","2445.5","U","479.3","3,U","-1.64","4,U","3.54","3,,,U","-6.82","3,,,U"
"USR0000CCNC","2003-04","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0",",U","0",",U","10",",U","0",",U","0",",U","0",",U","-8.3",",U,08,","20.6",",U,26,+","","","321.9",",U","7.60",",U","13.85",",,,U","1.35",",,,U"
"USR0000CCNC","2003-05","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","3.1","2,U","0","1,U","6","1,U","0","1,U","16","1,U","0","1,U","-2.2","1,U,11,","27.2","1,U,30,+","","","172.3","1,U","12.44","2,U","19.76","1,,,U","5.12","1,,,U"
"USR0000CCNC","2003-06","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","5.5",",U","0",",U","0",",U","0",",U","22",",U","0",",U","2.2",",U,08,","28.3",",U,30,","","","100.7",",U","15.16",",U","22.32",",,,U","8.00",",,,U"
"USR0000CCNC","2003-07","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","114.7",",U","0",",U","0",",U","0",",U","30",",U","7",",U","10.6",",U,30,","33.3",",U,11,","2.5","U","2.5",",U","21.95",",U","30.04",",,,U","13.86",",,,U"
"USR0000CCNC","2003-08","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","46.0",",U","0",",U","0",",U","0",",U","29",",U","0",",U","7.2",",U,31,","30.6",",U,20,","21.9","U","19.4",",U","19.19",",U","26.41",",,,U","11.97",",,,U"
"USR0000CCNC","2003-09","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0",",U","0",",U","3",",U","0",",U","19",",U","0",",U","-0.6",",U,19,+","27.2",",U,26,","175.0","U","153.1",",U","13.23",",U","21.01",",,,U","5.45",",,,U"
"USR0000CCNC","2003-10","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0",",U","0",",U","4",",U","0",",U","12",",U","0",",U","-5.6",",U,31,+","26.7",",U,22,","385.6","U","210.6",",U","11.54",",U","18.91",",,,U","4.17",",,,U"
"USR0000CCNC","2003-11","38.2869","-105.6814","2493.9","CANON CITY COLORADO, CO US","","","0.0","1,U","0",",U","24",",U","1","1,U","0","1,U","0","1,U","-16.1",",U,23,","16.1","1,U,30,","846.5","U","460.9","1,U","2.22","1,U","7.87","1,,,U","-3.43",",,,U"
