"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012962","1975-03","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","40.4",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","","","","","0.6",",0,14,+","0",",,0,31,+","0",",,0,31,+","6.6",",,0,13,","33.3",",0,27,","","","71.2",",0","8.8",",,,0","0",",,,0","17.34",",0","25.40",",,,0","9.29",",,,0","","","","","","","","","",""
"USW00012962","1975-04","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","96.0","1,0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","27","1,0","4","1,0","","","","","","","-1.1",",0,03,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,08,","32.8","1,0,23,","","","16.9","1,0","94.2",",,,0","0",",,,0","21.02","1,0","27.17","1,,,0","14.87",",,,0","","","","","","","","","",""
"USW00012962","1975-05","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","165.3",",0","14",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","","","12.2",",0,31,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,20,","32.2",",0,21,+","","","0.0",",0","123.0",",,,0","0",",,,0","23.67",",0","29.16",",,,0","18.17",",,,0","","","","","","","","","",""
"USW00012962","1975-06","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","245.1",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","","","12.2",",0,01,","0",",,0,30,+","0",",,0,30,+","56.4",",,0,30,","34.4",",0,17,+","","","0.0",",0","111.4",",,,0","0",",,,0","26.50",",0","32.25",",,,0","20.75",",,,0","","","","","","","","","",""
"USW00012962","1975-07","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","268.6",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","18.3",",0,15,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,02,","37.2",",0,31,","0.0","0","0.0",",0","97.5",",,,0","0",",,,0","27.00",",0","33.00",",,,0","21.00",",,,0","","","","","","","","","",""
"USW00012962","1975-08","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","284.9",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","","","17.2",",0,06,","0",",,0,31,+","0",",,0,31,+","50.0",",,0,04,","36.1",",0,01,","0.0","0","0.0",",0","53.3",",,,0","0",",,,0","27.52",",0","33.66",",,,0","21.38",",,,0","","","","","","","","","",""
"USW00012962","1975-09","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","171.9","1,0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","13","1,0","","","","","","","8.3",",0,26,","0",",,0,30,+","0",",,0,30,+","32.8",",,0,06,","35.0","1,0,18,","0.0","0","0.0","1,0","69.3",",,,0","0",",,,0","24.36","1,0","31.17","1,,,0","17.55",",,,0","","","","","","","","","",""
"USW00012962","1975-10","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","105.8",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","","","6.7",",0,18,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,26,","32.8",",0,15,+","7.8","0","7.8",",0","67.1",",,,0","0",",,,0","21.50",",0","29.23",",,,0","13.76",",,,0","","","","","","","","","",""
"USW00012962","1975-11","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","49.7","2,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","2,0","6","2,0","0",",0","22",",0","0",",0","","","","","","","-4.4","2,0,27,+","0",",,0,30,+","0",",,0,30,+","5.8",",,0,03,","31.1",",0,07,","105.8","0","98.0",",0","5.8",",,,0","0",",,,0","16.63","2,0","24.89",",,,0","8.38","2,,,0","","","","","","","","","",""
"USW00012962","1975-12","29.3601","-99.1742","280.4","HONDO MUNICIPAL AIRPORT, TX US","","","","","13.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","16",",0","0",",0","","","","","","","-2.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","13.5",",,0,25,","26.7",",0,14,+","315.5","0","209.7",",0","26.5",",,,0","0",",,,0","11.99",",0","19.79",",,,0","4.20",",,,0","","","","","","","","","",""
