"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00054734","1998-06","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.7",",W","","","49.5",",W","14",",W","8",",W","1",",W","0",",W","0",",W","0",",W","19",",W","0",",W","","","","","","","4.4",",W,04,","25.9",",,W,30,","31.1",",W,26,","","","58.3",",W","119.3",",,,W","18.04",",W","23.04",",,,W","13.04",",,,W","","","280",",W","280",",W","9.4",",W","15.2",",W"
"USW00054734","1998-07","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.3",",W","","","88.7",",W","16",",W","8",",W","0",",W","0",",W","0",",W","0",",W","30",",W","0",",W","","","","","","","10.0",",W,06,","24.6",",,W,23,","31.1",",W,21,","2.3","W","2.3",",W","65.9",",,,W","21.12",",W","27.18",",,,W","15.06",",,,W","","","260",",W","230",",W","8.9",",W","14.8",",W"
"USW00054734","1998-08","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.1",",W","","","111.6",",W","11",",W","5",",W","1",",W","0",",W","0",",W","0",",W","31",",W","0",",W","","","","","","","7.2",",W,20,","49.3",",,W,26,","31.7",",W,25,+","8.2","W","5.9",",W","109.2",",,,W","21.74",",W","27.74",",,,W","15.75",",,,W","","","290",",W","310",",W","11.2",",W","16.1",",W"
"USW00054734","1998-09","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.0",",W","","","29.8",",W","15",",W","5",",W","1",",W","0",",W","0",",W","0",",W","24",",W","0",",W","","","","","","","1.7",",W,24,","43.4",",,W,22,","30.0",",W,27,+","64.5","W","56.3",",W","93.0",",,,W","17.45",",W","23.72",",,,W","11.18",",,,W","","","360",",W","360",",W","10.7",",W","14.3",",W"
"USW00054734","1998-10","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.5",",W","","","0.0",",W","12",",W","5",",W","2",",W","0",",W","3",",W","0",",W","4",",W","0",",W","","","","","","","-1.7",",W,23,+","61.5",",,W,08,","23.3",",W,18,","311.0","W","246.5",",W","122.1",",,,W","10.38",",W","16.22",",,,W","4.55",",,,W","","","360",",W","10",",W","13.0",",W","16.1",",W"
"USW00054734","1998-11","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.4",",W","","","0.0",",W","6",",W","4",",W","1",",W","0",",W","20",",W","0",",W","0",",W","0",",W","","","","","","","-5.0",",W,25,+","36.8",",,W,26,","17.2",",W,11,","707.9","W","396.9",",W","59.4",",,,W","5.10",",W","10.77",",,,W","-0.57",",,,W","","","260",",W","240",",W","12.5",",W","16.1",",W"
"USW00054734","1998-12","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.4",",W","","","0.0",",W","9",",W","3",",W","0",",W","0",",W","23",",W","5",",W","2",",W","0",",W","","","","","","","-13.9",",W,25,","16.3",",,W,29,","23.3",",W,07,","1214.1","W","506.2",",W","32.6",",,,W","2.00",",W","7.53",",,,W","-3.52",",,,W","","","290",",W","310",",W","11.6",",W","17.4",",W"
"USW00054734","1999-01","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","","","","","","","14","1,W","9","1,W","2","1,W","","","","","","","","","","","","","","","","","","","102.9","1,,W,18,","","","","","","","234.3","1,,,W","","","","","","","","","","","240",",W","","","18.3",",W"
"USW00054734","1999-02","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.7",",W","","","0.0",",W","9",",W","5",",W","1",",W","0",",W","28",",W","3",",W","0",",W","0",",W","","","","","","","-12.8",",W,23,","36.3",",,W,02,","12.2",",W,12,","","","520.6",",W","89.2",",,,W","-0.26",",W","4.74",",,,W","-5.26",",,,W","","","10",",W","350",",W","10.3",",W","14.8",",W"
"USW00054734","1999-03","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","4.1",",W","","","0.0",",W","13",",W","8",",W","2",",W","0",",W","24",",W","2",",W","1",",W","0",",W","","","","","","","-11.1",",W,08,","57.7",",,W,22,","21.7",",W,31,","","","473.3",",W","156.4",",,,W","3.07",",W","8.55",",,,W","-2.41",",,,W","","","240",",W","230",",W","13.0",",W","17.9",",W"
"USW00054734","1999-04","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","3.1",",W","","","0.0",",W","12",",W","5",",W","0",",W","0",",W","10",",W","0",",W","2",",W","0",",W","","","","","","","-2.2",",W,25,+","17.5",",,W,23,","24.4",",W,08,","","","298.0",",W","51.2",",,,W","8.40",",W","15.06",",,,W","1.74",",,,W","","","260",",W","260",",W","11.6",",W","15.2",",W"
"USW00054734","1999-05","41.37139","-73.48278","139.3","DANBURY MUNICIPAL AIRPORT, CT US","2.5",",W","","","3.9","2,W","9",",W","6",",W","2",",W","0","2,W","1","2,W","0","2,W","9","2,W","0","2,W","","","","","","","0.0","2,W,01,","100.3",",,W,19,","30.0","2,W,31,+","","","117.5","2,W","166.6",",,,W","14.42","2,W","21.01","2,,,W","7.83","2,,,W","","","240",",W","260",",W","11.2",",W","15.2",",W"
