"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BUM00015614","1955-06","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","0","4,S","20","4,S","1","4,S","","","","","","","32.2","4,S,10,","","","","","","","","","24.02","4,,,S","",""
"BUM00015614","1955-12","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","3,S","25","3,S","2","5,S","0","5,S","0","5,S","-11.1","3,S,02,","","","","","15.0","5,S,21,","","","","","","","1.94","6,S","5.98","5,,,S","-2.10","3,,,S"
"BUM00015614","1956-05","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","5,S","0","5,S","0","3,S","15","3,S","0","3,S","5.0","5,S,18,+","","","","","26.1","3,S,30,","","","","","","","14.54","6,S","19.79","3,,,S","9.30","5,,,S"
"BUM00015614","1958-02","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","4,S","16","4,S","0","4,S","0","4,S","0","4,S","-8.9","4,S,21,","","","","","18.9","4,S,17,","","","","","","","6.12","6,S","12.91","4,,,S","-0.67","4,,,S"
"BUM00015614","1958-04","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","5,S","6","5,S","","","","","","","-2.8","5,S,10,","","","","","","","","","","","","","","","","","3.56","5,,,S"
"BUM00015614","1958-05","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","0","5,S","19","5,S","0","5,S","","","","","","","31.1","5,S,13,+","","","","","","","","","24.07","5,,,S","",""
"BUM00015614","1958-07","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","0","4,S","27","4,S","5","4,S","","","","","","","33.9","4,S,04,","","","","","","","","","28.54","4,,,S","",""
"BUM00015614","1958-08","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","25","4,S","8","4,S","8.9","4,S,17,","","","","","37.2","4,S,24,+","","","","","","","22.15","6,S","29.36","4,,,S","14.94","4,,,S"
"BUM00015614","1958-09","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","5,S","0","5,S","","","","","","","2.8","5,S,29,","","","","","","","","","","","","","","","","","8.60","5,,,S"
"BUM00015614","1958-11","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","3,S","10","3,S","1","4,S","0","4,S","0","4,S","-3.9","3,S,25,","","","","","17.2","4,S,02,","","","","","","","5.93","6,S","9.18","4,,,S","2.67","3,,,S"
"BUM00015614","1959-02","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","3,S","23","3,S","","","","","","","-16.1","3,S,06,","","","","","","","","","","","","","","","","","-7.60","3,,,S"
"BUM00015614","1959-03","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","5,S","14","5,S","0","1,S","2","1,S","0","1,S","-5.0","5,S,21,+","","","","","21.1","1,S,26,+","","","","","","","6.36","6,S","12.40","1,,,S","0.32","5,,,S"
"BUM00015614","1959-05","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","0","1,S","14","1,S","0","1,S","","","","","","","30.0","1,S,22,","","","","","","","","","20.00","1,,,S","",""
"BUM00015614","1959-06","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","0","2,S","19","2,S","0","2,S","","","","","","","28.9","2,S,30,","","","","","","","","","22.29","2,,,S","",""
"BUM00015614","1959-07","42.695","23.406","531.0","SOFIA, BU","","","61.9","5,S","","","","","","","","","0","4,S","0","4,S","0","1,S","28","1,S","1","1,S","11.1","4,S,03,","","","","","32.8","1,S,31,","7.0","S","7.0","1,S","","","20.40","5,S","26.29","1,,,S","14.50","4,,,S"
"BUM00015614","1961-01","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","10","5,S","0","5,S","0","5,S","","","","","","","7.2","5,S,09,","","","","","","","","","1.15","5,,,S","",""
"BUM00015614","1961-02","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","3","5,S","0","5,S","0","5,S","","","","","","","10.0","5,S,19,","","","","","","","","","3.98","5,,,S","",""
"BUM00015614","1961-03","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","","","20.0","4,S,19,+","","","","","","","","","11.17","4,,,S","",""
"BUM00015614","1961-04","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","0","2,S","10","2,S","0","2,S","","","","","","","26.1","2,S,19,","","","","","","","","","18.81","2,,,S","",""
"BUM00015614","1961-06","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","0","5,S","0","5,S","","","","","","","7.8","5,S,10,","","","","","","","","","","","","","","","","","12.22","5,,,S"
"BUM00015614","1962-01","42.695","23.406","531.0","SOFIA, BU","","","","","","","","","","","","","","","","","12","4,S","0","4,S","0","4,S","","","","","","","10.0","4,S,22,","","","","","","","","","2.14","4,,,S","",""
