"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KEM00063799","1979-05","-3.229","40.102","25.0","MALINDI, KE","","","16","5,S","13","5,S","4","5,S","","","","","","","","","","","","","40.9","5,,S,21,","","","","","225.4","5,,,S","","","","","",""
"KEM00063799","1982-03","-3.229","40.102","25.0","MALINDI, KE","","","3","5,S","3","5,S","2","5,S","","","","","","","","","","","","","84.1","5,,S,30,","","","","","157.0","5,,,S","","","","","",""
"KEM00063799","1982-04","-3.229","40.102","25.0","MALINDI, KE","","","12","3,S","8","3,S","7","3,S","","","","","","","","","","","","","206.0","3,,S,25,+","","","","","793.8","3,,,S","","","","","",""
"KEM00063799","1982-06","-3.229","40.102","25.0","MALINDI, KE","","","15","4,S","8","4,S","1","4,S","","","","","","","","","","","","","39.9","4,,S,26,","","","","","146.7","4,,,S","","","","","",""
"KEM00063799","1982-07","-3.229","40.102","25.0","MALINDI, KE","","","20","1,S","11","1,S","2","1,S","","","","","","","","","","","","","55.9","1,,S,10,","","","","","171.3","1,,,S","","","","","",""
"KEM00063799","1982-09","-3.229","40.102","25.0","MALINDI, KE","","","11","4,S","4","4,S","0","4,S","","","","","","","","","","","","","17.0","4,,S,30,","","","","","40.1","4,,,S","","","","","",""
"KEM00063799","1982-10","-3.229","40.102","25.0","MALINDI, KE","","","18","3,S","12","3,S","2","3,S","","","","","","","","","","","","","48.0","3,,S,15,","","","","","149.7","3,,,S","","","","","",""
"KEM00063799","1982-12","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","","","","","0","2,S","29","2,S","0","2,S","","","","","31.5","2,S,02,","","","","","","","30.38","2,,,S","",""
"KEM00063799","1983-07","-3.229","40.102","25.0","MALINDI, KE","","","16","5,S","9","5,S","1","5,S","","","","","","","","","","","","","39.1","5,,S,12,","","","","","108.0","5,,,S","","","","","",""
"KEM00063799","1984-02","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","0","5,S","0","5,S","","","","","","","20.8","5,S,06,","","","","","","","","","","","","","22.65","5,,,S"
"KEM00063799","1984-05","-3.229","40.102","25.0","MALINDI, KE","","","21","4,S","16","4,S","2","4,S","","","","","0","2,S","29","2,S","0","2,S","","","87.9","4,,S,15,","30.1","2,S,17,","","","287.9","4,,,S","","","28.86","2,,,S","",""
"KEM00063799","1984-07","-3.229","40.102","25.0","MALINDI, KE","","","20","3,S","11","3,S","0","3,S","","","","","","","","","","","","","21.1","3,,S,19,+","","","","","105.5","3,,,S","","","","","",""
"KEM00063799","1985-04","-3.229","40.102","25.0","MALINDI, KE","","","15","5,S","9","5,S","3","5,S","","","","","0","1,S","29","1,S","0","1,S","","","256.0","5,,S,27,","32.1","1,S,07,","","","410.1","5,,,S","","","30.18","1,,,S","",""
"KEM00063799","1985-05","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","30.3","5,S,13,","","","","","","","28.37","5,,,S","",""
"KEM00063799","1985-06","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","","","","","0","2,S","28","2,S","0","2,S","","","","","29.9","2,S,02,","","","","","","","28.00","2,,,S","",""
"KEM00063799","1985-09","-3.229","40.102","25.0","MALINDI, KE","174.3","5,S","15","5,S","4","5,S","0","5,S","0","4,S","0","4,S","0","2,S","28","2,S","0","2,S","20.3","4,S,20,","5.1","5,,S,04,","30.0","2,S,13,","0.0","2,S","25.9","5,,,S","25.29","5,S","28.38","2,,,S","22.19","4,,,S"
"KEM00063799","1986-02","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","","","","","0","2,S","26","2,S","0","2,S","","","","","31.8","2,S,02,","","","","","","","31.02","2,,,S","",""
"KEM00063799","1986-05","-3.229","40.102","25.0","MALINDI, KE","","","23","1,S","18","1,S","5","1,S","","","","","","","","","","","","","55.1","1,,S,18,","","","","","436.5","1,,,S","","","","","",""
"KEM00063799","1986-09","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","","","","","0","2,S","28","2,S","0","2,S","","","","","30.2","2,S,27,","","","","","","","28.72","2,,,S","",""
"KEM00063799","1986-10","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","31.8","5,S,27,+","","","","","","","30.48","5,,,S","",""
"KEM00063799","1987-06","-3.229","40.102","25.0","MALINDI, KE","","","","","","","","","0","5,S","0","5,S","0","5,S","25","5,S","0","5,S","19.8","5,S,26,","","","29.3","5,S,04,","","","","","25.38","9,S","28.22","5,,,S","22.55","5,,,S"
"KEM00063799","1987-07","-3.229","40.102","25.0","MALINDI, KE","","","12","4,S","8","4,S","2","4,S","0","5,S","0","5,S","0","4,S","27","4,S","0","4,S","19.9","5,S,15,","71.9","4,,S,15,","28.7","4,S,30,","","","136.4","4,,,S","24.79","9,S","27.66","4,,,S","21.93","5,,,S"
