"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UVM00065503","1973-07","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","8","5,S","7","5,S","4","5,S","","","","","","","","","","","","","50.0","5,,S,30,","","","","","218.0","5,,,S","","","","","",""
"UVM00065503","1973-09","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","3","5,S","3","5,S","1","5,S","","","","","","","","","","","","","41.9","5,,S,18,","","","","","58.7","5,,,S","","","","","",""
"UVM00065503","1973-10","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","2","4,S","2","4,S","0","4,S","0","5,S","0","5,S","0","5,S","26","5,S","26","5,S","21.0","5,S,30,+","8.9","4,,S,04,","39.0","5,S,20,+","","","16.8","4,,,S","30.00","8,S","36.69","5,,,S","23.31","5,,,S"
"UVM00065503","1973-11","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","0","4,S","0","4,S","0","4,S","","","","","0","5,S","25","5,S","22","5,S","","","0.0","4,,S,30,+","38.0","5,S,03,","","","0.0","4,,,S","","","35.48","5,,,S","",""
"UVM00065503","1974-02","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","0","5,S","0","5,S","0","5,S","0","5,S","0","5,S","","","","","","","17.0","5,S,16,+","0.0","5,,S,28,+","","","","","0.0","5,,,S","","","","","18.65","5,,,S"
"UVM00065503","1974-06","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","6","4,S","5","4,S","2","4,S","","","","","0","5,S","25","5,S","24","5,S","","","30.0","4,,S,28,","39.0","5,S,13,+","","","67.9","4,,,S","","","36.04","5,,,S","",""
"UVM00065503","1974-08","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","15","5,S","13","5,S","5","5,S","0","4,S","0","4,S","","","","","","","20.0","4,S,28,+","59.9","5,,S,16,+","","","","","341.2","5,,,S","","","","","22.26","4,,,S"
"UVM00065503","1974-10","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","","","","","","","","","","","0","5,S","26","5,S","23","5,S","","","","","38.0","5,S,24,","","","","","","","34.96","5,,,S","",""
"UVM00065503","1975-08","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","","","","","","","0","5,S","0","5,S","","","","","","","19.0","5,S,24,","","","","","","","","","","","","","22.35","5,,,S"
"UVM00065503","1975-09","12.353","-1.512","316.1","OUAGADOUGOU, UV","","","","","","","","","","","","","","","0","3,S","27","3,S","7","3,S","","","","","34.0","3,S,30,+","","","","","","","31.15","3,,,S","",""
