"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AYM00089034","1986-01","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","0","5,S","25","5,S","","","","","","","-9.9","5,S,31,","","","","","","","","","","","","","-6.38","5,,,S"
"AYM00089034","1987-01","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","0","4,S","26","4,S","","","","","","","-13.2","4,S,31,","","","","","","","","","","","","","-4.37","4,,,S"
"AYM00089034","1987-11","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","3","3,S","27","3,S","","","","","","","-23.3","3,S,01,","","","","","","","","","","","","","-10.96","3,,,S"
"AYM00089034","1987-12","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","0","4,S","27","4,S","","","","","","","-11.0","4,S,23,","","","","","","","","","","","","","-6.20","4,,,S"
"AYM00089034","1988-02","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","1","4,S","25","4,S","","","","","","","-18.9","4,S,21,","","","","","","","","","","","","","-10.10","4,,,S"
"AYM00089034","1988-06","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","20","5,S","25","5,S","","","","","","","-34.8","5,S,02,","","","","","","","","","","","","","-22.80","5,,,S"
"AYM00089034","1988-11","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","2","4,S","26","4,S","","","","","","","-21.2","4,S,02,","","","","","","","","","","","","","-12.79","4,,,S"
"AYM00089034","1989-11","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","5","5,S","25","5,S","","","","","","","-22.5","5,S,07,","","","","","","","","","","","","","-11.09","5,,,S"
"AYM00089034","1990-09","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","23","5,S","25","5,S","25","5,S","0","5,S","0","5,S","-38.8","5,S,07,","","","","","-6.5","5,S,27,+","","","-20.47","0,S","-15.12","5,,,S","-25.82","5,,,S"
"AYM00089034","1990-10","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","11","5,S","26","5,S","","","","","","","-28.5","5,S,07,","","","","","","","","","","","","","-17.50","5,,,S"
"AYM00089034","1990-11","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","2","5,S","25","5,S","","","","","","","-23.7","5,S,02,","","","","","","","","","","","","","-9.49","5,,,S"
"AYM00089034","1991-02","-77.867","-34.617","256.0","BASE BELGRANO II, AY","","","","","","","","","1","4,S","24","4,S","","","","","","","-17.9","4,S,19,","","","","","","","","","","","","","-9.53","4,,,S"
