"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00120336","1964-01","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","8",",6","6",",6","0",",6","","","13.2",",,6,01,","45.7",",,,6"
"USC00120336","1964-02","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","9","1,6","4","1,6","1","1,6","","","25.4","1,,6,06,","52.0","1,,,6"
"USC00120336","1964-03","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","13",",6","10",",6","3",",6","","","100.8",",,6,10,","293.5",",,,6"
"USC00120336","1964-04","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","14",",6","11",",6","1",",6","","","27.9",",,6,22,","115.5",",,,6"
"USC00120336","1964-05","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","8","1,6","6","1,6","0","1,6","","","8.9","1,,6,13,","38.7","1,,,6"
"USC00120336","1964-06","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","9",",6","8",",6","2",",6","","","76.2",",,6,19,","192.1",",,,6"
"USC00120336","1964-07","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","9",",6","6",",6","0",",6","","","24.1",",,6,08,","87.1",",,,6"
"USC00120336","1964-08","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","4",",6","4",",6","0",",6","","","19.6",",,6,22,","46.2",",,,6"
"USC00120336","1964-09","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","5",",6","5",",6","0",",6","","","17.5",",,6,19,","43.1",",,,6"
"USC00120336","1964-10","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","3",",6","2",",6","0",",6","","","5.6",",,6,03,","11.5",",,,6"
"USC00120336","1964-11","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","8",",6","7",",6","0",",6","","","14.2",",,6,16,","57.9",",,,6"
"USC00120336","1964-12","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","9",",6","7",",6","2",",6","","","33.8",",,6,11,","120.4",",,,6"
"USC00120336","1965-01","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","9",",6","7",",6","0",",6","","","16.5",",,6,09,","59.7",",,,6"
"USC00120336","1965-02","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","11",",6","6",",6","1",",6","","","34.0",",,6,25,","89.1",",,,6"
"USC00120336","1965-03","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","12",",6","8",",6","0",",6","","","13.2",",,6,29,","67.5",",,,6"
"USC00120336","1965-04","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","12",",6","9",",6","1",",6","","","46.5",",,6,11,","149.6",",,,6"
"USC00120336","1965-07","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","7",",6","7",",6","1",",6","","","34.3",",,6,03,","87.5",",,,6"
"USC00120336","1965-10","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","8",",6","6",",6","1",",6","","","36.1",",,6,07,","72.0",",,,6"
"USC00120336","1965-11","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","3",",6","2",",6","0",",6","","","21.1",",,6,27,","36.4",",,,6"
"USC00120336","1965-12","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","7",",6","4",",6","0",",6","","","6.4",",,6,25,+","24.1",",,,6"
"USC00120336","1966-01","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","6",",6","5",",6","3",",6","","","45.2",",,6,02,","121.4",",,,6"
"USC00120336","1966-02","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","7","1,6","6","1,6","0","1,6","","","23.6","1,,6,02,","76.2","1,,,6"
"USC00120336","1966-03","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","5",",6","5",",6","0",",6","","","11.4",",,6,13,","33.8",",,,6"
"USC00120336","1966-04","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","12",",6","10",",6","1",",6","","","30.5",",,6,12,","133.9",",,,6"
"USC00120336","1966-05","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","10",",6","10",",6","1",",6","","","32.3",",,6,18,","72.7",",,,6"
"USC00120336","1966-06","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","6",",6","4",",6","1",",6","","","33.0",",,6,07,","47.7",",,,6"
"USC00120336","1966-07","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","8",",6","7",",6","1",",6","","","90.4",",,6,11,","178.9",",,,6"
"USC00120336","1966-08","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","6",",6","6",",6","2",",6","","","36.6",",,6,14,","113.5",",,,6"
"USC00120336","1966-09","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","9",",6","8",",6","1",",6","","","30.7",",,6,20,","88.1",",,,6"
"USC00120336","1966-10","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","3",",6","3",",6","0",",6","","","15.5",",,6,16,","30.7",",,,6"
"USC00120336","1966-11","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","5",",6","5",",6","1",",6","","","33.0",",,6,11,","62.7",",,,6"
"USC00120336","1966-12","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","7",",6","7",",6","1",",6","","","31.8",",,6,10,","82.3",",,,6"
"USC00120336","1967-01","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","3",",6","1",",6","1",",6","","","25.4",",,6,27,","28.4",",,,6"
"USC00120336","1967-02","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","3",",6","3",",6","0",",6","","","7.9",",,6,02,","15.3",",,,6"
"USC00120336","1967-03","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","6",",6","5",",6","1",",6","","","28.4",",,6,15,","79.4",",,,6"
"USC00120336","1967-04","38.78333","-85.83333","159.1","AUSTIN 2 NW, IN US","8",",6","7",",6","0",",6","","","23.9",",,6,22,","82.2",",,,6"
