"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293182","2008-09","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","1.9","2,0","8",",0","3",",0","0",",0","0","1,0","0",",0","0","2,0","0","2,0","0","1,0","28","1,0","0","1,0","","","1.7","2,0,14,","0","1,,0,30,+","0",",,0,30,+","8.6",",,0,09,","31.1","1,0,07,","61.2","1,0","23.1",",,,0","0",",,,0","16.21","2,0","26.88","1,,,0","5.54","2,,,0"
"USC00293182","2008-11","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","0.0","5,0","4",",0","2",",0","0",",0","1",",0","1",",0","1","5,0","21","5,0","0","5,0","4","5,0","0","5,0","","","-18.3","5,0,07,","25",",,0,10,","25",",,0,10,","4.8",",,0,27,","25.0","5,0,02,","344.9","5,0","12.9",",,,0","25",",,,0","4.54","5,0","15.89","5,,,0","-6.82","5,,,0"
"USC00293182","2008-12","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","","","8","4,0","6","4,0","0","4,0","13","1,0","6",",0","","","","","2","3,0","0","3,0","0","3,0","","","","","152","1,,0,16,","127",",,0,16,","10.2","4,,0,08,","18.3","3,0,03,","","","44.2",",a,,0","459",",a,,0","","","8.71","3,,,0","",""
"USC00293182","2009-01","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","0.0","0","0.0","2,0","5",",0","1",",0","0",",0","6",",0","3",",0","0","2,0","27","2,0","2",",0","0",",0","0",",0","","","-13.3","2,0,29,+","127",",,0,06,","81",",,0,06,","3.6",",,0,05,","17.2",",0,21,","505.4",",0","7.5",",,,0","147",",,,0","0.90","2,0","9.67",",,,0","-7.88","2,,,0"
"USC00293182","2009-02","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","0.0","0","0.0","2,0","3",",0","2",",0","0",",0","3","1,0","3",",0","1","2,0","26","2,0","1",",0","0",",0","0",",0","1","","-17.8","2,0,11,","51","1,,0,10,+","51",",,0,09,","4.1",",,0,09,","20.6",",0,26,+","419.6",",0","7.9",",,,0","114",",,,0","2.03","2,0","13.10",",,,0","-9.03","2,,,0"
"USC00293182","2009-03","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","","","5",",0","3",",0","0",",0","1",",0","1",",0","","","","","0","4,0","6","4,0","0","4,0","","","","","76",",,0,31,","122",",,0,31,","4.6",",,0,14,","23.9","4,0,03,+","","","13.8",",,,0","163",",,,0","","","15.31","4,,,0","",""
"USC00293182","2009-04","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","","","4",",0","2",",0","0",",0","2","1,0","3",",0","","","","","0","3,0","4","3,0","0","3,0","2","","","","51","1,,0,04,","25",",,0,16,+","12.7",",,0,16,","22.2","3,0,30,","","","20.6",",,,0","75",",,,0","","","16.03","3,,,0","",""
"USC00293182","2009-05","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","","","10",",0","4",",0","0",",0","0",",0","0",",0","","","","","0","1,0","22","1,0","0","1,0","8","","","","0",",,0,31,+","0",",,0,31,+","8.9",",,0,30,","27.8","1,0,18,+","","","33.1",",,,0","0",",,,0","","","23.13","1,,,0","",""
"USC00293182","2009-06","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","","","6",",0","2",",0","0",",0","0",",0","0",",0","","","","","0",",0","26",",0","0",",0","2","","","","0",",,0,30,+","0",",,0,30,+","10.4",",,0,10,","30.6",",0,23,","","","22.8",",,,0","0",",,,0","","","24.55",",,,0","",""
"USC00293182","2009-07","34.67917","-108.72306","2130.6","FENCE LAKE 2, NM US","","","","","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","0","1,0","30","1,0","4","1,0","8","","","","0",",,0,31,+","0",",,0,31,+","4.3",",,0,04,","33.9","1,0,18,","","","13.5",",,,0","0",",,,0","","","29.93","1,,,0","",""
