"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GMM00010582","1991-11","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","14","2,S","8","2,S","0","2,S","","","","","","","","","","","9.1","2,,S,21,","","","49.3","2,,,S","",""
"GMM00010582","1991-12","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","17",",S","12",",S","0",",S","26","1,","","","","","","","429","1,,S,30,+","21.8",",,S,23,","","","143.5",",,,S","",""
"GMM00010582","1992-01","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","11",",S","5",",S","0",",S","30","1,","15","4,S","0","4,S","0","4,S","460","1,,S,05,","19.3",",,S,19,","6.8","4,S,09,","56.1",",,,S","0.16","4,,,S"
"GMM00010582","1992-02","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","19",",S","10",",S","0",",S","29",",","","","","","","","569",",,S,23,","17.0",",,S,07,","","","91.0",",,,S","",""
"GMM00010582","1992-03","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","19",",S","13",",S","0",",S","31",",","9","2,S","0","2,S","0","2,S","450",",,S,17,","20.1",",,S,07,","7.4","2,S,05,","120.8",",,,S","2.48","2,,,S"
"GMM00010582","1992-04","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","13",",S","5",",S","1",",S","","","1",",S","1",",S","0",",S","","","38.4",",,S,29,","21.2",",S,25,","67.3",",,,S","8.09",",,,S"
"GMM00010582","1992-05","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","7","1,S","4","1,S","0","1,S","","","0","1,S","0","1,S","0","1,S","","","16.5","1,,S,12,","20.3","1,S,16,","31.5","1,,,S","15.28","1,,,S"
"GMM00010582","1992-06","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","12","1,S","8","1,S","0","1,S","","","0","3,S","3","3,S","0","3,S","","","23.4","1,,S,09,","22.4","3,S,30,","79.2","1,,,S","18.11","3,,,S"
"GMM00010582","1992-07","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","13",",S","9",",S","3",",S","","","0","1,S","12","1,S","0","1,S","","","61.7",",,S,07,","26.2","1,S,21,","163.8",",,,S","20.10","1,,,S"
"GMM00010582","1992-08","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","14",",S","9",",S","2",",S","","","0","3,S","13","3,S","0","3,S","","","35.6",",,S,21,","28.4","3,S,09,","128.5",",,,S","21.14","3,,,S"
"GMM00010582","1992-09","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","12",",S","7",",S","0",",S","","","0",",S","0",",S","0",",S","","","24.9",",,S,06,","17.8",",S,28,","77.9",",,,S","13.92",",,,S"
"GMM00010582","1992-10","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","14",",S","9",",S","0",",S","","","1","2,S","0","2,S","0","2,S","","","15.5",",,S,26,","16.0","2,S,06,","58.1",",,,S","5.80","2,,,S"
"GMM00010582","1992-11","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","21",",S","13",",S","0",",S","","","7","4,S","0","4,S","0","4,S","","","12.2",",,S,12,","14.0","4,S,07,","86.4",",,,S","3.15","4,,,S"
"GMM00010582","1992-12","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","9",",S","4",",S","0",",S","20","1,","21","3,S","0","3,S","0","3,S","231","1,,S,14,","10.9",",,S,13,","5.2","3,S,03,","42.0",",,,S","-1.57","3,,,S"
"GMM00010582","2003-06","50.733","13.75","882.0","ZINNWALD GEORGENFE, GM","8","3,S","5","3,S","0","3,S","","","0","2,S","12","2,S","0","2,S","","","14.5","3,,S,13,","26.2","2,S,12,","40.4","3,,,S","20.04","2,,,S"
