"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FJM00091683","1979-02","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","5","3,S","0","3,S","0","3,S","","","","","","","","","","","","","2.0","3,,S,14,+","","","6.0","3,,,S","","","",""
"FJM00091683","1979-03","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","10",",S","6",",S","0",",S","","","","","","","","","","","","","17.0",",,S,05,+","","","62.6",",,,S","","","",""
"FJM00091683","1979-04","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","15","3,S","13","3,S","6","3,S","","","","","","","","","","","","","119.9","3,,S,27,","","","343.7","3,,,S","","","",""
"FJM00091683","1979-06","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","16","2,S","8","2,S","3","2,S","","","","","","","","","","","","","59.9","2,,S,28,+","","","196.7","2,,,S","","","",""
"FJM00091683","1979-07","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","12","4,S","3","4,S","0","4,S","","","","","","","","","","","","","23.1","4,,S,17,","","","58.1","4,,,S","","","",""
"FJM00091683","1979-08","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","11","1,S","7","1,S","1","1,S","","","","","","","","","","","","","37.1","1,,S,27,","","","89.4","1,,,S","","","",""
"FJM00091683","1979-10","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","12","1,S","5","1,S","0","1,S","","","","","","","","","","","","","11.9","1,,S,18,","","","43.4","1,,,S","","","",""
"FJM00091683","1979-11","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","15",",S","10",",S","2",",S","","","","","","","","","","","","","49.0",",,S,27,","","","145.1",",,,S","","","",""
"FJM00091683","1980-01","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","15","5,S","11","5,S","1","5,S","","","","","","","","","","","","","26.9","5,,S,15,","","","135.0","5,,,S","","","",""
"FJM00091683","1980-02","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","16","5,S","11","5,S","1","5,S","","","","","","","","","","","","","27.9","5,,S,14,","","","122.7","5,,,S","","","",""
"FJM00091683","1980-03","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","24","3,S","13","3,S","5","3,S","","","","","","","","","","","","","80.0","3,,S,19,","","","338.6","3,,,S","","","",""
"FJM00091683","1980-05","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","17","1,S","5","1,S","0","1,S","","","","","","","","","","","","","11.9","1,,S,13,","","","38.4","1,,,S","","","",""
"FJM00091683","1980-08","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","19","1,S","13","1,S","0","1,S","","","","","","","","","","","","","11.9","1,,S,19,","","","92.7","1,,,S","","","",""
"FJM00091683","1980-09","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","19","2,S","16","2,S","4","2,S","","","","","","","","","","","","","89.9","2,,S,25,","","","327.2","2,,,S","","","",""
"FJM00091683","1980-10","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","20",",S","15",",S","4",",S","","","","","","","","","","","","","220.0",",,S,20,","","","512.5",",,,S","","","",""
"FJM00091683","1980-11","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","20",",S","11",",S","4",",S","","","","","","","","","","","","","160.0",",,S,26,","","","421.1",",,,S","","","",""
"FJM00091683","1980-12","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","12","5,S","5","5,S","0","5,S","","","","","","","","","","","","","14.0","5,,S,28,","","","46.4","5,,,S","","","",""
"FJM00091683","1981-01","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","23",",S","14",",S","5",",S","","","","","","","","","","","","","70.1",",,S,08,","","","327.5",",,,S","","","",""
"FJM00091683","1981-02","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","19","1,S","14","1,S","4","1,S","","","","","","","","","","","","","52.1","1,,S,02,","","","248.1","1,,,S","","","",""
"FJM00091683","1981-03","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","17","3,S","11","3,S","0","3,S","","","","","","","","","","","","","16.0","3,,S,24,","","","84.3","3,,,S","","","",""
"FJM00091683","1981-04","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","16","4,S","13","4,S","2","4,S","","","","","","","","","","","","","70.1","4,,S,13,","","","243.5","4,,,S","","","",""
"FJM00091683","1981-06","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","10","2,S","7","2,S","0","2,S","","","","","","","","","","","","","23.9","2,,S,20,","","","78.3","2,,,S","","","",""
"FJM00091683","1981-07","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","9","4,S","2","4,S","0","4,S","","","","","","","","","","","","","5.1","4,,S,20,","","","16.0","4,,,S","","","",""
"FJM00091683","1981-08","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","11","1,S","4","1,S","2","1,S","","","","","","","","","","","","","39.9","1,,S,08,","","","97.0","1,,,S","","","",""
"FJM00091683","1981-10","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","16",",S","12",",S","1",",S","","","","","","","","","","","","","40.9",",,S,07,","","","126.5",",,,S","","","",""
"FJM00091683","1981-11","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","17",",S","10",",S","5",",S","","","","","","","","","","","","","140.0",",,S,23,","","","359.3",",,,S","","","",""
"FJM00091683","1981-12","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","20",",S","9",",S","0",",S","","","","","","","","","","","","","20.1",",,S,14,","","","103.4",",,,S","","","",""
"FJM00091683","1982-01","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","26",",S","18",",S","11",",S","","","","","","","","","","","","","278.9",",,S,24,","","","1143.8",",,,S","","","",""
"FJM00091683","1982-03","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","25","2,S","19","2,S","5","2,S","","","","","","","","","","","","","99.1","2,,S,05,","","","375.6","2,,,S","","","",""
"FJM00091683","1982-04","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","19","5,S","13","5,S","6","5,S","","","","","","","","","","","","","132.1","5,,S,19,","","","495.3","5,,,S","","","",""
"FJM00091683","1982-05","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","12","3,S","7","3,S","1","3,S","","","","","","","","","","","","","87.9","3,,S,21,","","","163.0","3,,,S","","","",""
"FJM00091683","1982-06","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","12","1,S","9","1,S","4","1,S","","","","","","","","","","","","","71.1","1,,S,16,","","","247.5","1,,,S","","","",""
"FJM00091683","1982-07","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","15","5,S","9","5,S","1","5,S","","","","","","","","","","","","","66.0","5,,S,01,","","","138.7","5,,,S","","","",""
"FJM00091683","1982-08","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","19",",S","12",",S","2",",S","","","","","","","","","","","","","83.1",",,S,23,","","","211.8",",,,S","","","",""
"FJM00091683","1982-09","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","11","3,S","5","3,S","2","3,S","","","","","","","","","","","","","43.9","3,,S,17,","","","91.5","3,,,S","","","",""
"FJM00091683","1982-10","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","10","4,S","5","4,S","1","4,S","","","","","","","","","","","","","32.0","4,,S,08,","","","52.9","4,,,S","","","",""
"FJM00091683","1982-11","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","20","2,S","15","2,S","2","2,S","","","","","","","","","","","","","86.1","2,,S,28,","","","211.9","2,,,S","","","",""
"FJM00091683","1982-12","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","12","5,S","5","5,S","1","5,S","","","","","","","","","","","","","34.0","5,,S,30,","","","80.3","5,,,S","","","",""
"FJM00091683","1983-01","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","17","2,S","12","2,S","2","2,S","","","","","","","","","","","","","57.9","2,,S,02,","","","183.7","2,,,S","","","",""
"FJM00091683","1983-02","-18.043","178.559","5.2","NAUSORI INTERNATIONAL, FJ","20","5,S","11","5,S","3","5,S","","","","","","","","","","","","","96.3","5,,S,19,","","","303.2","5,,,S","","","",""
