"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00341266","2009-02","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","8.3",",0","3","2,0","2","2,0","0","2,0","0",",0","0",",0","0",",0","11",",0","0",",0","12",",0","1",",0","-7.2",",0,22,","0",",,0,28,+","0",",,0,28,+","20.1","2,,0,10,","32.2",",0,26,","","","  15.6",",,,0,3,2","214.4",",0","  24.4",",,,0,3,2","   3.3",",,,0,3,2","  10.0",",,,0,3,2","   7.8",",,,0,3,2","  15.1",",,,0,3,2","39.7",",a,,0","0",",,,0","10.97",",0","18.60",",,,0","3.35",",,,0"
"USC00341266","2009-03","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","23.1",",0","7","2,0","7","2,0","0","2,0","0",",0","0",",0","0",",0","5",",0","0",",0","16",",0","0",",0","-7.2",",0,02,","0",",,0,31,+","0",",,0,31,+","10.9","2,,0,11,","31.1",",0,05,","","","  17.8",",,,0,3,2","171.6",",0","  24.4",",,,0,3,2","   3.9",",,,0,3,2","   8.3",",,,0,3,2","  11.2",",,,0,3,2","  18.1",",,,0,3,2","48.0",",a,,0","0",",,,0","13.54",",0","19.95",",,,0","7.14",",,,0"
"USC00341266","2009-04","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","37.2","1,0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0","1,0","22","1,0","1","1,0","-7.2",",0,07,","0",",,0,30,+","0",",,0,30,+","315.5",",,0,29,","33.3","1,0,22,","","","  21.1",",,,0,3,2","88.1","1,0","  28.3",",,,0,3,2","   6.7",",,,0,3,2","  16.7",",,,0,3,2","  13.9",",,,0,3,2","  21.9",",,,0,3,2","390.2",",,,0","0",",,,0","16.50","1,0","23.71","1,,,0","9.30",",,,0"
"USC00341266","2009-05","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","78.6",",0","17",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","7.8",",0,17,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,11,","33.9",",0,31,","","","  23.9",",,,0,3,2","26.4",",0","  35.0",",,,0,3,2","  14.4",",,,0,3,2","  18.3",",,,0,3,2","  19.0",",,,0,3,2","  27.3",",,,0,3,2","124.8",",,,0","0",",,,0","20.02",",0","26.09",",,,0","13.94",",,,0"
"USC00341266","2009-06","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","264.2",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","11.7",",0,05,","0",",,0,30,+","0",",,0,30,+","29.7",",,0,13,","39.4",",0,27,","","","  30.0",",,,0,3,2","0.0",",0","  41.1",",,,0,3,2","  20.0",",,,0,3,2","  26.1",",,,0,3,2","  26.0",",,,0,3,2","  35.7",",,,0,3,2","63.3",",,,0","0",",,,0","27.14",",0","33.46",",,,0","20.82",",,,0"
"USC00341266","2009-07","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","300.8",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","17.8",",0,23,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,27,","39.4",",0,14,+","0.0","0","","","0.0",",0","","","","","","","","","","","84.5",",,,0","0",",,,0","28.04",",0","34.52",",,,0","21.55",",,,0"
"USC00341266","2009-08","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","284.4",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","13.3",",0,31,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,27,","40.0",",0,25,","0.0","0","  29.4",",,,0,3,2","0.0",",0","  39.4",",,,0,3,2","  21.7",",,,0,3,2","  30.6",",,,0,3,2","  26.4",",,,0,3,2","  35.9",",,,0,3,2","58.5",",,,0","0",",,,0","27.51",",0","34.31",",,,0","20.70",",,,0"
"USC00341266","2009-09","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","130.4",",0","12",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","7.8",",0,29,+","0",",,0,30,+","0",",,0,30,+","74.2",",,0,10,","35.6",",0,08,","12.4","0","  26.1",",,,0,3,2","12.4",",0","  36.1",",,,0,3,2","  15.0",",,,0,3,2","  20.0",",,,0,3,2","  21.2",",,,0,3,2","  27.9",",,,0,3,2","181.2",",,,0","0",",,,0","22.27",",0","28.08",",,,0","16.45",",,,0"
"USC00341266","2009-10","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","10.9",",0","22",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","1.7",",0,31,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,21,","31.7",",0,01,","139.7","0","  18.9",",,,0,3,2","127.3",",0","  27.8",",,,0,3,2","   8.9",",,,0,3,2","  15.0",",,,0,3,2","  14.2",",,,0,3,2","  19.7",",,,0,3,2","204.0",",,,0","0",",,,0","14.58",",0","20.25",",,,0","8.91",",,,0"
"USC00341266","2009-11","33.89361","-97.26917","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","1.5",",0","7","1,0","1","1,0","0","1,0","0","1,0","0","1,0","0",",0","5",",0","0",",0","16",",0","0",",0","-3.3",",0,26,","0","1,,0,30,+","0","1,,0,30,+","3.6","1,,0,29,","25.6",",0,06,+","297.9","0","  16.1",",,,0,3,2","158.2",",0","  22.2",",,,0,3,2","   5.6",",,,0,3,2","  13.3",",,,0,3,2","  10.8",",,,0,3,2","  17.9",",,,0,3,2","6.1","1,,,0","0","1,,,0","13.11",",0","20.70",",,,0","5.52",",,,0"
