"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00028686","1903-08","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","518.8",",6","2",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","22.8",",6,28,","","","","","0.8",",,6,20,","46.1",",6,19,+","0.0",",6","1.1",",,,6","","","35.07",",6","42.83",",,,6","27.31",",,,6"
"USC00028686","1903-09","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","306.7",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","24",",6","","","13.3",",6,17,+","","","","","17.8",",,6,30,","45.0",",6,04,","0.0",",6","25.4",",,,6","","","28.56",",6","36.58",",,,6","20.53",",,,6"
"USC00028686","1903-10","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","119.8",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","15",",6","","","6.7",",6,31,","","","0",",,6,31,+","0.0",",T,6,01,","35.0",",6,08,","3.9",",6","0.0",",T,,6","0",",,,6","22.07",",6","30.95",",,,6","13.20",",,,6"
"USC00028686","1903-11","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","2.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0","1,6","0","1,6","0",",6","27",",6","0",",6","","","3.9","1,6,19,","","","0",",,6,30,+","0.0",",,6,30,+","29.4",",6,07,","62.0",",6","0.0",",,,6","0",",,,6","16.25","1,6","24.98",",,,6","7.51","1,,,6"
"USC00028686","1903-12","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","2",",6","0",",6","","","-1.7",",6,29,+","","","0",",,6,31,+","0.0",",,6,31,+","26.7",",6,01,","246.5",",6","0.0",",,,6","0",",,,6","10.38",",6","18.58",",,,6","2.18",",,,6"
"USC00028686","1948-07","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1","","","","0",",,0,31,+","0",",,0,31,+","2.5",",,0,22,","","","","","2.5",",,,0","0",",,,0","","","","","",""
"USC00028686","1948-08","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","5.1",",,0,06,","","","","","5.1",",,,0","0",",,,0","","","","","",""
"USC00028686","1948-09","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","2","1,0","1","1,0","0","1,0","0","1,0","0","1,0","","","","","","","","","","","","","","","0","1,,0,30,+","0","1,,0,30,+","3.8","1,,0,16,","","","","","4.3","1,,,0","0","1,,,0","","","","","",""
"USC00028686","1948-10","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","10.9",",,0,18,","","","","","11.4",",,,0","0",",,,0","","","","","",""
"USC00028686","1948-11","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","5.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","2.2",",0,20,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","27.8",",0,02,","116.8",",0","0.0",",,,0","0",",,,0","14.64",",0","21.22",",,,0","8.05",",,,0"
"USC00028686","1948-12","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","0.6",",0,24,+","0",",,0,31,+","0",",,0,31,+","6.9",",,0,27,","21.1",",0,14,+","244.6",",0","16.3",",,,0","0",",,,0","10.44",",0","16.15",",,,0","4.73",",,,0"
"USC00028686","1949-01","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","7",",0","5",",0","1",",0","","","2",",0","","","","","","","","","","","","","","","","","152",",,0,12,","58.4",",,0,12,","","","","","95.4",",,,0","177",",,,0","","","","","",""
