"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00028491","1936-01","56.933","72.667","87.0","BOL SIE UKI, RS","9",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","1.9",",,I,25,","","","8.5",",,,I","","","","","",""
"RSM00028491","1936-02","56.933","72.667","87.0","BOL SIE UKI, RS","8",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","8.2",",,I,13,","","","18.9",",,,I","","","","","",""
"RSM00028491","1936-03","56.933","72.667","87.0","BOL SIE UKI, RS","13",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","2.3",",,I,31,","","","15.9",",,,I","","","","","",""
"RSM00028491","1936-04","56.933","72.667","87.0","BOL SIE UKI, RS","7",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","3.2",",,I,14,","","","8.7",",,,I","","","","","",""
"RSM00028491","1936-05","56.933","72.667","87.0","BOL SIE UKI, RS","8",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","4.6",",,I,16,","","","20.5",",,,I","","","","","",""
"RSM00028491","1936-06","56.933","72.667","87.0","BOL SIE UKI, RS","8",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","13.8",",,I,11,","","","30.3",",,,I","","","","","",""
"RSM00028491","1936-07","56.933","72.667","87.0","BOL SIE UKI, RS","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","13.3",",,I,08,","","","23.3",",,,I","","","","","",""
"RSM00028491","1936-08","56.933","72.667","87.0","BOL SIE UKI, RS","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","14.6",",,I,17,","","","41.2",",,,I","","","","","",""
"RSM00028491","1936-09","56.933","72.667","87.0","BOL SIE UKI, RS","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","7.2",",,I,08,","","","25.8",",,,I","","","","","",""
"RSM00028491","1936-10","56.933","72.667","87.0","BOL SIE UKI, RS","9",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","11.6",",,I,21,","","","23.4",",,,I","","","","","",""
"RSM00028491","1936-11","56.933","72.667","87.0","BOL SIE UKI, RS","15",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","4.7",",,I,06,","","","31.5",",,,I","","","","","",""
"RSM00028491","1936-12","56.933","72.667","87.0","BOL SIE UKI, RS","16",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","1.6",",,I,31,+","","","12.3",",,,I","","","","","",""
"RSM00028491","1937-01","56.933","72.667","87.0","BOL SIE UKI, RS","8",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","1.2",",,I,26,","","","6.7",",,,I","","","","","",""
"RSM00028491","1937-02","56.933","72.667","87.0","BOL SIE UKI, RS","4",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","3.5",",,I,01,","","","8.3",",,,I","","","","","",""
"RSM00028491","1937-03","56.933","72.667","87.0","BOL SIE UKI, RS","10",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","2.8",",,I,12,","","","13.1",",,,I","","","","","",""
"RSM00028491","1937-04","56.933","72.667","87.0","BOL SIE UKI, RS","8",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","10.0",",,I,24,","","","16.3",",,,I","","","","","",""
"RSM00028491","1937-05","56.933","72.667","87.0","BOL SIE UKI, RS","12",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","10.3",",,I,09,","","","21.0",",,,I","","","","","",""
"RSM00028491","1937-06","56.933","72.667","87.0","BOL SIE UKI, RS","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","7.5",",,I,19,","","","31.3",",,,I","","","","","",""
"RSM00028491","1937-07","56.933","72.667","87.0","BOL SIE UKI, RS","10",",I","5",",I","1",",I","","","","","","","","","","","","","","","","","25.9",",,I,23,","","","51.9",",,,I","","","","","",""
"RSM00028491","1937-08","56.933","72.667","87.0","BOL SIE UKI, RS","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","3.8",",,I,01,","","","18.6",",,,I","","","","","",""
