"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00298095","1948-12","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","0.0","3,0","7","3,0","6","3,0","0","3,0","0","3,0","0","3,0","0","3,0","17","3,0","0","3,0","0","3,0","0","3,0","3","","","","-7.2","3,0,05,","0","3,,0,31,+","0","3,,0,31,+","23.6","3,,0,26,","18.3","3,0,13,","","","","","366.1","3,0","69.8","3,,,0","0","3,,,0","5.26","3,0","11.02","3,,,0","-0.50","3,,,0"
"USC00298095","1949-01","32.8","-108.06667","1925.1","SANTA RITA, NM US","0.0","0","0.0","3,0","13","1,0","8","1,0","0","1,0","","","","","1","3,0","24","3,0","7",",0","0",",0","0",",0","11","","","","-18.3","3,0,04,","","","","","20.8","1,,0,14,","8.9",",0,15,+","","","","","563.6",",0","91.6","1,,,0","","","-1.61","3,0","3.84",",,,0","-7.05","3,,,0"
"USC00298095","1949-02","32.8","-108.06667","1925.1","SANTA RITA, NM US","0.0","0","0.0","4,0","2",",0","2",",0","0",",0","0",",0","0",",0","0","4,0","21","4,0","0","4,0","0","4,0","0","4,0","","","","","-10.0","4,0,01,","0",",,0,28,+","0",",T,0,15,+","22.1",",,0,12,","18.3","4,0,24,","","","","","366.0","4,0","28.5",",,,0","0",",T,,0","3.08","4,0","9.89","4,,,0","-3.72","4,,,0"
"USC00298095","1949-03","32.8","-108.06667","1925.1","SANTA RITA, NM US","0.0","0","0.0","1,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","14","1,0","0",",0","1",",0","0",",0","","","","","-2.2","1,0,30,+","0",",T,0,25,+","0",",T,0,30,+","4.1",",,0,26,+","21.1",",0,19,","","","","","312.5",",0","9.3",",,,0","0",",T,,0","7.98","1,0","14.88",",,,0","1.09","1,,,0"
"USC00298095","1949-04","32.8","-108.06667","1925.1","SANTA RITA, NM US","4.1","0","4.1",",0","4",",0","2",",0","0",",0","0",",0","1","2,0","0",",0","6",",0","0",",0","12",",0","0",",0","","","","","-3.3",",0,11,+","0",",,0,30,+","76","2,,0,02,","9.7",",,0,02,","27.2",",0,28,+","","","","","188.9",",0","16.1",",,,0","76","2,,,0","12.17",",0","19.17",",,,0","5.17",",,,0"
"USC00298095","1949-05","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","0","1,0","26","1,0","0","1,0","","","1","","","","0",",,0,31,+","0",",T,0,10,","5.3",",,0,11,","30.6","1,0,26,+","27.3","1,,,0","","","","","5.6",",,,0","0",",T,,0","","","24.33","1,,,0","",""
"USC00298095","1949-06","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","90.4",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","5","","9.4",",0,06,+","0",",,0,30,+","0",",T,0,11,","6.6",",,0,21,","33.3",",0,18,+","","","","","1.7",",0","16.8",",,,0","0",",T,,0","21.29",",0","28.77",",,,0","13.81",",,,0"
"USC00298095","1949-07","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","143.0",",0","17",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","1","","13.9",",0,27,+","0",",,0,31,+","0",",T,0,16,+","18.8",",,0,16,","32.2",",0,29,+","205.1","4,,,0","0.0","0","0.0",",0","86.7",",,,0","0",",T,,0","22.95",",0","29.20",",,,0","16.69",",,,0"
"USC00298095","1949-08","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","112.9","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","2",",0","","","","","12.8","1,0,07,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,04,","32.2",",0,30,+","230.5","3,,,0","0.6","0","0.6",",0","27.2",",,,0","0",",,,0","22.04","1,0","28.67",",,,0","15.42","1,,,0"
"USC00298095","1949-09","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","50.7",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","9.4",",0,25,","0",",,0,30,+","0",",,0,30,+","88.9",",,0,15,","31.7",",0,01,","192.7","2,,,0","7.1","0","6.5",",0","140.7",",,,0","0",",,,0","19.81",",0","26.25",",,,0","13.37",",,,0"
"USC00298095","1949-11","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","","","0.0",",0,13,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","23.9",",0,25,","138.6",",,,0","","","208.5",",0","0.0",",,,0","0",",,,0","11.38",",0","19.40",",,,0","3.36",",,,0"
"USC00298095","1949-12","32.8","-108.06667","1925.1","SANTA RITA, NM US","","","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","0",",0","0",",0","","","","","-10.6",",0,22,","0",",T,0,21,+","10",",,0,21,","7.1",",,0,11,","17.8",",0,07,+","","","","","462.3",",0","18.1",",,,0","10",",,,0","3.42",",0","10.29",",,,0","-3.45",",,,0"
"USC00298095","1950-01","32.8","-108.06667","1925.1","SANTA RITA, NM US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","3",",0","0",",0","","","","","-10.0",",0,06,","0",",,0,31,+","0",",T,0,26,","5.8",",,0,02,","22.2",",0,22,","","","","","433.2",",0","9.2",",,,0","0",",T,,0","4.36",",0","11.27",",,,0","-2.55",",,,0"
"USC00298095","1950-02","32.8","-108.06667","1925.1","SANTA RITA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0","2,0","0","2,0","0",",0","12",",0","0",",0","0",",0","0",",0","","","","","-3.3",",0,14,","0","2,,0,28,+","0","2,,0,28,+","8.4",",,0,26,","19.4",",0,07,+","","","","","295.3",",0","9.4",",,,0","0","2,,,0","7.79",",0","14.82",",,,0","0.75",",,,0"
"USC00298095","1950-03","32.8","-108.06667","1925.1","SANTA RITA, NM US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0","4,0","0","3,0","0",",0","11",",0","0",",0","4",",0","0",",0","","","","","-4.4",",0,26,","0","4,,0,31,+","0","3,,0,31,+","4.1",",,0,26,","21.7",",0,31,","","","","","281.0",",0","9.0",",,,0","0","3,,,0","9.27",",0","16.67",",,,0","1.86",",,,0"
"USC00298095","1950-04","32.8","-108.06667","1925.1","SANTA RITA, NM US","1.7","0","1.7","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","22",",0","0",",0","","","","","2.2","1,0,13,+","0",",,0,30,+","0",",T,0,13,","4.6",",,0,13,","27.8",",0,22,","","","","","114.5",",0","4.6",",,,0","0",",T,,0","14.44","1,0","21.70",",,,0","7.18","1,,,0"
"USC00298095","1950-05","32.8","-108.06667","1925.1","SANTA RITA, NM US","11.5","0","9.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","2.8",",0,06,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,26,","30.6",",0,31,","","","","","67.3",",0","0.5",",,,0","0",",,,0","16.48",",0","23.83",",,,0","9.13",",,,0"
"USC00298095","1950-06","32.8","-108.06667","1925.1","SANTA RITA, NM US","142.2","0","130.7","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","16","1,0","","","","","10.6",",0,08,","0",",,0,30,+","0",",,0,30,+","3.3",",,0,23,","34.4","1,0,18,","282.0","5,,,0","","","0.2","1,0","7.1",",,,0","0",",,,0","22.82","1,0","30.72","1,,,0","14.91",",,,0"
