"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00128212","2009-09","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","9",",0","3",",0","0",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","7.9",",,0,23,","19.4",",,,0","0",",,,0"
"USC00128212","2009-10","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","17",",0","13",",0","2",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","25.4",",,0,31,+","149.7",",,,0","0",",,,0"
"USC00128212","2009-11","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","9",",0","7",",0","0",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","11.4",",,0,25,","37.7",",,,0","0",",,,0"
"USC00128212","2009-12","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","18",",0","7",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","15.2",",,0,25,","56.9",",,,0","0",",,,0"
"USC00128212","2010-01","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","17",",0","5",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","10.2",",,0,02,","46.3",",,,0","0",",,,0"
"USC00128212","2010-02","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","14",",0","5",",0","0",",0","0",",0","0",",0","","","0",",,0,28,+","0",",,0,28,+","15.5",",,0,22,","45.1",",,,0","0",",,,0"
"USC00128212","2010-03","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","9",",0","4",",0","1",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","26.4",",,0,12,","45.7",",,,0","0",",,,0"
"USC00128212","2010-04","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","12",",0","7",",0","0",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","15.2",",,0,08,","58.4",",,,0","0",",,,0"
"USC00128212","2010-05","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","15",",0","10",",0","1",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","26.2",",,0,08,","125.1",",,,0","0",",,,0"
"USC00128212","2010-06","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","17",",0","12",",0","1",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","35.1",",,0,24,","171.1",",,,0","0",",,,0"
"USC00128212","2010-07","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","12",",0","5",",0","1",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","77.0",",,0,24,","116.6",",,,0","0",",,,0"
"USC00128212","2010-08","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","10",",0","5",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","11.7",",,0,21,","33.8",",,,0","0",",,,0"
"USC00128212","2010-09","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","9",",0","6",",0","1",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","26.9",",,0,03,","55.5",",,,0","0",",,,0"
"USC00128212","2010-10","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","9",",0","4",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","18.3",",,0,25,","43.5",",,,0","0",",,,0"
"USC00128212","2010-11","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","9",",0","6",",0","0",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","20.8",",,0,23,","64.1",",,,0","0",",,,0"
"USC00128212","2010-12","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","17",",0","4",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","13.2",",,0,12,","35.0",",,,0","0",",,,0"
"USC00128212","2011-01","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","17",",7","7",",7","0",",7","","","","","","","","","","","17.0",",,7,08,","59.8",",,,7","",""
"USC00128212","2011-02","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","13","1,7","4","1,7","1","1,7","","","","","","","","","","","25.4","1,,7,21,","68.2","1,,,7","",""
"USC00128212","2011-03","41.7202","-86.2691","204.2","SOUTH BEND WWTP, IN US","9",",7","6",",7","0",",7","","","","","","","","","","","20.3",",,7,05,","57.5",",,,7","",""
