"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097760","1997-11","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","","","","","","","22.1","5,S,28,","","","","","","","","","24.29","5,,,S"
"IDM00097760","1998-06","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","","","","","","","23.0","5,S,10,","","","","","","","","","24.51","5,,,S"
"IDM00097760","1998-10","-3.645","133.696","5.8","KAIMANA, ID","","","0","2,S","0","2,S","0","5,S","26","5,S","7","5,S","22.8","2,S,31,","34.3","5,S,18,","","","27.96","7,S","31.59","5,,,S","24.33","2,,,S"
"IDM00097760","2001-05","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,S","0","4,S","","","","","","","23.6","4,S,17,+","","","","","","","","","24.52","4,,,S"
"IDM00097760","2001-10","-3.645","133.696","5.8","KAIMANA, ID","","","0","2,S","0","2,S","0","4,S","27","4,S","6","4,S","23.2","2,S,13,+","32.7","4,S,17,","","","27.97","6,S","31.63","4,,,S","24.31","2,,,S"
"IDM00097760","2003-08","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","","","","","","","21.8","5,S,06,","","","","","","","","","23.85","5,,,S"
"IDM00097760","2006-10","-3.645","133.696","5.8","KAIMANA, ID","","","0","2,S","0","2,S","","","","","","","22.3","2,S,03,","","","","","","","","","23.78","2,,,S"
"IDM00097760","2007-04","-3.645","133.696","5.8","KAIMANA, ID","","","0","3,S","0","3,S","0","5,S","25","5,S","8","5,S","22.6","3,S,16,","35.0","5,S,05,","","","27.90","7,S","31.78","5,,,S","24.01","3,,,S"
"IDM00097760","2007-05","-3.645","133.696","5.8","KAIMANA, ID","250.8","4,S","0","2,S","0","2,S","0","4,S","27","4,S","4","4,S","22.8","2,S,11,","32.9","4,S,10,","0.0","4,S","27.62","4,S","31.30","4,,,S","23.94","2,,,S"
"IDM00097760","2010-05","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","0","2,S","29","2,S","6","2,S","22.0","5,S,21,+","32.8","2,S,07,+","","","27.24","7,S","31.16","2,,,S","23.32","5,,,S"
