"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00115498","1940-08","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","16",",6","9",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","27.2",",,6,25,","136.2",",,,6","0",",,,6","",""
"USC00115498","1940-09","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","3.3",",,6,24,","3.8",",,,6","0",",,,6","",""
"USC00115498","1940-10","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","19.1",",,6,14,","65.3",",,,6","0",",,,6","",""
"USC00115498","1940-11","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","13.7",",,6,11,","33.5",",,,6","","","",""
"USC00115498","1940-12","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","7",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","20",",,6,12,+","14.7",",,6,16,","28.8",",,,6","53",",,,6","",""
"USC00115498","1941-01","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","7",",6","5",",6","0",",6","","","2",",6","","","","","","","","","","","","","102",",,6,17,","18.8",",,6,17,","69.8",",,,6","178",",,,6","",""
"USC00115498","1941-02","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","4",",6","3",",6","0",",6","","","2",",6","","","","","","","","","","","","","64",",,6,27,","12.2",",,6,13,","20.8",",,,6","102",",,,6","",""
"USC00115498","1941-03","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","23.4",",,6,11,","65.6",",,,6","","","",""
"USC00115498","1941-04","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","12",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","20.8",",,6,16,","69.1",",,,6","","","",""
"USC00115498","1941-05","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","23.9",",,6,31,","60.9",",,,6","","","",""
"USC00115498","1941-06","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","10",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","21.3",",,6,11,","95.9",",,,6","","","",""
"USC00115498","1941-07","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","20.3",",,6,10,","71.0",",,,6","","","",""
"USC00115498","1941-08","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","32.0",",,6,11,","100.9",",,,6","","","",""
"USC00115498","1941-09","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","9",",6","7",",6","4",",6","","","0",",6","","","","","1","","","","","","","","0",",,6,30,+","52.8",",,6,09,","193.8",",,,6","0",",,,6","",""
"USC00115498","1941-10","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","12",",6","11",",6","1",",6","","","0",",6","","","","","","","1","","","","","","0",",,6,31,+","34.0",",,6,22,","196.9",",,,6","0",",,,6","",""
"USC00115498","1941-11","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","8",",6","4",",6","0",",6","","","1",",6","0","5,6","16","5,6","","","","","-12.8","5,6,24,","","","51",",,6,23,","21.6",",,6,01,","58.7",",,,6","51",",,,6","-1.31","5,,,6"
"USC00115498","1941-12","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","9",",6","6",",6","0",",6","","","5",",6","","","","","","","","","","","","","66",",,6,26,","13.2",",,6,26,","42.9",",,,6","197",",,,6","",""
"USC00115498","1942-01","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","3",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","","","91",",,6,01,","18.3",",,6,01,","29.8",",,,6","198",",,,6","",""
"USC00115498","1942-02","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","4","1,6","2","1,6","0","1,6","20",",6","3",",6","","","","","","","","","","","127",",,6,14,+","76",",,6,10,","3.8","1,,6,14,","11.0","1,,,6","168",",,,6","",""
"USC00115498","1942-03","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","23.9",",,6,17,","73.8",",,,6","","","",""
"USC00115498","1942-04","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","4.3",",,6,07,","12.5",",,,6","0",",,,6","",""
"USC00115498","1942-05","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","12",",6","12",",6","1",",6","","","","","","","","","","","","","","","","","","","34.5",",,6,31,","138.1",",,,6","","","",""
"USC00115498","1942-06","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","39.4",",,6,20,","103.4",",,,6","","","",""
"USC00115498","1942-07","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","9",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","43.2",",,6,27,","69.0",",,,6","","","",""
"USC00115498","1942-08","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","9",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","30.0",",,6,08,","104.1",",,,6","","","",""
"USC00115498","1942-09","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","10",",6","9",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,25,","39.4",",,6,07,","139.5",",,,6","0",",T,,6","",""
"USC00115498","1942-10","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","12",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","17.0",",,6,05,","53.0",",,,6","0",",,,6","",""
"USC00115498","1942-11","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","12",",6","8",",6","1",",6","","","3",",6","","","","","","","","","","","","","99",",,6,29,","33.8",",,6,09,","82.8",",,,6","149",",,,6","",""
"USC00115498","1942-12","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","10",",6","5",",6","1",",6","28",",6","3",",6","","","","","","","","","","","152",",,6,22,+","61",",,6,17,","27.9",",,6,27,","47.1",",,,6","165",",,,6","",""
"USC00115498","1943-01","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","13",",6","9",",6","0",",6","29",",6","10",",6","","","","","","","","","","","381",",,6,31,","91",",,6,18,","9.7",",,6,18,","57.6",",,,6","625",",,,6","",""
"USC00115498","1943-02","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","5",",6","4",",6","0",",6","22","3,6","2",",6","","","","","","","","","","","381","3,,6,01,","38",",,6,24,+","8.9",",,6,24,","30.0",",,,6","84",",,,6","",""
"USC00115498","1943-03","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","6",",6","5",",6","1",",6","","","3",",6","","","","","","","","","","","","","109",",,6,06,","29.0",",,6,15,","51.9",",,,6","246",",,,6","",""
"USC00115498","1943-04","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","12",",6","8",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,20,+","26.7",",,6,27,","79.1",",,,6","0",",T,,6","",""
"USC00115498","1943-05","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","14",",6","11",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","20.3",",,6,16,","115.1",",,,6","0",",,,6","",""
"USC00115498","1943-06","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","10",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","8.1",",,6,28,","28.9",",,,6","","","",""
"USC00115498","1943-07","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","58.4",",,6,06,","95.7",",,,6","","","",""
"USC00115498","1943-08","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","7",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","83.8",",,6,26,","158.4",",,,6","","","",""
"USC00115498","1943-09","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","23.9",",,6,06,","59.8",",,,6","","","",""
"USC00115498","1943-10","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","6",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","15.2",",,6,13,","34.7",",,,6","0",",,,6","",""
"USC00115498","1943-11","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","7",",6","3",",6","1",",6","","","1",",6","","","","","","","","","","","","","25",",,6,29,","49.8",",,6,07,","76.0",",,,6","25",",,,6","",""
"USC00115498","1943-12","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","1",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","13.7",",,6,06,","13.7",",,,6","0",",,,6","",""
"USC00115498","1944-01","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","5",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","","","25",",,6,05,","16.5",",,6,27,","32.5",",,,6","25",",,,6","",""
"USC00115498","1944-02","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","7",",6","6",",6","0",",6","","","4",",6","","","","","","","","","","","","","114",",,6,10,","11.4",",,6,10,","52.0",",,,6","307",",,,6","",""
"USC00115498","1944-03","42.31667","-88.25","225.9","MC HENRY 2 S, IL US","10",",6","6",",6","1",",6","","","2",",6","","","","","","","","","","","","","127",",,6,04,","40.6",",,6,14,","100.7",",,,6","223",",,,6","",""
