"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES"
"USW00012883","1959-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","85.6","0","64.8",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","7.2",",0,21,","0",",,0,28,+","0",",,0,28,+","57.7",",,0,28,","28.9",",0,15,+","229.3","0","14.5",",0","87.7",",,,0","","","0",",,,0","20.13",",0","24.94",",,,0","15.31",",,,0","",""
"USW00012883","1959-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","121.9","0","36.3",",0","16",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","","","6.1",",0,13,","0",",,0,31,+","0",",,0,31,+","70.4",",,0,12,","29.4",",0,31,","283.0","0","53.7",",0","309.0",",,,0","","","0",",,,0","17.77",",0","22.60",",,,0","12.95",",,,0","",""
"USW00012883","1959-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","228.2","0","106.3",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","","","8.9",",0,14,","0",",,0,30,+","0",",,0,30,+","84.1",",,0,21,","30.6",",0,20,","290.8","0","7.8",",0","215.4",",,,0","","","0",",,,0","21.62",",0","26.27",",,,0","16.97",",,,0","",""
"USW00012883","1959-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","454.2","0","226.0",",0","14",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","17.8",",0,07,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,18,","33.3",",0,05,","290.8","0","0.0",",0","107.5",",,,0","","","0",",,,0","25.62",",0","30.52",",,,0","20.72",",,,0","",""
"USW00012883","1959-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","717.0","0","262.8",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","","","20.0",",0,17,+","0",",,0,30,+","0",",,0,30,+","56.9",",,0,17,","36.1",",0,29,","290.8","0","0.0",",0","184.3",",,,0","","","0",",,,0","27.09",",0","31.82",",,,0","22.37",",,,0","",""
"USW00012883","1959-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1001.2","0","284.2",",0","19",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","","","20.6",",0,13,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,13,","33.9",",0,06,+","0.0","0","0.0",",0","204.1",",,,0","","","0",",,,0","27.50",",0","32.23",",,,0","22.77",",,,0","",""
"USW00012883","1959-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1274.3","0","273.1",",0","23",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","","","20.6",",0,23,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,09,","33.9",",0,27,","0.0","0","0.0",",0","163.1",",,,0","","","0",",,,0","27.14",",0","31.46",",,,0","22.83",",,,0","",""
"USW00012883","1959-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1517.5","0","243.2",",0","15",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","","","20.0",",0,16,+","0",",,0,30,+","0",",,0,30,+","52.8",",,0,04,","33.9",",0,30,+","0.0","0","0.0",",0","178.9",",,,0","","","0",",,,0","26.44",",0","30.75",",,,0","22.13",",,,0","",""
"USW00012883","1959-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1752.1","0","234.6",",0","14",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","","","15.0",",0,26,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,30,","34.4",",0,03,","0.0","0","0.0",",0","168.4",",,,0","","","0",",,,0","25.90",",0","30.43",",,,0","21.37",",,,0","",""
"USW00012883","1959-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1822.5","0","70.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","","","0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,24,","30.6",",0,06,+","40.6","0","40.6",",0","23.6",",,,0","","","0",",,,0","19.33",",0","24.03",",,,0","14.62",",,,0","",""
"USW00012883","1959-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1837.0","0","14.5","2,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","15","1,0","0","1,0","","","","","","","4.4","1,0,08,+","0",",,0,31,+","0",",,0,31,+","19.6",",,0,24,","27.2","1,0,17,","123.4","0","82.8","1,0","43.5",",,,0","","","0",",,,0","15.99","2,0","20.95","1,,,0","11.03","1,,,0","",""
"USW00012883","1960-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","27.3","0","27.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","","","","","0.0",",0,23,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,29,","27.8",",0,06,+","223.3","0","99.9",",0","31.6",",,,0","","","0",",,,0","15.99",",0","21.48",",,,0","10.51",",,,0","",""
"USW00012883","1960-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","40.4","0","13.1",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","","","2.2",",0,19,","0",",,0,29,+","0",",,0,29,+","29.2",",,0,05,","27.8",",0,11,","317.7","0","94.4",",0","101.9",",,,0","","","0",",,,0","15.53",",0","20.90",",,,0","10.16",",,,0","",""
"USW00012883","1960-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","71.2","0","30.8",",0","7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","","","2.2",",0,04,","0",",,0,31,+","0",",,0,31,+","176.8",",,0,16,","28.9",",0,29,","408.8","0","91.1",",0","328.7",",,,0","","","0",",,,0","16.39",",0","21.82",",,,0","10.95",",,,0","",""
"USW00012883","1960-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","189.2","0","118.0",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","","","8.9",",0,11,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,26,","30.6",",0,30,","415.8","0","7.0",",0","82.0",",,,0","","","0",",,,0","22.03",",0","27.11",",,,0","16.96",",,,0","",""
"USW00012883","1960-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","369.2","0","180.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","","","12.2",",0,14,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,26,","34.4",",0,23,","416.1","0","0.3",",0","22.8",",,,0","","","0",",,,0","24.13",",0","29.46",",,,0","18.80",",,,0","",""
"USW00012883","1960-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","611.3","0","242.1",",0","19",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","","","17.8",",0,11,","0",",,0,30,+","0",",,0,30,+","73.7",",,0,25,","35.6",",0,25,","416.1","0","0.0",",0","212.0",",,,0","","","0",",,,0","26.40",",0","31.54",",,,0","21.27",",,,0","",""
"USW00012883","1960-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","905.6","0","294.3",",0","19",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","","","21.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","144.5",",,0,29,","36.1",",0,16,","0.0","0","0.0",",0","398.3",",,,0","","","0",",,,0","27.83",",0","32.50",",,,0","23.15",",,,0","",""
"USW00012883","1960-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1193.3","0","287.7",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","","","21.1",",0,26,+","0",",,0,31,+","0",",,0,31,+","35.6",",,0,31,","35.0",",0,20,","0.0","0","0.0",",0","101.1",",,,0","","","0",",,,0","27.61",",0","32.18",",,,0","23.05",",,,0","",""
"USW00012883","1960-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1436.9","0","243.6",",0","20",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","","","21.1",",0,10,","0",",,0,30,+","0",",,0,30,+","160.8",",,0,10,","32.8",",0,15,","0.0","0","0.0",",0","260.5",",,,0","","","0",",,,0","26.45",",0","30.22",",,,0","22.68",",,,0","",""
"USW00012883","1960-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1640.1","0","203.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","","","16.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","29.5",",,0,15,","32.8",",0,01,","0.0","0","0.0",",0","88.5",",,,0","","","0",",,,0","24.89",",0","29.56",",,,0","20.22",",,,0","",""
"USW00012883","1960-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1727.5","0","87.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","8.9",",0,08,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,27,+","29.4",",0,18,+","10.2","0","10.2",",0","0.0",",T,,0","","","0",",,,0","20.91",",0","25.94",",,,0","15.87",",,,0","",""
"USW00012883","1960-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1743.6","0","16.1",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","","","","","-1.1",",0,22,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,21,","27.2",",0,10,","159.1","0","148.9",",0","35.5",",,,0","","","0",",,,0","14.05",",0","19.82",",,,0","8.28",",,,0","",""
"USW00012883","1961-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","2.0","0","2.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","","","","","-1.1",",0,22,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,13,","26.7",",0,26,","302.1","0","143.0",",0","43.2",",,,0","","","0",",,,0","13.78",",0","18.91",",,,0","8.66",",,,0","",""
"USW00012883","1961-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","50.8","0","48.8",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","","","6.7",",0,11,+","0",",,0,28,+","0",",,0,28,+","40.1",",,0,07,","30.0",",0,24,","355.1","0","53.0",",0","55.2",",,,0","","","0",",,,0","18.18",",0","23.56",",,,0","12.80",",,,0","",""
"USW00012883","1961-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","151.9","0","101.1",",0","6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","5.6",",0,10,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,19,","31.1",",0,07,","369.8","0","14.7",",0","96.9",",,,0","","","0",",,,0","21.12",",0","26.92",",,,0","15.32",",,,0","",""
"USW00012883","1961-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","220.8","0","68.9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","","","10.0",",0,05,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,16,","30.6",",0,25,+","378.5","0","8.7",",0","30.7",",,,0","","","0",",,,0","20.34",",0","26.20",",,,0","14.47",",,,0","",""
"USW00012883","1961-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","420.2","0","199.4",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","","","15.0",",0,11,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,26,","33.9",",0,17,","378.5","0","0.0",",0","69.3",",,,0","","","0",",,,0","24.76",",0","30.17",",,,0","19.35",",,,0","",""
"USW00012883","1961-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","673.6","0","253.4",",0","11",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","","","19.4",",0,19,+","0",",,0,30,+","0",",,0,30,+","40.6",",,0,23,","34.4",",0,30,","378.5","0","0.0",",0","131.6",",,,0","","","0",",,,0","26.78",",0","32.11",",,,0","21.45",",,,0","",""
"USW00012883","1961-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","970.9","0","297.3",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","","","21.1",",0,04,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,11,","35.6",",0,31,","0.0","0","0.0",",0","78.6",",,,0","","","0",",,,0","27.92",",0","33.01",",,,0","22.84",",,,0","",""
"USW00012883","1961-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1257.3","0","286.4",",0","17",",0","15",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","","","19.4",",0,01,","0",",,0,31,+","0",",,0,31,+","69.3",",,0,15,","36.7",",0,01,","0.0","0","0.0",",0","229.9",",,,0","","","0",",,,0","27.57",",0","32.65",",,,0","22.49",",,,0","",""
"USW00012883","1961-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1509.1","0","251.8",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","","","20.0",",0,19,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,10,","33.3",",0,26,","0.0","0","0.0",",0","39.5",",,,0","","","0",",,,0","26.73",",0","31.24",",,,0","22.21",",,,0","",""
"USW00012883","1961-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1651.2","0","142.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","","","8.9",",0,21,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,11,","32.2",",0,13,","4.2","0","4.2",",0","14.2",",,,0","","","0",",,,0","22.78",",0","27.76",",,,0","17.81",",,,0","",""
"USW00012883","1961-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1733.3","0","82.1",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","8.3",",0,09,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,23,","30.0",",0,16,","15.3","0","11.1",",0","22.5",",,,0","","","0",",,,0","20.70",",0","25.96",",,,0","15.44",",,,0","",""
"USW00012883","1961-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1794.7","0","61.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","","","1.1",",0,30,","0",",,0,31,+","0",",,0,31,+","61.2",",,0,19,","28.9",",0,18,+","99.6","0","84.3",",0","99.0",",,,0","","","0",",,,0","17.60",",0","23.04",",,,0","12.16",",,,0","",""
"USW00012883","1962-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","29.3","0","29.3",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","","","-0.6",",0,13,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,01,","28.9",",0,27,+","198.8","0","99.2",",0","35.9",",,,0","","","0",",,,0","16.08",",0","21.93",",,,0","10.23",",,,0","",""
"USW00012883","1962-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","103.2","0","73.9",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","","","5.0",",0,07,","0",",,0,28,+","0",",,0,28,+","17.0",",,0,09,","31.1",",0,25,+","225.7","0","26.9",",0","29.7",",,,0","","","0",",,,0","20.01",",0","26.00",",,,0","14.02",",,,0","",""
"USW00012883","1962-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","146.0","0","42.8",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","","","1.7",",0,06,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,16,","30.0",",0,31,+","288.8","0","63.1",",0","92.3",",,,0","","","0",",,,0","17.68",",0","23.10",",,,0","12.26",",,,0","",""
"USW00012883","1962-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","239.8","0","93.8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","","","8.9",",0,17,+","0",",,0,30,+","0",",,0,30,+","15.0",",,0,07,","33.3",",0,28,","300.4","0","11.6",",0","30.0",",,,0","","","0",",,,0","21.07",",0","26.74",",,,0","15.40",",,,0","",""
"USW00012883","1962-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","475.4","0","235.6",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","","","16.1",",0,06,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,22,","36.1",",0,27,","300.4","0","0.0",",0","73.2",",,,0","","","0",",,,0","25.93",",0","32.03",",,,0","19.84",",,,0","",""
"USW00012883","1962-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","732.3","0","256.9",",0","18",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","","","","","18.9",",0,01,","0",",,0,30,+","0",",,0,30,+","72.6",",,0,01,","34.4",",0,27,","300.4","0","0.0",",0","195.6",",,,0","","","0",",,,0","26.90",",0","31.57",",,,0","22.22",",,,0","",""
"USW00012883","1962-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1040.3","0","308.0",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","","","20.6",",0,20,","0",",,0,31,+","0",",,0,31,+","44.5",",,0,20,","35.6",",0,24,+","0.0","0","0.0",",0","114.4",",,,0","","","0",",,,0","28.27",",0","33.04",",,,0","23.50",",,,0","",""
"USW00012883","1962-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1332.1","0","291.8",",0","22",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","21.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","38.6",",,0,31,","34.4",",0,18,","0.0","0","0.0",",0","152.2",",,,0","","","0",",,,0","27.75",",0","32.41",",,,0","23.08",",,,0","",""
"USW00012883","1962-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1589.4","0","257.3",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","","","17.2",",0,29,","0",",,0,30,+","0",",,0,30,+","53.3",",,0,20,","34.4",",0,10,+","0.0","0","0.0",",0","156.9",",,,0","","","0",",,,0","26.91",",0","31.42",",,,0","22.40",",,,0","",""
"USW00012883","1962-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1761.1","0","171.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","","","11.1",",0,27,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,31,","33.9",",0,05,+","3.6","0","3.6",",0","33.0",",,,0","","","0",",,,0","23.75",",0","28.80",",,,0","18.71",",,,0","",""
"USW00012883","1962-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1783.9","0","22.8",",0","5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","2","","","","","","3.3",",0,27,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,08,","28.3",",0,21,+","61.6","0","58.0",",0","50.7",",,,0","","","0",",,,0","17.16",",0","22.11",",,,0","12.21",",,,0","",""
"USW00012883","1962-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1808.4","0","24.5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","16",",0","0",",0","","","","","","","-6.7",",0,13,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,08,","28.3",",0,25,","185.6","0","124.0",",0","3.7",",,,0","","","0",",,,0","15.12",",0","20.56",",,,0","9.68",",,,0","",""
"USW00012883","1963-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","17.3","0","17.3","2,0","9",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","15","1,0","0","1,0","","","","","","","1.1","1,0,25,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,21,","28.3","1,0,20,","298.1","0","112.5","1,0","55.8",",,,0","","","0",",,,0","15.14","2,0","21.04","1,,,0","9.24","1,,,0","",""
"USW00012883","1963-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","28.1","0","10.8",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","","","2.2",",0,27,+","0",",,0,28,+","0",",,0,28,+","63.8",",,0,12,","27.2",",0,02,+","428.9","0","130.8",",0","167.4",",,,0","","","0",",,,0","14.05",",0","19.17",",,,0","8.93",",,,0","",""
"USW00012883","1963-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","120.0","0","91.9",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","","","7.2",",0,22,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,02,","31.7",",0,19,+","448.0","0","19.1",",0","70.5",",,,0","","","0",",,,0","20.68",",0","25.97",",,,0","15.39",",,,0","",""
"USW00012883","1963-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","249.8","0","129.8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","","","12.2",",0,16,+","0",",,0,30,+","0",",,0,30,+","1.0",",,0,07,","31.7",",0,19,","448.3","0","0.3",",0","1.3",",,,0","","","0",",,,0","22.65",",0","28.36",",,,0","16.94",",,,0","",""
"USW00012883","1963-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","456.9","0","207.1",",0","9",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","","","14.4",",0,02,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,12,+","33.9",",0,16,+","448.6","0","0.3",",0","104.0",",,,0","","","0",",,,0","25.00",",0","30.65",",,,0","19.36",",,,0","",""
"USW00012883","1963-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","721.9","0","265.0",",0","15",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","","","18.3",",0,05,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,05,","35.0",",0,19,","448.6","0","0.0",",0","130.1",",,,0","","","0",",,,0","27.17",",0","32.14",",,,0","22.19",",,,0","",""
"USW00012883","1963-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1013.2","0","291.3",",0","16",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","20.0",",0,21,","0",",,0,31,+","0",",,0,31,+","47.2",",,0,21,","34.4",",0,30,+","0.0","0","0.0",",0","201.2",",,,0","","","0",",,,0","27.73",",0","32.42",",,,0","23.05",",,,0","",""
"USW00012883","1963-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1320.1","0","306.9",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","21.7",",0,22,+","0",",,0,31,+","0",",,0,31,+","57.4",",,0,09,","35.0",",0,25,+","0.0","0","0.0",",0","156.5",",,,0","","","0",",,,0","28.23",",0","33.06",",,,0","23.40",",,,0","",""
"USW00012883","1963-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1570.6","0","250.5",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","","","20.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","17.8",",,0,04,","34.4",",0,04,","0.0","0","0.0",",0","82.2",",,,0","","","0",",,,0","26.68",",0","30.81",",,,0","22.55",",,,0","",""
"USW00012883","1963-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1717.3","0","146.7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","10.0",",0,30,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,17,","30.6",",0,28,+","2.2","0","2.2",",0","8.4",",,,0","","","0",",,,0","22.99",",0","27.81",",,,0","18.17",",,,0","",""
