"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES"
"USW00012883","1971-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","31.5","0","31.5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","","","","","-3.3",",0,20,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,07,","27.8",",0,04,","232.1","0","99.7",",0","6.6",",,,0","65.5",",X","0",",,,0","16.13",",0","21.83",",,,0","10.43",",,,0","12960",",X"
"USW00012883","1971-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","76.2","0","44.7",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","","","","","0.0",",0,10,","0",",,0,28,+","0",",,0,28,+","76.2",",,0,07,","30.0",",0,26,","308.8","0","76.7",",0","122.2",",,,0","65.3",",X","0",",,,0","17.19",",0","23.16",",,,0","11.22",",,,0","12324",",X"
"USW00012883","1971-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","114.6","0","38.4",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","","","3.3",",0,04,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,16,","30.6",",0,15,+","375.8","0","67.0",",0","51.9",",,,0","78.6",",X","0",",,,0","17.41",",0","23.86",",,,0","10.96",",,,0","17568",",X"
"USW00012883","1971-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","216.1","0","101.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","","","6.7",",0,08,+","0",",,0,30,+","0",",,0,30,+","14.7",",,0,27,","31.7",",0,29,","393.8","0","18.0",",0","31.9",",,,0","66.7",",X","0",",,,0","21.12",",0","26.77",",,,0","15.47",",,,0","15420",",X"
"USW00012883","1971-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","410.4","0","194.3",",0","6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","","","12.2",",0,04,","0",",,0,31,+","0",",,0,31,+","43.9",",,0,15,","32.8",",0,25,+","393.8","0","0.0",",0","101.9",",,,0","80.6",",X","0",",,,0","24.60",",0","30.38",",,,0","18.82",",,,0","20298",",X"
"USW00012883","1971-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","663.6","0","253.2",",0","17",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","","","18.9",",0,02,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,07,","33.9",",0,20,+","393.8","0","0.0",",0","75.8",",,,0","72.4",",X","0",",,,0","26.77",",0","31.84",",,,0","21.70",",,,0","18102",",X"
"USW00012883","1971-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","941.8","0","278.2",",0","23",",0","16",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","","","19.4",",0,02,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,02,","34.4",",0,27,+","0.0","0","0.0",",0","195.4",",,,0","63.8",",X","0",",,,0","27.31",",0","32.54",",,,0","22.07",",,,0","16326",",X"
"USW00012883","1971-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1221.1","0","279.3",",0","21",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","","","20.6",",0,10,+","0",",,0,31,+","0",",,0,31,+","46.7",",,0,14,","35.0",",0,22,","0.0","0","0.0",",0","187.1",",,,0","63.6",",X","0",",,,0","27.34",",0","31.97",",,,0","22.71",",,,0","15534",",X"
"USW00012883","1971-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1460.9","0","239.8",",0","12",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","","","20.6",",0,30,+","0",",,0,30,+","0",",,0,30,+","15.5",",,0,09,","33.3",",0,18,","0.0","0","0.0",",0","72.7",",,,0","69.1",",X","0",",,,0","26.33",",0","30.38",",,,0","22.27",",,,0","15276",",X"
"USW00012883","1971-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1670.3","0","209.4",",0","17",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","","","15.6",",0,11,","0",",,0,31,+","0",",,0,31,+","52.1",",,0,06,","33.3",",0,03,+","0.0","0","0.0",",0","146.2",",,,0","62.8",",X","0",",,,0","25.09",",0","29.66",",,,0","20.51",",,,0","13392",",X"
"USW00012883","1971-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1738.0","0","67.7",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","","","6.7",",0,22,","0",",,0,30,+","0",",,0,30,+","46.0",",,0,29,","30.6",",0,01,","22.7","0","22.7",",0","80.8",",,,0","65.2",",X","0",",,,0","19.83",",0","24.65",",,,0","15.01",",,,0","12648",",X"
"USW00012883","1971-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1832.2","0","94.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","10.6",",0,04,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,03,","29.4",",0,16,","30.7","0","8.0",",0","18.5",",,,0","62.2",",X","0",",,,0","21.11",",0","25.75",",,,0","16.47",",,,0","12078",",X"
"USW00012883","1972-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","80.3","0","80.3",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","","","1.7",",0,16,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,31,","28.3",",0,25,+","71.0","0","40.3",",0","31.1",",,,0","52.3",",X","0",",,,0","19.62",",0","24.71",",,,0","14.54",",,,0","10320",",X"
"USW00012883","1972-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","98.5","0","18.2",",0","9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","","","1.7",",0,05,","0",",,0,29,+","0",",,0,29,+","46.2",",,0,01,","28.3",",0,27,","151.2","0","80.2",",0","136.0",",,,0","55.9",",X","0",",,,0","16.19",",0","21.26",",,,0","11.13",",,,0","10974",",X"
"USW00012883","1972-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","156.8","0","58.3",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","","","7.8",",0,06,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,21,","29.4",",0,29,","168.9","0","17.7",",0","60.8",",,,0","79.3",",X","0",",,,0","19.64",",0","25.38",",,,0","13.90",",,,0","17718",",X"
"USW00012883","1972-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","280.1","0","123.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","11.7",",0,03,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,09,","31.7",",0,21,+","173.1","0","4.2",",0","10.7",",,,0","77.4",",X","0",",,,0","22.31",",0","27.62",",,,0","16.99",",,,0","17862",",X"
"USW00012883","1972-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","458.4","0","178.3",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","16.7",",0,28,+","0",",,0,31,+","0",",,0,31,+","20.6",",,0,10,","31.7",",0,15,","173.1","0","0.0",",0","56.1",",,,0","60.8",",X","0",",,,0","24.09",",0","28.92",",,,0","19.25",",,,0","15348",",X"
"USW00012883","1972-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","700.0","0","241.6",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","","","18.3",",0,06,","0",",,0,30,+","0",",,0,30,+","95.3",",,0,18,","32.8",",0,30,+","173.1","0","0.0",",0","159.6",",,,0","68.6",",X","0",",,,0","26.39",",0","30.73",",,,0","22.04",",,,0","17136",",X"
"USW00012883","1972-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","981.9","0","281.9",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","","","21.1",",0,25,+","0",",,0,31,+","0",",,0,31,+","26.4",",,0,25,","35.0",",0,03,","0.0","0","0.0",",0","89.1",",,,0","70.3",",X","0",",,,0","27.43",",0","32.38",",,,0","22.47",",,,0","17982",",X"
"USW00012883","1972-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1265.6","0","283.7",",0","16",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","","","21.1",",0,23,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,23,","35.6",",0,05,","0.0","0","0.0",",0","123.9",",,,0","51.3",",X","0",",,,0","27.49",",0","32.34",",,,0","22.63",",,,0","12588",",X"
"USW00012883","1972-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1526.8","0","261.2",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","","","19.4",",0,23,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,06,","35.6",",0,06,","0.0","0","0.0",",0","20.7",",,,0","68.6",",X","0",",,,0","27.04",",0","31.86",",,,0","22.22",",,,0","15240",",X"
"USW00012883","1972-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1702.7","0","175.9",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","15.6",",0,30,","0",",,0,31,+","0",",,0,31,+","51.3",",,0,02,","31.7",",0,02,","0.0","0","0.0",",0","110.3",",,,0","64.3",",X","0",",,,0","24.01",",0","28.84",",,,0","19.17",",,,0","13770",",X"
"USW00012883","1972-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1788.6","0","85.9",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","","","6.7",",0,23,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,28,","30.6",",0,04,+","43.5","0","43.5",",0","88.4",",,,0","38.2",",X","0",",,,0","19.75",",0","24.50",",,,0","14.99",",,,0","7440",",X"
"USW00012883","1972-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1851.4","0","62.8",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","","","1.1",",0,17,","0",",,0,31,+","0",",,0,31,+","60.2",",,0,21,","28.9",",0,06,","117.7","0","74.2",",0","85.8",",,,0","67.3",",X","0",",,,0","17.97",",0","23.14",",,,0","12.79",",,,0","13050",",X"
"USW00012883","1973-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","37.2","0","37.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","","","1.1",",0,30,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,22,","28.3",",0,02,","214.5","0","96.8",",0","109.6",",,,0","62.9",",X","0",",,,0","16.41",",0","21.37",",,,0","11.45",",,,0","12396",",X"
"USW00012883","1973-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","43.5","0","6.3",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","","","","","","","-1.1",",0,11,","0",",,0,28,+","0",",,0,28,+","20.1",",,0,09,","26.1",",0,02,","332.1","0","117.6",",0","56.9",",,,0","70.5",",X","0",",,,0","14.36",",0","19.84",",,,0","8.88",",,,0","13290",",X"
"USW00012883","1973-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","134.0","0","90.5",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","","","9.4",",0,22,+","0",",,0,31,+","0",",,0,31,+","66.5",",,0,25,","30.6",",0,15,","345.2","0","13.1",",0","111.8",",,,0","70.7",",X","0",",,,0","20.83",",0","26.00",",,,0","15.66",",,,0","15774",",X"
"USW00012883","1973-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","210.1","0","76.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","","","8.3",",0,11,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,26,","30.0",",0,07,","356.9","0","11.7",",0","64.3",",,,0","81.0",",X","0",",,,0","20.48",",0","25.65",",,,0","15.31",",,,0","18774",",X"
"USW00012883","1973-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","405.0","0","194.9",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","","","14.4",",0,17,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,30,","34.4",",0,30,","356.9","0","0.0",",0","54.8",",,,0","78.4",",X","0",",,,0","24.62",",0","30.23",",,,0","19.01",",,,0","19746",",X"
"USW00012883","1973-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","666.0","0","261.0",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","","","19.4",",0,19,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,08,","33.9",",0,30,+","356.9","0","0.0",",0","91.9",",,,0","60.6",",X","0",",,,0","27.03",",0","31.90",",,,0","22.16",",,,0","15156",",X"
"USW00012883","1973-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","955.7","0","289.7",",0","20",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","21.7",",0,23,+","0",",,0,31,+","0",",,0,31,+","52.3",",,0,28,","34.4",",0,17,","0.0","0","0.0",",0","218.3",",,,0","58.4",",X","0",",,,0","27.68",",0","32.54",",,,0","22.82",",,,0","14946",",X"
"USW00012883","1973-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1222.9","0","267.2",",0","21",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","","","19.4",",0,22,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,05,","33.9",",0,10,","0.0","0","0.0",",0","178.7",",,,0","58.2",",X","0",",,,0","26.95",",0","31.67",",,,0","22.23",",,,0","14202",",X"
"USW00012883","1973-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1482.1","0","259.2",",0","16",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","","","20.6",",0,24,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,08,","32.8",",0,26,+","0.0","0","0.0",",0","155.8",",,,0","56.3",",X","0",",,,0","26.97",",0","31.41",",,,0","22.53",",,,0","12510",",X"
"USW00012883","1973-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1648.3","0","166.2",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","10.6",",0,30,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,08,","31.1",",0,06,+","2.5","0","2.5",",0","2.9",",,,0","72.7",",X","0",",,,0","23.61",",0","28.08",",,,0","19.15",",,,0","15528",",X"
"USW00012883","1973-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1750.5","0","102.2",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","48.3",",,0,01,","30.0",",0,22,","15.6","0","13.1",",0","53.7",",,,0","83.2",",X","0",",,,0","21.30",",0","26.49",",,,0","16.11",",,,0","16152",",X"
"USW00012883","1973-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1778.9","0","28.4",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","","","-1.1",",0,22,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,07,","27.2",",0,31,","128.7","0","113.1",",0","55.4",",,,0","59.9",",X","0",",,,0","15.60",",0","20.54",",,,0","10.66",",,,0","11502",",X"
"USW00012883","1974-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","103.4","0","103.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","13.3",",0,17,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,12,","28.3",",0,11,+","128.7","0","0.0",",0","30.4",",,,0","67.1",",X","0",",,,0","21.67",",0","26.56",",,,0","16.78",",,,0","13266",",X"
"USW00012883","1974-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","133.4","0","30.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","","","","","","","-0.6",",0,26,","0",",,0,28,+","0",",,0,28,+","9.4",",,0,08,","28.9",",0,21,","210.7","0","82.0",",0","19.2",",,,0","77.3",",X","0",",,,0","16.47",",0","22.18",",,,0","10.77",",,,0","14592",",X"
"USW00012883","1974-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","243.6","0","110.2",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","","","10.0",",0,18,+","0",",,0,31,+","0",",,0,31,+","52.6",",,0,22,","32.2",",0,26,","214.0","0","3.3",",0","60.2",",,,0","72.4",",X","0",",,,0","21.78",",0","27.45",",,,0","16.11",",,,0","16122",",X"
"USW00012883","1974-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","352.6","0","109.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","","","10.0",",0,10,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,09,","32.2",",0,01,","218.7","0","4.7",",0","16.0",",,,0","81.4",",X","0",",,,0","21.81",",0","27.49",",,,0","16.12",",,,0","18834",",X"
"USW00012883","1974-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","570.7","0","218.1",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","","","17.2",",0,08,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,15,","33.9",",0,31,","218.7","0","0.0",",0","79.2",",,,0","66.2",",X","0",",,,0","25.37",",0","30.61",",,,0","20.12",",,,0","16680",",X"
"USW00012883","1974-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","807.9","0","237.2",",0","16",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","","","","","19.4",",0,27,+","0",",,0,30,+","0",",,0,30,+","70.4",",,0,26,","33.9",",0,21,+","218.7","0","0.0",",0","344.2",",,,0","49.3",",X","0",",,,0","26.24",",0","30.89",",,,0","21.59",",,,0","12330",",X"
"USW00012883","1974-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1065.7","0","257.8",",0","17",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","","","20.0",",0,01,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,02,","33.9",",0,19,","0.0","0","0.0",",0","218.2",",,,0","54.7",",X","0",",,,0","26.65",",0","31.15",",,,0","22.15",",,,0","13980",",X"
"USW00012883","1974-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1356.2","0","290.5",",0","14",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","","","21.1",",0,10,","0",",,0,31,+","0",",,0,31,+","60.5",",,0,10,","33.9",",0,15,+","0.0","0","0.0",",0","168.1",",,,0","59.6",",X","0",",,,0","27.70",",0","32.44",",,,0","22.97",",,,0","14544",",X"
"USW00012883","1974-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1630.6","0","274.4",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","","","21.1",",0,30,+","0",",,0,30,+","0",",,0,30,+","41.4",",,0,09,","34.4",",0,13,","0.0","0","0.0",",0","127.2",",,,0","70.2",",X","0",",,,0","27.48",",0","32.02",",,,0","22.94",",,,0","15582",",X"
"USW00012883","1974-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1747.2","0","116.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","11.7",",0,04,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,17,","31.7",",0,15,","0.0","0","0.0",",0","1.1",",,,0","75.7",",X","0",",,,0","22.09",",0","27.19",",,,0","17.00",",,,0","16182",",X"
"USW00012883","1974-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1813.4","0","66.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","","","8.3",",0,13,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,20,","30.6",",0,06,","22.7","0","22.7",",0","7.7",",,,0","67.6",",X","0",",,,0","19.78",",0","24.88",",,,0","14.69",",,,0","13140",",X"
"USW00012883","1974-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1836.9","0","23.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","","","3.9",",0,10,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,16,","26.7",",0,31,+","109.5","0","86.8",",0","43.7",",,,0","58.9",",X","0",",,,0","16.29",",0","21.28",",,,0","11.30",",,,0","11418",",X"
"USW00012883","1975-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","57.6","0","57.6",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","","","0.6",",0,14,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,11,","28.9",",0,31,","156.1","0","46.6",",0","28.8",",,,0","69.3",",X","0",",,,0","18.69",",0","24.17",",,,0","13.21",",,,0","13632",",X"
"USW00012883","1975-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","130.8","0","73.2",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","5.0",",0,08,","0",",,0,28,+","0",",,0,28,+","15.0",",,0,05,","30.0",",0,17,","181.4","0","25.3",",0","52.4",",,,0","74.0",",X","0",",,,0","20.04",",0","25.19",",,,0","14.90",",,,0","13932",",X"
"USW00012883","1975-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","216.9","0","86.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","","","4.4",",0,04,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,05,","30.6",",0,24,","211.2","0","29.8",",0","34.8",",,,0","87.7",",X","0",",,,0","20.15",",0","26.07",",,,0","14.23",",,,0","19596",",X"
"USW00012883","1975-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","359.5","0","142.6",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","","","7.2",",0,04,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,15,","33.3",",0,30,","215.1","0","3.9",",0","32.3",",,,0","88.3",",X","0",",,,0","22.96",",0","29.07",",,,0","16.84",",,,0","20412",",X"
"USW00012883","1975-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","600.7","0","241.2",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","","","18.3",",0,06,","0",",,0,31,+","0",",,0,31,+","26.9",",,0,16,","33.9",",0,08,","215.1","0","0.0",",0","120.7",",,,0","80.2",",X","0",",,,0","26.11",",0","31.65",",,,0","20.57",",,,0","20214",",X"
"USW00012883","1975-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","861.8","0","261.1",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","","","20.0",",0,20,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,20,","35.6",",0,16,","215.1","0","0.0",",0","92.8",",,,0","77.0",",X","0",",,,0","27.04",",0","32.14",",,,0","21.93",",,,0","19236",",X"
"USW00012883","1975-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","1125.7","0","263.9",",0","20",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","","","20.6",",0,13,+","0",",,0,31,+","0",",,0,31,+","37.6",",,0,12,","33.9",",0,25,","0.0","0","0.0",",0","157.1",",,,0","79.3",",X","0",",,,0","26.85",",0","31.50",",,,0","22.19",",,,0","20310",",X"
