"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00116725","1940-11","41.33383","-87.78908","218.8","PEOTONE, IL US","9",",6","8",",6","0",",6","","","2",",6","","","","","","","","","","","","","46",",,6,27,","13.2",",,6,27,","53.4",",,,6","76",",,,6","",""
"USC00116725","1940-12","41.33383","-87.78908","218.8","PEOTONE, IL US","7",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","","","28",",,6,04,","19.8",",,6,16,","41.5",",,,6","28",",,,6","",""
"USC00116725","1941-01","41.33383","-87.78908","218.8","PEOTONE, IL US","10",",6","10",",6","0",",6","","","2",",6","","","","","","","","","","","","","127",",,6,26,","15.5",",,6,02,","59.8",",,,6","203",",,,6","",""
"USC00116725","1941-02","41.33383","-87.78908","218.8","PEOTONE, IL US","5",",6","5",",6","0",",6","","","3",",6","","","","","","","","","","","","","64",",,6,17,","10.7",",,6,14,","23.8",",,,6","153",",,,6","",""
"USC00116725","1941-03","41.33383","-87.78908","218.8","PEOTONE, IL US","5",",6","5",",6","0",",6","","","4",",6","","","","","","","","","","","","","64",",,6,12,","18.8",",,6,11,","38.8",",,,6","191",",,,6","",""
"USC00116725","1941-04","41.33383","-87.78908","218.8","PEOTONE, IL US","10",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","17.3",",,6,16,","81.2",",,,6","","","",""
"USC00116725","1941-05","41.33383","-87.78908","218.8","PEOTONE, IL US","10",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","20.1",",,6,06,","99.8",",,,6","","","",""
"USC00116725","1941-06","41.33383","-87.78908","218.8","PEOTONE, IL US","11",",6","11",",6","2",",6","","","","","","","","","","","","","","","","","","","48.3",",,6,04,","160.2",",,,6","","","",""
"USC00116725","1941-07","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","20.3",",,6,22,","69.4",",,,6","","","",""
"USC00116725","1941-08","41.33383","-87.78908","218.8","PEOTONE, IL US","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","17.5",",,6,04,","56.6",",,,6","","","",""
"USC00116725","1941-09","41.33383","-87.78908","218.8","PEOTONE, IL US","9",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","38.1",",,6,05,","91.8",",,,6","0",",,,6","",""
"USC00116725","1941-10","41.33383","-87.78908","218.8","PEOTONE, IL US","14",",6","13",",6","4",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","63.5",",,6,06,","286.4",",,,6","0",",,,6","",""
"USC00116725","1941-11","41.33383","-87.78908","218.8","PEOTONE, IL US","10",",6","8",",6","0",",6","","","1",",6","","","","","","","","","","","","","102",",,6,26,","24.1",",,6,01,","92.4",",,,6","115",",,,6","",""
"USC00116725","1941-12","41.33383","-87.78908","218.8","PEOTONE, IL US","4",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","","","25",",,6,30,","8.9",",,6,26,","22.8",",,,6","25",",,,6","",""
"USC00116725","1942-01","41.33383","-87.78908","218.8","PEOTONE, IL US","4",",6","3",",6","1",",6","","","2",",6","","","","","","","","","","","","","127",",,6,31,","35.6",",,6,31,","49.1",",,,6","165",",,,6","",""
"USC00116725","1942-02","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","6",",6","1",",6","","","1",",6","","","","","","","","","","","","","102",",,6,09,","58.4",",,6,06,","97.1",",,,6","102",",,,6","",""
"USC00116725","1942-03","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","5",",6","1",",6","","","1",",6","","","","","","","","","","","","","51",",,6,27,","35.1",",,6,17,","86.4",",,,6","51",",,,6","",""
"USC00116725","1942-04","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","30.5",",,6,06,","72.4",",,,6","0",",,,6","",""
"USC00116725","1942-05","41.33383","-87.78908","218.8","PEOTONE, IL US","11",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","","","17.3",",,6,16,","94.2",",,,6","","","",""
"USC00116725","1942-06","41.33383","-87.78908","218.8","PEOTONE, IL US","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","29.2",",,6,20,","112.4",",,,6","","","",""
"USC00116725","1942-07","41.33383","-87.78908","218.8","PEOTONE, IL US","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","49.5",",,6,30,","150.5",",,,6","","","",""
"USC00116725","1942-08","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","53.3",",,6,27,","92.9",",,,6","","","",""
"USC00116725","1942-09","41.33383","-87.78908","218.8","PEOTONE, IL US","7",",6","5",",6","2",",6","","","1",",6","","","","","","","","","","","","","76",",,6,25,","44.2",",,6,25,","108.0",",,,6","76",",,,6","",""
"USC00116725","1942-10","41.33383","-87.78908","218.8","PEOTONE, IL US","11",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","24.1",",,6,30,","50.2",",,,6","0",",,,6","",""
"USC00116725","1942-11","41.33383","-87.78908","218.8","PEOTONE, IL US","10",",6","9",",6","2",",6","","","1",",6","","","","","","","","","","","","","152",",,6,29,","26.7",",,6,10,","134.4",",,,6","152",",,,6","",""
"USC00116725","1942-12","41.33383","-87.78908","218.8","PEOTONE, IL US","10",",6","6",",6","1",",6","","","5",",6","","","","","","","","","","","","","102",",,6,20,","38.6",",,6,27,","78.6",",,,6","253",",,,6","",""
"USC00116725","1943-01","41.33383","-87.78908","218.8","PEOTONE, IL US","11",",6","10",",6","0",",6","","","9",",6","","","","","","","","","","","","","152",",,6,06,","13.2",",,6,06,","74.2",",,,6","699",",,,6","",""
"USC00116725","1943-02","41.33383","-87.78908","218.8","PEOTONE, IL US","5",",6","2",",6","1",",6","","","1",",6","","","","","","","","","","","","","51",",,6,06,","31.5",",,6,06,","40.5",",,,6","64",",,,6","",""
"USC00116725","1943-03","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","5",",6","1",",6","","","3",",6","","","","","","","","","","","","","102",",,6,06,","46.5",",,6,15,","91.7",",,,6","152",",,,6","",""
"USC00116725","1943-04","41.33383","-87.78908","218.8","PEOTONE, IL US","11",",6","9",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,20,+","54.9",",,6,27,","128.0",",,,6","0",",T,,6","",""
"USC00116725","1943-05","41.33383","-87.78908","218.8","PEOTONE, IL US","15",",6","13",",6","4",",6","","","","","","","","","","","","","","","","","","","49.8",",,6,11,","233.0",",,,6","","","",""
"USC00116725","1943-06","41.33383","-87.78908","218.8","PEOTONE, IL US","10",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","23.4",",,6,20,","80.2",",,,6","","","",""
"USC00116725","1943-07","41.33383","-87.78908","218.8","PEOTONE, IL US","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","30.5",",,6,16,","69.9",",,,6","","","",""
"USC00116725","1943-08","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","42.4",",,6,03,","128.5",",,,6","","","",""
"USC00116725","1943-09","41.33383","-87.78908","218.8","PEOTONE, IL US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","22.9",",,6,13,","48.1",",,,6","","","",""
"USC00116725","1943-10","41.33383","-87.78908","218.8","PEOTONE, IL US","8",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","22.4",",,6,13,","54.2",",,,6","0",",,,6","",""
"USC00116725","1943-11","41.33383","-87.78908","218.8","PEOTONE, IL US","8",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","18",",,6,29,","15.7",",,6,08,","38.7",",,,6","23",",,,6","",""
"USC00116725","1943-12","41.33383","-87.78908","218.8","PEOTONE, IL US","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","8",",,6,14,","7.1",",,6,06,","7.9",",,,6","8",",,,6","",""
"USC00116725","1944-01","41.33383","-87.78908","218.8","PEOTONE, IL US","1",",6","1",",6","0",",6","","","0",",6","1","2,","24","2,6","","","","","-17.8","2,6,13,","","","0",",,6,31,+","18.3",",,6,27,","18.3",",,,6","0",",,,6","-5.91","2,,,6"
