"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00129975","1960-03","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","9","3,6","5","3,6","0","3,6","","","","","","","9.1","3,,6,30,","39.6","3,,,6","",""
"USC00129975","1960-04","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","9","5,6","4","5,6","1","5,6","","","","","","","30.0","5,,6,26,","63.4","5,,,6","",""
"USC00129975","1960-06","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","12","3,6","8","3,6","3","3,6","","","","","","","58.7","3,,6,23,","156.6","3,,,6","",""
"USC00129975","1961-08","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","7",",6","6",",6","0",",6","","","","","","","23.6",",,6,02,","74.4",",,,6","",""
"USC00129975","1961-09","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","4","1,6","3","1,6","1","1,6","","","","","","","77.5","1,,6,25,","89.2","1,,,6","",""
"USC00129975","1961-10","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","7","1,6","7","1,6","0","1,6","","","","","","","14.5","1,,6,25,","67.9","1,,,6","",""
"USC00129975","1962-02","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","11","5,6","9","5,6","0","5,6","","","","","","","21.8","5,,6,24,","65.8","5,,,6","",""
"USC00129975","1962-03","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","10",",6","7",",6","1",",6","","","","","","","40.1",",,6,21,","85.1",",,,6","",""
"USC00129975","1962-04","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","6",",6","4",",6","0",",6","","","","","","","10.2",",,6,11,","31.1",",,,6","",""
"USC00129975","1963-03","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","20","1,6","12","1,6","3","1,6","","","","","","","57.7","1,,6,04,","202.5","1,,,6","",""
"USC00129975","1963-04","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","10",",6","7",",6","4",",6","","","","","","","40.1",",,6,01,","175.0",",,,6","",""
"USC00129975","1963-05","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","8",",6","6",",6","1",",6","","","","","","","25.4",",,6,28,","69.6",",,,6","",""
"USC00129975","1963-06","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","7",",6","4",",6","0",",6","","","","","","","22.1",",,6,07,","64.7",",,,6","",""
"USC00129975","1963-07","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","9",",6","6",",6","1",",6","","","","","","","69.3",",,6,20,","124.7",",,,6","",""
"USC00129975","1963-08","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","7","1,6","4","1,6","1","1,6","","","","","","","34.0","1,,6,07,","78.5","1,,,6","",""
"USC00129975","1963-09","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","3",",6","1",",6","0",",6","","","","","","","7.6",",,6,29,","8.6",",,,6","",""
"USC00129975","1963-10","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","1",",6","1",",6","0",",6","","","","","","","8.4",",,6,20,","8.4",",,,6","",""
"USC00129975","1963-11","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","9",",6","6",",6","1",",6","","","","","","","30.5",",,6,23,","66.1",",,,6","",""
"USC00129975","1963-12","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","11",",6","4",",6","0",",6","","","","","","","8.4",",,6,08,","26.6",",,,6","",""
"USC00129975","1964-01","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","7",",6","3",",6","0",",6","","","","","","","20.3",",,6,09,","64.5",",,,6","",""
"USC00129975","1964-02","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","12",",6","5",",6","0",",6","","","","","","","17.3",",,6,16,","51.9",",,,6","",""
"USC00129975","1964-03","39.94889","-86.25556","251.5","ZIONSVILLE, IN US","17",",6","11",",6","3",",6","","","","","","","44.5",",,6,09,","185.8",",,,6","",""
