"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"THW00041082","1972-06","16.63333","102.96667","244.1","NAM PHONG, TH","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THW00041082","1972-07","16.63333","102.96667","244.1","NAM PHONG, TH","","","299.8",",X","17",",X","12",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","15",",X","3","","","","7","","22.8",",X,09,+","0",",,X,31,+","0",",,X,31,+","62.2",",,X,01,","33.9",",X,27,+","0.0","","0.0",",X","234.7",",,,X","0",",,,X","28.00",",X","31.61",",,,X","24.40",",,,X","","","",""
"THW00041082","1972-08","16.63333","102.96667","244.1","NAM PHONG, TH","","","286.1",",X","16",",X","12",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","10",",X","2","","","","4","","21.7",",X,31,+","0",",,X,31,+","0",",,X,31,+","42.7",",,X,13,","33.3",",X,28,+","0.0","","0.0",",X","185.3",",,,X","0",",,,X","27.56",",X","31.15",",,,X","23.98",",,,X","","","",""
"THW00041082","1972-09","16.63333","102.96667","244.1","NAM PHONG, TH","","","284.3",",X","16",",X","12",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","12",",X","6","","","","6","","22.2",",X,08,+","0",",,X,30,+","0",",,X,30,+","21.6",",,X,07,","34.4",",X,16,","0.0","","0.0",",X","113.4",",,,X","0",",,,X","27.81",",X","31.61",",,,X","24.01",",,,X","190",",X","13.9",",X"
"THW00041082","1972-10","16.63333","102.96667","244.1","NAM PHONG, TH","","","281.5",",X","10",",X","7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","5","","","","4","","21.7",",X,28,+","0",",,X,31,+","0",",,X,31,+","33.8",",,X,03,","34.4",",X,10,","0.0","","0.0",",X","86.9",",,,X","0",",,,X","27.41",",X","31.48",",,,X","23.35",",,,X","250","2,X","9.8","2,X"
"THW00041082","1972-11","16.63333","102.96667","244.1","NAM PHONG, TH","","","243.6",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","1","","","","","","18.3",",X,29,","0",",,X,30,+","0",",,X,30,+","7.1",",,X,10,","33.3",",X,15,+","0.0","","0.0",",X","12.2",",,,X","0",",,,X","26.45",",X","30.96",",,,X","21.94",",,,X","50",",X","8.7",",X"
"THW00041082","1972-12","16.63333","102.96667","244.1","NAM PHONG, TH","","","186.9",",X","2",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","5",",X","","","","","","","14.4",",X,15,","0",",,X,31,+","0",",,X,31,+","7.9",",,X,12,","32.2",",X,28,+","0.0","","0.0",",X","11.2",",,,X","0",",,,X","24.36",",X","29.77",",,,X","18.95",",,,X","100",",X","9.8",",X"
"THW00041082","1973-01","16.63333","102.96667","244.1","NAM PHONG, TH","194.0","","194.0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","15",",X","","","","","","","15.0",",X,13,+","0",",,X,31,+","0",",,X,31,+","0.0",",,X,31,+","34.4",",X,22,+","0.0","","0.0",",X","0.0",",,,X","0",",,,X","24.59",",X","31.23",",,,X","17.95",",,,X","110",",X","9.3",",X"
"THW00041082","1973-02","16.63333","102.96667","244.1","NAM PHONG, TH","473.6","","279.6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","24",",X","","","","","","","17.2",",X,01,","0",",,X,28,+","0",",,X,28,+","1.0",",,X,18,","38.3",",X,28,+","0.0","","0.0",",X","1.0",",,,X","0",",,,X","28.32",",X","34.80",",,,X","21.84",",,,X","180",",X","9.8",",X"
"THW00041082","1973-03","16.63333","102.96667","244.1","NAM PHONG, TH","835.7","","362.1",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","27",",X","","","","","1","","20.6",",X,28,","0",",,X,31,+","0",",,X,31,+","2.3",",,X,24,","39.4",",X,31,+","0.0","","0.0",",X","4.6",",,,X","0",",,,X","30.01",",X","35.66",",,,X","24.37",",,,X","310",",X","9.8",",X"
