"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00206851","1893-01","42.0","-83.5","152.4","RAWSONVILLE, MI US","","","7","1,6","7","1,6","6","1,6","","","9","4,6","27","4,6","24","4,6","0","4,6","0","4,6","","","","","-25.6","4,6,15,","","","184.2","1,,6,01,","7.8","4,6,28,","","","","","482.7","1,,,6","","","-9.53","7,6","-5.39","4,,,6","-13.67","4,,,6"
"USC00206851","1893-02","42.0","-83.5","152.4","RAWSONVILLE, MI US","","","12",",6","10",",6","0",",6","6",",6","3","2,6","25","2,6","14","2,6","0","2,6","0","2,6","","","","","-21.1","2,6,20,","152",",,6,23,","21.6",",,6,06,","5.6","2,6,27,+","","","","","91.3",",,,6","393",",,,6","-5.52","4,6","-0.87","2,,,6","-10.17","2,,,6"
"USC00206851","1893-03","42.0","-83.5","152.4","RAWSONVILLE, MI US","0.0","4,6","11",",6","6",",6","1",",6","","","0","2,6","20","2,6","4","2,6","0","2,6","0","2,6","4","","","","-12.2","2,6,16,+","","","25.4",",,6,09,","15.6","2,6,30,","","","466.9","2,6","64.7",",,,6","","","1.02","4,6","5.29","2,,,6","-3.26","2,,,6"
"USC00206851","1893-05","42.0","-83.5","152.4","RAWSONVILLE, MI US","12.7","1,6","6",",6","5",",6","0",",6","","","0","1,6","0","1,6","0","1,6","14","1,6","1","1,6","","","","","3.3","1,6,24,","","","15.2",",,6,26,","32.2","1,6,22,","","","144.7","1,6","40.6",",,,6","","","13.94","1,6","19.33","1,,,6","8.54","1,,,6"
"USC00206851","1893-06","42.0","-83.5","152.4","RAWSONVILLE, MI US","109.6","1,6","7",",6","7",",6","1",",6","","","0","1,6","0","1,6","0",",6","30",",6","3",",6","","","","","10.0","1,6,07,","","","48.3",",,6,03,","32.2",",6,21,+","","","2.0",",6","111.7",",,,6","","","22.07","1,6","27.37",",,,6","16.77","1,,,6"
"USC00206851","1893-07","42.0","-83.5","152.4","RAWSONVILLE, MI US","163.2",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","","","13.3",",6,04,","","","14.0",",,6,06,","35.0",",6,25,","1.6","","1.6",",6","49.5",",,,6","","","23.55",",6","28.49",",,,6","18.60",",,,6"
"USC00206851","1893-08","42.0","-83.5","152.4","RAWSONVILLE, MI US","89.0","2,6","5",",6","5",",6","1",",6","","","0","1,6","0","1,6","0","1,6","30","1,6","4","1,6","","","","","10.0","1,6,30,","","","38.1",",,6,12,","35.0","1,6,05,","4.2","","2.6","1,6","63.4",",,,6","","","21.24","2,6","26.95","1,,,6","15.53","1,,,6"
"USC00206851","1893-09","42.0","-83.5","152.4","RAWSONVILLE, MI US","43.9",",6","5",",6","5",",6","0",",6","","","0",",6","1",",6","0",",6","19",",6","0",",6","","","","","0.0",",6,26,","","","19.1",",,6,13,","31.1",",6,07,","84.8","","80.6",",6","42.0",",,,6","","","17.11",",6","22.55",",,,6","11.66",",,,6"
"USC00206851","1893-10","42.0","-83.5","152.4","RAWSONVILLE, MI US","","","6",",6","6",",6","2",",6","0",",6","0","3,6","6","3,6","0","3,6","8","3,6","0","3,6","1","","","","-2.2","3,6,30,","0",",T,6,28,","48.3",",,6,03,","27.8","3,6,12,","","","","","118.6",",,,6","0",",T,,6","11.69","6,6","17.25","3,,,6","6.13","3,,,6"
"USC00206851","1893-11","42.0","-83.5","152.4","RAWSONVILLE, MI US","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","53.3",",,6,27,","","","","","","","110.4",",,,6","","","","","","","",""
