"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1MIGR0007","2019-06","43.1185","-84.6241","214.0","ST. JOHNS 8.8 NNW, MI US","140.5","5,a,,N"
"US1MIGR0007","2019-07","43.1185","-84.6241","214.0","ST. JOHNS 8.8 NNW, MI US","59.5","1,a,,N"
