"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097700","1993-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,","0","4,S","","","","","","","22.6","4,S,18,","","","","","","","","","23.43","4,,,S"
"IDM00097700","1993-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","2,S","0","2,S","","","","","","","22.4","2,S,03,","","","","","","","","","24.25","2,,,S"
"IDM00097700","1995-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","5,S","25","5,S","0","5,S","22.1","3,S,23,","32.0","5,S,01,","","","27.44","6,S","31.32","5,,,S","23.56","3,,,S"
"IDM00097700","1995-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","235.1","5,S","0","2,S","0","2,S","0","5,S","26","5,S","0","5,S","22.4","2,S,24,","32.1","5,S,06,","0.0","5,S","27.38","5,S","31.17","5,,,S","23.60","2,,,S"
"IDM00097700","1995-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","233.8","3,S","0","1,S","0","1,S","0","3,S","27","3,S","0","3,S","22.0","1,S,27,","31.8","3,S,06,+","0.0","3,S","26.99","3,S","30.49","3,,,S","23.50","1,,,S"
"IDM00097700","1995-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","","","","","","","20.0","3,S,15,","","","","","","","","","22.73","3,,,S"
"IDM00097700","1995-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","219.1","5,S","0","3,S","0","3,S","0","3,S","27","3,S","2","3,S","20.1","3,S,12,","32.4","3,S,17,+","0.0","3,S","27.05","5,S","31.39","3,,,S","22.71","3,,,S"
"IDM00097700","1995-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","25","5,S","13","5,S","","","33.6","5,S,01,","","","","","32.18","5,,,S","",""
"IDM00097700","1995-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","23.0","5,S,27,+","","","","","","","","","23.68","5,,,S"
"IDM00097700","1996-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","2,S","27","2,S","1","2,S","21.2","5,S,21,","32.2","2,S,28,","","","26.96","6,S","30.63","2,,,S","23.30","5,,,S"
"IDM00097700","1996-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","23.2","5,S,25,+","","","","","","","","","23.93","5,,,S"
"IDM00097700","1996-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","4,S","26","4,S","5","4,S","22.9","5,S,27,","32.7","4,S,10,","","","27.76","6,S","31.58","4,,,S","23.94","5,,,S"
"IDM00097700","1996-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","1,S","0","1,S","","","","","","","20.5","1,S,08,","","","","","","","","","23.22","1,,,S"
"IDM00097700","1996-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","207.7","S","207.7","5,S","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","20.4","4,S,30,","31.3","3,S,27,","0.0","3,S","26.34","5,S","29.95","3,,,S","22.73","4,,,S"
"IDM00097700","1996-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","2,S","29","2,S","0","2,S","20.4","5,S,04,","31.4","2,S,25,","","","26.53","6,S","30.09","2,,,S","22.96","5,,,S"
"IDM00097700","1996-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","4,S","27","4,S","4","4,S","22.2","5,S,25,","33.2","4,S,26,","","","27.53","7,S","31.56","4,,,S","23.50","5,,,S"
"IDM00097700","1996-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","","","","","","","23.0","4,S,24,","","","","","","","","","23.69","4,,,S"
"IDM00097700","1997-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","1","5,S","","","32.8","5,S,05,","","","","","30.39","5,,,S","",""
"IDM00097700","1997-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","4,S","26","4,S","0","4,S","21.8","3,S,22,","31.6","4,S,09,","","","27.00","6,S","30.75","4,,,S","23.24","3,,,S"
"IDM00097700","1997-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","221.5","4,S","0","1,S","0","1,S","0","3,S","28","3,S","0","3,S","21.2","1,S,31,+","31.5","3,S,15,","0.0","3,S","26.51","4,S","30.42","3,,,S","22.60","1,,,S"
"IDM00097700","1997-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","199.7","4,S","0","2,S","0","2,S","0","3,S","27","3,S","0","3,S","20.2","2,S,11,","31.8","3,S,16,","0.0","3,S","26.02","4,S","30.13","3,,,S","21.90","2,,,S"
"IDM00097700","1997-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","172.5","5,S","0","2,S","0","2,S","0","4,S","27","4,S","0","4,S","18.1","2,S,17,","30.7","4,S,13,","0.0","4,S","24.97","5,S","29.81","4,,,S","20.13","2,,,S"
"IDM00097700","1997-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","3,S","27","3,S","2","3,S","18.0","3,S,11,","32.9","3,S,11,","","","25.87","6,S","30.56","3,,,S","21.19","3,,,S"
"IDM00097700","1997-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","238.1","2,S","0","2,S","0","2,S","0","1,S","30","1,S","0","1,S","20.7","2,S,09,","31.4","1,S,06,","0.0","1,S","26.55","2,S","30.68","1,,,S","22.42","2,,,S"
"IDM00097700","1997-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","226.7","5,S","0","1,S","0","1,S","0","4,S","26","4,S","1","4,S","19.8","1,S,05,","32.2","4,S,30,","0.0","4,S","27.37","5,S","31.19","4,,,S","23.55","1,,,S"
"IDM00097700","1998-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","0","3,S","25","3,S","0","3,S","23.0","4,S,13,","31.2","3,S,13,","","","27.44","6,S","30.25","3,,,S","24.63","4,,,S"
"IDM00097700","1998-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","0","4,S","","","31.1","4,S,09,","","","","","30.26","4,,,S","",""
"IDM00097700","1998-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","221.3","5,S","0","3,S","0","3,S","0","2,S","28","2,S","0","2,S","22.3","3,S,15,","31.6","2,S,01,","0.0","2,S","27.14","5,S","30.19","2,,,S","24.09","3,,,S"
"IDM00097700","1998-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","23.0","5,S,18,","31.3","5,S,29,","","","26.96","6,S","30.05","5,,,S","23.87","5,,,S"
"IDM00097700","1998-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","21.4","5,S,03,","","","","","","","","","23.64","5,,,S"
"IDM00097700","1998-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","","","","","","","22.8","4,S,01,","","","","","","","","","24.02","4,,,S"
"IDM00097700","1998-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","23.3","5,S,30,","","","","","","","","","24.06","5,,,S"
"IDM00097700","1998-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","0","5,S","","","31.9","5,S,13,","","","","","30.75","5,,,S","",""
"IDM00097700","1999-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","4,S","26","4,S","0","4,S","23.0","5,S,05,","31.6","4,S,28,+","","","27.17","7,S","30.54","4,,,S","23.80","5,,,S"
"IDM00097700","1999-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","21.6","5,S,24,","","","","","","","","","23.50","5,,,S"
"IDM00097700","1999-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","5,S","25","5,S","0","5,S","22.4","3,S,22,","31.0","5,S,14,","","","26.53","7,S","29.74","5,,,S","23.33","3,,,S"
"IDM00097700","1999-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","19.0","5,S,30,","30.7","5,S,23,","","","25.85","9,S","29.07","5,,,S","22.63","5,,,S"
"IDM00097700","2007-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","0","5,S","","","31.6","5,S,05,","","","","","30.73","5,,,S","",""
"IDM00097700","2007-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","3,S","27","3,S","0","3,S","22.8","5,S,29,","31.8","3,S,16,+","","","27.36","7,S","30.91","3,,,S","23.81","5,,,S"
"IDM00097700","2007-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","3","4,S","","","32.2","4,S,31,+","","","","","31.41","4,,,S","",""
"IDM00097700","2007-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","25","5,S","3","5,S","","","32.4","5,S,06,","","","","","31.15","5,,,S","",""
