"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1PAIN0004","2017-01","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","129.9","3,a,,N"
"US1PAIN0004","2017-02","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","61.0","5,a,,N"
"US1PAIN0004","2017-05","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","154.5","1,a,,N"
"US1PAIN0004","2017-06","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","239.1","1,a,,N"
"US1PAIN0004","2017-07","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","208.8",",a,,N"
"US1PAIN0004","2017-08","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","82.1",",a,,N"
"US1PAIN0004","2017-09","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","90.7","4,a,,N"
"US1PAIN0004","2017-11","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","120.0",",a,,N"
"US1PAIN0004","2018-01","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","91.8","2,a,,N"
"US1PAIN0004","2018-03","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","95.2","1,a,,N"
"US1PAIN0004","2018-06","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","247.9","1,a,,N"
"US1PAIN0004","2018-08","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","101.3","1,a,,N"
"US1PAIN0004","2018-09","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","278.1","2,a,,N"
"US1PAIN0004","2018-11","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","144.5",",a,,N"
"US1PAIN0004","2019-04","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","143.8","4,a,,N"
"US1PAIN0004","2019-05","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","205.8","2,a,,N"
"US1PAIN0004","2019-08","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","125.9","1,a,,N"
"US1PAIN0004","2020-01","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","86.4","2,a,,N"
"US1PAIN0004","2020-02","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","145.5","1,a,,N"
"US1PAIN0004","2020-03","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","148.4","2,a,,N"
"US1PAIN0004","2020-12","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","89.7","3,a,,N"
"US1PAIN0004","2021-06","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","85.9","2,a,,N"
"US1PAIN0004","2021-08","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","149.8","3,a,,N"
"US1PAIN0004","2021-10","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","76.5","2,a,,N"
"US1PAIN0004","2021-11","40.6223","-79.1033","435.6","INDIANA 2.8 E, PA US","47.2","2,a,,N"
