"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GVM00061849","1990-02","7.733","-8.833","470.0","N ZEREKORE KONIA, GV","3","2,S","3","2,S","2","2,S","","","","","","","320.0","2,,S,23,","","","434.1","2,,,S","",""
"GVM00061849","1994-02","7.733","-8.833","470.0","N ZEREKORE KONIA, GV","3","4,S","2","4,S","1","4,S","","","","","","","70.1","4,,S,17,","","","79.0","4,,,S","",""
"GVM00061849","1994-05","7.733","-8.833","470.0","N ZEREKORE KONIA, GV","5","4,S","3","4,S","0","4,S","0","5,S","26","5,S","2","5,S","17.0","4,,S,10,","32.5","5,S,11,","42.9","4,,,S","30.53","5,,,S"
"GVM00061849","2006-03","7.733","-8.833","470.0","N ZEREKORE KONIA, GV","","","","","","","0","4,S","27","4,S","12","4,S","","","35.5","4,S,07,","","","32.24","4,,,S"
