"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AO000066410","1958-03","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","14","5,I","9","5,I","0","5,I","","","","","","","","","","","","","14.0","5,,I,07,","","","96.5","5,,,I","","","","","",""
"AO000066410","1958-04","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","4","5,I","3","5,I","0","5,I","0","4,I","0","4,I","","","","","","","7.8","4,I,25,+","9.9","5,,I,26,","","","22.0","5,,,I","","","","","12.65","4,,,I"
"AO000066410","1958-05","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","2","4,I","0","4,I","0","4,I","","","","","","","","","","","","","2.0","4,,I,27,+","","","4.0","4,,,I","","","","","",""
"AO000066410","1958-09","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","3","5,I","2","5,I","2","5,I","","","","","","","","","","","","","47.0","5,,I,19,+","","","95.0","5,,,I","","","","","",""
"AO000066410","1958-10","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","","","","","","","0","5,I","0","5,I","","","","","","","10.0","5,I,24,","","","","","","","","","","","15.06","5,,,I"
"AO000066410","1959-01","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","18","3,I","12","3,I","1","3,I","0","5,I","0","5,I","","","","","","","12.2","5,I,20,","59.9","3,,I,03,","","","189.9","3,,,I","","","","","16.60","5,,,I"
"AO000066410","1959-02","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","17",",I","13",",I","2",",I","0","1,I","0","1,I","","","","","","","11.1","1,I,19,","29.0",",,I,06,","","","180.3",",,,I","","","","","15.37","1,,,I"
"AO000066410","1959-03","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","20",",I","12",",I","2",",I","0",",I","0",",I","","","","","","","10.0",",I,27,","42.9",",,I,19,","","","188.6",",,,I","","","","","15.66",",,,I"
"AO000066410","1960-04","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","","","","","","","0","5,I","0","5,I","","","","","","","8.9","5,I,15,+","","","","","","","","","","","13.89","5,,,I"
"AO000066410","1960-05","-14.65","17.683","1343.0","MENONGUE SERPA PIN, AO","4","5,I","2","5,I","0","5,I","","","","","","","","","","","","","7.1","5,,I,11,","","","15.2","5,,,I","","","","","",""
