"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00053005","1993-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","6",",0","2",",0","0",",0","19",",0","2",",0","4",",0","0",",0","","","","","-12.2",",0,13,","102",",,0,11,","99",",,0,11,","16.3",",,0,30,","22.8",",0,25,","","","3186.1","0","395.5",",0","","","","","38.4",",,,0","175",",,,0","5.58",",0","12.96",",,,0","-1.81",",,,0","","","2039",",,,0","",""
"USC00053005","1993-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","2",",0","0",",0","","","","","-3.9",",0,08,","0",",,0,30,+","132",",,0,13,","17.5",",,0,12,","22.8",",0,26,+","107.3",",,,0","3479.2","0","293.1",",0","","","","","55.3",",,,0","137",",,,0","8.56",",0","15.13",",,,0","1.99",",,,0","","","2095",",,,0","",""
"USC00053005","1993-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","1.1","0","1.1",",0","15",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","-1.1",",0,02,","0",",,0,31,+","0",",T,0,22,","7.4",",,0,07,","27.8",",0,26,","140.1",",,,0","3599.2","0","120.0",",0","9.96","3,,,0","22.87","3,,,0","32.1",",,,0","0",",T,,0","14.50",",0","21.53",",,,0","7.47",",,,0","","","1628",",,,0","",""
"USC00053005","1993-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","34.3","0","33.2",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","","","","","5.0",",0,04,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,02,","34.4",",0,28,","162.0","2,,,0","3647.8","0","48.6",",0","12.16",",,,0","25.47",",,,0","59.2",",,,0","0",",,,0","17.82",",0","25.48",",,,0","10.16",",,,0","","","1625",",,,0","",""
"USC00053005","1993-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","118.3","0","84.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","7.8",",0,04,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,13,","35.6",",0,31,","186.0",",,,0","3.6","0","3.6",",0","","","","","34.4",",,,0","0",",,,0","20.93",",0","28.88",",,,0","12.98",",,,0","","","1891",",,,0","",""
"USC00053005","1993-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","171.6","0","53.3",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,05,","32.8",",0,24,","148.9",",,,0","17.2","0","13.6",",0","","","","","29.0",",,,0","0",",,,0","19.61",",0","26.81",",,,0","12.42",",,,0","","","1571",",,,0","",""
"USC00053005","1993-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","175.7","0","4.1",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","","","-1.7",",0,14,","0",",,0,30,+","23",",,0,13,","26.2",",,0,13,","31.7",",0,11,","110.6",",,,0","136.0","0","118.8",",0","","","","","66.6",",,,0","23",",,,0","14.51",",0","22.58",",,,0","6.44",",,,0","","","1383",",,,0","",""
"USC00053005","1993-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","175.7","0","0.0",",0","12",",0","5",",0","0",",0","3",",0","2",",0","0",",0","10",",0","1",",0","6",",0","0",",0","","","","","-13.3",",0,30,","76",",,0,29,+","91",",,0,28,","24.1",",,0,18,","29.4",",0,05,","61.7","3,,,0","436.5","0","300.5",",0","","","","","60.0",",,,0","155",",,,0","8.64",",0","15.92",",,,0","1.36",",,,0","","","1066",",,,0","",""
"USC00053005","1993-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","175.7","0","0.0",",0","8",",0","5",",0","0",",0","10",",0","6",",0","2",",0","29",",0","3",",0","0",",0","0",",0","","","","","-21.7",",0,25,","127",",,0,14,","196",",,0,14,","11.9",",,0,14,","16.7",",0,03,","","","963.3","0","526.8",",0","","","","","31.2",",,,0","532",",,,0","0.77",",0","7.92",",,,0","-6.38",",,,0","","","","","",""
"USC00053005","1993-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","175.7","0","0.0",",0","4",",0","1",",0","0",",0","4",",0","1",",0","0",",0","31",",0","4",",0","0",",0","0",",0","","","","","-16.1",",0,22,+","25",",,0,22,+","33",",,0,16,","2.5",",,0,16,","13.9",",0,25,","","","1526.2","0","562.9",",0","","","","","3.6",",,,0","66",",,,0","0.18",",0","6.84",",,,0","-6.49",",,,0","","","","","",""
"USC00053005","1994-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","6",",0","1",",0","1",",0","30",",0","3",",0","0",",0","0",",0","","","","","-18.9",",0,31,","102",",,0,26,","112",",,0,26,","7.4",",,0,26,","17.2",",0,19,","","","2077.0","0","550.8",",0","","","","","7.9",",,,0","128",",,,0","0.56",",0","8.12",",,,0","-6.99",",,,0","","","","","",""
"USC00053005","1994-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","13",",0","4",",0","1",",0","27",",0","3",",0","0",",0","0",",0","","","","","-21.1",",0,09,","102",",,0,11,","89",",,0,11,","6.1",",,0,28,","15.6",",0,18,+","","","2632.1","0","555.1",",0","","","","","16.1",",,,0","247",",,,0","-1.49",",0","5.63",",,,0","-8.61",",,,0","","","","","",""
"USC00053005","1994-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","3",",0","1",",0","0",",0","25",",0","1",",0","4",",0","0",",0","","","","","-13.3",",0,09,","51",",,0,08,","69",",,0,08,","3.6",",,0,08,","22.8",",0,19,+","","","3007.8","0","375.7",",0","","","","","9.8",",,,0","120",",,,0","6.21",",0","14.83",",,,0","-2.40",",,,0","","","1842",",,,0","",""
"USC00053005","1994-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","3",",0","4",",0","0",",0","12",",0","0",",0","10",",0","0",",0","","","","","-5.6",",0,06,","76",",,0,10,","99",",,0,10,","15.7",",,0,09,","26.1",",0,23,+","","","3285.7","0","277.9",",0","","","","","45.3",",,,0","298",",,,0","9.07",",0","16.44",",,,0","1.70",",,,0","","","","","",""
"USC00053005","1994-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","10.7","0","10.7",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","","","1.7",",0,01,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,13,","33.3",",0,30,","168.8",",,,0","3366.7","0","81.0",",0","6.90",",,,0","22.14",",,,0","25.8",",,,0","0",",,,0","16.06",",0","24.10",",,,0","8.03",",,,0","","","1892",",,,0","",""
"USC00053005","1994-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","95.4","0","84.7",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","6.7",",0,09,","0",",,0,30,+","0",",,0,30,+","30.7",",,0,20,","36.1",",0,26,","200.6","1,,,0","3370.6","0","3.9",",0","11.30",",,,0","26.05",",,,0","46.2",",,,0","0",",,,0","21.03",",0","29.41",",,,0","12.64",",,,0","","","1647",",,,0","",""
"USC00053005","1994-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","192.1","0","96.7",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","7.2",",0,08,","0",",,0,31,+","0",",,0,31,+","46.0",",,0,24,","33.9",",0,10,","191.8",",,,0","2.0","0","2.0",",0","12.34",",,,0","26.46","1,,,0","64.0",",,,0","0",",,,0","21.39",",0","29.36",",,,0","13.42",",,,0","","","1533",",,,0","",""
"USC00053005","1994-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","285.0","0","92.9",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","10.6",",0,20,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,11,","33.9",",0,26,+","148.5",",,,0","4.0","0","2.0",",0","12.70",",,,0","24.97",",,,0","49.0",",,,0","0",",,,0","21.27",",0","29.00",",,,0","13.54",",,,0","","","1192",",,,0","",""
"USC00053005","1994-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","307.4","0","22.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","0",",0","","","","","-2.2",",0,22,","0",",,0,30,+","0",",T,0,21,","4.3",",,0,21,","31.1",",0,10,+","133.2",",,,0","56.1","0","52.1",",0","7.93","1,,,0","21.68",",,,0","12.2",",,,0","0",",T,,0","17.35",",0","26.31",",,,0","8.38",",,,0","","","1165",",,,0","",""
"USC00053005","1994-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","307.4","0","0.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","6",",0","0",",0","","","1","","-6.1",",0,31,","0",",,0,31,+","3",",,0,17,","11.9",",,0,17,","25.0",",0,28,","67.8",",,,0","316.5","0","260.4",",0","","","12.52","1,,,0","41.5",",,,0","3",",,,0","9.93",",0","16.76",",,,0","3.10",",,,0","","","1331",",,,0","",""
"USC00053005","1994-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","307.4","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","1",",0","0",",0","26",",0","0",",0","2",",0","0",",0","","","","","-11.1",",0,23,","0",",T,0,15,+","41",",,0,14,","3.8",",,0,14,","23.3",",0,07,","","","775.5","0","459.0",",0","","","","","12.8",",,,0","84",",,,0","3.03",",0","9.72",",,,0","-3.65",",,,0","","","","","",""
"USC00053005","1994-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","307.4","0","0.0",",0","4",",0","2",",0","0",",0","2",",0","2",",0","0",",0","31",",0","2",",0","0",",0","0",",0","","","","","-13.3",",0,09,","152",",,0,31,","119",",,0,31,","4.6",",,0,30,","17.8",",0,01,","","","1321.7","0","546.2",",0","","","","","11.4",",,,0","209",",,,0","0.71",",0","8.34",",,,0","-6.91",",,,0","","","","","",""
"USC00053005","1995-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","9",",0","2",",0","3",",0","29",",0","6",",0","0",",0","0",",0","","","","","-23.3",",0,01,","127",",,0,04,+","38",",,0,29,+","2.3",",,0,29,","18.3",",0,15,","","","1892.0","0","570.3",",0","","","","","3.3",",,,0","84",",,,0","-0.06",",0","7.38",",,,0","-7.50",",,,0","","","","","",""
"USC00053005","1995-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","11",",0","4",",0","0",",0","24",",0","4",",0","1",",0","0",",0","","","","","-16.7",",0,15,","178",",,0,13,","135",",,0,10,","8.4",",,0,10,","21.1",",0,24,","","","2333.7","0","441.7",",0","","","","","24.5",",,,0","308",",,,0","2.56",",0","10.29",",,,0","-5.18",",,,0","","","","","",""
"USC00053005","1995-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","3",",0","2",",0","0",",0","4",",0","3",",0","0",",0","21",",0","3",",0","4",",0","0",",0","","","","","-13.3",",0,02,","127",",,0,01,","84",",,0,29,","4.8",",,0,06,","23.9",",0,21,","","","2747.3","0","413.6",",0","","","","","8.8",",,,0","214",",,,0","4.99",",0","12.24",",,,0","-2.25",",,,0","","","","","",""
"USC00053005","1995-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","15",",0","6",",0","0",",0","0",",0","3",",0","0",",0","14",",0","0",",0","4",",0","0",",0","","","","","-5.6",",0,11,","0",",T,0,26,+","51",",,0,26,","17.8",",,0,30,","24.4",",0,08,","89.4",",,,0","3091.1","0","343.8",",0","","","","","64.3",",,,0","156",",,,0","6.87",",0","13.54",",,,0","0.21",",,,0","","","2343",",,,0","",""
"USC00053005","1995-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","21",",0","17",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","0.6",",0,04,","0",",,0,31,+","0",",T,0,28,+","38.6",",,0,17,","27.2",",0,15,","98.1",",,,0","3334.9","0","243.8",",0","","","","","189.8",",,,0","0",",T,,0","10.47",",0","15.88",",,,0","5.06",",,,0","","","2033",",,,0","",""
"USC00053005","1995-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","24.6","0","24.6",",0","19",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","","","5.0",",0,11,","0",",,0,30,+","0",",T,0,17,+","21.1",",,0,08,","33.3",",0,14,","152.3","1,,,0","3395.7","0","60.8",",0","","","","","91.5",",,,0","0",",T,,0","17.12",",0","24.28",",,,0","9.97",",,,0","","","1438",",,,0","",""
"USC00053005","1995-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","118.4","0","93.8",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","10.0",",0,05,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,19,","36.7",",0,26,","202.9",",,,0","2.5","0","2.5",",0","","","","","23.0",",,,0","0",",,,0","21.28",",0","29.53",",,,0","13.03",",,,0","","","1308",",,,0","",""
"USC00053005","1995-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","259.3","0","140.9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","7.8",",0,01,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,04,","37.2",",0,08,","185.2",",,,0","3.0","0","0.5",",0","","","","","9.5",",,,0","0",",,,0","22.86",",0","31.38",",,,0","14.35",",,,0","","","1308",",,,0","",""
"USC00053005","1995-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","290.7","0","31.4",",0","14",",0","7",",0","0",",0","1",",0","1",",0","0",",0","3",",0","0",",0","18",",0","2",",0","","","","","-4.4",",0,22,","51",",,0,21,","142",",,0,21,","14.0",",,0,21,","35.0",",0,01,","104.5",",,,0","115.8","0","112.8",",0","","","","","73.2",",,,0","155",",,,0","15.62",",0","22.75",",,,0","8.48",",,,0","","","1021",",,,0","",""
"USC00053005","1995-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","290.7","0","0.0",",0","3",",0","2",",0","0",",0","1",",0","1",",0","0",",0","10",",0","0",",0","8",",0","0",",0","","","","","-4.4",",0,24,+","51",",,0,22,","61",",,0,22,","3.3",",,0,22,","27.2",",0,18,+","94.6","1,,,0","383.5","0","267.7",",0","","","","","6.9",",,,0","61",",,,0","9.70",",0","17.80",",,,0","1.60",",,,0","","","1807",",,,0","",""
"USC00053005","1995-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","290.7","0","0.0",",0","6",",0","3",",0","0",",0","3",",0","3",",0","0",",0","20",",0","1",",0","1",",0","0",",0","","","","","-12.8",",0,03,","76",",,0,27,+","89",",,0,01,","5.3",",,0,01,","21.7",",0,24,","","","767.0","0","383.5",",0","","","","","13.7",",,,0","228",",,,0","5.55",",0","13.17",",,,0","-2.07",",,,0","","","1607",",,,0","",""
"USC00053005","1995-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","290.7","0","0.0",",0","3",",0","0",",0","0",",0","3",",0","1",",0","0",",0","29",",0","2",",0","0",",0","0",",0","","","","","-15.6",",0,09,","25",",,0,23,+","36",",,0,22,","2.0",",,0,06,","17.8",",0,02,","","","1308.6","0","541.6",",0","","","","","4.3",",,,0","51",",,,0","0.86",",0","8.26",",,,0","-6.54",",,,0","","","","","",""
"USC00053005","1996-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","13",",0","5",",0","4",",0","30",",0","9",",0","1",",0","0",",0","","","","","-22.8",",0,26,","152",",,0,31,","104",",,0,30,","6.4",",,0,25,","22.8",",0,13,","","","1951.2","0","642.6",",0","","","","","23.0",",,,0","393",",,,0","-2.40",",0","5.66",",,,0","-10.45",",,,0","","","","","",""
"USC00053005","1996-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","10",",0","1",",0","4",",0","22",",0","6",",0","0",",0","0",",0","","","","","-27.8",",0,03,","152",",,0,01,","76",",,0,26,","1.8",",,0,21,","18.9",",0,09,","","","2454.4","0","503.2",",0","","","","","4.1",",,,0","95",",,,0","0.98",",0","9.03",",,,0","-7.07",",,,0","","","","","",""
"USC00053005","1996-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","3",",0","3",",0","1",",0","4",",0","2",",0","0",",0","26",",0","3",",0","0",",0","0",",0","","","","","-16.7",",0,25,","76",",,0,24,+","122",",,0,14,","33.3",",,0,14,","20.0",",0,11,","","","2925.6","0","471.2",",0","","","","","45.7",",,,0","249",",,,0","3.13",",0","10.59",",,,0","-4.32",",,,0","","","","","",""
"USC00053005","1996-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.3","0","0.3",",0","9",",0","4",",0","0",",0","1",",0","2",",0","0",",0","10",",0","0",",0","10",",0","0",",0","","","","","-3.9",",0,29,","51",",,0,13,","81",",,0,13,","9.1",",,0,13,","28.9",",0,24,","115.5","1,,,0","3182.4","0","256.8",",0","","","","","28.1",",,,0","142",",,,0","9.78",",0","17.76",",,,0","1.80",",,,0","","","2200",",,,0","",""
"USC00053005","1996-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","13.7","0","13.4",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","","","","","2.8",",0,10,","0",",,0,31,+","0",",T,0,23,","34.3",",,0,23,","32.8",",0,16,","140.1",",,,0","3319.4","0","137.0",",0","","","","","107.4",",,,0","0",",T,,0","14.35",",0","21.19",",,,0","7.51",",,,0","","","1847",",,,0","",""
"USC00053005","1996-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","58.6","0","44.9",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","6.7",",0,02,","0",",,0,30,+","0",",T,0,25,+","10.4",",,0,15,","32.2",",0,18,","171.8",",,,0","3331.2","0","11.8",",0","","","","","53.3",",,,0","0",",T,,0","19.44",",0","27.57",",,,0","11.31",",,,0","","","1328",",,,0","",""
"USC00053005","1996-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","172.5","0","113.9",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","11.7",",0,15,+","0",",,0,31,+","0",",T,0,31,+","10.4",",,0,09,","36.1",",0,03,","193.8",",,,0","0.8","0","0.8",",0","","","","","37.2",",,,0","0",",T,,0","21.98",",0","29.43",",,,0","14.54",",,,0","","","1567",",,,0","",""
"USC00053005","1996-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","243.2","0","70.7",",0","13",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","9.4",",0,07,","0",",,0,31,+","0",",T,0,29,+","4.3",",,0,15,","35.0",",0,12,","167.5",",,,0","2.8","0","2.0",",0","","","","","13.1",",,,0","0",",T,,0","20.55",",0","28.56",",,,0","12.54",",,,0","","","1430",",,,0","",""
"USC00053005","1996-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","257.6","0","14.4",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","1",",0","","","","","-2.8",",0,27,","0",",,0,30,+","18",",,0,27,","11.2",",,0,19,","33.3",",0,03,","108.5",",,,0","104.2","0","101.4",",0","","","","","34.1",",,,0","18",",,,0","15.43",",0","23.01",",,,0","7.85",",,,0","","","1293",",,,0","",""
"USC00053005","1996-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","257.6","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","14",",0","0",",0","","","","","-5.0",",0,22,","0",",,0,31,+","3",",,0,26,","5.3",",,0,26,","29.4",",0,11,","82.6",",,,0","351.4","0","247.2",",0","","","","","12.5",",,,0","3",",,,0","10.36",",0","18.08",",,,0","2.64",",,,0","","","1505",",,,0","",""
"USC00053005","1996-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","257.6","0","0.0",",0","5",",0","2",",0","0",",0","4",",0","2",",0","0",",0","27",",0","1",",0","2",",0","0",",0","","","","","-16.1",",0,17,","127",",,0,16,","91",",,0,15,","8.9",",,0,15,","22.2",",0,19,+","","","801.7","0","450.3",",0","","","","","15.1",",,,0","191",",,,0","3.32",",0","10.15",",,,0","-3.50",",,,0","","","1375",",,,0","",""
"USC00053005","1996-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","257.6","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","0",",0","0",",0","","","","","-15.6",",0,26,+","0",",T,0,18,+","13",",,0,16,","0.5",",,0,16,","16.7",",0,09,","","","1352.7","0","551.0",",0","","","","","0.5",",,,0","13",",,,0","0.56",",0","7.93",",,,0","-6.81",",,,0","","","","","",""
"USC00053005","1997-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","20",",0","4",",0","5",",0","28",",0","8",",0","0",",0","0",",0","","","","","-23.3",",0,13,","152",",,0,13,+","124",",,0,10,","5.1",",,0,11,","18.9",",0,31,","","","2000.9","0","648.2",",0","","","","","18.5",",,,0","386",",,,0","-2.58",",0","3.80",",,,0","-8.96",",,,0","","","","","",""
"USC00053005","1997-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","7",",0","3",",0","0",",0","26",",0","5",",0","0",",0","0",",0","","","","","-11.7",",0,25,+","102",",,0,23,","152",",,0,23,","3.6",",,0,23,","18.3",",0,17,","","","2510.6","0","509.7",",0","","","","","11.9",",,,0","279",",,,0","0.13",",0","5.93",",,,0","-5.68",",,,0","","","","","",""
"USC00053005","1997-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","5",",0","4",",0","0",",0","22",",0","1",",0","7",",0","0",",0","","","","","-12.8",",0,05,","51",",,0,15,+","71",",,0,15,+","4.3",",,0,04,","25.6",",0,20,","","","2891.3","0","380.7",",0","","","","","12.7",",,,0","249",",,,0","6.05",",0","14.73",",,,0","-2.63",",,,0","","","","","",""
"USC00053005","1997-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","12",",0","6",",0","1",",0","5",",0","4",",0","0",",0","16",",0","2",",0","4",",0","0",",0","","","","","-12.8",",0,12,","102",",,0,24,","157",",,0,24,","53.6",",,0,24,","25.6",",0,19,","","","3253.6","0","362.3",",0","","","","","76.6",",,,0","344",",,,0","6.26",",0","13.12",",,,0","-0.61",",,,0","","","2081",",,,0","",""
"USC00053005","1997-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","1.9","0","1.9",",0","14",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","","","","","-0.6",",0,03,","0",",,0,31,+","0",",T,0,02,","15.7",",,0,22,","29.4",",0,17,","145.3",",,,0","3380.8","0","127.2",",0","","","","","33.9",",,,0","0",",T,,0","14.29",",0","21.90",",,,0","6.68",",,,0","","","1756",",,,0","",""
"USC00053005","1997-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","55.2","0","53.3",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","","","8.9",",0,15,+","0",",,0,30,+","0",",,0,30,+","30.0",",,0,02,","32.8",",0,30,+","151.1","1,,,0","3400.0","0","19.2",",0","","","","","75.5",",,,0","0",",,,0","19.47",",0","26.70",",,,0","12.24",",,,0","","","1462",",,,0","",""
"USC00053005","1997-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","166.2","0","111.0",",0","10",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","9.4",",0,06,+","0",",,0,31,+","0",",T,0,05,","117.6",",,0,29,","35.0",",0,15,","188.2",",,,0","1.7","0","1.7",",0","","","","","170.6",",,,0","0",",T,,0","21.86",",0","29.74",",,,0","13.98",",,,0","","","1313",",,,0","",""
"USC00053005","1997-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","241.5","0","75.3",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","10.6",",0,12,","0",",,0,31,+","0",",,0,31,+","57.4",",,0,06,","33.3",",0,08,","132.8",",,,0","9.2","0","7.5",",0","","","","","129.8",",,,0","0",",,,0","20.52",",0","27.49",",,,0","13.55",",,,0","","","1182",",,,0","",""
"USC00053005","1997-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","269.0","0","27.5",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,19,","30.0",",0,08,","101.5",",,,0","67.3","0","58.1",",0","","","","","52.7",",,,0","0",",,,0","17.32",",0","24.37",",,,0","10.26",",,,0","","","904",",,,0","",""
