"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00044534","1955-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","2",",0","0",",0","","","-1.7",",0,20,+","0",",,0,28,+","0",",,0,28,+","9.7",",,0,18,","21.7",",0,16,+","93.0",",,,0","","","238.0",",0","","","","","29.6",",,,0","0",",,,0","9.83",",0","16.14",",,,0","3.53",",,,0","2225","1,,,0"
"USC00044534","1955-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","2.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","","","0.0",",0,01,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,09,","26.7",",0,29,+","170.8","1,,,0","","","162.2",",0","","","","","3.1",",,,0","0",",,,0","13.17",",0","20.57",",,,0","5.78",",,,0","2804","1,,,0"
"USC00044534","1955-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","3.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","1.1",",0,19,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,30,","29.4",",0,10,","220.7","1,,,0","","","113.3",",0","","","","","16.5",",,,0","0",",,,0","14.69",",0","22.33",",,,0","7.04",",,,0","4122","2,,,0"
"USC00044534","1955-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","115.8",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","10",",0","","","7.2",",0,02,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,01,","39.4",",0,30,","284.7","2,,,0","","","34.9",",0","","","","","23.9",",,,0","0",",,,0","20.94",",0","28.56",",,,0","13.32",",,,0","3678","1,,,0"
"USC00044534","1955-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","197.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","11.7",",0,16,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","40.6",",0,06,","375.4","2,,,0","","","1.4",",0","","","","","0.0",",,,0","0",",,,0","24.87",",0","33.61",",,,0","16.13",",,,0","4154","1,,,0"
"USC00044534","1955-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","290.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","12.8",",0,04,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","42.8",",0,14,","401.6","2,,,0","0.0","0","0.0",",0","","","","","0.0",",,,0","0",",,,0","27.72",",0","36.54",",,,0","18.89",",,,0","3335","2,,,0"
"USC00044534","1955-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","372.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","15.0",",0,26,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","45.6",",0,04,","437.3",",,,0","0.0","0","0.0",",0","","","","","0.0",",,,0","0",",,,0","30.34",",0","39.40",",,,0","21.27",",,,0","3113","1,,,0"
"USC00044534","1955-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","235.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","11.7",",0,19,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","45.6",",0,03,","296.1","1,,,0","0.0","0","0.0",",0","","","","","0.0",",,,0","0",",,,0","26.18",",0","35.20",",,,0","17.17",",,,0","2571",",,,0"
"USC00044534","1955-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","73.0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","8",",0","","","6.7","1,0,29,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,19,","33.3",",0,14,+","188.4","2,,,0","15.0","0","15.0",",0","","","","","0.0",",T,,0","0",",,,0","20.35","1,0","28.35",",,,0","12.36","1,,,0","2392","1,,,0"
"USC00044534","1955-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","1.1",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","9",",0","0",",0","","","-1.1",",0,30,+","0",",,0,30,+","0",",,0,30,+","7.4",",,0,14,","28.9",",0,09,","99.1","4,,,0","220.1","0","205.1",",0","","","","","9.4",",,,0","0",",,,0","11.53",",0","18.88",",,,0","4.18",",,,0","2458","2,,,0"
