"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMW00034192","1960-06","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","4,X","0","4,X","","","","","","","","","","","","","","","","","0","4,,X,30,+","0","4,,X,30,+","","","","","","","","","0","4,,,X","","","","","",""
"GMW00034192","1960-08","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","4,X","0","4,X","","","","","","","","","","","","","","","","","0","4,,X,31,+","0","4,,X,31,+","","","","","","","","","0","4,,,X","","","","","",""
"GMW00034192","1960-09","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","5,X","0","5,X","","","","","","","","","","","","","","","","","0","5,,X,30,+","0","5,,X,30,+","","","","","","","","","0","5,,,X","","","","","",""
"GMW00034192","1961-04","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","5,","","","","","","","","","","","","","","","","","","","0","5,,X,30,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1961-05","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","5,","","","","","","","","","","","","","","","","","","","0","5,,X,31,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1961-06","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","4,","","","","","","","","","","","","","","","","","","","0","4,,X,30,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1961-08","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","4,","","","","","","","","","","","","","","","","","","","0","4,,X,31,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1961-09","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","5,","","","","","","","","","","","","","","","","","","","0","5,,X,30,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1961-10","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","5,","","","","","","","","","","","","","","","","","","","0","5,,X,31,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1962-01","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","19","4,X","","","","","","","","","","","","","","","","","","","178","4,,X,06,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1962-02","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","10","4,X","","","","","","","","","","","","","2","","","","","","127","4,,X,16,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1962-03","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","4","3,","","","","","","","","","","","","","","","","","","","51","3,,X,14,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1962-04","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0",",","","","","","","","","","","","","","","","","","","","0",",,X,30,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1962-05","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0","1,","","","","","","","","","","","","","","","","","","","0","1,,X,31,+","","","","","","","","","","","","","","","","","",""
"GMW00034192","1962-06","48.81667","12.58333","370.0","STRAUBING, GM","","","","","","","","","0",",","","","","","","","","","","","","","","","","","","","0",",,X,30,+","","","","","","","","","","","","","","","","","",""
