"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097682","1998-04","-3.368","135.496","6.1","NABIRE, ID","","","233.1","4,S","0","1,S","0","1,S","0","4,S","26","4,S","3","4,S","22.4","1,S,03,","33.1","4,S,23,","","","0.0","4,S","27.33","4,S","31.28","4,,,S","23.38","1,,,S"
"IDM00097682","1998-05","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","9","5,S","22.6","5,S,04,","33.0","5,S,31,","","","","","27.74","9,S","31.82","5,,,S","23.67","5,,,S"
"IDM00097682","1998-06","-3.368","135.496","6.1","NABIRE, ID","","","","","0","4,S","0","4,S","","","","","","","22.2","4,S,29,","","","","","","","","","","","23.27","4,,,S"
"IDM00097682","1998-07","-3.368","135.496","6.1","NABIRE, ID","240.8","S","240.8","3,S","0","3,S","0","3,S","0","3,S","28","3,S","1","3,S","20.4","3,S,17,","32.2","3,S,10,","","","0.0","3,S","26.93","3,S","30.95","3,,,S","22.91","3,,,S"
"IDM00097682","1998-09","-3.368","135.496","6.1","NABIRE, ID","","","","","0","3,S","0","3,S","","","","","","","21.1","3,S,20,","","","","","","","","","","","22.81","3,,,S"
"IDM00097682","1998-10","-3.368","135.496","6.1","NABIRE, ID","","","","","0","4,S","0","4,S","0","5,S","26","5,S","8","5,S","20.7","4,S,31,","32.9","5,S,31,","","","","","27.12","6,S","31.57","5,,,S","22.66","4,,,S"
"IDM00097682","1999-03","-3.368","135.496","6.1","NABIRE, ID","","","","","0","4,S","0","4,S","","","","","","","20.6","4,S,30,","","","","","","","","","","","22.51","4,,,S"
"IDM00097682","1999-06","-3.368","135.496","6.1","NABIRE, ID","","","","","0","3,S","0","3,S","","","","","","","21.2","3,S,26,","","","","","","","","","","","21.99","3,,,S"
"IDM00097682","1999-07","-3.368","135.496","6.1","NABIRE, ID","","","","","0","3,S","0","3,S","","","","","","","20.4","3,S,12,","","","","","","","","","","","21.97","3,,,S"
"IDM00097682","1999-08","-3.368","135.496","6.1","NABIRE, ID","","","","","0","1,S","0","1,S","","","","","","","21.2","1,S,15,","","","","","","","","","","","22.14","1,,,S"
"IDM00097682","1999-10","-3.368","135.496","6.1","NABIRE, ID","","","","","0","4,S","0","4,S","0","5,S","26","5,S","3","5,S","21.0","4,S,08,","32.5","5,S,24,","","","","","26.76","7,S","31.35","5,,,S","22.17","4,,,S"
"IDM00097682","2006-12","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","","","","","","","20.7","5,S,25,","","","","","","","","","","","24.27","5,,,S"
"IDM00097682","2007-03","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","15","5,S","21.0","5,S,01,","33.8","5,S,29,+","","","","","28.24","8,S","32.38","5,,,S","24.09","5,,,S"
"IDM00097682","2007-06","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","","","","","","","22.6","5,S,12,","","","","","","","","","","","24.14","5,,,S"
"IDM00097682","2007-07","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","","","","","","","22.0","5,S,09,","","","","","","","","","","","23.27","5,,,S"
"IDM00097682","2007-08","-3.368","135.496","6.1","NABIRE, ID","","","","","","","","","0","4,S","27","4,S","1","4,S","","","32.2","4,S,06,","","","","","","","31.13","4,,,S","",""
"IDM00097682","2007-09","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","0","5,S","25","5,S","8","5,S","21.8","5,S,15,","33.0","5,S,29,+","","","","","27.65","8,S","31.56","5,,,S","23.75","5,,,S"
"IDM00097682","2007-10","-3.368","135.496","6.1","NABIRE, ID","","","","","0","4,S","0","4,S","0","2,S","29","2,S","14","2,S","22.2","4,S,14,+","33.2","2,S,07,+","","","","","27.98","6,S","32.03","2,,,S","23.92","4,,,S"
"IDM00097682","2007-11","-3.368","135.496","6.1","NABIRE, ID","","","","","0","2,S","0","2,S","","","","","","","21.9","2,S,30,","","","","","","","","","","","23.95","2,,,S"
"IDM00097682","2007-12","-3.368","135.496","6.1","NABIRE, ID","","","253.1","5,S","0","5,S","0","5,S","0",",S","31",",S","16",",S","21.4","5,S,01,","33.4",",S,13,","","","0.0",",S","28.06","5,S","32.09",",,,S","24.04","5,,,S"
"IDM00097682","2008-01","-3.368","135.496","6.1","NABIRE, ID","","","","","0","3,S","0","3,S","0","5,S","26","5,S","20","5,S","21.2","3,S,06,","33.9","5,S,10,","","","","","28.10","8,S","32.53","5,,,S","23.67","3,,,S"
"IDM00097682","2008-02","-3.368","135.496","6.1","NABIRE, ID","","","","","","","","","0","3,S","26","3,S","7","3,S","","","33.4","3,S,23,","","","","","","","31.48","3,,,S","",""
"IDM00097682","2008-04","-3.368","135.496","6.1","NABIRE, ID","","","","","","","","","0","4,S","26","4,S","6","4,S","","","34.0","4,S,17,","","","","","","","31.61","4,,,S","",""
"IDM00097682","2008-08","-3.368","135.496","6.1","NABIRE, ID","","","","","0","4,S","0","4,S","","","","","","","23.0","4,S,31,+","","","","","","","","","","","23.41","4,,,S"
"IDM00097682","2008-09","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","","","","","","","22.2","5,S,03,","","","","","","","","","","","23.44","5,,,S"
"IDM00097682","2009-05","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","","","","","","","23.6","5,S,30,+","","","","","","","","","","","24.50","5,,,S"
"IDM00097682","2009-06","-3.368","135.496","6.1","NABIRE, ID","","","","","0","2,S","0","2,S","","","","","","","21.0","2,S,11,","","","","","","","","","","","23.54","2,,,S"
"IDM00097682","2009-07","-3.368","135.496","6.1","NABIRE, ID","","","","","0","5,S","0","5,S","","","","","","","21.2","5,S,16,","","","","","","","","","","","23.71","5,,,S"
