"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013740","1939-03","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","8.9",",X","11",",X","8",",X","1",",X","","","0",",X","0",",X","14",",X","0",",X","6",",X","0",",X","","","","","","","-4.4",",X,03,","","","0",",T,X,02,","47.5",",,X,30,","30.0",",X,25,","","","298.6",",X","135.4",",,,X","","","0",",T,,X","8.99",",X","15.61",",,,X","2.36",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-04","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","17.0",",X","13",",X","7",",X","1",",X","","","0",",X","0",",X","5",",X","0",",X","14",",X","0",",X","","","","","","","-3.3",",X,05,","","","0",",,X,30,+","30.7",",,X,06,","31.7",",X,25,","","","166.7",",X","77.4",",,,X","","","0",",,,X","13.35",",X","20.30",",,,X","6.39",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-05","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","98.7",",X","6",",X","4",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","24",",X","6",",X","","","","","","","3.3",",X,15,","","","0",",,X,31,+","15.5",",,X,22,","35.0",",X,31,","","","66.1",",X","35.3",",,,X","","","0",",,,X","19.38",",X","26.44",",,,X","12.33",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-06","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","191.5",",X","10",",X","7",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","14",",X","","","","","","","13.3",",X,26,","","","0",",,X,30,+","45.7",",,X,01,","35.0",",X,17,+","","","0.0",",X","137.5",",,,X","","","0",",,,X","24.72",",X","30.86",",,,X","18.58",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-07","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","186.2",",X","13",",X","11",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","10",",X","","","","","","","14.4",",X,16,","","","0",",,X,31,+","36.8",",,X,29,","33.9",",X,24,","1.4","X","1.4",",X","132.8",",,,X","","","0",",,,X","24.29",",X","29.84",",,,X","18.75",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-08","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","208.7",",X","11",",X","8",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","12",",X","","","","","","","16.1",",X,30,","","","0",",,X,31,+","73.4",",,X,18,","34.4",",X,20,+","1.4","X","0.0",",X","211.9",",,,X","","","0",",,,X","25.07",",X","30.50",",,,X","19.63",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-09","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","114.5",",X","7",",X","5",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","5",",X","","","","","","","9.4",",X,23,","","","0",",,X,30,+","15.0",",,X,17,","36.1",",X,08,","3.7","X","2.3",",X","43.2",",,,X","","","0",",,,X","22.07",",X","28.59",",,,X","15.55",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-10","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","36.6",",X","7",",X","5",",X","2",",X","","","0",",X","0",",X","3",",X","0",",X","19",",X","2",",X","","","","","","","-0.6",",X,29,","","","0",",,X,31,+","49.3",",,X,01,","33.3",",X,10,+","141.5","X","137.8",",X","122.9",",,,X","","","0",",,,X","15.07",",X","21.97",",,,X","8.17",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-11","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","0.0",",X","7",",X","6",",X","0",",X","","","0",",X","0",",X","13",",X","0",",X","3",",X","0",",X","","","","","","","-4.4",",X,29,","","","0",",,X,30,+","20.6",",,X,05,","23.9",",X,16,","477.2","X","335.7",",X","55.5",",,,X","","","0",",,,X","7.14",",X","13.67",",,,X","0.62",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013740","1939-12","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","","","","","0.0",",X","10",",X","5",",X","0",",X","","","1",",X","0",",X","25",",X","0",",X","0",",X","0",",X","","","","","","","-9.4",",X,25,+","","","46",",,X,24,","10.9",",,X,27,","20.6",",X,19,+","912.6","X","435.4",",X","38.5",",,,X","","","75",",,,X","4.29",",X","10.47",",,,X","-1.90",",,,X","","","","","","","","","","","","","","","","","","","","","",""
