"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013777","1941-07","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","509.4","0","230.3",",0","15",",0","9",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","17.2",",0,05,+","","","","","41.1",",,0,02,","39.4",",0,28,","0.3","0","0.3",",0","142.5",",,,0","","","25.75",",0","30.20",",,,0","21.31",",,,0","",""
"USW00013777","1941-08","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","716.3","0","206.9",",0","5",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","14.4",",0,14,+","","","","","18.3",",,0,19,","37.2",",0,09,","0.3","0","0.0",",0","40.6",",,,0","","","25.01",",0","30.22",",,,0","19.80",",,,0","",""
"USW00013777","1941-09","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","857.7","0","141.4",",0","2",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","9",",0","","","","","10.0",",0,30,","","","","","9.1",",,0,04,","36.1",",0,10,","4.4","0","4.1",",0","12.7",",,,0","","","22.91",",0","28.39",",,,0","17.43",",,,0","",""
"USW00013777","1941-10","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","933.5","0","75.8",",0","8",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","18",",0","5",",0","","","","","2.2",",0,29,","","","","","14.0",",,0,10,","36.1",",0,05,","78.7","0","74.3",",0","25.4",",,,0","","","18.38",",0","23.44",",,,0","13.33",",,,0","",""
"USW00013777","1941-11","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","933.8","0","0.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","","","","","0.0",",0,25,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,23,","25.0",",0,20,","296.6","0","217.9",",0","33.6",",,,0","0",",,,0","11.08",",0","16.12",",,,0","6.04",",,,0","",""
"USW00013777","1941-12","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","933.8","0","0.0",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","3","","2","","-5.0",",0,21,","0",",,0,31,+","3",",,0,12,","56.4",",,0,13,","18.9",",0,05,","683.9","0","387.3",",0","88.4",",,,0","3",",,,0","5.84",",0","9.66",",,,0","2.02",",,,0","",""
"USW00013777","1942-01","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","10",",0","4",",0","0",",0","1",",0","2",",0","0",",0","17",",0","5",",0","0",",0","0",",0","2","","","","-13.3",",0,11,+","25",",,0,04,","25",",,0,04,+","19.6",",,0,19,","18.3",",0,18,","1187.1","0","503.2",",0","52.0",",,,0","75",",,,0","2.10",",0","6.22",",,,0","-2.01",",,,0","",""
"USW00013777","1942-02","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0","1,0","5",",0","5",",0","1",",0","0",",0","1",",0","0",",0","19",",0","2","1,0","0","1,0","0","1,0","3","","","","-11.1",",0,03,","0",",T,0,05,","25",",,0,05,","31.0",",,0,07,","13.3","1,0,17,","1647.8","0","460.7","1,0","70.9",",,,0","25",",,,0","1.27","1,0","5.18","1,,,0","-2.65",",,,0","",""
"USW00013777","1942-03","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","13",",0","10",",0","1",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2","","","","0.6",",0,30,+","559",",,0,29,","556",",,0,29,","52.1",",,0,29,","24.4",",0,17,","1956.7","0","308.9",",0","165.3",",,,0","564",",,,0","8.37",",0","12.84",",,,0","3.89",",,,0","",""
"USW00013777","1942-04","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","25.6","0","25.6",",0","4",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","2.8",",0,01,","","","","","19.3",",,0,09,","30.6",",0,30,+","2087.2","0","130.5",",0","22.4",",,,0","","","14.84",",0","20.53",",,,0","9.14",",,,0","",""
"USW00013777","1942-05","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","104.1","0","78.5",",0","8",",0","6",",0","2",",0","","","","","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","10.0",",0,11,","","","","","47.2",",,0,22,","34.4",",0,31,","2099.0","0","11.8",",0","106.4",",,,0","","","20.48",",0","25.25",",,,0","15.72",",,,0","",""
"USW00013777","1942-06","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","263.5","0","159.4",",0","10",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","3",",0","","","","","13.9",",0,02,","","","","","16.8",",,0,27,","33.9",",0,21,+","2101.3","0","2.3",",0","57.4",",,,0","","","23.57",",0","28.00",",,,0","19.15",",,,0","",""
"USW00013777","1942-07","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","516.2","0","252.7",",0","10",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","18.3",",0,08,","","","","","58.2",",,0,10,","37.2",",0,19,","0.0","0","0.0",",0","113.4",",,,0","","","26.49",",0","31.22",",,,0","21.75",",,,0","",""
"USW00013777","1942-08","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","696.5","0","180.3",",0","13",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","12.2",",0,26,","","","","","62.0",",,0,08,","34.4",",0,02,+","0.8","0","0.8",",0","178.2",",,,0","","","24.12",",0","28.21",",,,0","20.03",",,,0","",""
"USW00013777","1942-09","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","826.7","0","130.2",",0","7",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","27",",0","4",",0","","","","","5.0",",0,29,","","","","","21.3",",,0,27,","33.3",",0,09,+","28.5","0","27.7",",0","46.2",",,,0","","","21.75",",0","26.78",",,,0","16.72",",,,0","",""
"USW00013777","1942-10","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","834.3","0","7.6",",0","12",",0","10",",0","4",",0","","","","","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","1.7",",0,27,","","","","","47.8",",,0,14,","30.0",",0,09,","110.5","0","82.0",",0","213.7",",,,0","","","15.93",",0","20.14",",,,0","11.72",",,,0","",""
"USW00013777","1942-11","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","834.9","0","0.6",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","4",",0","0",",0","1","","1","","-2.8",",0,28,+","0",",,0,30,+","0",",,0,30,+","15.7",",,0,29,","26.1",",0,20,","378.7","0","268.2",",0","60.1",",,,0","0",",,,0","9.41",",0","13.93",",,,0","4.89",",,,0","",""
"USW00013777","1942-12","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","834.9","0","0.0",",0","15",",0","8",",0","1",",0","3",",0","2",",0","0",",0","17",",0","3",",0","0",",0","0",",0","1","","","","-15.0",",0,21,","76",",,0,22,+","76",",,0,20,","28.4",",,0,29,","10.6",",0,30,","896.4","0","517.7",",0","100.5",",,,0","129",",,,0","1.63",",0","5.07",",,,0","-1.80",",,,0","",""
"USW00013777","1943-01","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","15",",0","5",",0","1",",0","5",",0","1","1,0","0",",0","22",",0","5",",0","0",",0","0",",0","1","","","","-8.9",",0,20,","127",",,0,30,+","28","1,,0,10,","50.8",",,0,28,","18.9",",0,16,","1414.2","0","517.8",",0","89.9",",,,0","60","1,,,0","1.63",",0","4.95",",,,0","-1.69",",,,0","",""
"USW00013777","1943-02","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","7",",0","6",",0","0",",0","6",",0","1",",0","0",",0","14",",0","3",",0","2",",0","0",",0","2","","1","","-14.4",",0,15,","76",",,0,01,","51",",,0,26,","20.8",",,0,11,","21.1",",0,24,+","1821.2","0","407.0",",0","52.8",",,,0","54",",,,0","3.80",",0","8.30",",,,0","-0.71",",,,0","",""
"USW00013777","1943-03","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","12",",0","6",",0","2",",0","2",",0","5",",0","0",",0","12",",0","3",",0","4",",0","0",",0","3","","1","","-11.7",",0,04,","51",",,0,21,+","127",",,0,13,","39.9",",,0,06,","28.3",",0,31,","2172.8","0","351.6",",0","111.2",",,,0","373",",,,0","6.99",",0","12.41",",,,0","1.57",",,,0","",""
"USW00013777","1943-04","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","1.4","0","1.4",",0","10",",0","4",",0","1",",0","","","","","0",",0","7",",0","0",",0","5",",0","0",",0","","","","","-0.6",",0,16,+","","","","","37.1",",,0,19,","27.8",",0,25,","2415.2","0","242.4",",0","65.1",",,,0","","","10.30",",0","15.70",",,,0","4.90",",,,0","",""
"USW00013777","1943-05","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","66.6","0","65.2",",0","16",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","23",",0","1",",0","","","","","6.7",",0,02,","","","","","45.0",",,0,12,","32.2",",0,08,","2450.5","0","35.3",",0","121.0",",,,0","","","19.30",",0","23.99",",,,0","14.60",",,,0","",""
"USW00013777","1943-06","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","313.7","0","247.1",",0","6",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","18",",0","","","","","15.6",",0,09,","","","","","18.3",",,0,09,","36.1",",0,26,","2450.7","0","0.2",",0","32.8",",,,0","","","26.56",",0","31.15",",,,0","21.97",",,,0","",""
"USW00013777","1943-07","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","544.0","0","230.3",",0","9",",0","6",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","12.8",",0,01,","","","","","52.1",",,0,11,","35.0",",0,21,+","0.0","0","0.0",",0","125.7",",,,0","","","25.76",",0","30.30",",,,0","21.22",",,,0","",""
"USW00013777","1943-08","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","786.2","0","242.2",",0","7",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","15.6",",0,30,","","","","","11.4",",,0,13,","37.2",",0,14,+","0.0","0","0.0",",0","22.0",",,,0","","","26.15",",0","31.36",",,,0","20.93",",,,0","",""
"USW00013777","1943-09","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","874.0","0","87.8",",0","8",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","23",",0","4",",0","","","","","7.2",",0,26,","","","","","16.8",",,0,30,","36.1",",0,01,","29.2","0","29.2",",0","46.9",",,,0","","","20.29",",0","25.56",",,,0","15.01",",,,0","",""
"USW00013777","1943-10","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","882.3","0","8.3",",0","8",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","5.6",",0,18,+","","","","","80.8",",,0,26,","28.9",",0,09,","181.6","0","152.4",",0","159.9",",,,0","","","13.69",",0","18.17",",,,0","9.20",",,,0","",""
"USW00013777","1943-11","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","882.3","0","0.0",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","1",",0","0",",0","1","","1","","-1.7",",0,29,","0",",,0,30,+","0",",T,0,15,+","34.0",",,0,08,","21.1",",0,19,","480.5","0","298.9",",0","70.3",",,,0","0",",T,,0","8.37",",0","12.94",",,,0","3.80",",,,0","",""
"USW00013777","1943-12","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","882.3","0","0.0",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","20",",0","5",",0","0",",0","0",",0","","","","","-10.0",",0,15,","0",",,0,31,+","0",",T,0,20,+","33.3",",,0,26,","17.8",",0,09,","957.7","0","477.2",",0","36.6",",,,0","0",",T,,0","2.94",",0","7.28",",,,0","-1.40",",,,0","",""
"USW00013777","1944-01","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","7",",0","7",",0","1",",0","7",",0","2",",0","0",",0","19",",0","2",",0","3",",0","0",",0","2","","","","-9.4",",0,09,","102",",,0,16,","64",",,0,16,+","81.8",",,0,03,","22.2",",0,27,","1419.1","0","461.4",",0","128.0",",,,0","133",",,,0","3.45",",0","7.26",",,,0","-0.37",",,,0","",""
"USW00013777","1944-02","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","8",",0","6",",0","0",",0","4",",0","2",",0","0",",0","16",",0","2",",0","1",",0","0",",0","1","","","","-7.8",",0,13,","76",",,0,12,+","76",",,0,11,","15.2",",,0,14,","21.1",",0,24,","1855.3","0","436.2",",0","55.9",",,,0","148",",,,0","3.29",",0","6.97",",,,0","-0.39",",,,0","",""
"USW00013777","1944-03","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","13",",0","12",",0","0",",0","4",",0","1",",0","0",",0","14",",0","2",",0","0",",0","0",",0","","","1","","-6.7",",0,05,","76",",,0,05,+","102",",,0,04,","23.9",",,0,12,","20.0",",0,16,","2254.0","0","398.7",",0","153.4",",,,0","138",",,,0","5.47",",0","9.76",",,,0","1.18",",,,0","",""
"USW00013777","1944-04","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","1.7","0","1.7",",0","14",",0","10",",0","1",",0","","","","","0",",0","3",",0","0",",0","7",",0","0",",0","","","","","-1.1",",0,05,","","","","","27.2",",,0,24,","26.7",",0,30,","2455.1","0","201.1",",0","96.8",",,,0","","","11.69",",0","16.44",",,,0","6.93",",,,0","",""
"USW00013777","1944-05","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","112.5","0","110.8",",0","7",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","26",",0","4",",0","","","","","9.4",",0,08,","","","","","19.8",",,0,07,","33.3",",0,31,+","2468.7","0","13.6",",0","43.7",",,,0","","","21.47",",0","26.79",",,,0","16.15",",,,0","",""
"USW00013777","1944-06","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","277.9","0","165.4",",0","10",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","9",",0","","","","","10.6",",0,08,","","","","","21.3",",,0,23,","36.1",",0,18,","2472.9","0","4.2",",0","64.8",",,,0","","","23.71",",0","28.77",",,,0","18.65",",,,0","",""
"USW00013777","1944-07","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","530.7","0","252.8",",0","7",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","16.1",",0,22,","","","","","46.5",",,0,26,","36.1",",0,25,","0.0","0","0.0",",0","71.4",",,,0","","","26.49",",0","31.81",",,,0","21.16",",,,0","",""
"USW00013777","1944-08","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","733.0","0","202.3","1,0","8","1,0","5","1,0","1","1,0","","","","","0",",0","0",",0","0","1,0","30","1,0","10","1,0","","","","","13.3",",0,26,","","","","","76.2","1,,0,02,","37.2","1,0,04,","0.0","0","0.0","1,0","105.0","1,,,0","","","25.15","1,0","30.02","1,,,0","20.29",",,,0","",""
"USW00013777","1944-09","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","842.1","0","109.1",",0","13",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","26",",0","3",",0","","","","","11.7",",0,26,+","","","","","80.0",",,0,13,","33.9",",0,04,+","15.0","0","15.0",",0","136.9",",,,0","","","21.47",",0","25.46",",,,0","17.48",",,,0","",""
"USW00013777","1944-10","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","853.0","0","10.9",",0","7",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","2.2",",0,28,","","","","","46.5",",,0,20,","30.6",",0,07,","151.0","0","136.0",",0","101.8",",,,0","","","14.30",",0","18.98",",,,0","9.62",",,,0","",""
"USW00013777","1944-11","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","853.0","0","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","3","","","","-1.7",",0,30,","0",",,0,30,+","0",",T,0,30,+","50.5",",,0,27,","21.7",",0,08,","435.1","0","284.1",",0","99.9",",,,0","0",",T,,0","8.86",",0","12.54",",,,0","5.18",",,,0","",""
"USW00013777","1944-12","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","853.0","0","0.0",",0","11",",0","7",",0","1",",0","5",",0","2",",0","0",",0","27",",0","4",",0","0",",0","0",",0","2","","","","-9.4",",0,22,","25",",,0,31,+","28",",,0,12,","32.5",",,0,11,","12.2",",0,08,","956.8","0","521.7",",0","97.2",",,,0","71",",,,0","1.50",",0","5.09",",,,0","-2.08",",,,0","",""
"USW00013777","1945-01","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","11",",0","6",",0","1",",0","20","2,0","2","1,0","0",",0","28",",0","7",",0","0",",0","0",",0","1","","","","-11.7",",0,25,","152","2,,0,19,+","178","1,,0,16,","34.5",",,0,16,","10.6",",0,04,+","1553.0","0","596.2",",0","95.4",",,,0","251","1,,,0","-0.90",",0","2.48",",,,0","-4.28",",,,0","",""
"USW00013777","1945-02","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","10",",0","8",",0","1",",0","9",",0","1",",0","0",",0","12",",0","1",",0","0",",0","0",",0","2","","","","-7.8",",0,01,","76",",,0,17,","89",",,0,17,","26.4",",,0,26,","16.1",",0,27,+","1963.6","0","410.6",",0","87.4",",,,0","95",",,,0","3.67",",0","7.38",",,,0","-0.04",",,,0","",""
"USW00013777","1945-03","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","25.7","0","25.7",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","1",",0","2","","1","","0.6",",0,01,","0",",T,0,01,","0",",,0,31,+","16.5",",,0,06,","32.2",",0,29,","2149.9","0","186.3",",0","36.1",",,,0","0",",,,0","13.15",",0","18.66",",,,0","7.65",",,,0","",""
"USW00013777","1945-04","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","37.4","0","11.7",",0","11",",0","7",",0","0",",0","","","","","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","2.8",",0,06,","","","","","22.9",",,0,17,","30.0",",0,13,","2272.4","0","122.5",",0","90.3",",,,0","","","14.64",",0","19.88",",,,0","9.41",",,,0","",""
"USW00013777","1945-05","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","78.0","0","40.6",",0","11",",0","7",",0","0",",0","","","","","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","6.1",",0,11,+","","","","","19.8",",,0,03,","31.1",",0,22,","2343.4","0","71.0",",0","88.8",",,,0","","","17.35",",0","22.12",",,,0","12.58",",,,0","",""
"USW00013777","1945-06","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","258.8","0","180.8",",0","9",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","27",",0","12",",0","","","","","9.4",",0,06,","","","","","19.3",",,0,10,","37.8",",0,30,","2358.8","0","15.4",",0","67.4",",,,0","","","23.85",",0","28.94",",,,0","18.75",",,,0","",""
"USW00013777","1945-07","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","466.2","0","207.4",",0","16",",0","14",",0","3",",0","","","","","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","15.0",",0,12,","","","","","55.9",",,0,17,","37.8",",0,01,","0.0","0","0.0",",0","246.0",",,,0","","","25.02",",0","29.13",",,,0","20.92",",,,0","",""
"USW00013777","1945-08","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","651.6","0","185.4",",0","8",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","13.9",",0,27,","","","","","24.9",",,0,24,","35.6",",0,22,","0.3","0","0.3",",0","63.1",",,,0","","","24.30",",0","29.17",",,,0","19.44",",,,0","",""
"USW00013777","1945-09","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","789.0","0","137.4",",0","11",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","27",",0","3",",0","","","","","11.1",",0,30,","","","","","43.7",",,0,18,","32.8",",0,29,+","11.1","0","10.8",",0","128.6",",,,0","","","22.55",",0","26.69",",,,0","18.41",",,,0","",""
"USW00013777","1945-10","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","793.9","0","4.9",",0","5",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","3.3",",0,15,","","","","","14.0",",,0,06,","27.8",",0,29,+","123.7","0","112.6",",0","30.1",",,,0","","","14.86",",0","19.75",",,,0","9.96",",,,0","",""
"USW00013777","1945-11","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","796.1","0","2.2",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","4",",0","0",",0","2","","","","-2.8",",0,24,","0",",,0,30,+","0",",T,0,30,","32.3",",,0,28,","25.0",",0,09,","381.5","0","257.8",",0","99.7",",,,0","0",",T,,0","9.82",",0","14.11",",,,0","5.52",",,,0","",""
"USW00013777","1945-12","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","796.1","0","0.0",",0","12",",0","9",",0","2",",0","19",",0","3",",0","0",",0","20",",0","9",",0","0",",0","0",",0","4","","","","-9.4",",0,23,","254",",,0,21,+","193",",,0,19,","56.4",",,0,05,","14.4",",0,08,","925.2","0","543.7",",0","152.1",",,,0","310",",,,0","0.80",",0","3.78",",,,0","-2.19",",,,0","",""
"USW00013777","1946-01","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","10",",0","8",",0","0",",0","0",",0","1",",0","0",",0","19",",0","5",",0","0",",0","0",",0","3","","","","-9.4",",0,23,","0",",T,0,27,+","51",",,0,20,","6.1",",,0,31,+","18.9",",0,06,","1402.4","0","477.2",",0","42.3",",,,0","72",",,,0","2.94",",0","6.94",",,,0","-1.06",",,,0","",""
"USW00013777","1946-02","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","0.0","0","0.0",",0","9",",0","6",",0","1",",0","6",",0","2",",0","0",",0","16",",0","0",",0","1",",0","0",",0","1","","1","","-7.2",",0,04,","127",",,0,11,","193",",,0,10,","29.7",",,0,19,","22.8",",0,27,","1818.9","0","416.5",",0","84.7",",,,0","282",",,,0","3.46",",0","7.63",",,,0","-0.71",",,,0","",""
"USW00013777","1946-03","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","1.7","0","1.7",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","","","","","0.0",",0,01,","0",",,0,31,+","0",",T,0,11,","10.9",",,0,15,","26.1",",0,05,","2026.9","0","208.0",",0","48.1",",,,0","0",",T,,0","11.68",",0","16.69",",,,0","6.66",",,,0","",""
"USW00013777","1946-04","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","6.5","0","4.8","1,0","9",",0","4",",0","0",",0","","","","","0",",0","0",",0","0","1,0","8","1,0","0","1,0","","","","","2.8",",0,11,","","","","","19.1",",,0,25,","28.9","1,0,02,","2181.1","0","154.2","1,0","39.8",",,,0","","","13.12","1,0","18.39","1,,,0","7.85",",,,0","",""
"USW00013777","1946-05","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","62.0","0","55.5",",0","14",",0","10",",0","2",",0","","","","","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","6.7",",0,04,","","","","","28.4",",,0,27,","31.7",",0,25,","2222.6","0","41.5",",0","162.2",",,,0","","","18.78",",0","23.67",",,,0","13.90",",,,0","",""
"USW00013777","1946-06","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","192.2","0","130.2",",0","10",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","27",",0","5",",0","","","","","11.1",",0,02,","","","","","41.4",",,0,02,","33.9",",0,18,+","2232.6","0","10.0",",0","92.7",",,,0","","","22.34",",0","27.58",",,,0","17.09",",,,0","",""
"USW00013777","1946-07","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","403.4","0","211.2",",0","9",",0","7",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","15.0",",0,16,","","","","","69.6",",,0,22,","35.0",",0,20,+","0.0","0","0.0",",0","136.5",",,,0","","","25.15",",0","30.13",",,,0","20.16",",,,0","",""
"USW00013777","1946-08","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","544.7","0","141.3",",0","9",",0","5",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","12.2",",0,31,","","","","","39.4",",,0,18,","33.3",",0,05,","0.9","0","0.9",",0","102.3",",,,0","","","22.86",",0","27.29",",,,0","18.44",",,,0","",""
"USW00013777","1946-09","39.28333","-76.61667","4.3","BALTIMORE CUSTOMS HOUSE, MD US","650.7","0","106.0",",0","7",",0","7",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","10.0",",0,30,","","","","","24.1",",,0,23,","33.3",",0,10,","7.3","0","6.4",",0","100.9",",,,0","","","21.65",",0","26.71",",,,0","16.59",",,,0","",""
